datetime,S,Q,R,D,Q_s,R_s,D_s
28-Sep-2020,8699797,5299,49018,1609,483842,1495715,38117
29-Sep-2020,8640306,5324,49326,1616,513413,1524569,38844
30-Sep-2020,8577668,5347,49635,1624,544336,1555173,39614
01-Oct-2020,8511801,5367,49945,1632,576615,1587607,40431
02-Oct-2020,8442629,5384,50256,1640,610243,1621948,41296
03-Oct-2020,8370090,5399,50568,1648,645207,1658275,42210
04-Oct-2020,8294128,5411,50881,1655,681482,1696663,43177
05-Oct-2020,8214704,5420,51194,1663,719030,1737187,44197
06-Oct-2020,8131792,5425,51508,1671,757806,1779921,45274
07-Oct-2020,8045380,5427,51822,1679,797748,1824934,46407
08-Oct-2020,7955477,5426,52136,1687,838782,1872290,47599
09-Oct-2020,7862107,5421,52450,1695,880822,1922050,48852
10-Oct-2020,7765315,5412,52764,1703,923766,1974270,50167
11-Oct-2020,7665167,5399,53077,1711,967498,2029000,51545
12-Oct-2020,7561748,5383,53389,1719,1011890,2086281,52988
13-Oct-2020,7455168,5362,53700,1726,1056799,2146147,54495
14-Oct-2020,7345555,5337,54009,1734,1102070,2208623,56068
15-Oct-2020,7233062,5307,54317,1742,1147535,2273726,57707
16-Oct-2020,7117860,5274,54624,1750,1193015,2341462,59413
17-Oct-2020,7000143,5236,54928,1757,1238322,2411826,61185
18-Oct-2020,6880126,5194,55230,1765,1283258,2484803,63022
19-Oct-2020,6758035,5147,55529,1772,1327624,2560365,64925
20-Oct-2020,6634116,5097,55825,1780,1371214,2638474,66892
21-Oct-2020,6508630,5042,56119,1787,1413820,2719078,68921
22-Oct-2020,6381847,4983,56409,1795,1455236,2802115,71012
23-Oct-2020,6254051,4920,56696,1802,1495257,2887510,73162
24-Oct-2020,6125529,4854,56979,1809,1533683,2975175,75370
25-Oct-2020,5996568,4783,57257,1816,1570327,3065013,77632
26-Oct-2020,5867458,4710,57532,1823,1605011,3156917,79946
27-Oct-2020,5738488,4633,57803,1830,1637567,3250768,82309
28-Oct-2020,5609943,4553,58068,1836,1667841,3346438,84718
29-Oct-2020,5482098,4470,58330,1843,1695695,3443792,87169
30-Oct-2020,5355223,4384,58586,1849,1721012,3542684,89659
31-Oct-2020,5229569,4296,58837,1856,1743691,3642964,92184
01-Nov-2020,5105376,4206,59083,1862,1763650,3744479,94741
02-Nov-2020,4982869,4114,59324,1868,1780829,3847070,97324
03-Nov-2020,4862255,4021,59559,1874,1795185,3950574,99930
04-Nov-2020,4743724,3926,59789,1880,1806697,4054826,102555
05-Nov-2020,4627447,3830,60014,1885,1815364,4159662,105195
06-Nov-2020,4513575,3733,60233,1891,1821203,4264917,107845
07-Nov-2020,4402242,3636,60446,1896,1824246,4370430,110502
08-Nov-2020,4293560,3538,60654,1902,1824544,4476039,113161
09-Nov-2020,4187624,3441,60856,1907,1822164,4581588,115819
10-Nov-2020,4084510,3343,61052,1912,1817187,4686923,118471
11-Nov-2020,3984279,3246,61242,1916,1809703,4791896,121114
12-Nov-2020,3886972,3149,61428,1921,1799816,4896367,123745
13-Nov-2020,3792618,3053,61607,1926,1787636,5000199,126359
14-Nov-2020,3701230,2958,61781,1930,1773282,5103262,128954
15-Nov-2020,3612808,2863,61949,1934,1756881,5205434,131527
16-Nov-2020,3527338,2771,62112,1938,1738563,5306601,134074
17-Nov-2020,3444797,2679,62270,1942,1718459,5406655,136594
18-Nov-2020,3365156,2589,62423,1946,1696703,5505498,139082
19-Nov-2020,3288372,2500,62570,1950,1673430,5603036,141538
20-Nov-2020,3214397,2414,62712,1953,1648775,5699187,143959
21-Nov-2020,3143178,2329,62849,1957,1622869,5793872,146344
22-Nov-2020,3074651,2245,62982,1960,1595844,5887026,148689
23-Nov-2020,3008752,2164,63109,1963,1567827,5978587,150995
24-Nov-2020,2945412,2085,63232,1966,1538941,6068501,153259
25-Nov-2020,2884564,2007,63351,1969,1509304,6156722,155480
26-Nov-2020,2826133,1932,63465,1972,1479029,6243208,157658
27-Nov-2020,2770046,1859,63574,1975,1448226,6327925,159791
28-Nov-2020,2716227,1788,63680,1978,1416999,6410846,161879
29-Nov-2020,2664600,1718,63781,1980,1385446,6491950,163921
30-Nov-2020,2615089,1651,63879,1983,1353658,6571220,165917
01-Dec-2020,2567618,1586,63973,1985,1321722,6648646,167867
02-Dec-2020,2522114,1523,64063,1987,1289719,6724222,169770
03-Dec-2020,2478502,1462,64149,1990,1257724,6797945,171626
04-Dec-2020,2436712,1403,64232,1992,1225805,6869818,173436
05-Dec-2020,2396672,1346,64311,1994,1194029,6939847,175199
06-Dec-2020,2358313,1291,64388,1996,1162452,7008042,176916
07-Dec-2020,2321568,1238,64461,1997,1131129,7074417,178587
08-Dec-2020,2286372,1187,64531,1999,1100108,7138987,180213
09-Dec-2020,2252661,1137,64598,2001,1069434,7201772,181794
10-Dec-2020,2220374,1089,64663,2002,1039146,7262792,183331
11-Dec-2020,2189451,1044,64724,2004,1009279,7322072,184823
12-Dec-2020,2159836,999,64784,2005,979865,7379635,186273
13-Dec-2020,2131474,957,64840,2007,950930,7435510,187680
14-Dec-2020,2104310,916,64894,2008,922499,7489724,189045
15-Dec-2020,2078294,877,64946,2010,894593,7542308,190369
16-Dec-2020,2053377,839,64996,2011,867229,7593293,191653
17-Dec-2020,2029512,802,65043,2012,840421,7642709,192897
18-Dec-2020,2006652,768,65089,2013,814182,7690591,194102
19-Dec-2020,1984756,734,65132,2014,788520,7736970,195270
20-Dec-2020,1963780,702,65174,2015,763443,7781881,196401
21-Dec-2020,1943686,671,65213,2016,738956,7825358,197496
22-Dec-2020,1924435,642,65251,2017,715062,7867434,198555
23-Dec-2020,1905990,613,65288,2018,691762,7908145,199580
24-Dec-2020,1888317,586,65322,2019,669056,7947524,200572
25-Dec-2020,1871382,560,65356,2020,646942,7985606,201531
26-Dec-2020,1855153,535,65387,2021,625417,8022425,202458
27-Dec-2020,1839600,511,65418,2021,604477,8058016,203354
28-Dec-2020,1824693,488,65446,2022,584116,8092411,204220
29-Dec-2020,1810404,466,65474,2023,564328,8125644,205057
30-Dec-2020,1796707,445,65500,2024,545107,8157748,205865
31-Dec-2020,1783577,425,65526,2024,526443,8188756,206646
01-Jan-2021,1770988,406,65550,2025,508329,8218700,207400
02-Jan-2021,1758918,388,65573,2025,490755,8247611,208128
03-Jan-2021,1747344,370,65595,2026,473712,8275520,208831
04-Jan-2021,1736245,353,65616,2026,457190,8302458,209509
05-Jan-2021,1725601,337,65636,2027,441179,8328454,210164
06-Jan-2021,1715392,322,65655,2027,425668,8353538,210795
07-Jan-2021,1705600,307,65673,2028,410646,8377739,211405
08-Jan-2021,1696207,293,65690,2028,396102,8401084,211992
09-Jan-2021,1687197,280,65707,2029,382025,8423600,212559
10-Jan-2021,1678553,267,65723,2029,368404,8445316,213106
11-Jan-2021,1670259,255,65738,2030,355227,8466255,213633
12-Jan-2021,1662302,243,65752,2030,342484,8486445,214142
13-Jan-2021,1654666,232,65766,2030,330162,8505909,214632
14-Jan-2021,1647338,221,65779,2031,318251,8524672,215104
15-Jan-2021,1640306,211,65791,2031,306740,8542758,215560
16-Jan-2021,1633557,201,65803,2031,295617,8560188,215999
17-Jan-2021,1627080,192,65815,2031,284872,8576986,216422
18-Jan-2021,1620862,183,65826,2032,274493,8593172,216829
19-Jan-2021,1614894,175,65836,2032,264471,8608768,217222
20-Jan-2021,1609164,166,65846,2032,254794,8623794,217600
21-Jan-2021,1603664,159,65855,2032,245452,8638269,217965
22-Jan-2021,1598384,151,65864,2033,236436,8652214,218316
23-Jan-2021,1593314,144,65873,2033,227734,8665645,218654
24-Jan-2021,1588446,138,65881,2033,219338,8678582,218980
25-Jan-2021,1583771,131,65889,2033,211238,8691041,219294
26-Jan-2021,1579283,125,65896,2034,203424,8703040,219596
27-Jan-2021,1574972,119,65903,2034,195887,8714595,219887
28-Jan-2021,1570833,114,65910,2034,188618,8725721,220167
29-Jan-2021,1566858,108,65916,2034,181610,8736435,220437
30-Jan-2021,1563040,103,65922,2034,174852,8746749,220696
31-Jan-2021,1559373,99,65928,2034,168337,8756680,220946
01-Feb-2021,1555850,94,65934,2034,162057,8766240,221187
