datetime,S,Q,R,D,Q_s,R_s,D_s
14-Sep-2020,8699797,12161,42325,1440,1110406,884540,22728
15-Sep-2020,8699797,11460,43008,1457,1046434,946940,24299
16-Sep-2020,8699797,10800,43652,1473,986148,1005746,25780
17-Sep-2020,8699797,10178,44259,1489,929335,1061164,27175
18-Sep-2020,8699797,9592,44831,1503,875795,1113389,28490
19-Sep-2020,8699797,9039,45370,1517,825339,1162605,29730
20-Sep-2020,8699797,8518,45878,1529,777790,1208986,30898
21-Sep-2020,8699797,8027,46357,1542,732981,1252695,31998
22-Sep-2020,8699797,7565,46808,1553,690753,1293886,33035
23-Sep-2020,8699797,7129,47233,1564,650958,1332703,34013
24-Sep-2020,8699797,6718,47634,1574,613455,1369285,34934
25-Sep-2020,8699797,6331,48011,1583,578113,1403759,35802
26-Sep-2020,8699797,5967,48367,1592,544808,1436246,36620
27-Sep-2020,8699797,5623,48703,1601,513421,1466862,37391
28-Sep-2020,8699797,5299,49018,1609,483842,1495715,38117
29-Sep-2020,8699797,4994,49316,1616,455967,1522905,38802
