datetime,S,Q,R,D,Q_s,R_s,D_s
28-Sep-2020,8906977,5314,49004,1608,383603,1391392,35477
29-Sep-2020,8865825,5350,49311,1616,401204,1414023,36047
30-Sep-2020,8823013,5385,49621,1624,419405,1437686,36642
01-Oct-2020,8778504,5418,49932,1631,438209,1462416,37265
02-Oct-2020,8732266,5449,50246,1639,457612,1488249,37915
03-Oct-2020,8684266,5479,50561,1647,477612,1515218,38594
04-Oct-2020,8634477,5506,50878,1655,498200,1543357,39302
05-Oct-2020,8582876,5532,51196,1663,519367,1572700,40040
06-Oct-2020,8529439,5556,51516,1671,541102,1603281,40810
07-Oct-2020,8474151,5577,51837,1679,563387,1635132,41612
08-Oct-2020,8416998,5597,52159,1688,586204,1668283,42446
09-Oct-2020,8357972,5614,52483,1696,609531,1702766,43314
10-Oct-2020,8297071,5628,52807,1704,633342,1738608,44216
11-Oct-2020,8234295,5641,53132,1712,657606,1775836,45153
12-Oct-2020,8169654,5650,53457,1720,682292,1814476,46126
13-Oct-2020,8103160,5657,53783,1728,707361,1854552,47135
14-Oct-2020,8034833,5660,54110,1737,732773,1896083,48180
15-Oct-2020,7964698,5661,54436,1745,758483,1939089,49262
16-Oct-2020,7892789,5659,54763,1753,784443,1983586,50382
17-Oct-2020,7819144,5654,55089,1761,810600,2029586,51540
18-Oct-2020,7743809,5646,55415,1769,836900,2077099,52736
19-Oct-2020,7666837,5635,55740,1778,863284,2126132,53970
20-Oct-2020,7588285,5620,56065,1786,889690,2176687,55243
21-Oct-2020,7508220,5602,56389,1794,916053,2228764,56554
22-Oct-2020,7426713,5581,56711,1802,942306,2282360,57903
23-Oct-2020,7343844,5556,57032,1810,968378,2337464,59290
24-Oct-2020,7259697,5529,57352,1818,994200,2394066,60714
25-Oct-2020,7174359,5498,57670,1826,1019698,2452148,62176
26-Oct-2020,7087927,5463,57986,1834,1044800,2511690,63675
27-Oct-2020,7000500,5426,58300,1842,1069432,2572666,65210
28-Oct-2020,6912181,5385,58612,1850,1093520,2635048,66780
29-Oct-2020,6823079,5341,58921,1858,1116990,2698802,68384
30-Oct-2020,6733305,5293,59228,1865,1139770,2763890,70023
31-Oct-2020,6642975,5243,59532,1873,1161789,2830270,71693
01-Nov-2020,6552203,5190,59833,1881,1182977,2897897,73396
02-Nov-2020,6461104,5133,60131,1888,1203272,2966719,75128
03-Nov-2020,6369797,5074,60425,1896,1222609,3036686,76889
04-Nov-2020,6278397,5012,60716,1903,1240931,3107739,78677
05-Nov-2020,6187024,4948,61003,1910,1258181,3179818,80492
06-Nov-2020,6095793,4881,61287,1917,1274307,3252860,82330
07-Nov-2020,6004817,4812,61566,1924,1289266,3326800,84191
08-Nov-2020,5914209,4740,61842,1931,1303014,3401566,86073
09-Nov-2020,5824078,4667,62113,1938,1315516,3477089,87974
10-Nov-2020,5734527,4591,62380,1945,1326743,3553297,89892
11-Nov-2020,5645657,4514,62643,1951,1336670,3630115,91825
12-Nov-2020,5557564,4435,62901,1958,1345277,3707468,93772
