datetime,S,I,r,D
14-Sep-2020,10712347,12161,42325,1440
15-Sep-2020,10712347,11247,43218,1461
16-Sep-2020,10712347,10402,44044,1480
17-Sep-2020,10712347,9621,44807,1498
18-Sep-2020,10712347,8898,45514,1514
19-Sep-2020,10712347,8230,46167,1529
20-Sep-2020,10712347,7611,46771,1544
21-Sep-2020,10712347,7040,47330,1557
22-Sep-2020,10712347,6511,47847,1569
23-Sep-2020,10712347,6022,48325,1580
24-Sep-2020,10712347,5569,48767,1590
25-Sep-2020,10712347,5151,49176,1599
26-Sep-2020,10712347,4764,49554,1608
27-Sep-2020,10712347,4406,49904,1616
28-Sep-2020,10712347,4075,50227,1624
