datetime,S,I,r,D
15-May-2021,5116962,318604,5210939,121768
16-May-2021,5099376,311583,5234987,122327
17-May-2021,5082237,304658,5258502,122875
18-May-2021,5065536,297833,5281493,123410
19-May-2021,5049264,291108,5303967,123933
20-May-2021,5033412,284485,5325932,124445
21-May-2021,5017969,277965,5347394,124944
22-May-2021,5002927,271550,5368363,125432
23-May-2021,4988278,265239,5388847,125909
24-May-2021,4974011,259034,5408853,126375
25-May-2021,4960118,252935,5428389,126830
26-May-2021,4946591,246943,5447465,127274
27-May-2021,4933421,241058,5466086,127707
28-May-2021,4920600,235279,5484263,128131
29-May-2021,4908119,229608,5502003,128544
30-May-2021,4895970,224043,5519314,128947
31-May-2021,4884145,218584,5536204,129340
01-Jun-2021,4872637,213231,5552682,129723
02-Jun-2021,4861437,207983,5568755,130098
03-Jun-2021,4850539,202840,5584431,130463
04-Jun-2021,4839934,197801,5599720,130819
05-Jun-2021,4829615,192865,5614627,131166
06-Jun-2021,4819576,188031,5629162,131504
07-Jun-2021,4809809,183299,5643331,131834
08-Jun-2021,4800307,178667,5657143,132155
09-Jun-2021,4791064,174134,5670606,132469
10-Jun-2021,4782073,169699,5683726,132774
11-Jun-2021,4773328,165361,5696512,133072
12-Jun-2021,4764822,161119,5708970,133362
13-Jun-2021,4756549,156972,5721108,133644
14-Jun-2021,4748503,152917,5732933,133920
15-Jun-2021,4740679,148954,5744452,134188
16-Jun-2021,4733070,145082,5755672,134449
17-Jun-2021,4725671,141299,5766600,134704
18-Jun-2021,4718476,137603,5777242,134951
19-Jun-2021,4711480,133994,5787606,135193
20-Jun-2021,4704678,130469,5797698,135428
21-Jun-2021,4698065,127028,5807523,135656
22-Jun-2021,4691635,123669,5817090,135879
23-Jun-2021,4685384,120391,5826403,136096
24-Jun-2021,4679306,117191,5835469,136307
25-Jun-2021,4673398,114069,5844293,136512
26-Jun-2021,4667655,111023,5852882,136712
27-Jun-2021,4662072,108052,5861242,136907
28-Jun-2021,4656645,105154,5869377,137096
29-Jun-2021,4651370,102328,5877295,137281
30-Jun-2021,4646243,99571,5884999,137460
01-Jul-2021,4641259,96884,5892495,137634
02-Jul-2021,4636415,94265,5899789,137804
03-Jul-2021,4631707,91711,5906886,137969
04-Jul-2021,4627131,89222,5913790,138130
05-Jul-2021,4622684,86796,5920506,138287
06-Jul-2021,4618362,84433,5927040,138439
07-Jul-2021,4614161,82129,5933396,138587
08-Jul-2021,4610079,79885,5939578,138731
09-Jul-2021,4606112,77699,5945591,138871
10-Jul-2021,4602257,75569,5951440,139007
11-Jul-2021,4598511,73495,5957128,139139
12-Jul-2021,4594870,71475,5962660,139268
13-Jul-2021,4591333,69508,5968039,139393
14-Jul-2021,4587895,67592,5973271,139515
15-Jul-2021,4584555,65726,5978358,139633
16-Jul-2021,4581309,63910,5983305,139749
17-Jul-2021,4578156,62142,5988115,139861
18-Jul-2021,4575091,60421,5992792,139969
19-Jul-2021,4572114,58745,5997339,140075
20-Jul-2021,4569221,57114,6001760,140178
21-Jul-2021,4566410,55527,6006058,140278
22-Jul-2021,4563679,53982,6010236,140376
23-Jul-2021,4561026,52478,6014299,140470
24-Jul-2021,4558448,51015,6018248,140562
25-Jul-2021,4555943,49591,6022087,140651
26-Jul-2021,4553510,48206,6025819,140738
27-Jul-2021,4551146,46858,6029446,140823
28-Jul-2021,4548849,45547,6032972,140905
29-Jul-2021,4546617,44271,6036399,140985
30-Jul-2021,4544449,43031,6039731,141062
31-Jul-2021,4542343,41823,6042969,141138
01-Aug-2021,4540297,40649,6046116,141211
02-Aug-2021,4538310,39507,6049174,141282
03-Aug-2021,4536379,38396,6052147,141351
04-Aug-2021,4534503,37316,6055036,141418
05-Aug-2021,4532680,36265,6057844,141484
06-Aug-2021,4530910,35243,6060572,141547
07-Aug-2021,4529190,34250,6063224,141609
08-Aug-2021,4527520,33283,6065801,141669
09-Aug-2021,4525897,32344,6068305,141727
10-Aug-2021,4524320,31430,6070739,141784
11-Aug-2021,4522789,30542,6073103,141839
12-Aug-2021,4521301,29678,6075401,141893
13-Aug-2021,4519856,28838,6077634,141945
14-Aug-2021,4518452,28022,6079804,141995
15-Aug-2021,4517089,27228,6081912,142044
16-Aug-2021,4515764,26456,6083960,142092
17-Aug-2021,4514478,25706,6085951,142138
18-Aug-2021,4513228,24977,6087885,142183
19-Aug-2021,4512014,24268,6089764,142227
20-Aug-2021,4510835,23579,6091590,142269
21-Aug-2021,4509689,22909,6093364,142311
22-Aug-2021,4508576,22258,6095087,142351
23-Aug-2021,4507496,21626,6096762,142390
24-Aug-2021,4506446,21011,6098389,142428
25-Aug-2021,4505426,20413,6099969,142465
26-Aug-2021,4504436,19832,6101505,142500
27-Aug-2021,4503474,19267,6102997,142535
28-Aug-2021,4502539,18718,6104446,142569
29-Aug-2021,4501632,18185,6105854,142602
30-Aug-2021,4500750,17667,6107223,142633
31-Aug-2021,4499894,17163,6108552,142664
01-Sep-2021,4499062,16674,6109843,142694
02-Sep-2021,4498254,16198,6111097,142724
03-Sep-2021,4497470,15736,6112316,142752
04-Sep-2021,4496708,15287,6113499,142780
05-Sep-2021,4495967,14850,6114649,142806
06-Sep-2021,4495248,14426,6115766,142832
07-Sep-2021,4494550,14014,6116852,142858
08-Sep-2021,4493872,13613,6117906,142882
09-Sep-2021,4493213,13224,6118930,142906
10-Sep-2021,4492573,12846,6119925,142929
11-Sep-2021,4491952,12479,6120891,142952
12-Sep-2021,4491348,12122,6121830,142973
13-Sep-2021,4490762,11775,6122742,142995
14-Sep-2021,4490192,11438,6123627,143015
15-Sep-2021,4489639,11111,6124488,143035
16-Sep-2021,4489102,10793,6125324,143055
17-Sep-2021,4488580,10484,6126135,143074
18-Sep-2021,4488073,10183,6126924,143092
19-Sep-2021,4487581,9892,6127690,143110
20-Sep-2021,4487103,9608,6128434,143127
21-Sep-2021,4486639,9333,6129157,143144
22-Sep-2021,4486188,9066,6129859,143160
23-Sep-2021,4485750,8806,6130541,143176
24-Sep-2021,4485325,8553,6131203,143192
25-Sep-2021,4484912,8308,6131847,143207
26-Sep-2021,4484510,8070,6132472,143221
27-Sep-2021,4484121,7838,6133079,143235
28-Sep-2021,4483742,7614,6133668,143249
29-Sep-2021,4483374,7395,6134241,143262
30-Sep-2021,4483017,7183,6134797,143275
01-Oct-2021,4482671,6977,6135338,143288
02-Oct-2021,4482334,6777,6135862,143300
03-Oct-2021,4482007,6582,6136372,143312
04-Oct-2021,4481689,6393,6136867,143324
05-Oct-2021,4481381,6210,6137348,143335
06-Oct-2021,4481081,6031,6137815,143346
07-Oct-2021,4480790,5858,6138269,143356
08-Oct-2021,4480507,5690,6138709,143366
09-Oct-2021,4480233,5526,6139137,143376
10-Oct-2021,4479966,5368,6139553,143386
11-Oct-2021,4479707,5213,6139957,143395
12-Oct-2021,4479456,5064,6140349,143405
13-Oct-2021,4479211,4918,6140730,143413
14-Oct-2021,4478974,4777,6141100,143422
15-Oct-2021,4478744,4640,6141459,143430
16-Oct-2021,4478520,4506,6141808,143439
17-Oct-2021,4478303,4377,6142147,143446
18-Oct-2021,4478092,4251,6142476,143454
19-Oct-2021,4477887,4129,6142796,143462
20-Oct-2021,4477687,4010,6143107,143469
21-Oct-2021,4477494,3895,6143408,143476
22-Oct-2021,4477306,3783,6143701,143483
23-Oct-2021,4477124,3674,6143986,143489
24-Oct-2021,4476947,3568,6144262,143496
25-Oct-2021,4476775,3466,6144530,143502
26-Oct-2021,4476608,3366,6144791,143508
27-Oct-2021,4476445,3269,6145044,143514
28-Oct-2021,4476288,3175,6145290,143520
29-Oct-2021,4476135,3084,6145529,143525
30-Oct-2021,4475986,2995,6145761,143531
31-Oct-2021,4475842,2909,6145986,143536
01-Nov-2021,4475702,2825,6146205,143541
02-Nov-2021,4475565,2744,6146418,143546
03-Nov-2021,4475433,2665,6146624,143551
04-Nov-2021,4475305,2588,6146824,143555
05-Nov-2021,4475180,2514,6147019,143560
06-Nov-2021,4475059,2441,6147208,143564
07-Nov-2021,4474941,2371,6147392,143569
08-Nov-2021,4474827,2303,6147570,143573
09-Nov-2021,4474716,2237,6147743,143577
10-Nov-2021,4474608,2172,6147912,143581
11-Nov-2021,4474504,2110,6148075,143584
12-Nov-2021,4474402,2049,6148234,143588
13-Nov-2021,4474303,1990,6148388,143592
14-Nov-2021,4474207,1933,6148538,143595
15-Nov-2021,4474114,1877,6148683,143599
16-Nov-2021,4474024,1823,6148824,143602
17-Nov-2021,4473936,1771,6148961,143605
18-Nov-2021,4473851,1720,6149094,143608
19-Nov-2021,4473768,1670,6149224,143611
20-Nov-2021,4473687,1622,6149349,143614
21-Nov-2021,4473609,1575,6149471,143617
22-Nov-2021,4473533,1530,6149590,143620
