datetime,S,E,I,Q,R,D,P
30-Apr-2020,273489646,10118,10118,7804,1522,792,0
01-May-2020,245356352,29155,10512,7527,1825,809,28113819
02-May-2020,220116108,46795,11307,7264,2118,826,53335582
03-May-2020,197470950,63650,12479,7015,2400,842,75962663
04-May-2020,177153733,80125,14013,6783,2673,858,96261816
05-May-2020,158924906,96476,15902,6567,2936,873,114472339
06-May-2020,142569642,112854,18144,6368,3192,888,130808911
07-May-2020,127895269,129330,20739,6188,3440,902,145464131
08-May-2020,114728971,145923,23688,6026,3682,916,158610793
09-May-2020,102915735,162609,26991,5884,3917,930,170403933
10-May-2020,92316516,179335,30650,5763,4148,943,180982646
11-May-2020,82806583,196031,34661,5662,4373,956,190471733
12-May-2020,74274039,212612,39023,5582,4596,969,198983180
13-May-2020,66618488,228986,43731,5525,4815,981,206617474
14-May-2020,59749880,245059,48776,5490,5033,994,213464767
15-May-2020,53587413,260740,54151,5478,5250,1006,219605962
16-May-2020,48058576,275938,59843,5490,5466,1019,225113667
17-May-2020,43098335,290571,65841,5525,5684,1031,230053012
18-May-2020,38648316,304564,72130,5585,5904,1044,234482457
19-May-2020,34656140,317851,78693,5668,6126,1057,238454465
20-May-2020,31074823,330375,85513,5776,6352,1070,242016091
21-May-2020,27862171,342090,92572,5908,6583,1083,245209593
22-May-2020,24980354,352958,99850,6065,6820,1097,248072857
23-May-2020,22395395,362952,107328,6245,7063,1111,250639906
24-May-2020,20076816,372056,114985,6450,7314,1125,252941254
25-May-2020,17997261,380259,122800,6678,7574,1140,255004288
26-May-2020,16132174,387563,130754,6929,7843,1155,256853582
27-May-2020,14459524,393973,138825,7204,8122,1171,258511180
28-May-2020,12959529,399504,146994,7500,8413,1188,259996873
29-May-2020,11614446,404174,155241,7819,8716,1206,261328399
30-May-2020,10408336,408009,163546,8159,9031,1224,262521694
31-May-2020,9326912,411037,171893,8519,9361,1243,263591035
01-Jun-2020,8357333,413291,180262,8900,9706,1263,264549246
02-Jun-2020,7488092,414806,188638,9299,10065,1283,265407817
03-Jun-2020,6708845,415619,197004,9717,10441,1305,266177069
04-Jun-2020,6010327,415770,205345,10152,10834,1327,266866245
05-Jun-2020,5384207,415297,213647,10604,11244,1351,267483649
06-Jun-2020,4823023,414242,221898,11071,11673,1376,268036717
07-Jun-2020,4320069,412645,230084,11554,12120,1401,268532127
08-Jun-2020,3869334,410545,238195,12050,12587,1428,268975861
09-Jun-2020,3465422,407983,246220,12559,13073,1456,269373286
10-Jun-2020,3103492,404996,254150,13081,13580,1485,269729215
11-Jun-2020,2779203,401622,261976,13614,14108,1516,270047961
12-Jun-2020,2488657,397897,269691,14157,14657,1547,270333393
13-Jun-2020,2228362,393855,277288,14710,15228,1580,270588978
14-Jun-2020,1995181,389528,284760,15271,15821,1614,270817825
15-Jun-2020,1786304,384949,292102,15840,16436,1649,271022719
16-Jun-2020,1599209,380147,299310,16416,17074,1686,271206158
17-Jun-2020,1431636,375149,306379,16998,17734,1724,271370379
18-Jun-2020,1281556,369982,313306,17585,18418,1763,271517389
19-Jun-2020,1147152,364669,320089,18176,19125,1804,271648984
20-Jun-2020,1026793,359234,326724,18771,19856,1846,271766776
21-Jun-2020,919019,353698,333210,19368,20610,1889,271872206
22-Jun-2020,822517,348079,339546,19968,21388,1934,271966568
23-Jun-2020,736116,342396,345730,20569,22189,1980,272051019
24-Jun-2020,658761,336666,351762,21171,23015,2028,272126598
25-Jun-2020,589509,330903,357642,21773,23864,2077,272194233
26-Jun-2020,527515,325122,363370,22374,24737,2127,272254756
27-Jun-2020,472020,319334,368946,22974,25633,2178,272308914
28-Jun-2020,422347,313552,374371,23572,26554,2231,272357373
29-Jun-2020,377886,307786,379645,24167,27498,2285,272400732
30-Jun-2020,338093,302044,384770,24760,28465,2341,272439526
01-Jul-2020,302479,296335,389748,25350,29456,2398,272474234
02-Jul-2020,270607,290667,394579,25935,30470,2456,272505285
03-Jul-2020,242085,285046,399265,26517,31507,2516,272533065
04-Jul-2020,216562,279478,403807,27093,32567,2577,272557915
05-Jul-2020,193723,273969,408209,27665,33650,2639,272580145
06-Jul-2020,173288,268522,412470,28231,34755,2703,272600031
07-Jul-2020,155003,263142,416595,28791,35883,2768,272617819
08-Jul-2020,138644,257832,420584,29345,37032,2834,272633729
09-Jul-2020,124007,252595,424440,29893,38204,2901,272647960
10-Jul-2020,110913,247433,428165,30434,39397,2970,272660689
11-Jul-2020,99199,242349,431761,30968,40611,3039,272672073
12-Jul-2020,88719,237344,435231,31495,41846,3110,272682255
13-Jul-2020,79345,232419,438577,32014,43101,3183,272691361
14-Jul-2020,70960,227576,441800,32525,44378,3256,272699505
15-Jul-2020,63459,222815,444905,33029,45674,3330,272706788
16-Jul-2020,56750,218137,447892,33525,46990,3406,272713301
17-Jul-2020,50749,213541,450764,34012,48325,3483,272719126
18-Jul-2020,45382,209029,453523,34491,49680,3561,272724334
19-Jul-2020,40581,204599,456172,34962,51053,3640,272728992
20-Jul-2020,36288,200253,458714,35424,52445,3720,272733157
21-Jul-2020,32448,195988,461149,35878,53855,3801,272736881
22-Jul-2020,29014,191805,463481,36323,55283,3883,272740211
23-Jul-2020,25943,187703,465712,36759,56728,3966,272743189
24-Jul-2020,23197,183682,467844,37186,58190,4050,272745851
25-Jul-2020,20741,179740,469879,37605,59669,4135,272748232
26-Jul-2020,18545,175876,471819,38014,61164,4221,272750361
27-Jul-2020,16581,172091,473667,38415,62675,4308,272752264
28-Jul-2020,14825,168381,475424,38806,64202,4396,272753966
29-Jul-2020,13255,164748,477093,39189,65744,4484,272755487
30-Jul-2020,11851,161189,478675,39563,67301,4574,272756847
31-Jul-2020,10595,157703,480173,39927,68873,4664,272758063
01-Aug-2020,9473,154290,481589,40283,70459,4756,272759151
02-Aug-2020,8469,150947,482924,40630,72059,4847,272760123
03-Aug-2020,7572,147674,484181,40968,73673,4940,272760992
04-Aug-2020,6769,144471,485361,41298,75299,5034,272761769
05-Aug-2020,6052,141334,486466,41618,76939,5128,272762464
06-Aug-2020,5410,138264,487497,41930,78591,5223,272763085
07-Aug-2020,4837,135258,488458,42233,80255,5319,272763640
08-Aug-2020,4324,132317,489349,42528,81931,5415,272764136
09-Aug-2020,3866,129438,490171,42814,83619,5512,272764580
