datetime,S,E,I,Q,R,D,P
28-Sep-2020,15,42902,473402,51708,187710,10526,272768308
29-Sep-2020,13,41964,472341,51548,189752,10643,272768310
30-Sep-2020,12,41046,471264,51390,191787,10760,272768311
01-Oct-2020,11,40149,470172,51235,193816,10877,272768313
02-Oct-2020,10,39271,469064,51081,195839,10993,272768314
03-Oct-2020,9,38412,467942,50928,197856,11109,272768315
04-Oct-2020,8,37572,466806,50778,199867,11225,272768316
05-Oct-2020,7,36751,465656,50628,201872,11340,272768316
06-Oct-2020,6,35947,464494,50480,203872,11455,272768317
07-Oct-2020,5,35161,463319,50334,205865,11570,272768318
08-Oct-2020,5,34392,462131,50188,207853,11684,272768318
09-Oct-2020,4,33640,460932,50044,209835,11798,272768319
10-Oct-2020,4,32905,459721,49900,211811,11912,272768319
11-Oct-2020,3,32185,458500,49757,213781,12025,272768320
12-Oct-2020,3,31482,457268,49615,215746,12138,272768320
13-Oct-2020,3,30793,456025,49474,217705,12250,272768320
14-Oct-2020,3,30120,454773,49333,219659,12363,272768321
15-Oct-2020,2,29461,453512,49193,221607,12475,272768321
16-Oct-2020,2,28817,452242,49053,223550,12586,272768321
17-Oct-2020,2,28187,450962,48914,225487,12698,272768321
18-Oct-2020,2,27571,449675,48775,227419,12809,272768321
19-Oct-2020,1,26968,448379,48637,229345,12920,272768322
20-Oct-2020,1,26378,447076,48499,231266,13030,272768322
21-Oct-2020,1,25801,445766,48361,233181,13140,272768322
22-Oct-2020,1,25237,444448,48223,235090,13250,272768322
23-Oct-2020,1,24685,443123,48086,236995,13359,272768322
24-Oct-2020,1,24146,441793,47948,238894,13469,272768322
25-Oct-2020,1,23618,440456,47811,240787,13578,272768322
26-Oct-2020,1,23101,439113,47674,242675,13686,272768322
27-Oct-2020,1,22596,437764,47536,244558,13794,272768322
28-Oct-2020,1,22102,436410,47399,246435,13902,272768322
29-Oct-2020,0,21619,435051,47262,248307,14010,272768322
30-Oct-2020,0,21146,433688,47125,250173,14117,272768323
31-Oct-2020,0,20684,432319,46988,252034,14224,272768323
01-Nov-2020,0,20231,430947,46850,253889,14331,272768323
02-Nov-2020,0,19789,429570,46713,255739,14437,272768323
03-Nov-2020,0,19356,428190,46576,257584,14543,272768323
04-Nov-2020,0,18933,426806,46438,259423,14649,272768323
05-Nov-2020,0,18519,425418,46300,261257,14754,272768323
06-Nov-2020,0,18114,424027,46163,263085,14860,272768323
07-Nov-2020,0,17718,422634,46025,264908,14964,272768323
08-Nov-2020,0,17331,421237,45887,266725,15069,272768323
09-Nov-2020,0,16952,419838,45749,268537,15173,272768323
10-Nov-2020,0,16581,418437,45610,270344,15277,272768323
11-Nov-2020,0,16218,417033,45472,272144,15380,272768323
12-Nov-2020,0,15864,415628,45333,273940,15484,272768323
13-Nov-2020,0,15517,414220,45195,275730,15587,272768323
14-Nov-2020,0,15178,412812,45056,277515,15689,272768323
15-Nov-2020,0,14846,411401,44917,279294,15791,272768323
16-Nov-2020,0,14521,409989,44778,281067,15893,272768323
17-Nov-2020,0,14204,408577,44638,282835,15995,272768323
18-Nov-2020,0,13893,407163,44499,284598,16096,272768323
19-Nov-2020,0,13589,405748,44359,286355,16197,272768323
20-Nov-2020,0,13292,404333,44220,288106,16298,272768323
21-Nov-2020,0,13001,402917,44080,289852,16398,272768323
22-Nov-2020,0,12717,401501,43940,291592,16499,272768323
23-Nov-2020,0,12439,400084,43800,293327,16598,272768323
24-Nov-2020,0,12167,398668,43659,295057,16698,272768323
25-Nov-2020,0,11901,397252,43519,296780,16797,272768323
26-Nov-2020,0,11641,395835,43378,298499,16896,272768323
