datetime,S,E,I,Q,R,D,P
14-Sep-2020,68,58466,486257,54277,158405,8841,272768257
15-Sep-2020,61,57188,485481,54066,160547,8964,272768264
16-Sep-2020,55,55937,484681,53860,162681,9087,272768271
17-Sep-2020,49,54714,483857,53659,164807,9209,272768276
18-Sep-2020,44,53518,483009,53463,166925,9331,272768281
19-Sep-2020,40,52347,482139,53272,169036,9452,272768286
20-Sep-2020,36,51203,481247,53084,171139,9573,272768290
21-Sep-2020,32,50083,480334,52901,173234,9694,272768294
22-Sep-2020,29,48988,479400,52721,175323,9814,272768297
23-Sep-2020,26,47917,478447,52545,177404,9933,272768300
24-Sep-2020,23,46869,477474,52372,179479,10053,272768302
25-Sep-2020,21,45844,476482,52202,181546,10172,272768305
26-Sep-2020,19,44842,475472,52035,183607,10290,272768307
27-Sep-2020,17,43861,474445,51870,185662,10408,272768309
28-Sep-2020,15,42902,473400,51708,187710,10526,272768311
29-Sep-2020,13,41964,472339,51548,189752,10643,272768312
30-Sep-2020,12,41046,471262,51390,191787,10760,272768314
