datetime,S,E,I,Q,R,D,P
28-Sep-2020,253971,6,92635,51127,191975,10190,272933013
29-Sep-2020,253795,148,90730,50677,194266,10282,272933019
30-Sep-2020,253622,246,88905,50210,196536,10373,272933025
01-Oct-2020,253453,312,87146,49728,198784,10464,272933031
02-Oct-2020,253288,357,85442,49231,201011,10553,272933037
03-Oct-2020,253125,385,83785,48723,203214,10642,272933042
04-Oct-2020,252966,403,82172,48204,205395,10729,272933048
05-Oct-2020,252810,413,80596,47677,207552,10816,272933054
06-Oct-2020,252656,417,79056,47141,209685,10902,272933060
07-Oct-2020,252506,418,77548,46598,211794,10986,272933066
08-Oct-2020,252358,416,76072,46050,213879,11070,272933071
09-Oct-2020,252214,413,74626,45496,215938,11153,272933077
10-Oct-2020,252071,408,73209,44939,217973,11235,272933083
11-Oct-2020,251932,402,71819,44378,219982,11315,272933089
12-Oct-2020,251795,396,70456,43814,221967,11395,272933095
13-Oct-2020,251661,389,69120,43248,223925,11474,272933100
14-Oct-2020,251529,382,67809,42681,225859,11551,272933106
15-Oct-2020,251400,376,66523,42113,227766,11628,272933112
16-Oct-2020,251273,369,65261,41544,229648,11704,272933118
17-Oct-2020,251149,362,64024,40976,231505,11778,272933123
18-Oct-2020,251027,355,62810,40409,233336,11852,272933129
19-Oct-2020,250907,348,61619,39843,235141,11924,272933135
20-Oct-2020,250789,341,60450,39278,236921,11996,272933141
21-Oct-2020,250673,335,59304,38716,238676,12066,272933146
22-Oct-2020,250560,328,58180,38155,240406,12136,272933152
23-Oct-2020,250449,322,57076,37598,242110,12204,272933158
24-Oct-2020,250339,316,55994,37043,243789,12272,272933164
25-Oct-2020,250232,310,54932,36492,245443,12338,272933169
26-Oct-2020,250127,304,53890,35944,247073,12404,272933175
27-Oct-2020,250024,298,52868,35400,248678,12468,272933181
28-Oct-2020,249922,292,51865,34860,250259,12532,272933187
29-Oct-2020,249823,286,50881,34324,251815,12594,272933192
30-Oct-2020,249725,281,49916,33793,253348,12656,272933198
31-Oct-2020,249629,275,48969,33266,254857,12717,272933204
01-Nov-2020,249535,270,48040,32744,256342,12776,272933210
02-Nov-2020,249442,265,47129,32227,257803,12835,272933215
03-Nov-2020,249351,260,46235,31715,259242,12893,272933221
04-Nov-2020,249262,255,45358,31209,260658,12950,272933227
05-Nov-2020,249174,250,44497,30707,262050,13006,272933233
06-Nov-2020,249088,245,43653,30211,263421,13061,272933238
07-Nov-2020,249004,240,42825,29720,264769,13115,272933244
08-Nov-2020,248921,236,42012,29235,266096,13168,272933250
09-Nov-2020,248840,231,41215,28755,267400,13221,272933255
10-Nov-2020,248760,227,40433,28281,268683,13272,272933261
11-Nov-2020,248681,222,39665,27813,269945,13323,272933267
12-Nov-2020,248604,218,38913,27351,271187,13373,272933273
13-Nov-2020,248528,214,38174,26894,272407,13422,272933278
14-Nov-2020,248454,210,37450,26443,273607,13470,272933284
15-Nov-2020,248381,206,36739,25998,274787,13517,272933290
16-Nov-2020,248309,202,36042,25559,275947,13564,272933295
17-Nov-2020,248238,198,35357,25126,277087,13610,272933301
18-Nov-2020,248169,194,34686,24698,278208,13655,272933307
19-Nov-2020,248101,190,34028,24277,279310,13699,272933313
20-Nov-2020,248034,187,33382,23861,280393,13743,272933318
21-Nov-2020,247969,183,32748,23451,281457,13785,272933324
22-Nov-2020,247904,179,32127,23047,282503,13828,272933330
23-Nov-2020,247841,176,31517,22649,283531,13869,272933335
24-Nov-2020,247778,173,30918,22256,284541,13909,272933341
25-Nov-2020,247717,169,30331,21869,285534,13949,272933347
26-Nov-2020,247657,166,29756,21488,286509,13989,272933352
27-Nov-2020,247598,163,29191,21113,287468,14027,272933358
28-Nov-2020,247540,160,28636,20743,288409,14065,272933364
29-Nov-2020,247483,157,28093,20379,289335,14102,272933369
30-Nov-2020,247427,154,27559,20020,290243,14139,272933375
01-Dec-2020,247372,151,27036,19667,291136,14174,272933381
02-Dec-2020,247318,148,26523,19319,292013,14210,272933387
03-Dec-2020,247265,145,26019,18977,292875,14244,272933392
04-Dec-2020,247213,142,25525,18640,293721,14278,272933398
05-Dec-2020,247161,139,25040,18309,294552,14312,272933404
06-Dec-2020,247111,137,24565,17982,295369,14344,272933409
07-Dec-2020,247061,134,24098,17661,296171,14377,272933415
08-Dec-2020,247012,132,23641,17345,296958,14408,272933421
09-Dec-2020,246964,129,23192,17035,297732,14439,272933426
10-Dec-2020,246917,127,22751,16729,298491,14470,272933432
11-Dec-2020,246871,124,22319,16428,299237,14500,272933438
12-Dec-2020,246825,122,21895,16132,299970,14529,272933443
13-Dec-2020,246780,119,21479,15842,300689,14558,272933449
14-Dec-2020,246736,117,21071,15555,301396,14587,272933455
15-Dec-2020,246693,115,20671,15274,302089,14615,272933460
16-Dec-2020,246650,113,20279,14997,302770,14642,272933466
17-Dec-2020,246609,110,19893,14725,303439,14669,272933472
18-Dec-2020,246567,108,19516,14458,304095,14695,272933477
19-Dec-2020,246527,106,19145,14195,304740,14721,272933483
20-Dec-2020,246487,104,18781,13937,305373,14746,272933489
21-Dec-2020,246448,102,18424,13683,305994,14771,272933494
22-Dec-2020,246409,100,18075,13433,306604,14796,272933500
23-Dec-2020,246371,98,17731,13187,307203,14820,272933506
24-Dec-2020,246334,96,17394,12946,307791,14844,272933511
25-Dec-2020,246297,95,17064,12709,308368,14867,272933517
26-Dec-2020,246261,93,16740,12476,308935,14890,272933523
27-Dec-2020,246226,91,16422,12247,309491,14912,272933528
28-Dec-2020,246191,89,16110,12022,310037,14934,272933534
29-Dec-2020,246156,88,15804,11801,310573,14955,272933540
30-Dec-2020,246123,86,15504,11584,311099,14977,272933545
31-Dec-2020,246089,84,15209,11371,311616,14997,272933551
01-Jan-2021,246057,83,14920,11161,312123,15018,272933556
02-Jan-2021,246024,81,14637,10955,312620,15038,272933562
