datetime,S,I,r,D
19-Sep-2020,10725041,3502,40509,1434
20-Sep-2020,10724619,3651,40776,1441
21-Sep-2020,10724180,3807,41053,1447
22-Sep-2020,10723722,3969,41342,1454
23-Sep-2020,10723244,4138,41644,1462
24-Sep-2020,10722746,4314,41958,1469
25-Sep-2020,10722227,4497,42286,1477
26-Sep-2020,10721686,4688,42628,1485
27-Sep-2020,10721122,4888,42984,1494
28-Sep-2020,10720534,5095,43355,1503
29-Sep-2020,10719921,5312,43742,1512
30-Sep-2020,10719281,5538,44146,1522
01-Oct-2020,10718615,5773,44567,1532
02-Oct-2020,10717921,6018,45005,1543
03-Oct-2020,10717197,6274,45462,1554
04-Oct-2020,10716442,6540,45939,1565
05-Oct-2020,10715656,6818,46436,1577
06-Oct-2020,10714836,7108,46954,1590
07-Oct-2020,10713981,7409,47494,1603
08-Oct-2020,10713090,7724,48057,1616
09-Oct-2020,10712162,8051,48644,1631
10-Oct-2020,10711194,8393,49255,1645
11-Oct-2020,10710185,8749,49893,1661
12-Oct-2020,10709133,9119,50558,1677
13-Oct-2020,10708037,9506,51250,1693
14-Oct-2020,10706895,9909,51973,1711
15-Oct-2020,10705704,10328,52725,1729
16-Oct-2020,10704464,10765,53510,1748
17-Oct-2020,10703171,11221,54328,1768
18-Oct-2020,10701823,11696,55180,1788
19-Oct-2020,10700418,12190,56069,1810
20-Oct-2020,10698955,12706,56995,1832
21-Oct-2020,10697429,13242,57960,1855
22-Oct-2020,10695840,13802,58966,1880
23-Oct-2020,10694183,14385,60015,1905
24-Oct-2020,10692457,14992,61107,1931
25-Oct-2020,10690658,15624,62246,1959
26-Oct-2020,10688784,16283,63433,1987
27-Oct-2020,10686831,16969,64670,2017
28-Oct-2020,10684797,17683,65959,2048
29-Oct-2020,10682677,18428,67302,2081
30-Oct-2020,10680468,19203,68702,2115
31-Oct-2020,10678167,20010,70160,2150
01-Nov-2020,10675770,20851,71680,2186
02-Nov-2020,10673272,21726,73264,2225
03-Nov-2020,10670671,22638,74914,2264
04-Nov-2020,10667961,23587,76634,2306
05-Nov-2020,10665138,24575,78425,2349
06-Nov-2020,10662198,25603,80292,2394
07-Nov-2020,10659135,26674,82236,2441
08-Nov-2020,10655946,27789,84262,2490
09-Nov-2020,10652624,28949,86373,2541
10-Nov-2020,10649164,30157,88572,2594
11-Nov-2020,10645562,31414,90862,2649
12-Nov-2020,10641811,32722,93248,2707
13-Nov-2020,10637905,34082,95733,2767
14-Nov-2020,10633839,35498,98321,2829
15-Nov-2020,10629605,36971,101017,2894
16-Nov-2020,10625197,38503,103824,2962
17-Nov-2020,10620609,40097,106748,3032
18-Nov-2020,10615834,41755,109793,3106
19-Nov-2020,10610863,43479,112963,3182
20-Nov-2020,10605689,45271,116265,3262
21-Nov-2020,10600305,47135,119702,3345
22-Nov-2020,10594703,49072,123281,3431
23-Nov-2020,10588873,51086,127006,3521
24-Nov-2020,10582808,53179,130885,3615
25-Nov-2020,10576499,55354,134922,3712
26-Nov-2020,10569935,57614,139124,3814
27-Nov-2020,10563109,59961,143498,3919
28-Nov-2020,10556009,62400,148049,4029
29-Nov-2020,10548625,64932,152786,4143
30-Nov-2020,10540948,67562,157715,4262
01-Dec-2020,10532966,70292,162843,4386
02-Dec-2020,10524668,73126,168178,4515
03-Dec-2020,10516043,76068,173727,4649
04-Dec-2020,10507079,79119,179500,4788
05-Dec-2020,10497765,82285,185504,4933
06-Dec-2020,10488086,85569,191748,5083
07-Dec-2020,10478032,88974,198241,5240
08-Dec-2020,10467588,92505,204992,5403
09-Dec-2020,10456741,96164,212010,5572
10-Dec-2020,10445478,99955,219305,5748
11-Dec-2020,10433784,103883,226888,5931
12-Dec-2020,10421646,107952,234768,6121
13-Dec-2020,10409048,112164,242956,6319
14-Dec-2020,10395975,116524,251463,6524
15-Dec-2020,10382413,121037,260300,6737
16-Dec-2020,10368345,125704,269479,6959
17-Dec-2020,10353756,130531,279011,7189
18-Dec-2020,10338630,135522,288907,7428
19-Dec-2020,10322950,140679,299182,7676
20-Dec-2020,10306700,146007,309847,7933
21-Dec-2020,10289864,151509,320914,8200
22-Dec-2020,10272423,157189,332397,8477
23-Dec-2020,10254362,163051,344310,8764
24-Dec-2020,10235662,169096,356666,9063
25-Dec-2020,10216308,175329,369478,9372
26-Dec-2020,10196280,181753,382762,9692
27-Dec-2020,10175563,188369,396530,10024
28-Dec-2020,10154139,195181,410798,10369
29-Dec-2020,10131989,202191,425581,10725
30-Dec-2020,10109099,209402,440892,11095
31-Dec-2020,10085449,216813,456747,11477
01-Jan-2021,10061024,224428,473161,11873
02-Jan-2021,10035807,232247,490150,12283
03-Jan-2021,10009781,240271,507728,12707
04-Jan-2021,9982931,248499,525910,13146
05-Jan-2021,9955242,256933,544713,13600
06-Jan-2021,9926698,265570,564150,14069
07-Jan-2021,9897285,274410,584238,14553
08-Jan-2021,9866990,283452,604991,15054
09-Jan-2021,9835799,292693,626424,15571
10-Jan-2021,9803700,302130,648552,16105
11-Jan-2021,9770682,311759,671389,16656
12-Jan-2021,9736734,321577,694950,17225
13-Jan-2021,9701848,331579,719249,17811
14-Jan-2021,9666014,341759,744298,18415
15-Jan-2021,9629227,352111,770111,19038
16-Jan-2021,9591479,362628,796700,19680
17-Jan-2021,9552766,373303,824078,20340
18-Jan-2021,9513085,384126,852256,21020
19-Jan-2021,9472435,395088,881244,21720
20-Jan-2021,9430815,406179,911053,22439
21-Jan-2021,9388228,417389,941692,23178
22-Jan-2021,9344675,428705,973169,23938
23-Jan-2021,9300164,440115,1005491,24718
24-Jan-2021,9254699,451605,1038665,25518
25-Jan-2021,9208290,463161,1072697,26339
26-Jan-2021,9160948,474768,1107590,27181
27-Jan-2021,9112684,486410,1143349,28044
28-Jan-2021,9063514,498071,1179975,28928
29-Jan-2021,9013453,509733,1217468,29832
30-Jan-2021,8962521,521379,1255829,30758
