q1:, 0.1039576383620971
q2:, 0.0253653278386277
betat:, 0.0000000000000000
betav:, 0.0000000000029980
beta1:, 0.0000000234904066
beta2:, 0.0000000184631770
beta3:, 0.0000000176720324
beta4:, 0.0000000074529045
eta1:, 0.0057662610630458
eta2:, 0.0071471442385214
eta3:, 0.0060033220877810
delta1:, 0.0009550619645941
delta2:, 0.0010660880881492
theta:, 0.0532349065352559
f1:, 2160.0000000000000000
f2:, 1439.9999999999972715
f3:, 864.0000000000000000
d:, 118.2620995128895771
betav1:, 0.0000000000000866
theta1:, 0.0000000000000000
sigma:, 0.0010145394374205
