datetime,S,I,Q,R,D
01-Jan-2021,10402788,42499,52917,265735,6548
02-Jan-2021,10398885,43047,53008,268923,6624
03-Jan-2021,10394932,43601,53136,272117,6700
04-Jan-2021,10390931,44161,53299,275320,6776
05-Jan-2021,10386879,44726,53495,278534,6853
06-Jan-2021,10382778,45297,53722,281761,6930
07-Jan-2021,10378626,45873,53979,285002,7007
08-Jan-2021,10374423,46455,54265,288260,7085
09-Jan-2021,10370168,47043,54578,291535,7163
10-Jan-2021,10365861,47636,54918,294830,7241
11-Jan-2021,10361502,48235,55283,298147,7320
12-Jan-2021,10357091,48839,55671,301486,7400
13-Jan-2021,10352625,49450,56083,304849,7480
14-Jan-2021,10348106,50066,56516,308238,7561
15-Jan-2021,10343533,50687,56971,311653,7642
16-Jan-2021,10338906,51314,57446,315097,7724
17-Jan-2021,10334223,51947,57941,318569,7807
18-Jan-2021,10329485,52586,58454,322072,7891
19-Jan-2021,10324690,53230,58986,325606,7975
20-Jan-2021,10319840,53879,59535,329173,8060
21-Jan-2021,10314933,54535,60100,332774,8146
22-Jan-2021,10309968,55195,60682,336409,8232
23-Jan-2021,10304946,55862,61280,340079,8320
24-Jan-2021,10299866,56534,61893,343786,8408
25-Jan-2021,10294727,57211,62521,347530,8497
26-Jan-2021,10289530,57894,63163,351313,8587
27-Jan-2021,10284273,58583,63818,355134,8679
28-Jan-2021,10278957,59277,64487,358996,8771
29-Jan-2021,10273580,59976,65169,362898,8864
30-Jan-2021,10268143,60681,65864,366841,8958
31-Jan-2021,10262646,61391,66571,370827,9053
01-Feb-2021,10257087,62106,67290,374856,9149
02-Feb-2021,10251466,62826,68021,378928,9246
03-Feb-2021,10245784,63552,68763,383044,9344
04-Feb-2021,10240039,64283,69516,387206,9443
05-Feb-2021,10234232,65019,70280,391413,9543
06-Feb-2021,10228362,65760,71054,395667,9645
07-Feb-2021,10222428,66506,71838,399967,9747
08-Feb-2021,10216431,67257,72633,404315,9851
09-Feb-2021,10210370,68013,73438,408711,9955
10-Feb-2021,10204244,68774,74252,413156,10061
11-Feb-2021,10198054,69539,75075,417650,10168
12-Feb-2021,10191799,70309,75908,422194,10277
13-Feb-2021,10185479,71084,76750,426788,10386
14-Feb-2021,10179093,71863,77600,431434,10497
15-Feb-2021,10172641,72647,78459,436130,10609
16-Feb-2021,10166124,73435,79327,440879,10722
17-Feb-2021,10159540,74228,80203,445680,10836
18-Feb-2021,10152890,75024,81087,450534,10952
19-Feb-2021,10146173,75825,81979,455442,11069
20-Feb-2021,10139389,76630,82878,460403,11187
21-Feb-2021,10132537,77438,83786,465419,11307
22-Feb-2021,10125619,78251,84700,470490,11428
23-Feb-2021,10118633,79067,85622,475616,11550
24-Feb-2021,10111579,79886,86551,480797,11673
25-Feb-2021,10104457,80710,87487,486035,11798
26-Feb-2021,10097267,81536,88430,491329,11924
27-Feb-2021,10090009,82366,89380,496681,12052
28-Feb-2021,10082682,83199,90336,502089,12181
01-Mar-2021,10075287,84035,91298,507556,12311
02-Mar-2021,10067824,84873,92266,513080,12443
03-Mar-2021,10060292,85715,93241,518663,12576
04-Mar-2021,10052691,86559,94221,524305,12710
05-Mar-2021,10045022,87406,95208,530006,12846
06-Mar-2021,10037283,88254,96199,535767,12983
07-Mar-2021,10029476,89105,97196,541587,13122
08-Mar-2021,10021600,89959,98199,547468,13262
09-Mar-2021,10013655,90813,99206,553409,13404
10-Mar-2021,10005641,91670,100218,559410,13547
11-Mar-2021,9997559,92528,101235,565473,13691
12-Mar-2021,9989408,93388,102257,571598,13837
13-Mar-2021,9981188,94248,103283,577783,13985
14-Mar-2021,9972899,95110,104313,584031,14134
15-Mar-2021,9964542,95973,105347,590341,14284
16-Mar-2021,9956116,96836,106385,596713,14436
17-Mar-2021,9947623,97700,107427,603148,14589
18-Mar-2021,9939061,98564,108472,609646,14744
19-Mar-2021,9930431,99429,109520,616206,14900
20-Mar-2021,9921734,100293,110572,622830,15058
21-Mar-2021,9912969,101157,111626,629517,15218
22-Mar-2021,9904136,102021,112683,636268,15379
23-Mar-2021,9895237,102884,113743,643083,15541
24-Mar-2021,9886270,103746,114805,649961,15705
25-Mar-2021,9877237,104607,115869,656903,15870
26-Mar-2021,9868138,105467,116935,663910,16037
27-Mar-2021,9858973,106325,118002,670980,16206
28-Mar-2021,9849742,107182,119071,678115,16376
29-Mar-2021,9840446,108037,120141,685315,16547
30-Mar-2021,9831086,108890,121213,692578,16721
31-Mar-2021,9821660,109740,122285,699907,16895
01-Apr-2021,9812171,110588,123357,707299,17071
02-Apr-2021,9802618,111434,124430,714757,17249
03-Apr-2021,9793001,112276,125503,722279,17428
04-Apr-2021,9783322,113115,126575,729865,17609
05-Apr-2021,9773581,113950,127648,737516,17792
06-Apr-2021,9763778,114782,128719,745232,17975
07-Apr-2021,9753914,115610,129790,753012,18161
08-Apr-2021,9743989,116434,130860,760856,18348
09-Apr-2021,9734004,117254,131928,768765,18536
10-Apr-2021,9723960,118069,132994,776738,18726
11-Apr-2021,9713857,118879,134059,784775,18918
12-Apr-2021,9703695,119684,135121,792877,19111
13-Apr-2021,9693476,120483,136181,801042,19305
14-Apr-2021,9683200,121277,137238,809270,19502
15-Apr-2021,9672867,122065,138292,817563,19699
16-Apr-2021,9662480,122848,139343,825918,19898
17-Apr-2021,9652037,123624,140390,834337,20099
18-Apr-2021,9641540,124393,141434,842819,20301
19-Apr-2021,9630990,125156,142473,851364,20505
20-Apr-2021,9620387,125911,143508,859970,20710
21-Apr-2021,9609733,126660,144539,868639,20916
22-Apr-2021,9599027,127401,145564,877370,21125
23-Apr-2021,9588272,128134,146585,886163,21334
24-Apr-2021,9577467,128859,147599,895017,21545
25-Apr-2021,9566614,129576,148608,903931,21758
26-Apr-2021,9555714,130284,149611,912906,21971
27-Apr-2021,9544767,130984,150608,921942,22187
28-Apr-2021,9533774,131675,151597,931037,22403
29-Apr-2021,9522737,132357,152580,940191,22622
30-Apr-2021,9511656,133029,153556,949405,22841
01-May-2021,9500532,133692,154524,958677,23062
02-May-2021,9489366,134345,155484,968007,23285
03-May-2021,9478160,134988,156437,977394,23508
04-May-2021,9466914,135621,157380,986839,23733
05-May-2021,9455629,136243,158316,996340,23960
06-May-2021,9444306,136854,159242,1005897,24188
07-May-2021,9432947,137455,160159,1015510,24417
08-May-2021,9421552,138044,161066,1025178,24647
09-May-2021,9410123,138622,161963,1034900,24879
10-May-2021,9398661,139188,162851,1044675,25112
11-May-2021,9387166,139743,163728,1054504,25346
12-May-2021,9375641,140286,164594,1064385,25581
13-May-2021,9364085,140816,165449,1074318,25818
14-May-2021,9352501,141334,166294,1084302,26056
15-May-2021,9340889,141840,167126,1094337,26295
16-May-2021,9329250,142333,167947,1104421,26536
17-May-2021,9317587,142813,168756,1114555,26777
18-May-2021,9305899,143280,169552,1124736,27020
19-May-2021,9294188,143734,170336,1134966,27264
20-May-2021,9282456,144174,171107,1145242,27508
21-May-2021,9270703,144601,171865,1155564,27754
