datetime,S,E,I,Q,R,D,P
30-Apr-2020,273489646,10118,10118,7804,1522,792,0
01-May-2020,264410328,29770,9940,7664,1882,810,9059606
02-May-2020,255632702,48429,9822,7527,2235,828,17818457
03-May-2020,247146629,66247,9760,7395,2581,846,26286542
04-May-2020,238942324,83352,9751,7268,2922,863,34473520
05-May-2020,231010343,99859,9791,7148,3257,880,42388722
06-May-2020,223341569,115867,9878,7035,3587,897,50041167
07-May-2020,215927201,131461,10009,6930,3911,913,57439574
08-May-2020,208758738,146717,10183,6833,4231,929,64592369
09-May-2020,201827971,161697,10396,6745,4547,945,71507698
10-May-2020,195126973,176460,10649,6667,4858,961,78193432
11-May-2020,188648084,191051,10938,6599,5167,977,84657183
12-May-2020,182383907,205514,11263,6542,5472,992,90906310
13-May-2020,176327295,219883,11623,6495,5775,1008,96947921
14-May-2020,170471340,234190,12016,6459,6076,1023,102788896
15-May-2020,164809372,248458,12442,6434,6376,1038,108435880
16-May-2020,159334944,262710,12900,6421,6675,1053,113895297
17-May-2020,154041825,276963,13389,6419,6973,1068,119173362
18-May-2020,148923994,291233,13909,6429,7271,1084,124276081
19-May-2020,143975635,305530,14458,6451,7571,1099,129209257
20-May-2020,139191123,319863,15036,6485,7871,1114,133978508
21-May-2020,134565023,334239,15642,6531,8174,1129,138589262
22-May-2020,130092085,348663,16277,6589,8479,1145,143046763
23-May-2020,125767232,363137,16939,6659,8787,1160,147356085
24-May-2020,121585554,377663,17628,6742,9098,1176,151522139
25-May-2020,117542310,392240,18344,6837,9414,1192,155549663
26-May-2020,113632918,406867,19086,6944,9734,1208,159443242
27-May-2020,109852943,421541,19853,7064,10059,1225,163207314
28-May-2020,106198101,436258,20645,7196,10391,1242,166846166
29-May-2020,102664254,451014,21463,7341,10729,1259,170363941
30-May-2020,99247399,465803,22304,7497,11073,1276,173764647
31-May-2020,95943663,480619,23169,7666,11426,1294,177052163
01-Jun-2020,92749306,495456,24057,7848,11786,1313,180230235
02-Jun-2020,89660714,510307,24968,8041,12156,1331,183302484
03-Jun-2020,86674390,525163,25901,8247,12534,1350,186272415
04-Jun-2020,83786951,540017,26855,8464,12922,1370,189143419
05-Jun-2020,80995131,554862,27831,8694,13321,1390,191918771
06-Jun-2020,78295773,569687,28828,8935,13731,1411,194601635
07-Jun-2020,75685821,584486,29844,9189,14152,1432,197195076
08-Jun-2020,73162319,599249,30881,9454,14585,1454,199702058
09-Jun-2020,70722414,613967,31936,9730,15031,1477,202125445
10-Jun-2020,68363348,628632,33009,10018,15490,1500,204468003
11-Jun-2020,66082451,643234,34100,10317,15963,1524,206732411
12-Jun-2020,63877139,657766,35208,10628,16450,1549,208921261
13-Jun-2020,61744917,672217,36333,10950,16951,1574,211037058
14-Jun-2020,59683376,686581,37474,11282,17468,1601,213082219
15-Jun-2020,57690183,700848,38630,11625,18000,1628,215059086
16-Jun-2020,55763079,715010,39800,11979,18549,1655,216969927
17-Jun-2020,53899883,729059,40985,12343,19114,1684,218816932
18-Jun-2020,52098489,742986,42183,12718,19696,1714,220602215
19-Jun-2020,50356858,756785,43393,13102,20296,1744,222327822
20-Jun-2020,48673016,770448,44615,13496,20915,1775,223995735
21-Jun-2020,47045054,783968,45848,13900,21551,1808,225607871
22-Jun-2020,45471129,797337,47092,14314,22207,1841,227166080
23-Jun-2020,43949462,810549,48346,14736,22882,1875,228672149
24-Jun-2020,42478328,823597,49609,15168,23577,1910,230127811
25-Jun-2020,41056056,836476,50880,15608,24292,1947,231534741
26-Jun-2020,39681032,849180,52159,16057,25028,1984,232894560
27-Jun-2020,38351700,861703,53445,16514,25785,2022,234208830
28-Jun-2020,37066555,874040,54737,16979,26564,2062,235479063
29-Jun-2020,35824135,886185,56035,17452,27364,2102,236706726
30-Jun-2020,34623029,898136,57338,17933,28186,2144,237893234
01-Jul-2020,33461872,909886,58645,18420,29031,2187,239039958
02-Jul-2020,32339349,921432,59955,18915,29899,2231,240148218
03-Jul-2020,31254184,932771,61269,19417,30790,2276,241219293
04-Jul-2020,30205143,943899,62584,19925,31704,2323,242254421
05-Jul-2020,29191030,954814,63901,20440,32643,2370,243254803
06-Jul-2020,28210691,965511,65219,20960,33605,2419,244221595
07-Jul-2020,27263014,975989,66537,21486,34591,2469,245155913
08-Jul-2020,26346920,986246,67854,22018,35602,2520,246058839
09-Jul-2020,25461364,996280,69171,22554,36638,2573,246931419
10-Jul-2020,24605336,1006089,70485,23096,37699,2627,247774668
11-Jul-2020,23777856,1015672,71797,23642,38786,2682,248589565
12-Jul-2020,22977985,1025027,73107,24193,39897,2738,249377053
13-Jul-2020,22204811,1034155,74412,24747,41035,2796,250138045
14-Jul-2020,21457450,1043053,75714,25305,42198,2855,250873425
15-Jul-2020,20735046,1051723,77010,25867,43388,2915,251584052
16-Jul-2020,20036771,1060163,78302,26432,44603,2977,252270752
17-Jul-2020,19361827,1068375,79587,27000,45845,3040,252934326
18-Jul-2020,18709445,1076358,80866,27570,47113,3104,253575543
19-Jul-2020,18078878,1084113,82138,28143,48408,3170,254195150
20-Jul-2020,17469401,1091641,83403,28718,49730,3237,254793870
21-Jul-2020,16880315,1098942,84660,29294,51078,3305,255372405
22-Jul-2020,16310942,1106019,85909,29873,52453,3375,255931430
23-Jul-2020,15760630,1112871,87148,30452,53855,3446,256471598
24-Jul-2020,15228748,1119501,88379,31032,55284,3518,256993537
25-Jul-2020,14714686,1125910,89599,31613,56740,3592,257497859
26-Jul-2020,14217851,1132101,90810,32195,58223,3667,257985153
27-Jul-2020,13737669,1138074,92010,32776,59734,3744,258455993
