datetime,S,E,I,Q,R,D,P
28-Sep-2020,1578244,1173818,137989,60163,195778,10736,270354022
29-Sep-2020,1524421,1171904,138193,60493,198582,10878,270406279
30-Sep-2020,1472431,1169944,138388,60811,201402,11021,270456753
01-Oct-2020,1422213,1167941,138571,61118,204236,11165,270505506
02-Oct-2020,1373705,1165895,138745,61414,207084,11309,270552596
03-Oct-2020,1326851,1163809,138908,61701,209945,11455,270598080
04-Oct-2020,1281593,1161684,139062,61977,212820,11600,270642013
05-Oct-2020,1237878,1159522,139205,62244,215707,11747,270684447
06-Oct-2020,1195652,1157323,139339,62501,218607,11894,270725433
07-Oct-2020,1154866,1155090,139463,62749,221518,12041,270765022
08-Oct-2020,1115469,1152824,139578,62988,224440,12190,270803260
09-Oct-2020,1077417,1150526,139683,63218,227374,12338,270840194
10-Oct-2020,1040661,1148197,139779,63440,230317,12488,270875867
11-Oct-2020,1005159,1145839,139866,63653,233271,12637,270910324
12-Oct-2020,970867,1143453,139944,63857,236235,12788,270943605
13-Oct-2020,937745,1141041,140013,64054,239208,12939,270975751
14-Oct-2020,905752,1138602,140073,64243,242190,13090,271006800
15-Oct-2020,874850,1136139,140125,64424,245181,13241,271036790
16-Oct-2020,845002,1133653,140168,64598,248179,13393,271065756
17-Oct-2020,816173,1131144,140203,64764,251186,13546,271093734
18-Oct-2020,788327,1128613,140230,64923,254200,13699,271120758
19-Oct-2020,761430,1126063,140249,65075,257222,13852,271146860
20-Oct-2020,735452,1123492,140259,65220,260250,14006,271172071
21-Oct-2020,710359,1120904,140262,65358,263285,14159,271196422
22-Oct-2020,686123,1118298,140257,65490,266326,14314,271219942
23-Oct-2020,662714,1115675,140245,65615,269374,14468,271242660
24-Oct-2020,640103,1113036,140225,65734,272426,14623,271264602
25-Oct-2020,618264,1110382,140198,65846,275485,14778,271285796
26-Oct-2020,597171,1107714,140164,65953,278548,14933,271306267
27-Oct-2020,576797,1105032,140123,66053,281616,15089,271326040
28-Oct-2020,557118,1102338,140074,66148,284689,15245,271345138
29-Oct-2020,538111,1099632,140019,66237,287766,15401,271363584
30-Oct-2020,519753,1096914,139958,66321,290847,15557,271381401
31-Oct-2020,502021,1094186,139889,66398,293932,15714,271398610
01-Nov-2020,484894,1091448,139815,66471,297020,15870,271415232
02-Nov-2020,468352,1088700,139734,66538,300111,16027,271431287
03-Nov-2020,452375,1085944,139647,66601,303206,16184,271446795
04-Nov-2020,436942,1083179,139554,66658,306303,16341,271461773
05-Nov-2020,422037,1080407,139455,66710,309403,16498,271476240
06-Nov-2020,407640,1077628,139350,66757,312505,16655,271490214
07-Nov-2020,393735,1074843,139239,66800,315609,16813,271503711
08-Nov-2020,380305,1072051,139123,66838,318715,16970,271516748
09-Nov-2020,367333,1069254,139001,66871,321823,17128,271529340
10-Nov-2020,354803,1066452,138874,66900,324932,17286,271541502
11-Nov-2020,342702,1063646,138742,66924,328043,17443,271553250
12-Nov-2020,331013,1060835,138604,66945,331154,17601,271564597
13-Nov-2020,319723,1058021,138462,66961,334266,17759,271575557
14-Nov-2020,308819,1055204,138315,66973,337379,17917,271586143
15-Nov-2020,298287,1052384,138163,66980,340493,18075,271596369
16-Nov-2020,288115,1049561,138006,66984,343606,18233,271606245
17-Nov-2020,278290,1046736,137844,66984,346720,18390,271615785
18-Nov-2020,268800,1043910,137678,66981,349834,18548,271624999
19-Nov-2020,259634,1041082,137508,66973,352947,18706,271633899
20-Nov-2020,250781,1038254,137333,66962,356060,18864,271642496
21-Nov-2020,242230,1035424,137154,66947,359173,19022,271650799
22-Nov-2020,233971,1032595,136971,66929,362284,19180,271658820
23-Nov-2020,225994,1029765,136784,66908,365395,19337,271666567
24-Nov-2020,218289,1026935,136594,66883,368505,19495,271674049
25-Nov-2020,210847,1024106,136399,66855,371613,19653,271681277
26-Nov-2020,203659,1021278,136200,66823,374720,19810,271688258
27-Nov-2020,196717,1018451,135998,66789,377825,19968,271695002
28-Nov-2020,190011,1015625,135793,66751,380929,20125,271701515
29-Nov-2020,183535,1012801,135584,66710,384031,20282,271707807
30-Nov-2020,177279,1009979,135371,66667,387131,20440,271713884
01-Dec-2020,171237,1007158,135155,66620,390229,20597,271719753
02-Dec-2020,165401,1004340,134936,66571,393325,20754,271725423
03-Dec-2020,159764,1001524,134714,66519,396418,20911,271730900
04-Dec-2020,154319,998711,134489,66464,399509,21067,271736190
05-Dec-2020,149061,995901,134261,66407,402597,21224,271741299
06-Dec-2020,143981,993093,134030,66347,405683,21380,271746235
07-Dec-2020,139075,990289,133796,66285,408765,21537,271751002
08-Dec-2020,134337,987488,133560,66220,411845,21693,271755607
