datetime,S,NQ,ND,I,Q,R,D
20-Mar-2021,9946790,37935,17951,116322,100325,537851,13313
21-Mar-2021,9938880,35297,18008,114424,103997,546401,13480
22-Mar-2021,9930118,33696,18061,112548,107174,555238,13652
23-Mar-2021,9920913,32719,18113,110693,109900,564321,13829
24-Mar-2021,9911509,32118,18163,108860,112213,573614,14010
25-Mar-2021,9902054,31743,18213,107048,114149,583085,14195
26-Mar-2021,9892635,31505,18262,105257,115741,592704,14382
27-Mar-2021,9883304,31350,18311,103487,117021,602442,14572
28-Mar-2021,9874091,31245,18360,101739,118014,612275,14763
29-Mar-2021,9865013,31170,18408,100011,118747,622180,14956
30-Mar-2021,9856080,31114,18456,98305,119244,632137,15150
31-Mar-2021,9847297,31069,18505,96620,119526,642126,15345
01-Apr-2021,9838665,31031,18553,94956,119612,652130,15540
02-Apr-2021,9830185,30997,18601,93314,119521,662134,15735
03-Apr-2021,9821855,30967,18649,91693,119270,672124,15930
04-Apr-2021,9813676,30938,18698,90093,118873,682086,16124
