datetime,S,NQ,ND,I,Q,R,D
13-Oct-2020,10649261,24702,5387,3128,10456,72822,1940
14-Oct-2020,10648245,25146,5421,2977,10253,73699,1954
15-Oct-2020,10647211,25597,5456,2834,10069,74560,1968
16-Oct-2020,10646159,26056,5491,2698,9903,75406,1982
17-Oct-2020,10645088,26524,5527,2568,9755,76239,1995
18-Oct-2020,10643998,27000,5564,2445,9622,77059,2008
19-Oct-2020,10642888,27484,5601,2327,9505,77869,2021
20-Oct-2020,10641759,27977,5639,2216,9401,78670,2034
21-Oct-2020,10640610,28479,5677,2109,9312,79463,2046
22-Oct-2020,10639440,28989,5716,2008,9236,80248,2059
23-Oct-2020,10638249,29508,5756,1911,9171,81028,2071
24-Oct-2020,10637037,30037,5797,1820,9119,81803,2084
25-Oct-2020,10635803,30575,5838,1732,9077,82574,2096
26-Oct-2020,10634548,31122,5881,1649,9047,83341,2108
27-Oct-2020,10633270,31680,5923,1570,9026,84107,2120
28-Oct-2020,10631969,32246,5967,1494,9015,84871,2132
29-Oct-2020,10630646,32823,6012,1422,9013,85635,2145
30-Oct-2020,10629298,33410,6057,1354,9021,86398,2157
31-Oct-2020,10627927,34008,6103,1289,9036,87163,2169
01-Nov-2020,10626532,34615,6150,1227,9060,87930,2181
02-Nov-2020,10625112,35234,6197,1168,9092,88699,2193
03-Nov-2020,10623666,35863,6246,1112,9131,89471,2206
04-Nov-2020,10622196,36504,6295,1059,9178,90246,2218
05-Nov-2020,10620699,37155,6346,1008,9232,91026,2231
06-Nov-2020,10619175,37818,6397,959,9292,91811,2243
07-Nov-2020,10617625,38493,6449,913,9359,92601,2256
08-Nov-2020,10616047,39179,6502,869,9433,93397,2268
09-Nov-2020,10614441,39878,6556,828,9513,94199,2281
10-Nov-2020,10612807,40589,6611,788,9599,95009,2294
11-Nov-2020,10611144,41312,6667,750,9690,95826,2307
12-Nov-2020,10609451,42047,6724,714,9788,96651,2320
13-Nov-2020,10607729,42796,6782,680,9891,97485,2333
14-Nov-2020,10605977,43557,6841,647,10000,98327,2347
15-Nov-2020,10604193,44332,6901,616,10114,99179,2360
16-Nov-2020,10602378,45120,6962,586,10233,100041,2374
17-Nov-2020,10600532,45922,7024,558,10358,100913,2388
18-Nov-2020,10598652,46738,7087,531,10488,101796,2402
19-Nov-2020,10596740,47568,7152,506,10623,102691,2416
20-Nov-2020,10594794,48412,7217,481,10763,103597,2431
21-Nov-2020,10592814,49271,7284,458,10908,104515,2445
22-Nov-2020,10590799,50145,7352,436,11058,105445,2460
23-Nov-2020,10588749,51034,7421,415,11212,106388,2475
24-Nov-2020,10586663,51938,7491,395,11372,107345,2491
25-Nov-2020,10584540,52858,7563,376,11536,108315,2506
26-Nov-2020,10582380,53794,7636,358,11705,109300,2522
27-Nov-2020,10580183,54746,7710,341,11879,110299,2538
28-Nov-2020,10577947,55714,7785,325,12058,111313,2554
29-Nov-2020,10575672,56699,7862,309,12241,112342,2570
30-Nov-2020,10573357,57701,7940,294,12429,113387,2587
01-Dec-2020,10571002,58720,8020,280,12622,114448,2604
02-Dec-2020,10568606,59756,8101,267,12819,115526,2621
03-Dec-2020,10566168,60810,8183,254,13021,116621,2638
04-Dec-2020,10563688,61882,8267,242,13228,117733,2656
05-Dec-2020,10561165,62973,8352,230,13440,118862,2674
06-Dec-2020,10558597,64082,8439,219,13656,120010,2692
07-Dec-2020,10555986,65210,8527,208,13877,121176,2711
08-Dec-2020,10553329,66357,8617,198,14103,122362,2730
09-Dec-2020,10550625,67523,8708,189,14334,123566,2749
10-Dec-2020,10547876,68710,8802,180,14570,124791,2769
11-Dec-2020,10545078,69916,8896,171,14810,126035,2788
12-Dec-2020,10542232,71143,8993,163,15056,127300,2809
13-Dec-2020,10539337,72391,9091,155,15306,128586,2829
14-Dec-2020,10536393,73659,9190,148,15562,129894,2850
15-Dec-2020,10533397,74949,9292,141,15822,131223,2871
16-Dec-2020,10530350,76261,9395,134,16088,132575,2893
17-Dec-2020,10527250,77595,9500,127,16359,133950,2915
18-Dec-2020,10524097,78951,9607,121,16635,135347,2937
19-Dec-2020,10520890,80330,9716,115,16916,136768,2959
20-Dec-2020,10517628,81732,9827,110,17202,138214,2982
21-Dec-2020,10514311,83158,9939,105,17494,139683,3006
22-Dec-2020,10510936,84607,10054,100,17792,141178,3030
23-Dec-2020,10507504,86080,10170,95,18094,142698,3054
24-Dec-2020,10504013,87578,10289,90,18403,144244,3079
25-Dec-2020,10500462,89101,10410,86,18717,145817,3104
26-Dec-2020,10496851,90649,10532,82,19036,147416,3129
27-Dec-2020,10493179,92222,10657,78,19362,149043,3155
28-Dec-2020,10489444,93822,10784,74,19693,150697,3181
29-Dec-2020,10485646,95447,10914,71,20030,152380,3208
30-Dec-2020,10481784,97100,11045,67,20373,154091,3235
31-Dec-2020,10477856,98780,11179,64,20722,155832,3263
01-Jan-2021,10473862,100487,11315,61,21077,157602,3291
02-Jan-2021,10469800,102222,11453,58,21438,159403,3320
03-Jan-2021,10465670,103986,11594,55,21806,161235,3349
04-Jan-2021,10461470,105778,11737,53,22180,163099,3379
05-Jan-2021,10457200,107600,11883,50,22560,164994,3409
06-Jan-2021,10452858,109451,12031,48,22947,166921,3440
07-Jan-2021,10448443,111332,12182,45,23340,168882,3471
08-Jan-2021,10443954,113243,12336,43,23740,170876,3503
09-Jan-2021,10439390,115185,12492,41,24147,172905,3535
10-Jan-2021,10434750,117159,12650,39,24561,174968,3568
11-Jan-2021,10430033,119164,12812,37,24981,177067,3602
12-Jan-2021,10425237,121201,12976,35,25409,179201,3636
13-Jan-2021,10420361,123271,13143,34,25844,181373,3670
14-Jan-2021,10415405,125374,13313,32,26286,183581,3705
15-Jan-2021,10410366,127510,13485,31,26735,185827,3741
16-Jan-2021,10405244,129680,13661,29,27192,188111,3778
17-Jan-2021,10400038,131885,13840,28,27656,190435,3815
18-Jan-2021,10394746,134124,14021,26,28128,192798,3852
19-Jan-2021,10389367,136398,14206,25,28608,195201,3891
20-Jan-2021,10383899,138708,14394,24,29095,197645,3930
21-Jan-2021,10378342,141055,14585,23,29590,200131,3969
22-Jan-2021,10372694,143438,14779,22,30094,202660,4009
23-Jan-2021,10366954,145858,14977,21,30605,205231,4050
24-Jan-2021,10361120,148315,15178,20,31125,207846,4092
25-Jan-2021,10355192,150811,15382,19,31653,210505,4134
26-Jan-2021,10349167,153345,15590,18,32189,213209,4178
27-Jan-2021,10343045,155918,15801,17,32734,215960,4221
28-Jan-2021,10336823,158530,16016,16,33288,218756,4266
29-Jan-2021,10330502,161182,16234,15,33850,221600,4311
30-Jan-2021,10324078,163875,16456,15,34421,224492,4357
31-Jan-2021,10317552,166609,16682,14,35002,227433,4404
01-Feb-2021,10310921,169383,16911,13,35591,230424,4452
02-Feb-2021,10304184,172200,17145,13,36189,233464,4500
