datetime,S,E,I,Q,R,D,P
14-Sep-2020,4136373,1432912,131003,54277,158405,8841,267587827
15-Sep-2020,4013623,1429040,131566,54840,161022,8970,267710577
16-Sep-2020,3894516,1425179,132104,55390,163665,9101,267829684
17-Sep-2020,3778943,1421328,132618,55925,166334,9233,267945257
18-Sep-2020,3666801,1417488,133109,56447,169029,9366,268057399
19-Sep-2020,3557986,1413658,133577,56954,171748,9500,268166214
20-Sep-2020,3452400,1409839,134024,57448,174491,9636,268271800
21-Sep-2020,3349948,1406029,134450,57928,177258,9773,268374252
22-Sep-2020,3250536,1402230,134854,58395,180047,9910,268473664
23-Sep-2020,3154074,1398442,135239,58849,182859,10049,268570126
24-Sep-2020,3060474,1394663,135604,59290,185692,10189,268663725
25-Sep-2020,2969653,1390895,135949,59718,188546,10330,268754547
26-Sep-2020,2881526,1387137,136276,60133,191420,10472,268842674
27-Sep-2020,2796015,1383389,136585,60535,194313,10615,268928185
28-Sep-2020,2713041,1379651,136876,60926,197226,10759,269011159
29-Sep-2020,2632530,1375924,137150,61303,200157,10904,269091670
30-Sep-2020,2554408,1372206,137407,61669,203105,11050,269169792
01-Oct-2020,2478604,1368498,137648,62023,206072,11196,269245596
02-Oct-2020,2405050,1364801,137873,62366,209054,11344,269319150
03-Oct-2020,2333678,1361113,138083,62697,212053,11492,269390522
04-Oct-2020,2264425,1357436,138277,63017,215068,11641,269459775
05-Oct-2020,2197226,1353768,138457,63325,218097,11791,269526974
06-Oct-2020,2132022,1350110,138622,63623,221142,11941,269592178
07-Oct-2020,2068753,1346463,138774,63910,224200,12092,269655447
08-Oct-2020,2007361,1342825,138912,64186,227271,12244,269716839
09-Oct-2020,1947791,1339196,139037,64452,230356,12397,269776409
10-Oct-2020,1889989,1335578,139149,64708,233453,12550,269834211
11-Oct-2020,1833902,1331969,139249,64954,236562,12703,269890297
12-Oct-2020,1779480,1328371,139337,65190,239683,12857,269944720
13-Oct-2020,1726673,1324781,139412,65417,242815,13012,269997527
14-Oct-2020,1675433,1321202,139477,65634,245958,13168,270048767
15-Oct-2020,1625713,1317632,139530,65842,249110,13323,270098487
16-Oct-2020,1577469,1314072,139572,66041,252273,13480,270146731
17-Oct-2020,1530656,1310522,139604,66231,255445,13636,270193544
18-Oct-2020,1485233,1306981,139626,66413,258625,13793,270238967
19-Oct-2020,1441158,1303449,139637,66586,261815,13951,270283042
20-Oct-2020,1398390,1299928,139639,66750,265012,14109,270325810
21-Oct-2020,1356892,1296415,139632,66907,268217,14267,270367308
22-Oct-2020,1316626,1292913,139615,67055,271429,14426,270407574
23-Oct-2020,1277554,1289419,139589,67196,274648,14585,270446646
24-Oct-2020,1239641,1285935,139555,67329,277874,14745,270484558
25-Oct-2020,1202854,1282461,139512,67454,281106,14904,270521346
26-Oct-2020,1167159,1278996,139461,67573,284344,15064,270557041
27-Oct-2020,1132522,1275540,139402,67684,287587,15225,270591677
28-Oct-2020,1098914,1272094,139335,67788,290836,15385,270625286
29-Oct-2020,1066303,1268657,139261,67885,294089,15546,270657897
30-Oct-2020,1034660,1265229,139179,67976,297347,15707,270689540
31-Oct-2020,1003956,1261810,139091,68060,300609,15868,270720244
