datetime,S,E,I,Q,R,D,P
30-Apr-2020,273489646,10118,10118,7804,1522,792,0
01-May-2020,265354220,29791,9920,7667,1893,810,8115698
02-May-2020,257461117,48501,9778,7533,2257,828,15989986
03-May-2020,249803009,66387,9688,7402,2616,846,23630052
04-May-2020,242372804,83572,9648,7276,2968,863,31042869
05-May-2020,235163635,100164,9653,7156,3314,881,38235198
06-May-2020,228168850,116257,9702,7043,3654,897,45213596
07-May-2020,221382008,131935,9792,6937,3989,914,51984425
08-May-2020,214796866,147269,9922,6839,4320,930,58553855
09-May-2020,208407378,162324,10088,6749,4645,946,64927870
10-May-2020,202207682,177155,10291,6668,4967,962,71112275
11-May-2020,196192100,191812,10528,6597,5285,978,77112701
12-May-2020,190355124,206336,10798,6535,5600,994,82934614
13-May-2020,184691422,220765,11100,6483,5912,1009,88583310
14-May-2020,179195817,235131,11432,6442,6222,1024,94063932
15-May-2020,173863294,249461,11795,6411,6530,1039,99381469
16-May-2020,168688992,263779,12187,6391,6837,1055,104540759
17-May-2020,163668195,278105,12608,6382,7143,1070,109546497
18-May-2020,158796329,292456,13056,6385,7449,1085,114403239
19-May-2020,154068963,306847,13532,6398,7756,1100,119115404
20-May-2020,149481797,321289,14034,6423,8063,1115,123687279
21-May-2020,145030659,335791,14563,6459,8372,1131,128123026
22-May-2020,140711506,350361,15117,6507,8683,1146,132426681
23-May-2020,136520416,365004,15696,6566,8996,1161,136602159
24-May-2020,132453585,379724,16301,6637,9313,1177,140653263
25-May-2020,128507321,394524,16929,6720,9633,1193,144583680
26-May-2020,124678047,409405,17582,6814,9958,1209,148396985
27-May-2020,120962291,424366,18258,6920,10287,1225,152096652
28-May-2020,117356684,439406,18957,7038,10622,1242,155686051
29-May-2020,113857959,454523,19680,7168,10962,1259,159168450
30-May-2020,110462949,469714,20425,7309,11309,1276,162547018
31-May-2020,107168580,484975,21192,7462,11664,1293,165824835
01-Jun-2020,103971866,500301,21980,7626,12025,1311,169004890
02-Jun-2020,100869917,515687,22791,7802,12395,1329,172090078
03-Jun-2020,97859928,531128,23622,7990,12774,1348,175083211
04-Jun-2020,94939173,546616,24474,8189,13162,1367,177987019
05-Jun-2020,92105010,562147,25346,8399,13559,1387,180804152
06-Jun-2020,89354877,577712,26237,8621,13968,1407,183537178
07-Jun-2020,86686290,593304,27149,8854,14387,1428,186188589
08-Jun-2020,84096834,608916,28079,9099,14817,1449,188760807
09-Jun-2020,81584167,624539,29028,9354,15259,1471,191256182
10-Jun-2020,79146019,640167,29995,9620,15714,1493,193676991
11-Jun-2020,76780189,655790,30980,9898,16182,1516,196025444
12-Jun-2020,74484539,671401,31982,10186,16664,1540,198303689
13-Jun-2020,72256990,686991,33000,10485,17160,1565,200513810
14-Jun-2020,70095532,702552,34035,10794,17670,1590,202657827
15-Jun-2020,67998213,718075,35086,11114,18195,1616,204737701
16-Jun-2020,65963139,733553,36152,11444,18736,1643,206755333
17-Jun-2020,63988468,748977,37232,11785,19293,1670,208712575
18-Jun-2020,62072415,764339,38327,12135,19866,1699,210611219
19-Jun-2020,60213252,779630,39436,12495,20457,1728,212453002
20-Jun-2020,58409298,794843,40558,12865,21065,1758,214239612
21-Jun-2020,56658923,809970,41692,13245,21691,1789,215972690
22-Jun-2020,54960542,825004,42838,13634,22336,1821,217653826
23-Jun-2020,53312621,839935,43996,14032,22999,1853,219284563
24-Jun-2020,51713672,854758,45165,14440,23682,1887,220866396
25-Jun-2020,50162249,869465,46344,14856,24384,1922,222400780
26-Jun-2020,48656948,884048,47533,15281,25107,1957,223889126
27-Jun-2020,47196405,898502,48731,15714,25850,1994,225332804
28-Jun-2020,45779301,912819,49938,16156,26614,2032,226733140
29-Jun-2020,44404354,926993,51153,16605,27400,2071,228091424
30-Jun-2020,43070320,941018,52375,17063,28207,2111,229408906
01-Jul-2020,41775990,954888,53604,17528,29036,2152,230686801
02-Jul-2020,40520189,968598,54840,18001,29888,2194,231926290
03-Jul-2020,39301782,982142,56080,18481,30763,2237,233128514
04-Jul-2020,38119666,995515,57327,18968,31661,2281,234294582
05-Jul-2020,36972770,1008711,58577,19462,32583,2327,235425571
06-Jul-2020,35860051,1021727,59831,19962,33528,2374,236522527
07-Jul-2020,34780498,1034558,61089,20469,34497,2422,237586467
08-Jul-2020,33733134,1047200,62350,20982,35491,2471,238618373
09-Jul-2020,32717010,1059649,63612,21500,36510,2521,239619198
10-Jul-2020,31731202,1071901,64876,22024,37554,2573,240589871
11-Jul-2020,30774813,1083953,66141,22554,38623,2625,241531292
12-Jul-2020,29846972,1095802,67407,23089,39717,2679,242444335
13-Jul-2020,28946835,1107445,68672,23628,40837,2735,243329848
14-Jul-2020,28073587,1118879,69937,24172,41983,2791,244188650
15-Jul-2020,27226432,1130102,71201,24721,43156,2849,245021539
