datetime,S,NQ,NR,ND,I,Q,R,D
29-Sep-2020,10359054,33925,300726,4919,33314,13116,58536,1760
30-Sep-2020,10354919,33922,304282,4973,32746,13090,59637,1782
01-Oct-2020,10350869,33917,307756,5026,32188,13057,60734,1804
02-Oct-2020,10346902,33909,311149,5079,31639,13017,61829,1825
03-Oct-2020,10343016,33900,314463,5132,31100,12972,62920,1847
04-Oct-2020,10339210,33890,317699,5185,30570,12921,64007,1868
05-Oct-2020,10335480,33879,320859,5239,30049,12865,65089,1890
06-Oct-2020,10331827,33868,323943,5292,29536,12806,66167,1911
07-Oct-2020,10328247,33857,326954,5345,29033,12743,67239,1932
08-Oct-2020,10324738,33845,329894,5398,28538,12676,68306,1953
09-Oct-2020,10321301,33834,332763,5451,28052,12607,69368,1974
10-Oct-2020,10317931,33823,335564,5504,27574,12535,70423,1995
11-Oct-2020,10314629,33812,338298,5557,27104,12462,71472,2016
12-Oct-2020,10311392,33801,340967,5611,26642,12386,72515,2036
13-Oct-2020,10308219,33790,343572,5664,26187,12309,73552,2057
14-Oct-2020,10305109,33779,346114,5717,25741,12231,74582,2077
