datetime,S,E,I,Q,R,D,P
30-Nov-2020,6738833,458855,408826,71420,450518,16945,265369868
01-Dec-2020,6331584,445983,416204,72749,454562,17067,265777117
02-Dec-2020,5948945,433471,423125,74097,458681,17191,266159756
03-Dec-2020,5589430,421311,429606,75455,462875,17318,266519271
04-Dec-2020,5251643,409491,435662,76818,467147,17447,266857058
05-Dec-2020,4934270,398003,441309,78180,471494,17578,267174431
06-Dec-2020,4636075,386838,446561,79537,475918,17711,267472626
07-Dec-2020,4355902,375986,451432,80882,480418,17847,267752799
08-Dec-2020,4092662,365438,455936,82213,484993,17985,268016039
09-Dec-2020,3845328,355186,460087,83525,489642,18125,268263373
10-Dec-2020,3612942,345221,463898,84814,494364,18267,268495759
11-Dec-2020,3394601,335537,467380,86079,499157,18412,268714100
12-Dec-2020,3189455,326123,470546,87315,504021,18559,268919247
13-Dec-2020,2996705,316974,473408,88521,508953,18708,269111996
14-Dec-2020,2815605,308082,475977,89695,513952,18858,269293096
15-Dec-2020,2645449,299439,478265,90833,519016,19011,269463252
16-Dec-2020,2485575,291039,480281,91936,524143,19166,269623126
17-Dec-2020,2335364,282874,482036,93001,529331,19322,269773337
18-Dec-2020,2194231,274938,483541,94028,534577,19480,269914470
19-Dec-2020,2061626,267225,484805,95015,539880,19640,270047075
20-Dec-2020,1937035,259728,485837,95961,545236,19802,270171666
21-Dec-2020,1819974,252442,486646,96866,550645,19965,270288727
22-Dec-2020,1709987,245360,487242,97729,556104,20130,270398714
23-Dec-2020,1606647,238477,487632,98550,561610,20296,270502054
24-Dec-2020,1509552,231787,487826,99329,567160,20463,270599149
25-Dec-2020,1418325,225284,487830,100065,572753,20632,270690376
26-Dec-2020,1332611,218964,487654,100759,578386,20802,270776090
27-Dec-2020,1252077,212821,487303,101410,584057,20973,270856624
28-Dec-2020,1176410,206851,486786,102019,589764,21145,270932291
29-Dec-2020,1105316,201048,486109,102586,595503,21318,271003385
30-Dec-2020,1038518,195408,485280,103112,601273,21492,271070183
31-Dec-2020,975757,189926,484304,103596,607071,21667,271132944
01-Jan-2021,916789,184597,483189,104040,612895,21843,271191912
02-Jan-2021,861384,179419,481940,104443,618743,22019,271247317
03-Jan-2021,809328,174385,480563,104807,624613,22196,271299373
04-Jan-2021,760418,169493,479064,105132,630502,22374,271348283
05-Jan-2021,714463,164738,477448,105418,636408,22552,271394238
06-Jan-2021,671286,160117,475722,105667,642329,22730,271437415
07-Jan-2021,630718,155625,473889,105878,648263,22909,271477983
08-Jan-2021,592602,151259,471955,106054,654208,23089,271516100
09-Jan-2021,556789,147016,469926,106194,660161,23268,271551912
10-Jan-2021,523140,142891,467805,106299,666122,23448,271585561
11-Jan-2021,491525,138883,465597,106370,672087,23628,271617176
12-Jan-2021,461821,134986,463307,106408,678055,23808,271646880
13-Jan-2021,433911,131199,460938,106414,684025,23988,271674790
