datetime,S,E,I,Q,R,D,P
14-Dec-2020,2815605,308082,475977,89695,513952,18858,269293096
15-Dec-2020,2638096,306918,478372,90834,519016,19011,269463019
16-Dec-2020,2471744,305349,480697,91940,524143,19166,269622227
17-Dec-2020,2315851,303412,482941,93013,529331,19322,269771396
18-Dec-2020,2169762,301139,485095,94055,534578,19480,269911155
19-Dec-2020,2032865,298562,487153,95065,539883,19640,270042097
20-Dec-2020,1904581,295710,489107,96045,545244,19802,270164777
21-Dec-2020,1784374,292609,490950,96994,550659,19965,270279714
22-Dec-2020,1671736,289285,492679,97913,556126,20130,270387396
23-Dec-2020,1566193,285761,494287,98802,561644,20297,270488282
24-Dec-2020,1467300,282060,495772,99661,567211,20465,270582797
25-Dec-2020,1374640,278202,497131,100490,572825,20634,270671343
26-Dec-2020,1287822,274205,498361,101290,578485,20805,270754298
27-Dec-2020,1206479,270089,499459,102059,584189,20977,270832014
28-Dec-2020,1130267,265869,500426,102799,589935,21150,270904820
29-Dec-2020,1058863,261562,501258,103509,595722,21325,270973027
30-Dec-2020,991966,257180,501957,104188,601548,21500,271036925
31-Dec-2020,929292,252738,502522,104838,607411,21677,271096786
01-Jan-2021,870575,248248,502954,105458,613310,21855,271152865
02-Jan-2021,815567,243722,503252,106048,619243,22034,271205400
03-Jan-2021,764033,239169,503418,106607,625208,22214,271254616
04-Jan-2021,715755,234601,503452,107137,631204,22395,271300722
05-Jan-2021,670528,230025,503357,107636,637228,22577,271343914
06-Jan-2021,628160,225450,503134,108105,643280,22759,271384378
07-Jan-2021,588469,220884,502785,108545,649357,22942,271422284
08-Jan-2021,551287,216333,502311,108954,655457,23126,271457796
09-Jan-2021,516457,211804,501716,109333,661580,23311,271491064
10-Jan-2021,483829,207304,501000,109682,667724,23496,271522230
11-Jan-2021,453264,202836,500168,110002,673886,23682,271551427
12-Jan-2021,424632,198407,499220,110293,680065,23869,271578780
13-Jan-2021,397812,194019,498161,110554,686260,24056,271604405
14-Jan-2021,372688,189678,496992,110786,692469,24243,271628411
15-Jan-2021,349152,185386,495716,110989,698689,24430,271650902
16-Jan-2021,327106,181148,494337,111163,704921,24618,271671972
17-Jan-2021,306455,176964,492857,111309,711161,24807,271691712
18-Jan-2021,287109,172839,491280,111427,717409,24995,271710206
19-Jan-2021,268988,168774,489607,111518,723663,25184,271727532
20-Jan-2021,252013,164771,487843,111581,729921,25372,271743765
21-Jan-2021,236111,160832,485989,111617,736181,25561,271758974
22-Jan-2021,221216,156957,484050,111627,742443,25750,271773223
23-Jan-2021,207262,153149,482028,111610,748705,25939,271786573
24-Jan-2021,194191,149407,479925,111568,754965,26128,271799081
25-Jan-2021,181946,145733,477746,111500,761222,26317,271810800
26-Jan-2021,170476,142128,475493,111408,767475,26505,271821781
27-Jan-2021,159731,138591,473169,111291,773722,26694,271832069
28-Jan-2021,149666,135122,470776,111150,779961,26882,271841709
29-Jan-2021,140236,131723,468318,110985,786192,27070,271850741
30-Jan-2021,131403,128392,465797,110798,792413,27257,271859205
31-Jan-2021,123128,125130,463217,110588,798623,27445,271867135
