datetime,S,E,I,Q,R,D,P
30-Nov-2020,6304923,297084,441124,71420,450518,16945,265933341
01-Dec-2020,5903924,283641,448936,72844,454601,17069,266334340
02-Dec-2020,5528429,270806,456046,74279,458764,17196,266709835
03-Dec-2020,5176816,258552,462489,75716,463009,17325,267061449
04-Dec-2020,4847567,246853,468301,77146,467335,17457,267390698
05-Dec-2020,4539258,235682,473513,78563,471741,17591,267699006
06-Dec-2020,4250556,225018,478157,79961,476228,17727,267987708
07-Dec-2020,3980218,214836,482264,81333,480792,17866,268258046
08-Dec-2020,3727073,205114,485861,82674,485434,18008,268511191
09-Dec-2020,3490027,195833,488976,83981,490150,18151,268748237
10-Dec-2020,3268059,186971,491634,85249,494939,18297,268970205
11-Dec-2020,3060208,178511,493861,86476,499799,18445,269178056
12-Dec-2020,2865576,170433,495679,87657,504727,18595,269372688
13-Dec-2020,2683323,162721,497111,88792,509721,18747,269554941
14-Dec-2020,2512662,155358,498178,89877,514778,18901,269725602
15-Dec-2020,2352854,148328,498901,90912,519894,19056,269885410
16-Dec-2020,2203210,141616,499298,91895,525068,19214,270035054
17-Dec-2020,2063085,135208,499389,92826,530295,19373,270175179
18-Dec-2020,1931871,129089,499191,93703,535574,19534,270306394
19-Dec-2020,1809002,123248,498719,94526,540901,19696,270429262
20-Dec-2020,1693948,117671,497992,95296,546274,19859,270544316
21-Dec-2020,1586212,112346,497022,96011,551688,20024,270652053
22-Dec-2020,1485327,107263,495826,96672,557141,20190,270752937
23-Dec-2020,1390859,102409,494415,97280,562630,20357,270847405
24-Dec-2020,1302399,97775,492805,97835,568152,20525,270935865
25-Dec-2020,1219565,93351,491006,98337,573703,20694,271018699
26-Dec-2020,1142000,89126,489031,98788,579282,20864,271096264
27-Dec-2020,1069368,85093,486891,99188,584885,21035,271168896
28-Dec-2020,1001355,81243,484596,99538,590509,21206,271236909
29-Dec-2020,937668,77567,482157,99839,596151,21377,271300596
30-Dec-2020,878032,74057,479583,100092,601810,21550,271360232
31-Dec-2020,822188,70706,476884,100298,607481,21722,271416076
01-Jan-2021,769896,67506,474069,100459,613162,21895,271468368
02-Jan-2021,720930,64451,471144,100575,618852,22068,271517334
03-Jan-2021,675079,61535,468119,100649,624546,22242,271563186
04-Jan-2021,632143,58751,465002,100680,630244,22415,271606121
05-Jan-2021,591938,56092,461798,100671,635942,22588,271646326
06-Jan-2021,554290,53554,458514,100622,641639,22762,271683974
07-Jan-2021,519037,51131,455158,100535,647332,22935,271719227
08-Jan-2021,486026,48817,451735,100412,653019,23108,271752238
09-Jan-2021,455114,46608,448252,100253,658698,23281,271783150
10-Jan-2021,426169,44499,444712,100060,664367,23454,271812096
11-Jan-2021,399064,42485,441123,99834,670024,23626,271839200
12-Jan-2021,373683,40563,437487,99576,675667,23797,271864581
13-Jan-2021,349917,38727,433812,99289,681295,23969,271888348
14-Jan-2021,327662,36975,430099,98972,686906,24140,271910603
15-Jan-2021,306822,35302,426355,98627,692498,24310,271931442
16-Jan-2021,287308,33704,422583,98255,698069,24479,271950956
17-Jan-2021,269035,32179,418786,97858,703619,24648,271969229
18-Jan-2021,251924,30723,414968,97437,709146,24816,271986340
19-Jan-2021,235901,29333,411133,96993,714649,24984,272002363
20-Jan-2021,220898,28006,407283,96526,720125,25151,272017366
21-Jan-2021,206849,26738,403423,96039,725575,25316,272031415
