datetime,S,E,I,Q,R,D,P
14-Dec-2020,2512662,155358,498178,89877,514778,18901,269725602
15-Dec-2020,2347514,153720,499027,90913,519894,19056,269885230
16-Dec-2020,2193212,151811,499784,91900,525068,19214,270034366
17-Dec-2020,2049046,149663,500438,92839,530296,19373,270173700
18-Dec-2020,1914351,147307,500980,93733,535576,19534,270303874
19-Dec-2020,1788507,144771,501403,94582,540905,19696,270425491
20-Dec-2020,1670932,142082,501700,95387,546282,19860,270539113
21-Dec-2020,1561086,139262,501866,96150,551702,20025,270645265
22-Dec-2020,1458459,136333,501898,96870,557165,20191,270744439
23-Dec-2020,1362580,133314,501793,97549,562667,20358,270837094
24-Dec-2020,1273005,130224,501548,98188,568206,20527,270923657
25-Dec-2020,1189320,127079,501163,98786,573781,20697,271004530
26-Dec-2020,1111138,123893,500637,99345,579388,20867,271080086
27-Dec-2020,1038099,120680,499970,99866,585026,21039,271150676
28-Dec-2020,969865,117451,499164,100347,590692,21211,271216626
29-Dec-2020,906118,114218,498219,100790,596384,21384,271278241
30-Dec-2020,846566,110991,497137,101196,602101,21558,271335806
31-Dec-2020,790932,107778,495920,101565,607839,21733,271389588
01-Jan-2021,738958,104587,494572,101897,613597,21908,271439836
02-Jan-2021,690404,101426,493094,102193,619373,22084,271486782
03-Jan-2021,645045,98299,491490,102453,625164,22260,271530643
04-Jan-2021,602670,95213,489763,102678,630969,22437,271571623
05-Jan-2021,563084,92173,487918,102868,636786,22614,271609911
06-Jan-2021,526103,89183,485956,103025,642613,22791,271645685
07-Jan-2021,491554,86245,483883,103147,648448,22969,271679109
08-Jan-2021,459280,83364,481702,103236,654289,23147,271710338
09-Jan-2021,429128,80542,479417,103293,660133,23325,271739517
10-Jan-2021,400960,77781,477032,103318,665981,23503,271766780
11-Jan-2021,374646,75083,474552,103312,671828,23681,271792254
12-Jan-2021,350062,72448,471981,103275,677675,23859,271816057
13-Jan-2021,327095,69879,469321,103207,683518,24036,271838297
14-Jan-2021,305639,67376,466579,103111,689357,24214,271859079
15-Jan-2021,285594,64939,463757,102986,695190,24392,271878497
16-Jan-2021,266867,62569,460861,102832,701014,24569,271896643
17-Jan-2021,249372,60266,457893,102652,706829,24746,271913598
18-Jan-2021,233026,58029,454858,102444,712634,24923,271929442
19-Jan-2021,217755,55858,451760,102211,718425,25099,271944247
20-Jan-2021,203488,53752,448602,101953,724203,25275,271958083
21-Jan-2021,190158,51711,445389,101669,729966,25450,271971012
22-Jan-2021,177704,49735,442124,101363,735712,25625,271983094
23-Jan-2021,166068,47821,438810,101033,741439,25799,271994385
24-Jan-2021,155197,45970,435451,100681,747148,25973,272004936
25-Jan-2021,145039,44179,432051,100307,752836,26146,272014797
26-Jan-2021,135548,42449,428612,99912,758502,26319,272024013
27-Jan-2021,126681,40777,425139,99498,764145,26490,272032626
28-Jan-2021,118395,39163,421633,99064,769765,26661,272040675
29-Jan-2021,110653,37605,418099,98611,775359,26832,272048198
30-Jan-2021,103419,36102,414538,98140,780927,27001,272055229
31-Jan-2021,96659,34652,410954,97652,786468,27170,272061800
01-Feb-2021,90343,33254,407350,97148,791980,27338,272067942
02-Feb-2021,84441,31907,403729,96627,797464,27504,272073683
03-Feb-2021,78926,30609,400091,96092,802918,27670,272079048
04-Feb-2021,73772,29360,396441,95542,808341,27835,272084064
05-Feb-2021,68956,28156,392781,94978,813733,28000,272088751
06-Feb-2021,64455,26998,389112,94402,819092,28163,272093133
07-Feb-2021,60249,25884,385437,93812,824419,28325,272097229
08-Feb-2021,56319,24812,381757,93211,829712,28486,272101058
09-Feb-2021,52646,23782,378076,92599,834970,28646,272104637
10-Feb-2021,49213,22791,374395,91976,840193,28805,272107982
11-Feb-2021,46005,21839,370715,91344,845381,28963,272111109
12-Feb-2021,43007,20923,367038,90702,850533,29120,272114033
13-Feb-2021,40204,20044,363366,90051,855648,29275,272116766
14-Feb-2021,37585,19200,359701,89392,860726,29430,272119321
15-Feb-2021,35138,18389,356044,88725,865767,29583,272121709
16-Feb-2021,32850,17610,352396,88051,870770,29735,272123942
17-Feb-2021,30711,16863,348759,87371,875734,29887,272126030
18-Feb-2021,28713,16146,345134,86684,880660,30037,272127982
19-Feb-2021,26844,15458,341523,85992,885547,30185,272129806
20-Feb-2021,25098,14798,337925,85295,890394,30333,272131512
21-Feb-2021,23466,14164,334343,84593,895202,30479,272133108
22-Feb-2021,21940,13557,330778,83887,899970,30624,272134599
23-Feb-2021,20514,12975,327230,83178,904698,30768,272135993
24-Feb-2021,19181,12416,323700,82465,909385,30911,272137297
25-Feb-2021,17935,11881,320190,81749,914032,31052,272138516
26-Feb-2021,16770,11368,316700,81031,918639,31192,272139656
27-Feb-2021,15680,10876,313230,80310,923205,31331,272140722
28-Feb-2021,14662,10405,309782,79588,927730,31469,272141718
01-Mar-2021,13711,9954,306356,78865,932214,31606,272142650
02-Mar-2021,12821,9521,302953,78141,936657,31741,272143522
03-Mar-2021,11989,9107,299573,77416,941059,31875,272144336
04-Mar-2021,11211,8710,296217,76690,945420,32008,272145098
05-Mar-2021,10484,8331,292885,75965,949741,32139,272145811
06-Mar-2021,9804,7967,289578,75240,954020,32269,272146477
07-Mar-2021,9169,7618,286296,74516,958258,32398,272147100
08-Mar-2021,8574,7285,283040,73792,962455,32526,272147683
09-Mar-2021,8019,6966,279810,73070,966611,32652,272148228
10-Mar-2021,7499,6660,276606,72349,970726,32778,272148738
11-Mar-2021,7013,6368,273428,71629,974800,32902,272149215
12-Mar-2021,6559,6088,270277,70912,978834,33024,272149660
13-Mar-2021,6135,5820,267153,70197,982828,33146,272150077
14-Mar-2021,5737,5563,264057,69483,986780,33266,272150467
15-Mar-2021,5366,5318,260988,68773,990693,33385,272150832
16-Mar-2021,5019,5084,257946,68065,994565,33503,272151173
17-Mar-2021,4694,4859,254932,67360,998398,33620,272151492
18-Mar-2021,4391,4644,251946,66658,1002191,33735,272151790
19-Mar-2021,4107,4439,248988,65960,1005944,33850,272152069
20-Mar-2021,3841,4242,246057,65264,1009657,33963,272152331
21-Mar-2021,3593,4054,243155,64573,1013331,34074,272152575
22-Mar-2021,3361,3875,240281,63885,1016967,34185,272152803
23-Mar-2021,3143,3703,237434,63200,1020563,34295,272153017
24-Mar-2021,2940,3538,234616,62520,1024121,34403,272153217
25-Mar-2021,2750,3381,231826,61844,1027640,34510,272153403
26-Mar-2021,2573,3231,229064,61172,1031122,34616,272153578
27-Mar-2021,2407,3087,226330,60504,1034565,34721,272153742
28-Mar-2021,2251,2950,223623,59841,1037971,34824,272153895
29-Mar-2021,2106,2819,220945,59182,1041339,34927,272154038
30-Mar-2021,1970,2693,218294,58528,1044670,35028,272154172
31-Mar-2021,1843,2573,215671,57879,1047964,35128,272154297
01-Apr-2021,1724,2458,213075,57234,1051222,35228,272154414
02-Apr-2021,1613,2349,210507,56594,1054443,35326,272154524
03-Apr-2021,1509,2244,207967,55959,1057628,35423,272154626
04-Apr-2021,1412,2144,205453,55329,1060778,35518,272154722
05-Apr-2021,1321,2048,202967,54703,1063891,35613,272154812
06-Apr-2021,1235,1956,200508,54083,1066970,35707,272154896
07-Apr-2021,1156,1869,198075,53468,1070014,35800,272154974
08-Apr-2021,1081,1785,195669,52858,1073023,35891,272155048
09-Apr-2021,1012,1705,193290,52253,1075997,35982,272155117
10-Apr-2021,946,1629,190936,51654,1078938,36071,272155181
11-Apr-2021,885,1556,188609,51059,1081844,36160,272155241
12-Apr-2021,828,1486,186308,50470,1084717,36247,272155297
13-Apr-2021,775,1420,184033,49886,1087557,36333,272155350
14-Apr-2021,725,1356,181783,49307,1090365,36419,272155399
15-Apr-2021,679,1295,179559,48734,1093139,36503,272155445
16-Apr-2021,635,1237,177360,48166,1095881,36587,272155489
17-Apr-2021,594,1182,175186,47603,1098591,36669,272155529
18-Apr-2021,556,1129,173037,47046,1101270,36751,272155567
19-Apr-2021,520,1078,170913,46494,1103917,36831,272155602
20-Apr-2021,487,1030,168813,45947,1106533,36911,272155635
21-Apr-2021,455,983,166737,45406,1109118,36990,272155666
22-Apr-2021,426,939,164685,44870,1111673,37067,272155695
23-Apr-2021,399,897,162657,44339,1114198,37144,272155722
24-Apr-2021,373,857,160652,43813,1116692,37220,272155747
25-Apr-2021,349,818,158671,43293,1119157,37295,272155771
26-Apr-2021,327,781,156714,42778,1121593,37369,272155793
27-Apr-2021,306,746,154779,42268,1124000,37443,272155814
28-Apr-2021,286,713,152866,41764,1126378,37515,272155834
29-Apr-2021,268,681,150977,41265,1128727,37587,272155852
30-Apr-2021,250,650,149110,40771,1131049,37657,272155869
01-May-2021,234,621,147264,40282,1133343,37727,272155885
02-May-2021,219,593,145441,39798,1135609,37796,272155900
03-May-2021,205,566,143639,39319,1137848,37864,272155913
04-May-2021,192,541,141859,38846,1140060,37931,272155927
05-May-2021,180,516,140100,38377,1142245,37998,272155939
06-May-2021,168,493,138362,37914,1144404,38064,272155950
07-May-2021,157,471,136645,37456,1146537,38129,272155961
08-May-2021,147,450,134948,37002,1148644,38193,272155971
09-May-2021,138,429,133272,36554,1150726,38256,272155980
10-May-2021,129,410,131616,36111,1152782,38319,272155989
11-May-2021,121,392,129980,35672,1154813,38380,272155997
12-May-2021,113,374,128363,35238,1156820,38442,272156005
13-May-2021,106,357,126767,34810,1158802,38502,272156012
14-May-2021,99,341,125189,34386,1160761,38561,272156019
15-May-2021,93,326,123631,33966,1162695,38620,272156025
16-May-2021,87,311,122091,33552,1164606,38678,272156031
17-May-2021,81,297,120570,33142,1166493,38736,272156036
18-May-2021,76,283,119068,32736,1168357,38793,272156042
19-May-2021,71,271,117584,32336,1170199,38849,272156046
20-May-2021,66,258,116118,31940,1172018,38904,272156051
21-May-2021,62,247,114670,31548,1173814,38959,272156055
22-May-2021,58,236,113239,31161,1175589,39013,272156059
23-May-2021,54,225,111826,30779,1177342,39066,272156063
