datetime,S,NQ,NR,ND,I,Q,R,D
14-Sep-2020,10446457,28477,241254,4144,12445,12161,42325,1440
15-Sep-2020,10440638,30065,244753,4190,11933,12314,43351,1460
16-Sep-2020,10434906,31203,248580,4238,11441,12465,44389,1481
17-Sep-2020,10429268,32017,252613,4288,10970,12605,45440,1502
18-Sep-2020,10423728,32598,256765,4339,10518,12731,46502,1523
19-Sep-2020,10418286,33012,260974,4390,10085,12840,47574,1544
20-Sep-2020,10412944,33304,265194,4442,9669,12931,48654,1565
21-Sep-2020,10407701,33510,269397,4495,9271,13003,49741,1587
22-Sep-2020,10402557,33653,273558,4547,8889,13057,50833,1608
23-Sep-2020,10397510,33752,277664,4600,8523,13095,51929,1630
24-Sep-2020,10392559,33818,281705,4653,8172,13117,53028,1652
25-Sep-2020,10387702,33862,285672,4706,7835,13125,54128,1673
26-Sep-2020,10382938,33889,289563,4759,7512,13119,55228,1695
27-Sep-2020,10378264,33904,293375,4813,7203,13102,56327,1717
28-Sep-2020,10373679,33910,297106,4866,6906,13074,57424,1738
29-Sep-2020,10369182,33911,300756,4919,6622,13036,58518,1760
30-Sep-2020,10364769,33907,304325,4972,6349,12991,59609,1782
01-Oct-2020,10360439,33900,307814,5026,6088,12938,60696,1803
02-Oct-2020,10356191,33892,311224,5079,5837,12879,61778,1824
03-Oct-2020,10352022,33882,314556,5132,5596,12815,62855,1846
04-Oct-2020,10347931,33870,317812,5185,5366,12746,63926,1867
05-Oct-2020,10343915,33859,320993,5238,5145,12674,64991,1888
06-Oct-2020,10339974,33847,324100,5291,4933,12599,66050,1909
07-Oct-2020,10336105,33834,327136,5345,4730,12521,67103,1930
08-Oct-2020,10332307,33822,330101,5398,4535,12441,68149,1950
09-Oct-2020,10328579,33810,332997,5451,4348,12360,69189,1971
10-Oct-2020,10324917,33798,335825,5504,4169,12277,70221,1991
11-Oct-2020,10321322,33785,338588,5557,3997,12195,71247,2012
12-Oct-2020,10317792,33773,341287,5610,3833,12112,72266,2032
13-Oct-2020,10314324,33762,343923,5663,3675,12029,73277,2052
14-Oct-2020,10310918,33750,346497,5716,3523,11946,74282,2072
15-Oct-2020,10307572,33738,349011,5769,3378,11864,75280,2091
16-Oct-2020,10304285,33727,351466,5822,3239,11782,76271,2111
17-Oct-2020,10301056,33716,353864,5875,3106,11702,77255,2130
18-Oct-2020,10297882,33705,356206,5928,2978,11622,78232,2150
19-Oct-2020,10294764,33694,358494,5980,2855,11544,79203,2169
20-Oct-2020,10291699,33684,360727,6033,2737,11467,80168,2188
21-Oct-2020,10288686,33673,362909,6086,2625,11392,81126,2207
22-Oct-2020,10285724,33663,365039,6139,2517,11318,82077,2226
23-Oct-2020,10282813,33653,367120,6192,2413,11245,83023,2244
24-Oct-2020,10279950,33643,369152,6245,2314,11174,83963,2263
25-Oct-2020,10277135,33633,371136,6297,2218,11105,84896,2281
26-Oct-2020,10274366,33624,373074,6350,2127,11038,85824,2300
27-Oct-2020,10271643,33615,374966,6403,2039,10972,86747,2318
28-Oct-2020,10268965,33605,376814,6456,1955,10908,87664,2336
29-Oct-2020,10266330,33596,378619,6509,1875,10846,88575,2354
30-Oct-2020,10263737,33587,380381,6561,1797,10785,89482,2372
31-Oct-2020,10261186,33579,382102,6614,1723,10726,90383,2390
01-Nov-2020,10258675,33570,383782,6667,1652,10669,91280,2408
02-Nov-2020,10256204,33561,385423,6719,1584,10614,92172,2425
03-Nov-2020,10253772,33553,387025,6772,1519,10560,93059,2443
04-Nov-2020,10251377,33545,388590,6825,1457,10508,93942,2460
05-Nov-2020,10249019,33537,390117,6877,1397,10457,94821,2478
06-Nov-2020,10246698,33529,391609,6930,1339,10408,95695,2495
07-Nov-2020,10244411,33521,393066,6983,1284,10361,96566,2512
08-Nov-2020,10242159,33513,394488,7035,1231,10315,97432,2529
09-Nov-2020,10239941,33506,395876,7088,1180,10271,98295,2546
10-Nov-2020,10237756,33498,397232,7140,1132,10228,99154,2563
11-Nov-2020,10235602,33491,398556,7193,1085,10186,100010,2580
12-Nov-2020,10233480,33483,399849,7245,1040,10146,100862,2597
13-Nov-2020,10231389,33476,401110,7298,997,10108,101711,2614
14-Nov-2020,10229328,33469,402342,7351,956,10070,102556,2630
15-Nov-2020,10227295,33462,403545,7403,917,10034,103399,2647
16-Nov-2020,10225292,33455,404720,7456,879,9999,104239,2664
17-Nov-2020,10223316,33449,405866,7508,843,9966,105075,2680
18-Nov-2020,10221368,33442,406985,7561,808,9933,105909,2697
19-Nov-2020,10219446,33435,408078,7613,775,9902,106740,2713
20-Nov-2020,10217551,33429,409145,7666,743,9872,107569,2730
21-Nov-2020,10215681,33423,410186,7718,712,9843,108395,2746
22-Nov-2020,10213835,33416,411202,7770,683,9814,109219,2762
23-Nov-2020,10212014,33410,412195,7823,655,9787,110041,2778
24-Nov-2020,10210217,33404,413163,7875,628,9761,110860,2795
25-Nov-2020,10208443,33398,414109,7928,602,9736,111677,2811
26-Nov-2020,10206692,33392,415032,7980,577,9712,112492,2827
27-Nov-2020,10204962,33386,415933,8033,554,9688,113305,2843
28-Nov-2020,10203255,33380,416812,8085,531,9666,114116,2859
29-Nov-2020,10201568,33374,417670,8137,509,9644,114925,2875
30-Nov-2020,10199902,33369,418508,8190,488,9623,115733,2891
01-Dec-2020,10198257,33363,419325,8242,468,9603,116539,2907
02-Dec-2020,10196631,33358,420123,8295,449,9583,117343,2923
03-Dec-2020,10195024,33352,420902,8347,430,9565,118145,2939
04-Dec-2020,10193436,33347,421662,8399,412,9547,118946,2954
05-Dec-2020,10191867,33341,422403,8452,395,9529,119746,2970
06-Dec-2020,10190315,33336,423127,8504,379,9512,120544,2986
07-Dec-2020,10188781,33331,423833,8556,363,9496,121340,3002
08-Dec-2020,10187264,33326,424523,8609,349,9481,122135,3017
09-Dec-2020,10185764,33321,425195,8661,334,9466,122930,3033
10-Dec-2020,10184280,33316,425851,8713,320,9451,123722,3049
11-Dec-2020,10182813,33311,426492,8765,307,9437,124514,3064
12-Dec-2020,10181361,33306,427116,8818,295,9424,125304,3080
13-Dec-2020,10179924,33301,427726,8870,282,9411,126094,3096
14-Dec-2020,10178502,33296,428320,8922,271,9399,126882,3111
15-Dec-2020,10177094,33291,428901,8974,260,9387,127669,3127
16-Dec-2020,10175701,33287,429467,9027,249,9375,128456,3142
17-Dec-2020,10174322,33282,430019,9079,239,9364,129241,3158
18-Dec-2020,10172957,33278,430557,9131,229,9353,130025,3173
19-Dec-2020,10171604,33273,431083,9183,219,9343,130809,3189
20-Dec-2020,10170265,33268,431595,9236,210,9333,131592,3204
21-Dec-2020,10168938,33264,432095,9288,202,9323,132373,3220
22-Dec-2020,10167624,33260,432583,9340,193,9314,133154,3235
23-Dec-2020,10166322,33255,433058,9392,185,9305,133935,3251
24-Dec-2020,10165032,33251,433522,9444,178,9296,134714,3266
25-Dec-2020,10163753,33246,433974,9497,170,9288,135493,3281
26-Dec-2020,10162485,33242,434415,9549,163,9280,136271,3297
27-Dec-2020,10161229,33238,434845,9601,157,9272,137049,3312
28-Dec-2020,10159983,33234,435265,9653,150,9265,137826,3328
29-Dec-2020,10158748,33230,435673,9705,144,9258,138602,3343
30-Dec-2020,10157523,33226,436072,9757,138,9251,139378,3358
31-Dec-2020,10156309,33221,436461,9810,132,9244,140153,3374
01-Jan-2021,10155104,33217,436840,9862,127,9238,140927,3389
02-Jan-2021,10153908,33213,437209,9914,122,9231,141701,3404
03-Jan-2021,10152723,33209,437569,9966,117,9225,142475,3419
04-Jan-2021,10151546,33205,437920,10018,112,9219,143248,3435
05-Jan-2021,10150378,33202,438262,10070,107,9214,144020,3450
06-Jan-2021,10149219,33198,438595,10122,103,9208,144793,3465
07-Jan-2021,10148068,33194,438920,10174,99,9203,145564,3480
08-Jan-2021,10146926,33190,439237,10227,95,9198,146335,3496
09-Jan-2021,10145792,33186,439545,10279,91,9193,147106,3511
10-Jan-2021,10144666,33182,439846,10331,87,9188,147877,3526
11-Jan-2021,10143548,33179,440138,10383,83,9184,148646,3541
12-Jan-2021,10142438,33175,440424,10435,80,9179,149416,3557
13-Jan-2021,10141335,33171,440701,10487,77,9175,150185,3572
14-Jan-2021,10140239,33168,440972,10539,73,9171,150954,3587
15-Jan-2021,10139150,33164,441236,10591,70,9167,151723,3602
16-Jan-2021,10138068,33160,441492,10643,68,9163,152491,3617
17-Jan-2021,10136993,33157,441742,10695,65,9159,153259,3633
18-Jan-2021,10135925,33153,441986,10747,62,9156,154026,3648
19-Jan-2021,10134863,33150,442223,10799,60,9152,154794,3663
20-Jan-2021,10133808,33146,442454,10851,57,9149,155561,3678
21-Jan-2021,10132758,33143,442678,10903,55,9145,156327,3693
22-Jan-2021,10131715,33139,442897,10955,52,9142,157094,3708
23-Jan-2021,10130678,33136,443110,11007,50,9139,157860,3723
24-Jan-2021,10129646,33132,443317,11059,48,9136,158626,3739
25-Jan-2021,10128620,33129,443518,11111,46,9133,159392,3754
26-Jan-2021,10127600,33126,443714,11163,44,9130,160157,3769
27-Jan-2021,10126585,33122,443905,11215,43,9128,160922,3784
28-Jan-2021,10125575,33119,444090,11267,41,9125,161687,3799
