datetime,S,NQ,NR,ND,I,Q,R,D
07-Jul-2020,10625902,1232,116411,2152,7235,3784,8277,664
08-Jul-2020,10623455,3022,116624,2155,7373,3850,8508,670
09-Jul-2020,10621000,4641,117007,2159,7514,3918,8743,675
10-Jul-2020,10618537,6104,117543,2166,7658,3987,8982,681
11-Jul-2020,10616065,7426,118217,2175,7804,4058,9225,687
12-Jul-2020,10613586,8621,119016,2185,7953,4131,9472,693
13-Jul-2020,10611098,9701,119929,2196,8104,4205,9724,700
14-Jul-2020,10608601,10677,120943,2209,8258,4281,9981,706
15-Jul-2020,10606095,11559,122051,2223,8416,4359,10242,712
16-Jul-2020,10603581,12356,123241,2237,8576,4439,10508,719
17-Jul-2020,10601057,13077,124507,2253,8738,4520,10779,726
18-Jul-2020,10598524,13727,125841,2270,8904,4603,11055,732
19-Jul-2020,10595982,14315,127237,2287,9073,4687,11336,739
20-Jul-2020,10593430,14846,128688,2306,9245,4774,11622,746
21-Jul-2020,10590868,15326,130190,2324,9420,4862,11913,754
22-Jul-2020,10588296,15760,131737,2344,9599,4952,12210,761
23-Jul-2020,10585714,16151,133325,2364,9780,5044,12512,768
24-Jul-2020,10583121,16504,134950,2384,9965,5137,12820,776
25-Jul-2020,10580518,16823,136608,2405,10153,5233,13133,784
26-Jul-2020,10577905,17111,138297,2426,10345,5330,13453,792
27-Jul-2020,10575280,17371,140013,2447,10540,5429,13778,800
28-Jul-2020,10572644,17606,141753,2469,10738,5531,14109,808
29-Jul-2020,10569996,17817,143516,2491,10940,5634,14447,816
30-Jul-2020,10567337,18008,145298,2513,11146,5739,14790,825
31-Jul-2020,10564667,18180,147099,2536,11355,5846,15141,833
01-Aug-2020,10561984,18335,148916,2559,11568,5956,15498,842
02-Aug-2020,10559289,18475,150747,2582,11785,6067,15861,851
03-Aug-2020,10556582,18601,152592,2605,12006,6180,16231,860
04-Aug-2020,10553862,18714,154449,2628,12231,6296,16608,869
05-Aug-2020,10551129,18816,156316,2651,12460,6414,16993,879
06-Aug-2020,10548383,18908,158193,2675,12693,6534,17384,888
07-Aug-2020,10545623,18990,160079,2698,12930,6656,17783,898
08-Aug-2020,10542850,19064,161972,2722,13171,6780,18189,908
09-Aug-2020,10540063,19131,163873,2746,13417,6907,18603,919
10-Aug-2020,10537262,19190,165779,2770,13667,7036,19024,929
11-Aug-2020,10534447,19243,167692,2793,13921,7168,19454,939
12-Aug-2020,10531617,19291,169609,2817,14180,7302,19891,950
13-Aug-2020,10528772,19334,171531,2842,14443,7438,20337,961
14-Aug-2020,10525912,19372,173456,2866,14711,7577,20791,972
15-Aug-2020,10523037,19406,175386,2890,14984,7718,21253,984
16-Aug-2020,10520146,19436,177318,2914,15262,7862,21724,995
17-Aug-2020,10517239,19463,179254,2938,15545,8009,22204,1007
18-Aug-2020,10514315,19486,181192,2962,15832,8158,22693,1019
19-Aug-2020,10511376,19507,183132,2987,16125,8310,23191,1032
20-Aug-2020,10508419,19525,185074,3011,16422,8464,23698,1044
21-Aug-2020,10505445,19541,187017,3035,16725,8622,24214,1057
22-Aug-2020,10502454,19555,188963,3060,17033,8782,24740,1070
23-Aug-2020,10499446,19567,190909,3084,17347,8945,25276,1083
24-Aug-2020,10496419,19578,192857,3108,17666,9111,25822,1096
25-Aug-2020,10493374,19587,194805,3133,17991,9280,26378,1110
26-Aug-2020,10490310,19594,196755,3157,18321,9452,26944,1124
27-Aug-2020,10487228,19600,198705,3181,18657,9627,27521,1138
28-Aug-2020,10484126,19605,200655,3206,18999,9805,28109,1153
29-Aug-2020,10481004,19609,202606,3230,19347,9986,28707,1168
30-Aug-2020,10477863,19612,204558,3255,19700,10170,29316,1183
31-Aug-2020,10474701,19614,206510,3279,20060,10358,29937,1198
01-Sep-2020,10471518,19616,208461,3303,20426,10549,30569,1213
02-Sep-2020,10468315,19617,210413,3328,20799,10744,31213,1229
03-Sep-2020,10465090,19617,212365,3352,21178,10941,31868,1246
04-Sep-2020,10461844,19616,214317,3377,21563,11143,32536,1262
05-Sep-2020,10458575,19615,216269,3401,21955,11347,33216,1279
06-Sep-2020,10455284,19613,218221,3426,22353,11556,33908,1296
07-Sep-2020,10451970,19611,220173,3450,22759,11768,34613,1313
08-Sep-2020,10448633,19609,222124,3474,23171,11983,35331,1331
09-Sep-2020,10445272,19606,224075,3499,23591,12203,36063,1349
10-Sep-2020,10441887,19603,226026,3523,24017,12426,36807,1367
11-Sep-2020,10438478,19600,227976,3548,24451,12653,37565,1386
12-Sep-2020,10435044,19596,229926,3572,24892,12884,38337,1405
13-Sep-2020,10431585,19592,231876,3596,25340,13119,39124,1424
14-Sep-2020,10428100,19588,233825,3621,25797,13358,39924,1444
15-Sep-2020,10424589,19583,235774,3645,26260,13602,40739,1464
16-Sep-2020,10421051,19579,237723,3670,26732,13849,41569,1485
17-Sep-2020,10417487,19574,239671,3694,27212,14101,42414,1505
18-Sep-2020,10413895,19569,241618,3718,27699,14357,43274,1527
19-Sep-2020,10410275,19564,243565,3743,28195,14617,44150,1548
20-Sep-2020,10406627,19558,245512,3767,28699,14882,45042,1570
21-Sep-2020,10402951,19553,247458,3791,29211,15151,45950,1593
22-Sep-2020,10399245,19547,249403,3816,29732,15425,46874,1615
23-Sep-2020,10395509,19541,251348,3840,30262,15703,47815,1639
24-Sep-2020,10391743,19536,253292,3864,30800,15987,48773,1662
25-Sep-2020,10387946,19530,255236,3889,31347,16275,49749,1686
26-Sep-2020,10384119,19523,257179,3913,31904,16567,50742,1711
27-Sep-2020,10380259,19517,259121,3937,32469,16865,51752,1736
28-Sep-2020,10376368,19511,261063,3962,33044,17168,52781,1761
29-Sep-2020,10372443,19505,263004,3986,33628,17476,53829,1787
30-Sep-2020,10368486,19498,264945,4010,34222,17789,54895,1813
01-Oct-2020,10364495,19491,266885,4034,34825,18107,55980,1840
02-Oct-2020,10360469,19485,268824,4059,35438,18431,57085,1867
03-Oct-2020,10356409,19478,270762,4083,36062,18760,58209,1895
04-Oct-2020,10352313,19471,272700,4107,36695,19095,59353,1923
05-Oct-2020,10348181,19464,274637,4131,37339,19435,60518,1952
06-Oct-2020,10344013,19457,276574,4156,37993,19780,61704,1981
07-Oct-2020,10339808,19450,278510,4180,38657,20132,62910,2011
08-Oct-2020,10335565,19443,280445,4204,39332,20489,64138,2041
09-Oct-2020,10331284,19436,282379,4228,40018,20852,65388,2072
10-Oct-2020,10326964,19428,284313,4252,40715,21221,66660,2103
11-Oct-2020,10322605,19421,286245,4277,41423,21596,67955,2135
12-Oct-2020,10318206,19413,288178,4301,42143,21978,69272,2167
13-Oct-2020,10313766,19406,290109,4325,42874,22365,70613,2201
14-Oct-2020,10309284,19398,292040,4349,43616,22759,71977,2234
15-Oct-2020,10304761,19391,293970,4373,44370,23159,73365,2268
16-Oct-2020,10300196,19383,295899,4397,45136,23566,74777,2303
17-Oct-2020,10295587,19375,297827,4421,45914,23979,76215,2339
18-Oct-2020,10290935,19367,299755,4446,46704,24399,77677,2375
19-Oct-2020,10286238,19359,301681,4470,47507,24826,79166,2411
20-Oct-2020,10281496,19351,303607,4494,48322,25259,80680,2449
21-Oct-2020,10276708,19343,305532,4518,49149,25700,82220,2487
22-Oct-2020,10271874,19334,307457,4542,49990,26147,83788,2525
23-Oct-2020,10266993,19326,309380,4566,50843,26602,85383,2565
24-Oct-2020,10262063,19318,311303,4590,51710,27064,87005,2605
25-Oct-2020,10257086,19309,313225,4614,52590,27533,88656,2645
26-Oct-2020,10252059,19301,315146,4638,53483,28010,90335,2687
27-Oct-2020,10246982,19292,317066,4662,54390,28494,92043,2729
28-Oct-2020,10241854,19283,318985,4686,55311,28986,93781,2772
29-Oct-2020,10236675,19274,320903,4710,56245,29486,95548,2815
30-Oct-2020,10231444,19265,322821,4734,57194,29993,97347,2859
31-Oct-2020,10226160,19256,324737,4758,58157,30508,99176,2905
01-Nov-2020,10220822,19247,326653,4782,59134,31032,101036,2950
02-Nov-2020,10215430,19238,328568,4806,60126,31563,102929,2997
03-Nov-2020,10209983,19229,330482,4830,61133,32103,104853,3045
04-Nov-2020,10204480,19219,332395,4854,62155,32651,106811,3093
05-Nov-2020,10198920,19210,334307,4878,63191,33207,108802,3142
06-Nov-2020,10193303,19200,336218,4902,64243,33772,110827,3192
07-Nov-2020,10187628,19191,338128,4926,65311,34346,112886,3243
08-Nov-2020,10181893,19181,340037,4949,66394,34928,114981,3294
09-Nov-2020,10176099,19171,341945,4973,67493,35519,117110,3347
10-Nov-2020,10170244,19161,343852,4997,68607,36119,119276,3400
11-Nov-2020,10164327,19151,345758,5021,69738,36729,121478,3454
12-Nov-2020,10158349,19141,347664,5045,70885,37347,123718,3510
13-Nov-2020,10152307,19130,349568,5069,72049,37974,125995,3566
