datetime,S,NQ,NR,ND,I,Q,R,D
28-Sep-2020,10400568,21700,275139,4568,14443,12389,53182,1708
29-Sep-2020,10397743,21489,277287,4595,14700,12231,53927,1726
30-Sep-2020,10394904,21297,279416,4621,14962,12092,54662,1744
01-Oct-2020,10392050,21122,281526,4648,15228,11972,55389,1762
02-Oct-2020,10389180,20965,283620,4674,15499,11870,56110,1780
03-Oct-2020,10386296,20821,285699,4700,15774,11785,56825,1797
04-Oct-2020,10383396,20691,287764,4726,16054,11716,57536,1815
05-Oct-2020,10380480,20573,289817,4751,16339,11663,58242,1832
06-Oct-2020,10377547,20466,291859,4777,16628,11625,58946,1850
07-Oct-2020,10374599,20368,293891,4802,16922,11600,59648,1867
08-Oct-2020,10371634,20279,295913,4828,17221,11589,60349,1884
09-Oct-2020,10368652,20198,297927,4853,17525,11591,61050,1902
10-Oct-2020,10365653,20125,299933,4878,17834,11605,61751,1919
11-Oct-2020,10362636,20058,301932,4903,18148,11631,62454,1936
12-Oct-2020,10359602,19997,303925,4928,18468,11667,63158,1954
13-Oct-2020,10356549,19941,305912,4953,18793,11715,63865,1971
14-Oct-2020,10353478,19890,307893,4978,19123,11773,64575,1988
15-Oct-2020,10350389,19843,309870,5002,19458,11841,65289,2006
16-Oct-2020,10347280,19800,311843,5027,19799,11918,66007,2024
17-Oct-2020,10344152,19761,313811,5052,20146,12004,66730,2042
18-Oct-2020,10341005,19725,315775,5076,20499,12100,67459,2060
19-Oct-2020,10337837,19692,317736,5101,20857,12203,68194,2078
20-Oct-2020,10334650,19661,319694,5125,21221,12316,68935,2096
21-Oct-2020,10331442,19633,321649,5150,21591,12436,69683,2114
22-Oct-2020,10328213,19607,323602,5174,21967,12564,70439,2133
23-Oct-2020,10324962,19582,325551,5199,22349,12699,71203,2152
24-Oct-2020,10321690,19560,327499,5223,22738,12842,71975,2171
25-Oct-2020,10318397,19539,329444,5247,23133,12992,72756,2190
26-Oct-2020,10315081,19520,331387,5272,23534,13149,73546,2210
27-Oct-2020,10311742,19501,333329,5296,23942,13313,74346,2229
28-Oct-2020,10308380,19484,335269,5320,24356,13483,75156,2249
29-Oct-2020,10304995,19468,337207,5344,24777,13660,75977,2269
30-Oct-2020,10301586,19453,339143,5369,25205,13843,76808,2290
31-Oct-2020,10298153,19439,341078,5393,25640,14033,77651,2311
01-Nov-2020,10294696,19425,343012,5417,26081,14229,78505,2332
02-Nov-2020,10291214,19413,344944,5441,26530,14431,79372,2353
03-Nov-2020,10287706,19400,346875,5465,26986,14639,80250,2375
04-Nov-2020,10284173,19389,348805,5489,27450,14853,81142,2397
05-Nov-2020,10280613,19377,350734,5514,27920,15073,82047,2419
06-Nov-2020,10277028,19367,352661,5538,28398,15299,82965,2442
07-Nov-2020,10273415,19356,354588,5562,28884,15531,83897,2465
08-Nov-2020,10269775,19346,356514,5586,29378,15768,84843,2488
09-Nov-2020,10266107,19336,358438,5610,29879,16011,85804,2512
10-Nov-2020,10262411,19327,360362,5634,30388,16260,86780,2536
11-Nov-2020,10258687,19318,362285,5658,30905,16514,87770,2560
12-Nov-2020,10254934,19309,364206,5682,31431,16774,88777,2585
13-Nov-2020,10251151,19300,366127,5706,31964,17040,89799,2610
14-Nov-2020,10247338,19291,368047,5730,32506,17311,90838,2636
15-Nov-2020,10243495,19283,369967,5754,33057,17588,91893,2662
16-Nov-2020,10239620,19274,371885,5778,33616,17871,92965,2688
17-Nov-2020,10235715,19266,373803,5802,34183,18159,94054,2715
18-Nov-2020,10231778,19258,375719,5826,34760,18453,95161,2742
19-Nov-2020,10227809,19250,377635,5850,35345,18753,96286,2770
20-Nov-2020,10223806,19242,379550,5874,35940,19058,97429,2798
21-Nov-2020,10219771,19234,381464,5898,36544,19370,98591,2827
22-Nov-2020,10215702,19226,383378,5922,37156,19686,99771,2856
23-Nov-2020,10211599,19218,385291,5946,37779,20009,100971,2886
