datetime,S,NQ,NR,ND,I,Q,R,D
14-Sep-2020,10428100,28477,241254,4144,25797,12161,42325,1440
15-Sep-2020,10426131,27621,244044,4179,24750,12445,43069,1458
16-Sep-2020,10424162,26846,246754,4213,23745,12671,43829,1477
17-Sep-2020,10422194,26146,249390,4246,22782,12844,44601,1496
18-Sep-2020,10420226,25512,251959,4278,21857,12969,45381,1515
19-Sep-2020,10418259,24938,254469,4309,20970,13050,46168,1535
20-Sep-2020,10416292,24419,256924,4340,20119,13091,46959,1554
21-Sep-2020,10414325,23950,259330,4370,19302,13096,47750,1574
22-Sep-2020,10412358,23525,261692,4400,18519,13069,48542,1593
23-Sep-2020,10410392,23140,264013,4429,17767,13012,49330,1613
24-Sep-2020,10408427,22792,266298,4457,17046,12930,50115,1632
25-Sep-2020,10406462,22478,268550,4485,16355,12824,50893,1651
26-Sep-2020,10404497,22192,270773,4513,15691,12697,51665,1670
27-Sep-2020,10402532,21934,272968,4541,15054,12551,52428,1689
28-Sep-2020,10400568,21700,275139,4568,14443,12389,53182,1708
29-Sep-2020,10398604,21489,277287,4595,13857,12213,53926,1726
30-Sep-2020,10396641,21297,279416,4621,13295,12025,54659,1744
01-Oct-2020,10394678,21123,281526,4648,12755,11825,55380,1762
