datetime,S,NQ,ND,I,Q,R,D
29-Sep-2020,10644496,35680,4942,12194,13194,58556,1771
30-Sep-2020,10666672,13466,4979,11112,13147,59663,1794
01-Oct-2020,10675041,5082,4994,10125,13011,60762,1816
02-Oct-2020,10678200,1918,4999,9226,12803,61846,1839
03-Oct-2020,10679392,724,5001,8407,12536,62911,1860
04-Oct-2020,10679842,273,5002,7661,12221,63951,1882
05-Oct-2020,10680012,103,5002,6981,11868,64963,1902
06-Oct-2020,10680076,39,5002,6361,11487,65944,1922
07-Oct-2020,10680100,15,5002,5796,11084,66893,1942
08-Oct-2020,10680109,6,5002,5282,10667,67806,1960
09-Oct-2020,10680112,2,5002,4813,10239,68684,1978
10-Oct-2020,10680114,1,5002,4386,9807,69526,1995
11-Oct-2020,10680114,0,5002,3996,9375,70332,2012
12-Oct-2020,10680114,0,5002,3642,8944,71101,2027
13-Oct-2020,10680114,0,5002,3318,8519,71835,2042
14-Oct-2020,10680114,0,5002,3024,8102,72533,2057
