datetime,S,NQ,ND,I,Q,R,D
18-Aug-2020,10738029,12,2983,1437,4849,22055,1030
19-Aug-2020,10724486,13404,2994,1424,4600,22450,1037
20-Aug-2020,10716254,21469,3022,1411,4370,22825,1045
21-Aug-2020,10711222,26327,3059,1397,4157,23182,1051
22-Aug-2020,10708116,29252,3103,1384,3960,23521,1058
23-Aug-2020,10706173,31014,3150,1371,3778,23845,1064
24-Aug-2020,10704929,32075,3199,1358,3610,24154,1070
25-Aug-2020,10704108,32714,3249,1345,3454,24449,1076
26-Aug-2020,10703541,33098,3300,1333,3309,24732,1082
27-Aug-2020,10703128,33330,3352,1320,3175,25003,1087
28-Aug-2020,10702808,33469,3404,1308,3051,25264,1092
29-Aug-2020,10702545,33552,3456,1295,2935,25514,1097
30-Aug-2020,10702317,33603,3508,1283,2828,25755,1102
31-Aug-2020,10702110,33633,3560,1271,2728,25988,1106
01-Sep-2020,10701916,33650,3613,1259,2636,26212,1111
02-Sep-2020,10701730,33661,3665,1247,2549,26429,1115
03-Sep-2020,10701550,33667,3717,1235,2468,26639,1119
04-Sep-2020,10701374,33670,3770,1223,2393,26842,1123
05-Sep-2020,10701201,33672,3822,1212,2323,27039,1127
06-Sep-2020,10701030,33673,3874,1200,2257,27231,1130
07-Sep-2020,10700860,33674,3927,1189,2195,27417,1134
08-Sep-2020,10700692,33674,3979,1178,2138,27598,1138
09-Sep-2020,10700525,33673,4031,1167,2084,27775,1141
10-Sep-2020,10700359,33673,4084,1155,2033,27947,1144
11-Sep-2020,10700195,33673,4136,1145,1985,28115,1148
12-Sep-2020,10700032,33672,4188,1134,1940,28279,1151
13-Sep-2020,10699869,33672,4241,1123,1897,28439,1154
14-Sep-2020,10699708,33671,4293,1112,1857,28596,1157
15-Sep-2020,10699548,33671,4345,1102,1819,28750,1160
16-Sep-2020,10699389,33670,4398,1091,1784,28901,1163
17-Sep-2020,10699231,33670,4450,1081,1749,29049,1166
18-Sep-2020,10699074,33669,4502,1071,1717,29194,1169
19-Sep-2020,10698918,33669,4555,1060,1686,29336,1171
20-Sep-2020,10698762,33668,4607,1050,1657,29476,1174
21-Sep-2020,10698608,33668,4659,1040,1629,29613,1177
22-Sep-2020,10698455,33667,4712,1031,1603,29749,1179
23-Sep-2020,10698303,33667,4764,1021,1577,29882,1182
24-Sep-2020,10698152,33666,4816,1011,1553,30013,1185
25-Sep-2020,10698002,33666,4869,1001,1529,30141,1187
26-Sep-2020,10697852,33665,4921,992,1507,30268,1190
27-Sep-2020,10697704,33665,4973,982,1485,30394,1192
28-Sep-2020,10697556,33664,5026,973,1465,30517,1194
29-Sep-2020,10697410,33664,5078,964,1445,30639,1197
30-Sep-2020,10697264,33663,5130,955,1425,30759,1199
01-Oct-2020,10697119,33663,5183,946,1406,30877,1201
02-Oct-2020,10696975,33663,5235,937,1388,30994,1204
03-Oct-2020,10696832,33662,5287,928,1371,31109,1206
04-Oct-2020,10696690,33662,5340,919,1354,31223,1208
05-Oct-2020,10696549,33661,5392,910,1337,31336,1210
06-Oct-2020,10696408,33661,5444,901,1321,31447,1213
07-Oct-2020,10696268,33660,5497,893,1305,31557,1215
08-Oct-2020,10696130,33660,5549,884,1290,31666,1217
09-Oct-2020,10695992,33659,5601,876,1275,31773,1219
10-Oct-2020,10695855,33659,5654,868,1261,31879,1221
11-Oct-2020,10695718,33659,5706,859,1247,31984,1223
12-Oct-2020,10695583,33658,5758,851,1233,32088,1225
13-Oct-2020,10695448,33658,5811,843,1219,32190,1227
14-Oct-2020,10695314,33657,5863,835,1206,32292,1229
15-Oct-2020,10695181,33657,5915,827,1193,32392,1231
16-Oct-2020,10695048,33656,5968,819,1180,32491,1233
17-Oct-2020,10694917,33656,6020,811,1167,32589,1235
18-Oct-2020,10694786,33656,6072,804,1155,32686,1237
19-Oct-2020,10694656,33655,6125,796,1143,32783,1239
20-Oct-2020,10694526,33655,6177,788,1131,32878,1240
21-Oct-2020,10694398,33654,6229,781,1119,32972,1242
22-Oct-2020,10694270,33654,6281,773,1108,33065,1244
23-Oct-2020,10694143,33654,6334,766,1096,33157,1246
24-Oct-2020,10694016,33653,6386,759,1085,33248,1248
25-Oct-2020,10693890,33653,6438,752,1074,33339,1249
26-Oct-2020,10693765,33652,6491,744,1063,33428,1251
27-Oct-2020,10693641,33652,6543,737,1053,33517,1253
28-Oct-2020,10693517,33652,6595,730,1042,33604,1255
29-Oct-2020,10693394,33651,6648,723,1032,33691,1256
30-Oct-2020,10693272,33651,6700,716,1022,33777,1258
31-Oct-2020,10693150,33650,6752,709,1011,33862,1260
01-Nov-2020,10693029,33650,6805,703,1001,33946,1261
02-Nov-2020,10692909,33650,6857,696,991,34030,1263
03-Nov-2020,10692790,33649,6909,689,982,34112,1264
04-Nov-2020,10692671,33649,6962,683,972,34194,1266
05-Nov-2020,10692552,33648,7014,676,963,34275,1268
06-Nov-2020,10692434,33648,7066,670,953,34355,1269
07-Nov-2020,10692317,33648,7118,663,944,34434,1271
08-Nov-2020,10692201,33647,7171,657,935,34513,1272
09-Nov-2020,10692085,33647,7223,651,925,34591,1274
10-Nov-2020,10691970,33647,7275,645,916,34668,1275
11-Nov-2020,10691855,33646,7328,638,908,34744,1277
12-Nov-2020,10691741,33646,7380,632,899,34819,1278
13-Nov-2020,10691628,33646,7432,626,890,34894,1280
14-Nov-2020,10691515,33645,7485,620,881,34968,1281
15-Nov-2020,10691402,33645,7537,614,873,35042,1283
16-Nov-2020,10691291,33644,7589,608,864,35114,1284
17-Nov-2020,10691179,33644,7641,603,856,35186,1285
18-Nov-2020,10691069,33644,7694,597,848,35258,1287
19-Nov-2020,10690959,33643,7746,591,840,35328,1288
20-Nov-2020,10690849,33643,7798,585,832,35398,1290
21-Nov-2020,10690741,33643,7851,580,824,35467,1291
22-Nov-2020,10690632,33642,7903,574,816,35536,1292
23-Nov-2020,10690524,33642,7955,569,808,35604,1294
24-Nov-2020,10690417,33642,8007,563,800,35671,1295
25-Nov-2020,10690310,33641,8060,558,792,35738,1296
26-Nov-2020,10690204,33641,8112,553,785,35804,1297
27-Nov-2020,10690098,33641,8164,547,777,35869,1299
