datetime,S,E,I,Q,R,D,P
11-Jan-2021,23687755,41509,784369,123636,688739,24343,248156995
12-Jan-2021,23642287,26477,790010,125646,695899,24563,248202464
13-Jan-2021,23596906,16889,790176,127572,703173,24786,248247845
14-Jan-2021,23551612,10773,786890,129367,710554,25012,248293139
15-Jan-2021,23506405,6872,781442,131007,718034,25241,248338346
16-Jan-2021,23461285,4383,774654,132482,725603,25473,248383466
17-Jan-2021,23416251,2796,767052,133788,733252,25708,248428500
18-Jan-2021,23371304,1784,758969,134927,740971,25945,248473447
19-Jan-2021,23326443,1138,750617,135906,748751,26183,248518308
20-Jan-2021,23281668,726,742132,136732,756583,26423,248563083
21-Jan-2021,23236979,463,733600,137411,764458,26665,248607772
22-Jan-2021,23192376,295,725073,137952,772368,26907,248652375
23-Jan-2021,23147858,188,716588,138364,780305,27151,248696893
24-Jan-2021,23103426,120,708164,138654,788263,27395,248741325
25-Jan-2021,23059079,77,699816,138831,796233,27639,248785671
26-Jan-2021,23014818,49,691551,138901,804211,27884,248829933
27-Jan-2021,22970641,31,683374,138872,812190,28128,248874110
28-Jan-2021,22926549,20,675288,138750,820165,28373,248918202
29-Jan-2021,22882542,13,667293,138543,828130,28617,248962209
30-Jan-2021,22838619,8,659390,138255,836081,28861,249006132
31-Jan-2021,22794781,5,651580,137893,844013,29104,249049970
01-Feb-2021,22751026,3,643861,137462,851923,29347,249093724
02-Feb-2021,22707356,2,636232,136967,859806,29588,249137395
03-Feb-2021,22663769,1,628694,136413,867658,29829,249180981
04-Feb-2021,22620267,1,621245,135804,875478,30069,249224484
05-Feb-2021,22576847,1,613884,135144,883260,30308,249267904
