datetime,S,E,I,Q,R,D,P
08-Nov-2020,27736771,41158,303900,54804,368298,14614,244993828
09-Nov-2020,27674715,33371,316808,55250,371459,14711,245047060
10-Nov-2020,27612477,28645,326822,55801,374648,14809,245100172
11-Nov-2020,27550122,25818,335064,56425,377871,14908,245153165
12-Nov-2020,27487693,24171,342230,57102,381132,15008,245206038
13-Nov-2020,27425214,23257,348751,57819,384433,15109,245258791
14-Nov-2020,27362699,22798,354897,58568,387775,15211,245311424
15-Nov-2020,27300158,22624,360834,59343,391162,15315,245363937
16-Nov-2020,27237596,22626,366665,60142,394594,15420,245416330
17-Nov-2020,27175016,22739,372455,60962,398072,15527,245468602
18-Nov-2020,27112418,22922,378243,61802,401599,15635,245520754
19-Nov-2020,27049804,23148,384055,62661,405174,15745,245572786
20-Nov-2020,26987173,23403,389907,63538,408798,15856,245624698
21-Nov-2020,26924525,23677,395807,64433,412474,15969,245676489
22-Nov-2020,26861859,23963,401763,65345,416202,16083,245728160
23-Nov-2020,26799175,24257,407778,66273,419982,16199,245779710
24-Nov-2020,26736471,24557,413854,67218,423816,16316,245831140
25-Nov-2020,26673746,24862,419994,68180,427705,16436,245882449
26-Nov-2020,26611001,25171,426199,69158,431650,16557,245933638
27-Nov-2020,26548233,25483,432468,70151,435651,16679,245984707
28-Nov-2020,26485443,25798,438804,71161,439710,16804,246035654
29-Nov-2020,26422628,26115,445205,72186,443828,16930,246086481
30-Nov-2020,26359788,26435,451673,73227,448004,17058,246137188
01-Dec-2020,26296923,26757,458208,74283,452241,17188,246187773
02-Dec-2020,26234031,27081,464810,75354,456539,17320,246238238
03-Dec-2020,26171111,27408,471479,76441,460899,17453,246288582
04-Dec-2020,26108162,27737,478216,77543,465322,17589,246338805
05-Dec-2020,26045185,28067,485020,78660,469809,17727,246388907
06-Dec-2020,25982177,28400,491891,79791,474360,17866,246438888
07-Dec-2020,25919138,28735,498831,80938,478976,18008,246488748
08-Dec-2020,25856067,29072,505838,82099,483659,18151,246538486
09-Dec-2020,25792963,29411,512913,83276,488409,18297,246588104
10-Dec-2020,25729826,29752,520057,84466,493227,18445,246637600
11-Dec-2020,25666654,30095,527268,85672,498114,18595,246686975
12-Dec-2020,25603448,30439,534548,86892,503071,18747,246736229
13-Dec-2020,25540205,30786,541896,88126,508098,18901,246785361
14-Dec-2020,25476926,31135,549313,89375,513196,19057,246834371
15-Dec-2020,25413610,31485,556797,90639,518367,19216,246883260
16-Dec-2020,25350255,31837,564350,91917,523610,19376,246932027
17-Dec-2020,25286862,32191,571972,93209,528928,19539,246980673
18-Dec-2020,25223429,32547,579661,94515,534320,19705,247029196
19-Dec-2020,25159957,32904,587419,95836,539787,19872,247077598
20-Dec-2020,25096443,33263,595245,97171,545331,20042,247125877
21-Dec-2020,25032888,33624,603139,98521,550952,20215,247174035
22-Dec-2020,24969291,33986,611101,99884,556651,20389,247222071
23-Dec-2020,24905652,34350,619131,101262,562428,20567,247269984
24-Dec-2020,24841969,34716,627229,102653,568285,20746,247317775
25-Dec-2020,24778242,35083,635395,104059,574223,20928,247365443
26-Dec-2020,24714472,35451,643628,105479,580241,21113,247412989
27-Dec-2020,24650656,35821,651929,106913,586342,21300,247460413
