datetime,S,E,I,Q,R,D,P
25-Jan-2021,23059079,77,699816,138831,796233,27639,248785671
26-Jan-2021,22998383,13294,694744,138914,804212,27884,248829917
27-Jan-2021,22937904,21646,694464,138964,812193,28128,248874047
28-Jan-2021,22877553,26967,697189,139026,820178,28373,248918060
29-Jan-2021,22817274,30398,701803,139129,828167,28618,248961957
30-Jan-2021,22757030,32651,707612,139286,836164,28863,249005739
31-Jan-2021,22696802,34171,714182,139507,844171,29109,249049405
01-Feb-2021,22636573,35233,721243,139794,852194,29355,249092955
02-Feb-2021,22576338,36010,728626,140148,860234,29602,249136390
03-Feb-2021,22516089,36609,736225,140568,868297,29849,249179709
04-Feb-2021,22455824,37098,743976,141053,876386,30097,249222912
05-Feb-2021,22395542,37517,751837,141601,884504,30346,249265999
06-Feb-2021,22335240,37894,759782,142209,892656,30596,249308970
07-Feb-2021,22274919,38243,767794,142874,900844,30847,249351826
08-Feb-2021,22214577,38575,775863,143594,909072,31099,249394566
09-Feb-2021,22154214,38897,783983,144367,917343,31353,249437189
10-Feb-2021,22093832,39213,792149,145189,925660,31608,249479697
11-Feb-2021,22033429,39524,800358,146058,934025,31864,249522088
12-Feb-2021,21973005,39832,808608,146973,942442,32122,249564364
13-Feb-2021,21912562,40138,816897,147931,950913,32382,249606523
14-Feb-2021,21852099,40443,825225,148931,959439,32643,249648567
15-Feb-2021,21791616,40747,833590,149969,968025,32907,249690494
16-Feb-2021,21731114,41050,841992,151045,976670,33172,249732305
17-Feb-2021,21670592,41352,850429,152156,985379,33439,249773999
18-Feb-2021,21610052,41654,858902,153301,994153,33708,249815577
19-Feb-2021,21549494,41955,867408,154479,1002993,33979,249857039
20-Feb-2021,21488917,42255,875948,155687,1011902,34252,249898385
21-Feb-2021,21428323,42554,884521,156925,1020881,34527,249939614
22-Feb-2021,21367711,42853,893126,158192,1029932,34805,249980727
23-Feb-2021,21307082,43151,901763,159485,1039057,35085,250021723
24-Feb-2021,21246437,43448,910430,160804,1048257,35367,250062603
25-Feb-2021,21185776,43744,919127,162148,1057533,35651,250103366
26-Feb-2021,21125100,44040,927853,163516,1066887,35938,250144013
27-Feb-2021,21064409,44334,936608,164906,1076320,36227,250184543
28-Feb-2021,21003703,44627,945390,166317,1085834,36519,250224956
01-Mar-2021,20942983,44920,954199,167749,1095429,36813,250265253
02-Mar-2021,20882250,45211,963034,169201,1105108,37110,250305433
03-Mar-2021,20821504,45501,971894,170672,1114870,37409,250345497
04-Mar-2021,20760746,45789,980778,172161,1124717,37711,250385443
05-Mar-2021,20699977,46077,989686,173668,1134650,38016,250425273
06-Mar-2021,20639196,46363,998616,175191,1144671,38323,250464986
07-Mar-2021,20578406,46648,1007568,176730,1154779,38633,250504583
08-Mar-2021,20517606,46931,1016542,178284,1164976,38946,250544062
09-Mar-2021,20456797,47213,1025535,179853,1175263,39261,250583425
10-Mar-2021,20395980,47493,1034547,181436,1185640,39579,250622671
11-Mar-2021,20335156,47772,1043577,183032,1196109,39900,250661800
12-Mar-2021,20274326,48049,1052624,184641,1206670,40224,250700812
