datetime,Sq,S,E1,E2,H,R,D,V
01-Mar-2020,0,10770464,12,2,9,0,0,21080
02-Mar-2020,1050841,9719617,16,3,9,0,0,266
03-Mar-2020,1974055,8796397,20,5,9,0,0,319
04-Mar-2020,2785142,7985303,26,7,9,1,0,381
05-Mar-2020,3497720,7272716,32,9,10,1,0,454
06-Mar-2020,4123752,6646673,38,12,10,1,0,536
07-Mar-2020,4673751,6096663,46,14,11,2,0,627
08-Mar-2020,5156950,5613452,54,17,12,2,0,728
09-Mar-2020,5581462,5188926,63,20,13,3,0,837
10-Mar-2020,5954415,4815959,72,24,14,3,0,954
11-Mar-2020,6282071,4488288,82,27,15,4,0,1079
12-Mar-2020,6569930,4200412,93,30,16,5,0,1212
13-Mar-2020,6822827,3947498,104,34,18,6,0,1352
14-Mar-2020,7045007,3725300,116,37,20,7,0,1499
15-Mar-2020,7240202,3530087,128,41,21,8,0,1652
16-Mar-2020,7411687,3358582,140,45,24,9,1,1812
17-Mar-2020,7562343,3207905,153,48,26,10,1,1979
18-Mar-2020,7694700,3075527,167,52,28,12,1,2153
19-Mar-2020,7810980,2959226,181,56,31,14,1,2334
20-Mar-2020,7913135,2857048,195,60,34,15,1,2522
21-Mar-2020,8002881,2767278,211,63,37,17,1,2718
22-Mar-2020,8081724,2688409,226,67,40,19,1,2921
23-Mar-2020,8150990,2619118,243,71,43,21,1,3133
24-Mar-2020,8211840,2558241,260,75,47,24,1,3353
25-Mar-2020,8265297,2504755,277,80,50,26,1,3582
26-Mar-2020,8312259,2457764,296,84,54,29,2,3821
27-Mar-2020,8353515,2416478,315,88,58,31,2,4071
28-Mar-2020,8389756,2380204,335,93,63,34,2,4331
29-Mar-2020,8421593,2348334,355,98,67,37,2,4603
30-Mar-2020,8449560,2320332,377,103,72,41,2,4887
31-Mar-2020,8474127,2295729,400,108,77,44,2,5183
01-Apr-2020,8495707,2274111,424,113,82,48,2,5494
02-Apr-2020,8514662,2255116,449,118,88,52,3,5819
03-Apr-2020,8531310,2238426,475,124,93,56,3,6159
04-Apr-2020,8545933,2223759,502,130,99,60,3,6516
05-Apr-2020,8558775,2210871,531,137,106,65,3,6889
06-Apr-2020,8570053,2199545,561,143,112,70,4,7281
07-Apr-2020,8579956,2189590,592,150,119,75,4,7692
08-Apr-2020,8588652,2180842,626,158,126,80,4,8123
09-Apr-2020,8596286,2173152,660,165,134,86,4,8576
10-Apr-2020,8602987,2166392,697,173,142,92,5,9051
11-Apr-2020,8608868,2160448,735,182,150,98,5,9550
12-Apr-2020,8614029,2155222,776,191,159,105,5,10074
13-Apr-2020,8618557,2150626,818,200,168,112,6,10625
14-Apr-2020,8622528,2146584,862,210,178,119,6,11204
15-Apr-2020,8626009,2143027,909,220,188,127,7,11812
16-Apr-2020,8629060,2139896,959,231,199,135,7,12451
17-Apr-2020,8631733,2137140,1010,243,210,144,7,13124
18-Apr-2020,8634073,2134713,1065,255,221,153,8,13830
19-Apr-2020,8636119,2132574,1122,268,234,162,8,14574
20-Apr-2020,8637908,2130688,1182,281,246,172,9,15356
21-Apr-2020,8639470,2129024,1246,295,260,183,9,16178
22-Apr-2020,8640832,2127554,1313,310,274,194,10,17043
23-Apr-2020,8642018,2126255,1383,326,289,206,11,17953
24-Apr-2020,8643048,2125106,1457,343,305,218,11,18911
25-Apr-2020,8643941,2124087,1534,360,321,231,12,19918
26-Apr-2020,8644714,2123183,1616,378,338,245,13,20978
27-Apr-2020,8645379,2122379,1702,398,356,260,13,22093
28-Apr-2020,8645949,2121662,1793,418,375,275,14,23267
29-Apr-2020,8646436,2121022,1889,440,395,291,15,24502
30-Apr-2020,8646848,2120448,1989,462,416,308,16,25802
01-May-2020,8647194,2119931,2095,486,439,325,17,27171
02-May-2020,8647481,2119465,2206,511,462,344,18,28611
03-May-2020,8647715,2119042,2323,538,486,364,19,30126
04-May-2020,8647901,2118657,2447,566,512,385,20,31721
05-May-2020,8648046,2118304,2576,595,539,406,21,33400
06-May-2020,8648151,2117978,2713,626,568,429,22,35168
07-May-2020,8648222,2117675,2857,659,598,454,23,37028
08-May-2020,8648261,2117393,3008,693,629,479,24,38986
09-May-2020,8648271,2117126,3168,729,662,506,26,41047
10-May-2020,8648254,2116873,3336,767,697,534,27,43216
11-May-2020,8648211,2116630,3512,807,734,564,29,45500
12-May-2020,8648146,2116396,3698,849,772,595,30,47904
13-May-2020,8648058,2116168,3894,894,813,628,32,50435
14-May-2020,8647950,2115945,4100,940,856,662,34,53098
15-May-2020,8647821,2115724,4317,990,901,699,36,55903
16-May-2020,8647673,2115504,4545,1041,948,737,37,58854
17-May-2020,8647506,2115284,4786,1096,998,778,39,61961
18-May-2020,8647321,2115061,5039,1154,1050,820,42,65232
19-May-2020,8647117,2114836,5305,1214,1106,865,44,68675
20-May-2020,8646895,2114606,5586,1278,1164,912,46,72299
21-May-2020,8646655,2114371,5881,1345,1225,962,49,76114
22-May-2020,8646396,2114129,6192,1415,1289,1014,51,80130
23-May-2020,8646119,2113879,6519,1490,1357,1069,54,84357
24-May-2020,8645822,2113621,6863,1568,1428,1127,57,88806
25-May-2020,8645506,2113353,7226,1650,1503,1188,60,93490
26-May-2020,8645170,2113075,7607,1737,1582,1252,63,98420
27-May-2020,8644813,2112785,8009,1828,1665,1320,67,103609
28-May-2020,8644434,2112482,8431,1924,1753,1391,70,109071
29-May-2020,8644034,2112166,8876,2025,1845,1466,74,114820
30-May-2020,8643610,2111836,9345,2132,1942,1545,78,120871
31-May-2020,8643162,2111489,9838,2244,2044,1628,82,127239
01-Jun-2020,8642689,2111127,10356,2362,2151,1715,87,133943
02-Jun-2020,8642190,2110746,10902,2486,2264,1807,91,140998
03-Jun-2020,8641663,2110347,11477,2616,2383,1904,96,148423
04-Jun-2020,8641108,2109928,12082,2754,2508,2006,101,156238
05-Jun-2020,8640522,2109488,12718,2898,2640,2113,107,164462
06-Jun-2020,8639905,2109026,13388,3050,2779,2226,112,173118
07-Jun-2020,8639254,2108541,14093,3211,2925,2345,118,182226
08-Jun-2020,8638569,2108031,14835,3379,3078,2470,125,191812
09-Jun-2020,8637848,2107495,15615,3556,3240,2602,131,201899
10-Jun-2020,8637088,2106931,16437,3743,3410,2740,138,212513
11-Jun-2020,8636288,2106338,17301,3939,3589,2886,146,223682
12-Jun-2020,8635445,2105715,18210,4145,3778,3040,153,235434
13-Jun-2020,8634558,2105060,19167,4362,3976,3202,161,247800
14-Jun-2020,8633624,2104371,20174,4591,4185,3372,170,260810
15-Jun-2020,8632642,2103647,21233,4831,4405,3551,179,274498
16-Jun-2020,8631607,2102886,22347,5084,4636,3739,188,288899
17-Jun-2020,8630519,2102085,23520,5349,4879,3937,198,304049
18-Jun-2020,8629373,2101243,24753,5629,5135,4146,209,319986
19-Jun-2020,8628168,2100357,26050,5923,5404,4366,220,336750
20-Jun-2020,8626899,2099426,27414,6232,5687,4597,231,354384
21-Jun-2020,8625565,2098447,28849,6557,5986,4840,244,372933
22-Jun-2020,8624161,2097418,30358,6898,6299,5096,257,392441
23-Jun-2020,8622684,2096337,31945,7257,6629,5365,270,412957
24-Jun-2020,8621130,2095199,33614,7635,6976,5649,284,434533
25-Jun-2020,8619495,2094004,35369,8032,7341,5947,299,457221
26-Jun-2020,8617775,2092748,37214,8449,7725,6261,315,481078
27-Jun-2020,8615967,2091427,39154,8887,8129,6591,332,506162
28-Jun-2020,8614065,2090040,41194,9347,8554,6938,349,532533
29-Jun-2020,8612064,2088582,43338,9831,9001,7303,367,560256
30-Jun-2020,8609960,2087050,45592,10340,9471,7687,387,589398
01-Jul-2020,8607748,2085440,47960,10874,9966,8092,407,620028
02-Jul-2020,8605422,2083750,50450,11435,10486,8517,428,652221
03-Jul-2020,8602977,2081974,53065,12024,11032,8964,451,686051
04-Jul-2020,8600406,2080109,55814,12642,11607,9435,474,721601
05-Jul-2020,8597704,2078151,58701,13291,12211,9929,499,758951
06-Jul-2020,8594863,2076095,61735,13973,12846,10450,525,798189
07-Jul-2020,8591877,2073937,64921,14689,13514,10997,553,839407
08-Jul-2020,8588740,2071672,68267,15439,14216,11572,582,882699
09-Jul-2020,8585442,2069295,71780,16227,14953,12177,612,928163
10-Jul-2020,8581978,2066801,75470,17053,15728,12813,644,975903
11-Jul-2020,8578338,2064184,79342,17920,16543,13481,678,1026022
12-Jul-2020,8574515,2061440,83408,18829,17398,14184,713,1078636
13-Jul-2020,8570499,2058562,87674,19782,18297,14923,750,1133859
14-Jul-2020,8566281,2055545,92150,20781,19242,15699,789,1191809
15-Jul-2020,8561852,2052382,96847,21827,20234,16515,830,1252614
16-Jul-2020,8557201,2049068,101773,22924,21275,17373,873,1316399
17-Jul-2020,8552319,2045595,106939,24072,22369,18274,919,1383301
18-Jul-2020,8547195,2041957,112356,25275,23517,19220,966,1453459
19-Jul-2020,8541817,2038148,118034,26534,24723,20215,1016,1527014
20-Jul-2020,8536174,2034160,123985,27852,25988,21259,1069,1604116
21-Jul-2020,8530254,2029986,130221,29230,27316,22356,1124,1684916
22-Jul-2020,8524044,2025618,136754,30672,28709,23508,1182,1769575
23-Jul-2020,8517531,2021050,143595,32179,30171,24718,1243,1858256
24-Jul-2020,8510702,2016273,150759,33755,31704,25987,1306,1951121
25-Jul-2020,8503543,2011280,158257,35401,33312,27320,1373,2048346
26-Jul-2020,8496040,2006063,166103,37120,34998,28719,1444,2150106
27-Jul-2020,8488178,2000613,174312,38915,36765,30187,1518,2256584
28-Jul-2020,8479941,1994922,182896,40788,38617,31727,1595,2367965
29-Jul-2020,8471314,1988983,191871,42742,40557,33343,1676,2484433
30-Jul-2020,8462281,1982787,201251,44779,42590,35037,1762,2606186
31-Jul-2020,8452825,1976325,211051,46902,44719,36814,1851,2733422
01-Aug-2020,8442929,1969590,221285,49113,46948,38677,1945,2866335
02-Aug-2020,8432576,1962572,231969,51415,49281,40630,2043,3005128
03-Aug-2020,8421747,1955265,243119,53811,51722,42677,2147,3150008
04-Aug-2020,8410425,1947659,254749,56302,54277,44821,2255,3301177
05-Aug-2020,8398590,1939747,266876,58891,56948,47067,2368,3458852
06-Aug-2020,8386224,1931521,279514,61580,59741,49419,2486,3623231
07-Aug-2020,8373308,1922974,292680,64372,62660,51882,2611,3794527
08-Aug-2020,8359822,1914098,306388,67268,65710,54460,2741,3972946
09-Aug-2020,8345746,1904886,320655,70270,68895,57157,2877,4158696
10-Aug-2020,8331061,1895332,335494,73381,72221,59980,3019,4351989
11-Aug-2020,8315745,1885429,350921,76600,75692,62931,3168,4553014
12-Aug-2020,8299779,1875172,366950,79931,79313,66017,3324,4761973
13-Aug-2020,8283143,1864556,383595,83373,83090,69243,3487,4979066
14-Aug-2020,8265816,1853577,400870,86928,87026,72614,3657,5204474
15-Aug-2020,8247778,1842229,418787,90596,91128,76134,3835,5438380
16-Aug-2020,8229008,1830510,437359,94378,95399,79811,4021,5680960
17-Aug-2020,8209488,1818419,456597,98273,99846,83648,4215,5932366
18-Aug-2020,8189198,1805952,476513,102282,104472,87653,4418,6192775
19-Aug-2020,8168118,1793109,497114,106403,109284,91829,4630,6462317
20-Aug-2020,8146229,1779891,518411,110636,114285,96184,4850,6741116
21-Aug-2020,8123514,1766299,540411,114979,119481,100723,5080,7029299
22-Aug-2020,8099955,1752335,563120,119430,124875,105452,5320,7326968
23-Aug-2020,8075535,1738001,586543,123987,130474,110377,5570,7634209
24-Aug-2020,8050238,1723303,610684,128648,136281,115503,5830,7951110
25-Aug-2020,8024049,1708246,635547,133409,142299,120837,6101,8277696
26-Aug-2020,7996954,1692836,661130,138266,148534,126384,6383,8614018
27-Aug-2020,7968939,1677081,687434,143216,154989,132150,6676,8960091
28-Aug-2020,7939993,1660991,714456,148255,161668,138142,6981,9315910
29-Aug-2020,7910106,1644574,742193,153377,168574,144365,7298,9681461
30-Aug-2020,7879267,1627843,770638,158577,175710,150825,7627,10056664
31-Aug-2020,7847470,1610809,799785,163849,183078,157527,7969,10441488
01-Sep-2020,7814708,1593486,829623,169187,190682,164477,8323,10835825
02-Sep-2020,7780976,1575888,860143,174584,198523,171681,8691,11239557
03-Sep-2020,7746271,1558032,891330,180034,206603,179144,9072,11652554
04-Sep-2020,7710593,1539932,923171,185529,214924,186871,9467,12074651
05-Sep-2020,7673940,1521607,955649,191061,223486,194867,9877,12505658
06-Sep-2020,7636316,1503074,988746,196623,232290,203138,10300,12945416
07-Sep-2020,7597725,1484352,1022443,202205,241336,211687,10738,13393640
08-Sep-2020,7558172,1465461,1056718,207801,250624,220519,11192,13850100
09-Sep-2020,7517666,1446421,1091548,213399,260153,229640,11660,14314540
10-Sep-2020,7476216,1427251,1126910,218993,269922,239052,12144,14786666
11-Sep-2020,7433833,1407972,1162776,224573,279930,248759,12643,15266173
12-Sep-2020,7390531,1388605,1199121,230130,290174,258767,13158,15752753
13-Sep-2020,7346325,1369172,1235916,235655,300652,269076,13690,16246029
14-Sep-2020,7301233,1349692,1273132,241139,311361,279692,14238,16745674
15-Sep-2020,7255271,1330187,1310739,246574,322298,290616,14802,17251313
16-Sep-2020,7208462,1310677,1348706,251949,333459,301852,15383,17762569
17-Sep-2020,7160826,1291182,1387001,257257,344839,313401,15981,18279053
18-Sep-2020,7112388,1271723,1425592,262489,356434,325266,16596,18800328
19-Sep-2020,7063171,1252318,1464446,267637,368239,337449,17228,19326065
20-Sep-2020,7013203,1232986,1503530,272692,380248,349950,17878,19855785
21-Sep-2020,6962510,1213745,1542811,277649,392456,362771,18544,20389082
22-Sep-2020,6911121,1194613,1582256,282498,404857,375914,19229,20925545
23-Sep-2020,6859065,1175605,1621831,287234,417444,389378,19931,21464740
24-Sep-2020,6806373,1156737,1661504,291849,430209,403164,20651,22006248
25-Sep-2020,6753076,1138025,1701241,296338,443147,417272,21388,22549704
26-Sep-2020,6699205,1119481,1741010,300696,456250,431702,22144,23094578
27-Sep-2020,6644794,1101119,1780779,304916,469510,446453,22917,23640533
28-Sep-2020,6589875,1082950,1820516,308994,482919,461525,23708,24187145
29-Sep-2020,6534481,1064985,1860191,312926,496470,476916,24517,24734005
30-Sep-2020,6478646,1047235,1899774,316709,510154,492626,25344,25280727
01-Oct-2020,6422402,1029707,1939234,320338,523963,508653,26189,25826917
02-Oct-2020,6365785,1012411,1978544,323812,537888,524995,27052,26372181
03-Oct-2020,6308827,995352,2017675,327127,551922,541651,27933,26916173
04-Oct-2020,6251562,978537,2056602,330282,566054,558618,28831,27458519
05-Oct-2020,6194022,961972,2095297,333276,580278,575894,29747,27998883
06-Oct-2020,6136241,945661,2133737,336107,594584,593477,30681,28536905
07-Oct-2020,6078250,929606,2171897,338775,608963,611363,31633,29072250
08-Oct-2020,6020082,913812,2209755,341279,623407,629550,32602,29604700
09-Oct-2020,5961768,898280,2247288,343620,637907,648035,33588,30133828
10-Oct-2020,5903339,883012,2284475,345799,652456,666815,34592,30659387
11-Oct-2020,5844824,868008,2321298,347816,667043,685886,35613,31181112
12-Oct-2020,5786253,853269,2357737,349672,681661,705244,36651,31698721
13-Oct-2020,5727655,838794,2393774,351369,696302,724888,37706,32211981
14-Oct-2020,5669057,824582,2429393,352908,710957,744811,38778,32720683
15-Oct-2020,5610486,810633,2464578,354293,725619,765012,39866,33224477
16-Oct-2020,5551968,796944,2499314,355524,740280,785485,40971,33723273
17-Oct-2020,5493530,783514,2533588,356605,754931,806227,42093,34216809
18-Oct-2020,5435194,770340,2567385,357538,769566,827234,43231,34704898
19-Oct-2020,5376985,757418,2600696,358326,784177,848501,44385,35187375
20-Oct-2020,5318926,744747,2633507,358971,798757,870025,45554,35664036
21-Oct-2020,5261038,732323,2665810,359479,813298,891800,46740,36134748
22-Oct-2020,5203341,720143,2697594,359850,827795,913823,47941,36599361
23-Oct-2020,5145857,708203,2728851,360090,842240,936089,49158,37057727
24-Oct-2020,5088605,696499,2759573,360201,856627,958594,50389,37509732
25-Oct-2020,5031601,685027,2789754,360186,870950,981333,51636,37955218
26-Oct-2020,4974865,673784,2819386,360051,885203,1004301,52898,38394104
27-Oct-2020,4918412,662765,2848464,359797,899380,1027495,54174,38826380
28-Oct-2020,4862258,651967,2876984,359429,913476,1050909,55465,39251784
29-Oct-2020,4806418,641384,2904940,358951,927485,1074539,56770,39670318
30-Oct-2020,4750906,631014,2932329,358366,941402,1098381,58089,40081914
31-Oct-2020,4695735,620852,2959149,357678,955223,1122429,59422,40486490
01-Nov-2020,4640919,610893,2985396,356891,968942,1146679,60768,40884023
02-Nov-2020,4586468,601134,3011068,356008,982555,1171127,62129,41274451
03-Nov-2020,4532394,591570,3036164,355032,996057,1195767,63502,41657641
04-Nov-2020,4478708,582198,3060683,353969,1009446,1220596,64888,42033701
05-Nov-2020,4425418,573012,3084624,352821,1022716,1245608,66288,42402507
06-Nov-2020,4372534,564010,3107987,351592,1035865,1270800,67699,42764055
07-Nov-2020,4320065,555187,3130773,350285,1048888,1296165,69124,43118344
08-Nov-2020,4268018,546539,3152983,348903,1061782,1321701,70560,43465312
09-Nov-2020,4216400,538063,3174616,347451,1074545,1347403,72009,43805019
10-Nov-2020,4165218,529754,3195676,345931,1087173,1373265,73470,44137427
11-Nov-2020,4114478,521609,3216164,344347,1099664,1399284,74942,44462539
12-Nov-2020,4064186,513624,3236081,342702,1112015,1425455,76425,44780376
13-Nov-2020,4014346,505795,3255431,340998,1124223,1451774,77920,45090904
14-Nov-2020,3964963,498119,3274216,339240,1136287,1478236,79426,45394200
15-Nov-2020,3916041,490593,3292440,337430,1148204,1504837,80942,45690348
16-Nov-2020,3867584,483214,3310104,335570,1159973,1531573,82469,45979179
17-Nov-2020,3819594,475977,3327215,333664,1171592,1558439,84007,46260845
18-Nov-2020,3772075,468879,3343773,331715,1183058,1585431,85555,46535371
19-Nov-2020,3725029,461918,3359785,329725,1194372,1612546,87112,46802775
20-Nov-2020,3678458,455090,3375254,327696,1205530,1639778,88680,47063142
21-Nov-2020,3632364,448393,3390185,325632,1216533,1667125,90257,47316460
22-Nov-2020,3586747,441822,3404581,323534,1227379,1694581,91844,47562736
23-Nov-2020,3541608,435376,3418449,321405,1238067,1722142,93439,47802149
24-Nov-2020,3496949,429052,3431792,319248,1248597,1749806,95044,48034632
25-Nov-2020,3452769,422847,3444615,317064,1258967,1777567,96658,48260272
26-Nov-2020,3409069,416758,3456925,314855,1269177,1805423,98280,48479135
27-Nov-2020,3365848,410782,3468726,312624,1279227,1833369,99911,48691222
28-Nov-2020,3323106,404917,3480023,310373,1289117,1861401,101550,48896684
29-Nov-2020,3280842,399161,3490823,308103,1298845,1889516,103197,49095514
30-Nov-2020,3239054,393511,3501130,305817,1308413,1917710,104852,49287782
01-Dec-2020,3197743,387965,3510951,303516,1317819,1945979,106515,49473561
02-Dec-2020,3156905,382520,3520291,301202,1327065,1974320,108185,49652870
03-Dec-2020,3116541,377174,3529156,298876,1336149,2002730,109862,49825856
04-Dec-2020,3076647,371925,3537551,296540,1345072,2031204,111547,49992609
05-Dec-2020,3037222,366771,3545484,294196,1353835,2059740,113239,50153015
06-Dec-2020,2998264,361709,3552960,291845,1362438,2088334,114937,50307286
07-Dec-2020,2959771,356739,3559984,289489,1370881,2116982,116642,50455466
08-Dec-2020,2921739,351857,3566563,287128,1379164,2145682,118354,50597614
09-Dec-2020,2884166,347062,3572704,284764,1387289,2174430,120072,50733852
10-Dec-2020,2847051,342352,3578412,282399,1395256,2203223,121796,50864164
11-Dec-2020,2810388,337725,3583693,280033,1403065,2232058,123526,50988639
12-Dec-2020,2774177,333179,3588553,277667,1410717,2260931,125262,51107457
13-Dec-2020,2738414,328713,3593000,275304,1418214,2289840,127003,51220561
14-Dec-2020,2703095,324325,3597038,272942,1425555,2318782,128750,51328075
15-Dec-2020,2668217,320013,3600675,270585,1432742,2347754,130502,51430080
16-Dec-2020,2633777,315775,3603916,268232,1439775,2376753,132260,51526592
17-Dec-2020,2599772,311611,3606767,265884,1446656,2405775,134022,51617800
18-Dec-2020,2566197,307518,3609235,263543,1453385,2434819,135790,51703682
19-Dec-2020,2533051,303495,3611326,261208,1459964,2463882,137562,51784335
20-Dec-2020,2500327,299540,3613046,258881,1466394,2492960,139338,51859841
21-Dec-2020,2468024,295653,3614401,256563,1472675,2522051,141119,51930231
22-Dec-2020,2436138,291831,3615397,254254,1478810,2551153,142904,51995680
23-Dec-2020,2404664,288074,3616040,251955,1484798,2580263,144694,52056238
24-Dec-2020,2373598,284380,3616337,249666,1490641,2609378,146487,52111837
25-Dec-2020,2342938,280747,3616293,247388,1496341,2638496,148284,52162688
26-Dec-2020,2312678,277175,3615914,245122,1501898,2667615,150085,52208833
27-Dec-2020,2282816,273663,3615206,242867,1507315,2696731,151890,52250336
28-Dec-2020,2253346,270208,3614175,240625,1512591,2725844,153697,52287322
29-Dec-2020,2224266,266811,3612827,238396,1517729,2754950,155509,52319756
30-Dec-2020,2195571,263469,3611168,236181,1522729,2784047,157323,52347771
31-Dec-2020,2167257,260182,3609204,233978,1527593,2813133,159140,52371514
01-Jan-2021,2139320,256948,3606939,231790,1532323,2842206,160961,52390926
02-Jan-2021,2111756,253767,3604381,229617,1536920,2871264,162784,52406138
03-Jan-2021,2084561,250637,3601534,227458,1541384,2900304,164609,52417221
04-Jan-2021,2057731,247558,3598404,225314,1545718,2929325,166438,52424193
05-Jan-2021,2031261,244528,3594997,223185,1549923,2958324,168268,52427247
06-Jan-2021,2005149,241547,3591318,221072,1553999,2987300,170101,52426335
07-Jan-2021,1979390,238614,3587373,218975,1557950,3016251,171936,52421560
08-Jan-2021,1953979,235727,3583166,216893,1561775,3045174,173773,52412994
09-Jan-2021,1928913,232886,3578704,214828,1565476,3074068,175612,52400666
10-Jan-2021,1904188,230089,3573991,212779,1569055,3102932,177453,52384751
11-Jan-2021,1879800,227337,3569033,210746,1572513,3131762,179296,52365255
12-Jan-2021,1855744,224628,3563834,208730,1575852,3160558,181140,52342143
13-Jan-2021,1832017,221961,3558401,206731,1579073,3189318,182986,52315606
14-Jan-2021,1808615,219336,3552737,204748,1582176,3218040,184833,52285668
15-Jan-2021,1785534,216752,3546849,202783,1585165,3246723,186682,52252390
16-Jan-2021,1762770,214208,3540740,200834,1588039,3275365,188531,52215883
17-Jan-2021,1740319,211703,3534416,198902,1590801,3303964,190382,52176094
18-Jan-2021,1718177,209236,3527882,196988,1593452,3332519,192234,52133175
19-Jan-2021,1696341,206808,3521142,195090,1595992,3361028,194086,52087234
20-Jan-2021,1674806,204416,3514201,193210,1598425,3389490,195940,52038205
21-Jan-2021,1653569,202061,3507063,191347,1600750,3417904,197794,51986214
22-Jan-2021,1632625,199742,3499733,189501,1602970,3446268,199648,51931317
23-Jan-2021,1611972,197458,3492216,187672,1605085,3474580,201503,51873524
24-Jan-2021,1591606,195208,3484517,185861,1607097,3502840,203359,51813020
25-Jan-2021,1571522,192992,3476638,184067,1609008,3531046,205215,51749732
26-Jan-2021,1551717,190810,3468586,182289,1610818,3559196,207071,51683758
27-Jan-2021,1532188,188660,3460363,180529,1612529,3587291,208927,51615156
28-Jan-2021,1512931,186542,3451975,178786,1614143,3615327,210783,51543949
29-Jan-2021,1493942,184455,3443425,177060,1615660,3643305,212640,51470301
30-Jan-2021,1475218,182400,3434718,175351,1617083,3671223,214496,51394176
31-Jan-2021,1456755,180375,3425857,173658,1618411,3699079,216352,51315567
01-Feb-2021,1438549,178380,3416847,171983,1619647,3726874,218208,51234635
02-Feb-2021,1420598,176414,3407691,170324,1620792,3754605,220063,51151389
03-Feb-2021,1402899,174477,3398393,168682,1621847,3782271,221918,51065880
04-Feb-2021,1385446,172568,3388957,167057,1622814,3809873,223772,50978200
05-Feb-2021,1368238,170687,3379388,165448,1623693,3837408,225626,50888284
06-Feb-2021,1351271,168833,3369687,163855,1624486,3864876,227479,50796292
07-Feb-2021,1334541,167007,3359860,162279,1625194,3892275,229332,50702292
08-Feb-2021,1318046,165206,3349910,160719,1625818,3919605,231183,50606213
09-Feb-2021,1301782,163432,3339840,159175,1626360,3946866,233034,50508172
10-Feb-2021,1285745,161683,3329653,157647,1626820,3974055,234884,50408207
11-Feb-2021,1269934,159959,3319354,156135,1627201,4001172,236733,50306323
12-Feb-2021,1254345,158259,3308945,154638,1627502,4028217,238580,50202691
13-Feb-2021,1238974,156584,3298430,153158,1627726,4055189,240427,50097215
14-Feb-2021,1223819,154933,3287811,151693,1627873,4082086,242272,49989989
15-Feb-2021,1208876,153305,3277093,150243,1627945,4108909,244116,49881054
16-Feb-2021,1194143,151700,3266279,148808,1627942,4135656,245959,49770428
17-Feb-2021,1179617,150117,3255371,147389,1627866,4162326,247800,49658259
18-Feb-2021,1165295,148557,3244372,145985,1627718,4188920,249640,49544477
19-Feb-2021,1151174,147019,3233286,144596,1627499,4215435,251478,49429101
20-Feb-2021,1137251,145502,3222115,143221,1627210,4241873,253315,49312259
21-Feb-2021,1123523,144007,3210862,141861,1626853,4268231,255150,49193946
22-Feb-2021,1109988,142532,3199531,140516,1626427,4294510,256983,49074205
23-Feb-2021,1096643,141077,3188123,139185,1625935,4320709,258815,48953111
24-Feb-2021,1083485,139643,3176643,137868,1625377,4346827,260645,48830589
25-Feb-2021,1070512,138228,3165091,136566,1624754,4372863,262473,48706802
26-Feb-2021,1057721,136833,3153472,135277,1624068,4398818,264299,48581780
27-Feb-2021,1045108,135457,3141787,134003,1623319,4424691,266123,48455454
28-Feb-2021,1032673,134100,3130039,132742,1622508,4450480,267945,48327929
01-Mar-2021,1020412,132762,3118231,131494,1621637,4476187,269764,48199230
02-Mar-2021,1008323,131441,3106365,130261,1620706,4501809,271582,48069354
03-Mar-2021,996403,130139,3094444,129040,1619716,4527348,273398,47938457
04-Mar-2021,984649,128854,3082470,127833,1618668,4552802,275211,47806430
05-Mar-2021,973060,127587,3070445,126638,1617564,4578171,277022,47673358
06-Mar-2021,961634,126336,3058372,125457,1616404,4603454,278831,47539271
07-Mar-2021,950367,125103,3046252,124288,1615188,4628652,280637,47404180
08-Mar-2021,939257,123886,3034088,123133,1613919,4653763,282441,47268218
09-Mar-2021,928303,122685,3021883,121989,1612596,4678788,284243,47131288
10-Mar-2021,917502,121500,3009638,120858,1611221,4703726,286042,46993434
11-Mar-2021,906851,120331,2997356,119739,1609794,4728577,287838,46854751
12-Mar-2021,896349,119178,2985037,118633,1608317,4753340,289632,46715224
