datetime,Sq,S,E1,E2,H,R,D,V
07-Apr-2022,88594,20169,286636,6470,459803,9196812,712002,7786744
08-Apr-2022,88437,20142,284766,6427,457924,9200304,712488,7748133
09-Apr-2022,88281,20116,282907,6384,456052,9203777,712971,7709711
10-Apr-2022,88126,20089,281061,6341,454186,9207232,713452,7671481
11-Apr-2022,87972,20064,279226,6298,452328,9210669,713931,7633437
12-Apr-2022,87819,20038,277403,6256,450476,9214087,714408,7595573
13-Apr-2022,87668,20012,275592,6214,448630,9217488,714884,7557914
14-Apr-2022,87518,19987,273792,6172,446791,9220870,715357,7520431
15-Apr-2022,87369,19962,272004,6131,444959,9224234,715828,7483130
16-Apr-2022,87221,19937,270228,6090,443134,9227581,716298,7446015
17-Apr-2022,87074,19912,268463,6049,441315,9230910,716765,7409081
18-Apr-2022,86929,19887,266709,6008,439503,9234221,717231,7372329
19-Apr-2022,86784,19863,264966,5968,437697,9237514,717694,7335773
20-Apr-2022,86641,19838,263235,5928,435898,9240791,718156,7299377
21-Apr-2022,86499,19814,261515,5888,434105,9244049,718616,7263169
22-Apr-2022,86358,19790,259806,5849,432319,9247291,719074,7227140
23-Apr-2022,86218,19767,258109,5810,430540,9250515,719530,7191287
24-Apr-2022,86079,19743,256422,5771,428767,9253723,719984,7155614
25-Apr-2022,85941,19720,254746,5732,427000,9256913,720436,7120117
26-Apr-2022,85804,19696,253080,5694,425240,9260086,720886,7084792
27-Apr-2022,85669,19673,251426,5656,423486,9263243,721335,7049644
28-Apr-2022,85534,19651,249782,5618,421739,9266383,721781,7014669
29-Apr-2022,85401,19628,248149,5580,419998,9269506,722226,6979869
30-Apr-2022,85268,19605,246526,5543,418264,9272613,722669,6945238
01-May-2022,85137,19583,244914,5506,416536,9275703,723110,6910772
02-May-2022,85006,19561,243312,5469,414814,9278777,723549,6876494
03-May-2022,84877,19539,241721,5432,413098,9281834,723986,6842375
04-May-2022,84748,19517,240140,5396,411389,9284876,724422,6808423
05-May-2022,84621,19495,238569,5360,409687,9287901,724856,6774640
06-May-2022,84494,19473,237008,5324,407990,9290910,725288,6741022
07-May-2022,84369,19452,235457,5288,406300,9293904,725718,6707571
08-May-2022,84244,19431,233917,5253,404616,9296881,726146,6674297
09-May-2022,84120,19410,232386,5218,402938,9299843,726573,6641171
10-May-2022,83998,19389,230865,5183,401267,9302789,726997,6608216
11-May-2022,83876,19368,229354,5148,399602,9305719,727420,6575424
12-May-2022,83755,19347,227853,5114,397943,9308634,727841,6542793
13-May-2022,83635,19327,226362,5079,396290,9311534,728261,6510326
14-May-2022,83517,19306,224880,5045,394643,9314418,728679,6478019
15-May-2022,83398,19286,223408,5012,393002,9317287,729095,6445869
16-May-2022,83281,19266,221945,4978,391368,9320140,729509,6413881
17-May-2022,83165,19246,220492,4945,389739,9322979,729921,6382050
18-May-2022,83050,19226,219048,4912,388117,9325803,730332,6350380
19-May-2022,82935,19207,217613,4879,386501,9328611,730741,6318862
20-May-2022,82822,19187,216188,4846,384890,9331405,731148,6287496
21-May-2022,82709,19168,214772,4814,383286,9334184,731554,6256302
22-May-2022,82597,19149,213366,4782,381688,9336948,731958,6225251
23-May-2022,82486,19130,211968,4750,380096,9339698,732360,6194353
24-May-2022,82376,19111,210579,4718,378510,9342433,732760,6163610
25-May-2022,82266,19092,209200,4686,376929,9345154,733159,6133016
26-May-2022,82158,19073,207829,4655,375355,9347860,733556,6102576
27-May-2022,82050,19055,206467,4624,373787,9350552,733952,6072296
28-May-2022,81943,19037,205115,4593,372224,9353230,734346,6042151
29-May-2022,81837,19018,203770,4562,370668,9355893,734738,6012163
30-May-2022,81732,19000,202435,4532,369117,9358543,735128,5982323
31-May-2022,81627,18982,201108,4502,367572,9361178,735517,5952630
01-Jun-2022,81524,18964,199790,4472,366033,9363800,735904,5923086
02-Jun-2022,81421,18947,198480,4442,364500,9366408,736290,5893687
03-Jun-2022,81319,18929,197179,4412,362973,9369001,736674,5864433
04-Jun-2022,81217,18912,195887,4383,361451,9371582,737056,5835325
05-Jun-2022,81117,18894,194602,4353,359935,9374148,737437,5806361
06-Jun-2022,81017,18877,193327,4324,358425,9376701,737816,5777543
07-Jun-2022,80918,18860,192059,4295,356921,9379241,738193,5748864
08-Jun-2022,80819,18843,190800,4267,355423,9381767,738569,5720324
09-Jun-2022,80722,18826,189548,4238,353930,9384279,738944,5691940
10-Jun-2022,80625,18809,188305,4210,352443,9386779,739316,5663687
11-Jun-2022,80529,18793,187070,4182,350961,9389265,739688,5635573
12-Jun-2022,80433,18776,185843,4154,349485,9391738,740057,5607599
13-Jun-2022,80338,18760,184624,4126,348015,9394198,740425,5579763
14-Jun-2022,80244,18744,183413,4099,346550,9396645,740792,5552067
15-Jun-2022,80151,18728,182210,4071,345091,9399079,741157,5524515
16-Jun-2022,80058,18712,181015,4044,343638,9401500,741520,5497087
17-Jun-2022,79966,18696,179827,4017,342190,9403909,741882,5469803
18-Jun-2022,79875,18680,178647,3990,340748,9406305,742242,5442652
19-Jun-2022,79785,18664,177475,3964,339311,9408688,742601,5415637
