datetime,S,NQ,ND,I,Q,R,D
12-Feb-2021,10021970,20798,24478,103561,109497,477866,12316
13-Feb-2021,10014265,19898,24512,102552,109683,487073,12504
14-Feb-2021,10006626,19022,24544,101547,109764,496291,12693
15-Feb-2021,9999053,18173,24575,100545,109749,505511,12881
16-Feb-2021,9991545,17349,24605,99546,109646,514727,13069
17-Feb-2021,9984101,16551,24633,98552,109463,523930,13257
18-Feb-2021,9976721,15779,24660,97561,109206,533115,13444
19-Feb-2021,9969405,15033,24685,96575,108883,542275,13631
20-Feb-2021,9962151,14312,24710,95592,108498,551406,13818
21-Feb-2021,9954960,13617,24733,94614,108058,560502,14003
22-Feb-2021,9947831,12947,24755,93641,107566,569559,14188
23-Feb-2021,9940765,12301,24776,92671,107029,578572,14372
24-Feb-2021,9933759,11681,24796,91707,106450,587539,14555
25-Feb-2021,9926816,11084,24815,90747,105832,596455,14738
26-Feb-2021,9919934,10511,24832,89793,105180,605318,14918
27-Feb-2021,9913112,9962,24849,88843,104497,614125,15098
