datetime,S,NQ,ND,I,Q,R,D
26-Feb-2021,9919934,10511,24832,89793,105180,605318,14918
27-Feb-2021,9912587,10012,24858,90637,105622,611695,15076
28-Feb-2021,9905157,9530,24881,91484,106100,618100,15235
01-Mar-2021,9897643,9065,24904,92333,106613,624534,15394
02-Mar-2021,9890047,8617,24926,93183,107159,631001,15554
03-Mar-2021,9882368,8185,24946,94035,107736,637501,15715
04-Mar-2021,9874607,7769,24966,94888,108342,644038,15877
05-Mar-2021,9866764,7369,24985,95743,108975,650612,16040
06-Mar-2021,9858839,6985,25002,96598,109635,657225,16204
07-Mar-2021,9850832,6615,25019,97455,110319,663878,16369
08-Mar-2021,9842745,6261,25034,98312,111027,670574,16534
09-Mar-2021,9834578,5921,25049,99169,111756,677313,16701
10-Mar-2021,9826330,5595,25064,100027,112505,684097,16869
11-Mar-2021,9818003,5283,25077,100885,113274,690927,17038
12-Mar-2021,9809597,4984,25089,101743,114061,697804,17209
13-Mar-2021,9801112,4699,25101,102600,114865,704729,17380
14-Mar-2021,9792549,4427,25112,103457,115685,711704,17553
15-Mar-2021,9783909,4167,25123,104314,116520,718728,17727
16-Mar-2021,9775192,3919,25133,105169,117369,725803,17902
17-Mar-2021,9766399,3683,25142,106024,118230,732930,18078
18-Mar-2021,9757531,3458,25151,106877,119105,740110,18256
19-Mar-2021,9748587,3244,25159,107728,119990,747342,18435
20-Mar-2021,9739570,3041,25167,108578,120886,754629,18616
21-Mar-2021,9730479,2849,25174,109426,121792,761970,18797
22-Mar-2021,9721315,2666,25181,110272,122707,769366,18981
23-Mar-2021,9712079,2493,25187,111115,123630,776818,19165
24-Mar-2021,9702772,2329,25193,111956,124561,784326,19351
25-Mar-2021,9693394,2174,25198,112794,125498,791891,19538
26-Mar-2021,9683946,2027,25204,113629,126442,799512,19727
27-Mar-2021,9674430,1889,25208,114460,127392,807191,19917
28-Mar-2021,9664845,1759,25213,115288,128347,814927,20109
29-Mar-2021,9655193,1636,25217,116112,129307,822721,20302
30-Mar-2021,9645474,1520,25221,116932,130270,830574,20496
31-Mar-2021,9635690,1411,25224,117748,131237,838484,20692
