datetime,S,NQ,ND,I,Q,R,D
09-Apr-2021,9438368,511,25418,121651,149423,1010421,24696
10-Apr-2021,9428354,465,25419,122278,149585,1019466,24920
11-Apr-2021,9418296,423,25420,122898,149784,1028522,25144
12-Apr-2021,9408195,385,25421,123509,150017,1037591,25369
13-Apr-2021,9398051,349,25422,124113,150282,1046675,25593
14-Apr-2021,9387867,317,25423,124709,150576,1055776,25819
15-Apr-2021,9377642,287,25424,125296,150896,1064896,26045
16-Apr-2021,9367379,260,25424,125875,151241,1074036,26271
17-Apr-2021,9357077,236,25425,126446,151609,1083197,26498
18-Apr-2021,9346739,213,25426,127007,151996,1092381,26725
19-Apr-2021,9336364,192,25426,127559,152403,1101589,26953
20-Apr-2021,9325955,173,25427,128102,152825,1110823,27182
21-Apr-2021,9315512,156,25427,128636,153263,1120082,27411
22-Apr-2021,9305036,141,25427,129160,153714,1129368,27641
23-Apr-2021,9294528,127,25428,129674,154177,1138682,27872
24-Apr-2021,9283989,114,25428,130178,154650,1148024,28103
25-Apr-2021,9273421,102,25428,130673,155132,1157396,28335
26-Apr-2021,9262824,92,25428,131157,155622,1166796,28568
27-Apr-2021,9252200,82,25429,131630,156118,1176227,28801
28-Apr-2021,9241549,73,25429,132093,156620,1185687,29036
29-Apr-2021,9230872,66,25429,132545,157126,1195178,29271
30-Apr-2021,9220171,59,25429,132987,157635,1204700,29506
01-May-2021,9209447,52,25429,133417,158146,1214252,29743
02-May-2021,9198701,47,25429,133836,158658,1223836,29980
03-May-2021,9187933,42,25430,134244,159170,1233451,30218
04-May-2021,9177145,37,25430,134641,159681,1243096,30457
05-May-2021,9166338,33,25430,135026,160192,1252773,30697
06-May-2021,9155513,29,25430,135399,160700,1262480,30937
07-May-2021,9144671,26,25430,135760,161204,1272218,31178
08-May-2021,9133813,23,25430,136109,161706,1281986,31420
09-May-2021,9122940,20,25430,136447,162202,1291784,31663
10-May-2021,9112054,18,25430,136772,162694,1301613,31906
11-May-2021,9101155,16,25430,137085,163180,1311471,32150
12-May-2021,9090244,14,25430,137385,163660,1321358,32395
13-May-2021,9079323,12,25430,137673,164133,1331274,32641
14-May-2021,9068393,11,25430,137949,164599,1341219,32887
15-May-2021,9057454,10,25430,138211,165057,1351191,33134
16-May-2021,9046508,8,25430,138462,165507,1361191,33382
17-May-2021,9035556,7,25430,138699,165947,1371218,33630
18-May-2021,9024599,6,25430,138923,166379,1381271,33879
19-May-2021,9013637,6,25430,139134,166801,1391350,34128
20-May-2021,9002673,5,25430,139333,167213,1401454,34378
21-May-2021,8991707,4,25430,139518,167615,1411583,34629
22-May-2021,8980741,4,25430,139690,168006,1421736,34881
23-May-2021,8969774,3,25430,139849,168385,1431912,35133
24-May-2021,8958810,3,25430,139994,168754,1442111,35385
25-May-2021,8947847,3,25430,140127,169110,1452332,35638
26-May-2021,8936888,2,25430,140246,169455,1462573,35892
27-May-2021,8925934,2,25430,140352,169787,1472836,36146
28-May-2021,8914985,2,25430,140444,170107,1483118,36401
29-May-2021,8904044,1,25430,140523,170414,1493419,36656
30-May-2021,8893110,1,25430,140588,170708,1503738,36911
31-May-2021,8882184,1,25430,140641,170988,1514075,37167
01-Jun-2021,8871269,1,25430,140679,171256,1524428,37424
02-Jun-2021,8860365,1,25430,140705,171509,1534797,37680
03-Jun-2021,8849472,1,25430,140716,171749,1545181,37937
04-Jun-2021,8838593,1,25430,140715,171974,1555579,38195
05-Jun-2021,8827727,1,25430,140700,172186,1565990,38453
06-Jun-2021,8816877,0,25430,140672,172383,1576414,38711
07-Jun-2021,8806042,0,25430,140630,172566,1586849,38969
08-Jun-2021,8795225,0,25430,140576,172734,1597295,39228
09-Jun-2021,8784425,0,25430,140507,172887,1607750,39487
10-Jun-2021,8773645,0,25430,140426,173026,1618214,39746
11-Jun-2021,8762884,0,25430,140332,173149,1628686,40005
12-Jun-2021,8752144,0,25430,140224,173258,1639166,40265
13-Jun-2021,8741427,0,25430,140104,173351,1649651,40524
14-Jun-2021,8730732,0,25430,139970,173430,1660141,40784
15-Jun-2021,8720061,0,25430,139823,173493,1670636,41044
16-Jun-2021,8709414,0,25430,139664,173540,1681134,41304
17-Jun-2021,8698793,0,25430,139492,173573,1691635,41564
18-Jun-2021,8688199,0,25430,139307,173590,1702137,41824
19-Jun-2021,8677632,0,25430,139109,173592,1712639,42084
20-Jun-2021,8667093,0,25430,138899,173578,1723142,42344
21-Jun-2021,8656584,0,25430,138677,173549,1733643,42604
22-Jun-2021,8646104,0,25430,138442,173505,1744141,42864
23-Jun-2021,8635656,0,25430,138195,173445,1754637,43124
24-Jun-2021,8625239,0,25430,137935,173370,1765129,43384
25-Jun-2021,8614855,0,25430,137664,173279,1775615,43643
26-Jun-2021,8604504,0,25430,137381,173173,1786096,43903
27-Jun-2021,8594187,0,25430,137086,173052,1796569,44162
28-Jun-2021,8583905,0,25430,136779,172916,1807035,44421
29-Jun-2021,8573659,0,25430,136461,172764,1817492,44680
30-Jun-2021,8563449,0,25430,136131,172597,1827940,44939
01-Jul-2021,8553277,0,25430,135790,172415,1838377,45198
02-Jul-2021,8543142,0,25430,135438,172218,1848802,45456
03-Jul-2021,8533047,0,25430,135075,172006,1859216,45714
04-Jul-2021,8522990,0,25430,134701,171779,1869615,45971
05-Jul-2021,8512974,0,25430,134316,171537,1880001,46228
06-Jul-2021,8502998,0,25430,133921,171281,1890372,46485
07-Jul-2021,8493064,0,25430,133515,171010,1900726,46741
08-Jul-2021,8483172,0,25430,133099,170724,1911064,46997
09-Jul-2021,8473323,0,25430,132672,170424,1921384,47253
10-Jul-2021,8463517,0,25430,132236,170110,1931686,47508
11-Jul-2021,8453755,0,25430,131790,169781,1941968,47763
12-Jul-2021,8444038,0,25430,131334,169439,1952229,48017
13-Jul-2021,8434366,0,25430,130869,169082,1962470,48270
14-Jul-2021,8424739,0,25430,130394,168712,1972689,48523
15-Jul-2021,8415159,0,25430,129910,168328,1982884,48776
16-Jul-2021,8405625,0,25430,129417,167930,1993057,49028
17-Jul-2021,8396139,0,25430,128915,167519,2003204,49279
18-Jul-2021,8386701,0,25430,128405,167095,2013327,49530
19-Jul-2021,8377310,0,25430,127886,166658,2023423,49780
20-Jul-2021,8367969,0,25430,127359,166207,2033493,50029
21-Jul-2021,8358677,0,25430,126823,165744,2043534,50278
22-Jul-2021,8349435,0,25430,126280,165269,2053548,50526
23-Jul-2021,8340242,0,25430,125729,164781,2063532,50773
24-Jul-2021,8331101,0,25430,125170,164280,2073487,51019
25-Jul-2021,8322010,0,25430,124604,163768,2083410,51265
26-Jul-2021,8312970,0,25430,124030,163243,2093303,51510
27-Jul-2021,8303983,0,25430,123449,162707,2103163,51754
28-Jul-2021,8295047,0,25430,122862,162159,2112991,51998
29-Jul-2021,8286164,0,25430,122268,161600,2122785,52240
30-Jul-2021,8277333,0,25430,121667,161030,2132545,52482
31-Jul-2021,8268556,0,25430,121060,160449,2142270,52723
01-Aug-2021,8259832,0,25430,120446,159857,2151959,52962
02-Aug-2021,8251162,0,25430,119827,159254,2161613,53201
03-Aug-2021,8242545,0,25430,119202,158641,2171229,53440
04-Aug-2021,8233983,0,25430,118571,158017,2180809,53677
05-Aug-2021,8225475,0,25430,117934,157384,2190350,53913
06-Aug-2021,8217022,0,25430,117293,156741,2199852,54148
07-Aug-2021,8208624,0,25430,116646,156088,2209316,54383
08-Aug-2021,8200281,0,25430,115995,155426,2218739,54616
09-Aug-2021,8191993,0,25430,115338,154754,2228123,54848
10-Aug-2021,8183761,0,25430,114677,154074,2237465,55080
11-Aug-2021,8175585,0,25430,114012,153384,2246766,55310
12-Aug-2021,8167464,0,25430,113343,152686,2256025,55539
13-Aug-2021,8159399,0,25430,112669,151980,2265241,55768
14-Aug-2021,8151390,0,25430,111992,151265,2274415,55995
15-Aug-2021,8143438,0,25430,111310,150543,2283545,56221
16-Aug-2021,8135542,0,25430,110626,149813,2292631,56446
17-Aug-2021,8127702,0,25430,109938,149075,2301672,56670
18-Aug-2021,8119919,0,25430,109247,148330,2310669,56892
19-Aug-2021,8112192,0,25430,108552,147577,2319620,57114
20-Aug-2021,8104523,0,25430,107855,146818,2328526,57335
21-Aug-2021,8096909,0,25430,107156,146052,2337386,57554
22-Aug-2021,8089353,0,25430,106453,145280,2346199,57772
23-Aug-2021,8081853,0,25430,105749,144501,2354965,57989
24-Aug-2021,8074410,0,25430,105042,143716,2363684,58205
25-Aug-2021,8067024,0,25430,104333,142925,2372355,58420
26-Aug-2021,8059694,0,25430,103622,142129,2380978,58633
27-Aug-2021,8052421,0,25430,102910,141327,2389553,58846
28-Aug-2021,8045205,0,25430,102196,140520,2398079,59057
29-Aug-2021,8038046,0,25430,101481,139707,2406556,59267
30-Aug-2021,8030943,0,25430,100764,138890,2414984,59475
31-Aug-2021,8023897,0,25430,100046,138068,2423362,59683
01-Sep-2021,8016908,0,25430,99327,137242,2431691,59889
02-Sep-2021,8009975,0,25430,98608,136412,2439969,60094
03-Sep-2021,8003098,0,25430,97887,135577,2448197,60298
04-Sep-2021,7996277,0,25430,97166,134739,2456374,60500
05-Sep-2021,7989513,0,25430,96445,133897,2464500,60702
06-Sep-2021,7982805,0,25430,95723,133051,2472576,60902
07-Sep-2021,7976153,0,25430,95002,132202,2480600,61100
08-Sep-2021,7969556,0,25430,94280,131350,2488573,61298
09-Sep-2021,7963015,0,25430,93558,130496,2496494,61494
10-Sep-2021,7956530,0,25430,92837,129638,2504363,61689
11-Sep-2021,7950101,0,25430,92116,128778,2512180,61882
12-Sep-2021,7943726,0,25430,91395,127916,2519946,62075
13-Sep-2021,7937407,0,25430,90675,127051,2527658,62266
14-Sep-2021,7931142,0,25430,89956,126184,2535319,62455
15-Sep-2021,7924932,0,25430,89237,125316,2542927,62644
16-Sep-2021,7918777,0,25430,88520,124446,2550483,62831
17-Sep-2021,7912676,0,25430,87804,123575,2557986,63016
18-Sep-2021,7906630,0,25430,87088,122702,2565436,63201
19-Sep-2021,7900637,0,25430,86374,121828,2572833,63384
20-Sep-2021,7894698,0,25430,85662,120953,2580177,63566
21-Sep-2021,7888813,0,25430,84951,120078,2587469,63747
22-Sep-2021,7882981,0,25430,84241,119202,2594707,63926
23-Sep-2021,7877202,0,25430,83534,118325,2601892,64104
24-Sep-2021,7871476,0,25430,82828,117448,2609025,64280
25-Sep-2021,7865803,0,25430,82123,116571,2616104,64456
26-Sep-2021,7860182,0,25430,81421,115694,2623130,64630
27-Sep-2021,7854613,0,25430,80721,114817,2630103,64802
28-Sep-2021,7849096,0,25430,80023,113941,2637023,64974
29-Sep-2021,7843631,0,25430,79327,113064,2643891,65144
30-Sep-2021,7838217,0,25430,78634,112189,2650705,65312
01-Oct-2021,7832854,0,25430,77943,111314,2657466,65480
02-Oct-2021,7827542,0,25430,77254,110440,2664174,65646
03-Oct-2021,7822281,0,25430,76568,109567,2670829,65811
04-Oct-2021,7817070,0,25430,75885,108695,2677432,65974
05-Oct-2021,7811909,0,25430,75204,107825,2683982,66136
06-Oct-2021,7806798,0,25430,74526,106956,2690479,66297
07-Oct-2021,7801737,0,25430,73851,106088,2696924,66457
08-Oct-2021,7796724,0,25430,73179,105222,2703316,66615
09-Oct-2021,7791761,0,25430,72510,104358,2709656,66772
10-Oct-2021,7786846,0,25430,71843,103495,2715944,66928
11-Oct-2021,7781980,0,25430,71180,102635,2722179,67082
12-Oct-2021,7777161,0,25430,70520,101777,2728363,67235
13-Oct-2021,7772390,0,25430,69863,100921,2734495,67387
14-Oct-2021,7767667,0,25430,69210,100067,2740575,67538
15-Oct-2021,7762991,0,25430,68559,99216,2746603,67687
16-Oct-2021,7758361,0,25430,67912,98367,2752580,67835
17-Oct-2021,7753778,0,25430,67269,97521,2758506,67982
18-Oct-2021,7749242,0,25430,66629,96678,2764381,68127
19-Oct-2021,7744751,0,25430,65992,95838,2770205,68271
20-Oct-2021,7740306,0,25430,65359,95000,2775978,68414
21-Oct-2021,7735906,0,25430,64729,94166,2781700,68556
22-Oct-2021,7731550,0,25430,64103,93334,2787372,68697
23-Oct-2021,7727240,0,25430,63481,92506,2792994,68836
24-Oct-2021,7722974,0,25430,62863,91681,2798566,68974
25-Oct-2021,7718751,0,25430,62248,90859,2804088,69110
26-Oct-2021,7714573,0,25430,61637,90041,2809560,69246
27-Oct-2021,7710438,0,25430,61029,89227,2814983,69380
28-Oct-2021,7706345,0,25430,60426,88416,2820357,69513
29-Oct-2021,7702296,0,25430,59826,87608,2825682,69645
30-Oct-2021,7698288,0,25430,59230,86804,2830958,69776
31-Oct-2021,7694323,0,25430,58638,86005,2836185,69905
01-Nov-2021,7690400,0,25430,58050,85208,2841365,70033
02-Nov-2021,7686518,0,25430,57466,84416,2846496,70161
03-Nov-2021,7682677,0,25430,56886,83628,2851579,70286
04-Nov-2021,7678876,0,25430,56310,82844,2856615,70411
05-Nov-2021,7675116,0,25430,55738,82064,2861604,70535
06-Nov-2021,7671397,0,25430,55170,81288,2866545,70657
07-Nov-2021,7667716,0,25430,54605,80516,2871440,70778
08-Nov-2021,7664076,0,25430,54045,79749,2876288,70898
09-Nov-2021,7660474,0,25430,53489,78986,2881090,71017
10-Nov-2021,7656912,0,25430,52937,78227,2885846,71135
11-Nov-2021,7653387,0,25430,52389,77473,2890556,71252
12-Nov-2021,7649901,0,25430,51846,76723,2895220,71367
13-Nov-2021,7646453,0,25430,51306,75977,2899840,71481
