datetime,S,E,I,Q,R,D,P
14-Sep-2020,43214153,96044,259751,54277,158405,8841,229719051
15-Sep-2020,42638136,91102,261086,54738,161421,8971,230295068
16-Sep-2020,42069797,86413,262151,55189,164462,9102,230863407
17-Sep-2020,41509033,81966,262961,55628,167528,9235,231424171
18-Sep-2020,40955744,77748,263533,56051,170618,9368,231977460
19-Sep-2020,40409830,73747,263881,56457,173731,9502,232523374
20-Sep-2020,39871192,69952,264020,56843,176865,9637,233062012
21-Sep-2020,39339734,66352,263964,57208,180021,9773,233593470
22-Sep-2020,38815361,62937,263724,57551,183196,9910,234117843
23-Sep-2020,38297977,59698,263313,57870,186389,10048,234635228
24-Sep-2020,37787489,56626,262742,58164,189599,10187,235145715
25-Sep-2020,37283805,53712,262022,58433,192825,10326,235649399
26-Sep-2020,36786836,50948,261163,58677,196065,10465,236146368
27-Sep-2020,36296491,48326,260174,58894,199318,10606,236636713
28-Sep-2020,35812681,45839,259065,59085,202582,10747,237120523
29-Sep-2020,35335321,43480,257844,59250,205856,10888,237597883
30-Sep-2020,34864324,41243,256520,59388,209138,11029,238068880
01-Oct-2020,34399604,39120,255099,59500,212428,11171,238533600
02-Oct-2020,33941079,37107,253589,59586,215722,11313,238992125
03-Oct-2020,33488666,35197,251998,59646,219021,11456,239444538
04-Oct-2020,33042283,33386,250330,59681,222322,11598,239890921
05-Oct-2020,32601851,31668,248593,59691,225625,11740,240331353
06-Oct-2020,32167289,30038,246792,59677,228928,11883,240765915
07-Oct-2020,31738519,28492,244933,59639,232229,12025,241194685
08-Oct-2020,31315465,27026,243020,59577,235527,12168,241617739
09-Oct-2020,30898049,25635,241058,59493,238821,12310,242035155
10-Oct-2020,30486198,24316,239053,59387,242110,12451,242447006
11-Oct-2020,30079836,23065,237007,59260,245393,12593,242853368
12-Oct-2020,29678891,21878,234926,59112,248668,12734,243254313
13-Oct-2020,29283290,20752,232813,58944,251934,12875,243649914
14-Oct-2020,28892963,19684,230671,58757,255190,13016,244040242
15-Oct-2020,28507838,18671,228504,58551,258436,13156,244425366
16-Oct-2020,28127846,17710,226315,58328,261670,13295,244805358
17-Oct-2020,27752920,16799,224107,58088,264890,13434,245180284
18-Oct-2020,27382991,15934,221883,57831,268097,13572,245550213
19-Oct-2020,27017993,15114,219646,57558,271290,13710,245915211
20-Oct-2020,26657860,14336,217397,57271,274467,13847,246275344
21-Oct-2020,26302528,13599,215139,56969,277627,13983,246630676
22-Oct-2020,25951932,12899,212875,56654,280771,14119,246981272
23-Oct-2020,25606009,12235,210606,56326,283897,14254,247327195
24-Oct-2020,25264697,11605,208334,55986,287004,14388,247668507
25-Oct-2020,24927935,11008,206062,55635,290092,14521,248005269
26-Oct-2020,24595661,10442,203790,55272,293160,14653,248337543
27-Oct-2020,24267817,9904,201521,54900,296208,14785,248665388
28-Oct-2020,23944342,9395,199255,54517,299236,14916,248988862
29-Oct-2020,23625179,8911,196994,54126,302241,15045,249308025
30-Oct-2020,23310270,8453,194740,53726,305225,15174,249622934
31-Oct-2020,22999559,8018,192494,53319,308187,15302,249933645
01-Nov-2020,22692990,7605,190256,52904,311125,15428,250240215
02-Nov-2020,22390506,7214,188027,52482,314041,15554,250542698
03-Nov-2020,22092055,6842,185810,52054,316933,15679,250841149
04-Nov-2020,21797582,6490,183604,51620,319801,15803,251135622
05-Nov-2020,21507034,6156,181410,51181,322645,15925,251426170
06-Nov-2020,21220359,5839,179229,50737,325465,16047,251712845
07-Nov-2020,20937505,5539,177062,50289,328260,16167,251995699
08-Nov-2020,20658421,5254,174910,49837,331030,16287,252274783
09-Nov-2020,20383058,4984,172773,49381,333775,16405,252550147
10-Nov-2020,20111364,4727,170651,48923,336495,16523,252821840
11-Nov-2020,19843293,4484,168545,48461,339189,16639,253089912
12-Nov-2020,19578794,4253,166456,47997,341858,16754,253354410
13-Nov-2020,19317821,4034,164384,47532,344500,16868,253615383
14-Nov-2020,19060327,3827,162329,47064,347118,16981,253872877
15-Nov-2020,18806265,3630,160292,46595,349709,17093,254126939
16-Nov-2020,18555589,3443,158272,46126,352274,17203,254377615
17-Nov-2020,18308255,3266,156271,45655,354813,17313,254624949
18-Nov-2020,18064217,3098,154289,45184,357326,17421,254868987
19-Nov-2020,17823433,2938,152325,44713,359813,17528,255109771
20-Nov-2020,17585858,2787,150380,44242,362274,17635,255347346
21-Nov-2020,17351449,2644,148454,43772,364709,17740,255581755
22-Nov-2020,17120166,2508,146547,43302,367118,17844,255813039
23-Nov-2020,16891965,2378,144659,42833,369501,17946,256041240
24-Nov-2020,16666805,2256,142791,42364,371858,18048,256266399
25-Nov-2020,16444647,2140,140942,41898,374189,18149,256488557
26-Nov-2020,16225451,2030,139113,41432,376495,18248,256707753
27-Nov-2020,16009176,1925,137303,40968,378774,18346,256924028
28-Nov-2020,15795783,1826,135513,40506,381028,18444,257137421
29-Nov-2020,15585236,1732,133743,40046,383257,18540,257347968
