datetime,S,E,I,Q,R,D,P
28-Sep-2020,35812681,45839,259065,59085,202582,10747,237120523
29-Sep-2020,35331488,47239,257944,59250,205856,10888,237597857
30-Sep-2020,34856776,48500,256909,59392,209138,11029,238068778
01-Oct-2020,34388457,49633,255950,59511,212428,11171,238533372
02-Oct-2020,33926442,50646,255061,59612,215724,11313,238991724
03-Oct-2020,33470647,51547,254234,59696,219025,11456,239443918
04-Oct-2020,33020987,52343,253463,59764,222330,11598,239890036
05-Oct-2020,32577378,53043,252742,59819,225638,11741,240330162
06-Oct-2020,32139738,53651,252065,59860,228949,11884,240764375
07-Oct-2020,31707985,54175,251427,59891,232262,12027,241192755
08-Oct-2020,31282041,54620,250823,59912,235577,12170,241615380
09-Oct-2020,30861826,54990,250249,59923,238892,12313,242032328
10-Oct-2020,30447264,55293,249701,59927,242208,12456,242443675
11-Oct-2020,30038276,55530,249174,59923,245524,12599,242849496
12-Oct-2020,29634789,55708,248665,59912,248839,12742,243249867
13-Oct-2020,29236728,55830,248171,59895,252154,12885,243644859
14-Oct-2020,28844020,55900,247689,59873,255467,13028,244034546
15-Oct-2020,28456592,55921,247216,59845,258779,13170,244418999
16-Oct-2020,28074374,55896,246749,59812,262090,13313,244798287
17-Oct-2020,27697295,55830,246286,59776,265398,13456,245172482
18-Oct-2020,27325286,55723,245826,59734,268704,13599,245541650
19-Oct-2020,26958278,55580,245364,59690,272008,13741,245905860
20-Oct-2020,26596205,55403,244901,59641,275310,13884,246265178
21-Oct-2020,26239001,55193,244434,59589,278608,14026,246619671
22-Oct-2020,25886598,54954,243962,59533,281904,14168,246969402
23-Oct-2020,25538934,54688,243483,59474,285196,14310,247314437
24-Oct-2020,25195944,54395,242996,59412,288486,14452,247654837
25-Oct-2020,24857566,54079,242499,59347,291771,14594,247990666
26-Oct-2020,24523737,53741,241992,59279,295053,14735,248321985
27-Oct-2020,24194397,53382,241474,59207,298331,14876,248648854
28-Oct-2020,23869484,53004,240944,59133,301605,15018,248971334
29-Oct-2020,23548941,52609,240400,59056,304875,15159,249289483
30-Oct-2020,23232707,52197,239843,58975,308140,15300,249603360
31-Oct-2020,22920725,51770,239272,58892,311401,15440,249913021
01-Nov-2020,22612939,51330,238686,58805,314657,15581,250218525
02-Nov-2020,22309290,50877,238084,58715,317909,15721,250519926
03-Nov-2020,22009725,50412,237467,58622,321155,15861,250817280
04-Nov-2020,21714189,49937,236833,58526,324396,16001,251110641
05-Nov-2020,21422626,49452,236183,58426,327631,16140,251400063
06-Nov-2020,21134984,48959,235516,58324,330861,16280,251685599
07-Nov-2020,20851210,48457,234832,58218,334086,16419,251967301
08-Nov-2020,20571252,47948,234131,58108,337304,16558,252245221
09-Nov-2020,20295059,47433,233413,57995,340516,16696,252519409
10-Nov-2020,20022581,46912,232678,57879,343722,16834,252789916
11-Nov-2020,19753767,46386,231925,57759,346921,16972,253056792
12-Nov-2020,19488568,45856,231155,57636,350113,17110,253320084
13-Nov-2020,19226935,45322,230367,57509,353299,17247,253579842
14-Nov-2020,18968822,44785,229563,57379,356477,17385,253836112
15-Nov-2020,18714180,44245,228741,57244,359649,17521,254088942
16-Nov-2020,18462962,43703,227902,57107,362812,17658,254338379
17-Nov-2020,18215124,43159,227046,56965,365968,17794,254584467
18-Nov-2020,17970619,42613,226173,56820,369116,17930,254827251
19-Nov-2020,17729402,42067,225283,56671,372256,18065,255066777
20-Nov-2020,17491430,41521,224378,56519,375387,18200,255303087
21-Nov-2020,17256659,40974,223456,56362,378510,18335,255536226
22-Nov-2020,17025045,40428,222517,56202,381625,18469,255766236
23-Nov-2020,16796547,39882,221564,56038,384730,18603,255993158
24-Nov-2020,16571122,39337,220594,55871,387826,18737,256217035
25-Nov-2020,16348729,38793,219610,55699,390913,18870,256437908
26-Nov-2020,16129328,38251,218610,55524,393990,19003,256655816
27-Nov-2020,15912878,37711,217596,55346,397057,19135,256870800
28-Nov-2020,15699339,37173,216568,55163,400114,19267,257082899
29-Nov-2020,15488672,36637,215525,54977,403161,19398,257292151
30-Nov-2020,15280839,36103,214469,54787,406198,19529,257498596
01-Dec-2020,15075802,35573,213399,54593,409224,19660,257702271
02-Dec-2020,14873522,35045,212317,54396,412240,19790,257903213
03-Dec-2020,14673963,34520,211221,54195,415244,19919,258101459
04-Dec-2020,14477089,33999,210114,53991,418237,20048,258297045
05-Dec-2020,14282862,33481,208994,53783,421219,20177,258490007
06-Dec-2020,14091248,32966,207862,53572,424189,20305,258680380
07-Dec-2020,13902211,32456,206719,53357,427147,20433,258868199
08-Dec-2020,13715717,31949,205566,53139,430093,20560,259053499
09-Dec-2020,13531731,31446,204401,52917,433027,20686,259236313
10-Dec-2020,13350220,30948,203227,52692,435949,20812,259416675
11-Dec-2020,13171150,30453,202042,52464,438858,20938,259594617
12-Dec-2020,12994488,29963,200848,52232,441755,21063,259770173
13-Dec-2020,12820202,29478,199645,51998,444638,21187,259943374
14-Dec-2020,12648261,28997,198433,51760,447509,21311,260114252
15-Dec-2020,12478631,28520,197212,51520,450366,21434,260282838
16-Dec-2020,12311283,28048,195983,51276,453210,21557,260449163
17-Dec-2020,12146186,27581,194747,51029,456041,21679,260613258
18-Dec-2020,11983309,27119,193503,50780,458857,21801,260775153
19-Dec-2020,11822622,26662,192253,50528,461660,21921,260934876
20-Dec-2020,11664095,26210,190995,50273,464449,22042,261092458
21-Dec-2020,11507701,25762,189732,50015,467223,22161,261247927
22-Dec-2020,11353410,25320,188462,49755,469984,22280,261401311
23-Dec-2020,11201193,24883,187187,49492,472729,22399,261552639
24-Dec-2020,11051023,24451,185906,49227,475460,22517,261701938
25-Dec-2020,10902872,24023,184621,48959,478177,22634,261849235
26-Dec-2020,10756714,23602,183331,48689,480878,22750,261994558
27-Dec-2020,10612520,23185,182037,48417,483565,22866,262137933
28-Dec-2020,10470264,22773,180738,48143,486236,22981,262279386
29-Dec-2020,10329922,22367,179437,47866,488892,23096,262418942
30-Dec-2020,10191466,21965,178131,47588,491533,23210,262556629
31-Dec-2020,10054871,21569,176823,47307,494159,23323,262692469
01-Jan-2021,9920113,21178,175513,47025,496768,23436,262826489
02-Jan-2021,9787166,20793,174199,46741,499362,23548,262958713
03-Jan-2021,9656006,20412,172884,46455,501941,23659,263089165
04-Jan-2021,9526609,20037,171568,46167,504503,23769,263217869
05-Jan-2021,9398951,19667,170249,45878,507050,23879,263344848
06-Jan-2021,9273009,19302,168930,45587,509580,23988,263470126
07-Jan-2021,9148759,18942,167609,45295,512095,24097,263593725
08-Jan-2021,9026180,18587,166289,45001,514593,24205,263715668
09-Jan-2021,8905248,18238,164967,44706,517075,24312,263835977
10-Jan-2021,8785940,17893,163646,44410,519540,24418,263954674
11-Jan-2021,8668236,17554,162325,44113,521989,24524,264071781
12-Jan-2021,8552114,17219,161005,43815,524422,24629,264187319
13-Jan-2021,8437552,16890,159685,43515,526838,24733,264301310
14-Jan-2021,8324529,16565,158366,43215,529237,24836,264413773
15-Jan-2021,8213025,16246,157048,42913,531620,24939,264524730
16-Jan-2021,8103019,15931,155732,42611,533986,25041,264634201
17-Jan-2021,7994490,15622,154418,42308,536335,25142,264742206
18-Jan-2021,7887420,15317,153106,42005,538668,25243,264848764
19-Jan-2021,7781788,15017,151796,41701,540984,25343,264953895
20-Jan-2021,7677574,14721,150488,41396,543283,25442,265057618
21-Jan-2021,7574761,14431,149183,41091,545565,25541,265159952
22-Jan-2021,7473328,14145,147880,40785,547830,25638,265260915
23-Jan-2021,7373258,13864,146581,40479,550078,25735,265360527
24-Jan-2021,7274532,13587,145285,40173,552309,25831,265458805
25-Jan-2021,7177131,13315,143992,39866,554524,25927,265555767
26-Jan-2021,7081039,13048,142703,39559,556721,26022,265651430
27-Jan-2021,6986236,12784,141418,39252,558902,26116,265745813
28-Jan-2021,6892707,12526,140137,38946,561065,26209,265838933
29-Jan-2021,6800433,12272,138860,38639,563211,26302,265930805
30-Jan-2021,6709399,12022,137587,38332,565341,26394,266021448
31-Jan-2021,6619586,11776,136319,38025,567453,26485,266110878
01-Feb-2021,6530979,11535,135056,37718,569549,26575,266199110
02-Feb-2021,6443562,11298,133797,37412,571627,26665,266286161
03-Feb-2021,6357318,11065,132543,37106,573689,26754,266372048
04-Feb-2021,6272232,10836,131295,36800,575734,26842,266456784
05-Feb-2021,6188288,10611,130051,36495,577761,26929,266540387
06-Feb-2021,6105470,10390,128813,36190,579772,27016,266622871
