datetime,S,E,I,Q,R,D,P
30-Apr-2020,273489646,10118,10118,7804,1522,792,0
01-May-2020,269770685,10828,10491,7499,1952,810,3717735
02-May-2020,266102250,11532,10894,7216,2365,827,7384915
03-May-2020,262483652,12233,11325,6955,2763,843,11002228
04-May-2020,258914211,12933,11785,6715,3147,859,14570350
05-May-2020,255393257,13633,12272,6495,3519,875,18089949
06-May-2020,251920128,14336,12788,6294,3878,890,21561686
07-May-2020,248494174,15044,13330,6112,4226,904,24986209
08-May-2020,245114750,15757,13900,5948,4565,918,28364161
09-May-2020,241781224,16478,14497,5801,4895,932,31696174
10-May-2020,238492969,17206,15121,5670,5218,945,34982871
11-May-2020,235249369,17943,15773,5555,5533,958,38224868
12-May-2020,232049816,18690,16452,5456,5842,971,41422772
13-May-2020,228893710,19447,17158,5372,6146,984,44577182
14-May-2020,225780458,20216,17892,5302,6446,996,47688689
15-May-2020,222709478,20996,18654,5246,6743,1008,50757875
16-May-2020,219680194,21788,19444,5204,7036,1021,53785314
17-May-2020,216692037,22593,20261,5175,7328,1033,56771573
18-May-2020,213744448,23410,21108,5159,7618,1045,59717212
19-May-2020,210836875,24240,21983,5155,7908,1057,62622782
20-May-2020,207968773,25083,22886,5164,8198,1069,65488827
21-May-2020,205139604,25940,23819,5184,8489,1081,68315883
22-May-2020,202348839,26810,24782,5216,8781,1093,71104480
23-May-2020,199595954,27693,25774,5260,9075,1105,73855139
24-May-2020,196880435,28590,26796,5314,9372,1117,76568377
25-May-2020,194201772,29499,27848,5379,9673,1130,79244700
26-May-2020,191559464,30422,28930,5455,9977,1142,81884609
27-May-2020,188953017,31359,30043,5541,10286,1155,84488599
28-May-2020,186381942,32308,31186,5638,10600,1168,87057158
29-May-2020,183845758,33269,32361,5745,10920,1182,89590765
30-May-2020,181343991,34244,33567,5861,11246,1195,92089896
31-May-2020,178876172,35230,34804,5988,11579,1209,94555018
01-Jun-2020,176441839,36228,36073,6124,11919,1223,96986593
02-Jun-2020,174040537,37238,37374,6269,12267,1237,99385076
03-Jun-2020,171671818,38260,38706,6424,12624,1252,101750916
04-Jun-2020,169335236,39292,40070,6589,12990,1267,104084556
05-Jun-2020,167030357,40335,41466,6762,13365,1283,106386432
06-Jun-2020,164756748,41388,42894,6945,13750,1299,108656976
07-Jun-2020,162513984,42450,44355,7137,14146,1315,110896613
08-Jun-2020,160301647,43522,45847,7337,14552,1332,113105762
09-Jun-2020,158119322,44603,47372,7547,14970,1349,115284837
10-Jun-2020,155966601,45692,48928,7765,15401,1367,117434245
11-Jun-2020,153843083,46789,50517,7992,15843,1386,119554389
12-Jun-2020,151748371,47893,52138,8228,16299,1404,121645667
13-Jun-2020,149682072,49004,53790,8472,16768,1424,123708469
14-Jun-2020,147643802,50121,55474,8725,17252,1444,125743182
15-Jun-2020,145633179,51244,57190,8987,17749,1465,127750187
16-Jun-2020,143649828,52371,58938,9256,18262,1486,129729859
17-Jun-2020,141693378,53503,60716,9534,18790,1508,131682570
18-Jun-2020,139763465,54639,62526,9821,19334,1530,133608685
19-Jun-2020,137859727,55778,64366,10116,19894,1553,135508565
20-Jun-2020,135981810,56920,66237,10419,20471,1577,137382566
21-Jun-2020,134129363,58064,68138,10730,21065,1602,139231039
22-Jun-2020,132302040,59209,70069,11049,21677,1627,141054329
23-Jun-2020,130499501,60355,72029,11376,22307,1653,142852779
24-Jun-2020,128721409,61500,74019,11711,22956,1680,144626725
25-Jun-2020,126967432,62645,76037,12054,23624,1708,146376500
26-Jun-2020,125237244,63789,78083,12405,24311,1737,148102432
27-Jun-2020,123530522,64931,80157,12763,25018,1766,149804843
28-Jun-2020,121846948,66070,82258,13129,25746,1796,151484054
29-Jun-2020,120186207,67205,84386,13503,26494,1827,153140378
30-Jun-2020,118547990,68337,86540,13885,27263,1859,154774126
01-Jul-2020,116931993,69463,88720,14274,28055,1892,156385604
02-Jul-2020,115337913,70585,90925,14670,28868,1925,157975114
03-Jul-2020,113765454,71700,93154,15073,29704,1960,159542955
04-Jul-2020,112214323,72808,95407,15484,30562,1996,161089420
05-Jul-2020,110684231,73909,97683,15902,31444,2032,162614798
06-Jul-2020,109174894,75002,99981,16326,32350,2070,164119377
07-Jul-2020,107686029,76086,102301,16758,33279,2108,165603438
08-Jul-2020,106217360,77160,104642,17197,34234,2148,167067259
09-Jul-2020,104768614,78225,107003,17642,35212,2188,168511116
10-Jul-2020,103339520,79278,109384,18093,36217,2230,169935278
11-Jul-2020,101929813,80321,111782,18552,37246,2273,171340013
12-Jul-2020,100539231,81351,114199,19016,38302,2316,172725585
13-Jul-2020,99167514,82368,116632,19487,39384,2361,174092254
14-Jul-2020,97814408,83372,119082,19963,40492,2407,175440275
15-Jul-2020,96479661,84362,121546,20446,41628,2454,176769903
16-Jul-2020,95163024,85338,124025,20935,42791,2502,178081386
17-Jul-2020,93864253,86298,126517,21429,43981,2552,179374970
18-Jul-2020,92583106,87243,129021,21928,45199,2602,180650900
19-Jul-2020,91319345,88172,131537,22433,46446,2654,181909413
20-Jul-2020,90072735,89084,134063,22943,47721,2707,183150748
21-Jul-2020,88843044,89978,136598,23458,49025,2761,184375136
22-Jul-2020,87630044,90855,139142,23978,50358,2816,185582807
23-Jul-2020,86433508,91713,141694,24503,51720,2873,186773990
24-Jul-2020,85253215,92553,144251,25032,53112,2930,187948907
25-Jul-2020,84088945,93373,146815,25566,54534,2989,189107779
26-Jul-2020,82940482,94173,149382,26104,55986,3049,190250824
27-Jul-2020,81807612,94953,151953,26645,57468,3111,191378257
28-Jul-2020,80690125,95713,154527,27191,58981,3173,192490290
29-Jul-2020,79587813,96451,157101,27740,60524,3237,193587132
30-Jul-2020,78500472,97169,159676,28292,62099,3303,194668990
31-Jul-2020,77427898,97864,162250,28848,63704,3369,195736066
01-Aug-2020,76369893,98537,164822,29407,65341,3437,196788563
02-Aug-2020,75326261,99188,167391,29968,67010,3506,197826676
03-Aug-2020,74296806,99816,169956,30532,68710,3577,198850603
04-Aug-2020,73281339,100421,172516,31099,70441,3648,199860536
05-Aug-2020,72279669,101002,175070,31667,72205,3722,200856665
06-Aug-2020,71291612,101560,177616,32238,74001,3796,201839177
07-Aug-2020,70316983,102095,180154,32810,75829,3872,202808258
08-Aug-2020,69355601,102605,182683,33384,77689,3949,203764090
09-Aug-2020,68407288,103090,185201,33959,79581,4027,204706853
10-Aug-2020,67471866,103552,187708,34535,81506,4107,205636725
11-Aug-2020,66549164,103989,190203,35112,83463,4188,206553882
12-Aug-2020,65639008,104401,192684,35690,85452,4271,207458495
13-Aug-2020,64741229,104788,195150,36268,87474,4354,208350736
14-Aug-2020,63855661,105150,197601,36847,89529,4440,209230773
15-Aug-2020,62982139,105487,200035,37425,91616,4526,210098771
16-Aug-2020,62120501,105800,202452,38003,93736,4614,210954896
17-Aug-2020,61270585,106087,204850,38580,95888,4703,211799307
18-Aug-2020,60432235,106349,207228,39157,98072,4794,212632165
