datetime,S,I,Q,R,D
21-Feb-2021,10671479,690,913,97068,2503
22-Feb-2021,10671418,683,904,97144,2504
23-Feb-2021,10671358,676,894,97219,2506
24-Feb-2021,10671298,669,885,97293,2507
25-Feb-2021,10671240,662,876,97367,2509
26-Feb-2021,10671181,655,867,97440,2510
27-Feb-2021,10671124,648,858,97512,2511
28-Feb-2021,10671067,641,849,97583,2513
01-Mar-2021,10671010,635,840,97654,2514
02-Mar-2021,10670954,628,831,97724,2516
03-Mar-2021,10670899,621,823,97793,2517
04-Mar-2021,10670844,615,814,97861,2518
05-Mar-2021,10670790,608,805,97929,2520
06-Mar-2021,10670736,602,797,97996,2521
07-Mar-2021,10670683,596,789,98062,2522
08-Mar-2021,10670631,590,781,98128,2523
09-Mar-2021,10670579,584,772,98193,2525
10-Mar-2021,10670528,577,764,98257,2526
11-Mar-2021,10670477,571,756,98321,2527
12-Mar-2021,10670426,565,749,98384,2528
13-Mar-2021,10670377,560,741,98446,2530
14-Mar-2021,10670327,554,733,98508,2531
15-Mar-2021,10670279,548,725,98569,2532
16-Mar-2021,10670230,542,718,98629,2533
17-Mar-2021,10670183,537,710,98689,2534
18-Mar-2021,10670135,531,703,98748,2535
19-Mar-2021,10670089,525,696,98806,2537
20-Mar-2021,10670042,520,688,98864,2538
21-Mar-2021,10669996,515,681,98921,2539
22-Mar-2021,10669951,509,674,98978,2540
23-Mar-2021,10669906,504,667,99034,2541
24-Mar-2021,10669862,499,660,99090,2542
25-Mar-2021,10669818,493,653,99145,2543
26-Mar-2021,10669775,488,646,99199,2544
27-Mar-2021,10669732,483,640,99253,2545
28-Mar-2021,10669689,478,633,99306,2546
29-Mar-2021,10669647,473,626,99359,2547
30-Mar-2021,10669605,468,620,99411,2548
31-Mar-2021,10669564,463,613,99462,2549
01-Apr-2021,10669523,459,607,99513,2550
02-Apr-2021,10669483,454,601,99564,2551
03-Apr-2021,10669443,449,594,99614,2552
04-Apr-2021,10669403,444,588,99663,2553
05-Apr-2021,10669364,440,582,99712,2554
06-Apr-2021,10669325,435,576,99761,2555
07-Apr-2021,10669287,431,570,99809,2556
08-Apr-2021,10669249,426,564,99856,2557
09-Apr-2021,10669212,422,558,99903,2558
10-Apr-2021,10669175,417,552,99949,2559
11-Apr-2021,10669138,413,547,99995,2560
12-Apr-2021,10669102,409,541,100041,2561
13-Apr-2021,10669066,404,535,100086,2561
14-Apr-2021,10669030,400,530,100130,2562
15-Apr-2021,10668995,396,524,100174,2563
16-Apr-2021,10668960,392,519,100218,2564
17-Apr-2021,10668925,388,513,100261,2565
18-Apr-2021,10668891,384,508,100304,2566
19-Apr-2021,10668857,380,503,100346,2566
20-Apr-2021,10668824,376,497,100388,2567
21-Apr-2021,10668791,372,492,100429,2568
22-Apr-2021,10668758,368,487,100470,2569
23-Apr-2021,10668726,364,482,100511,2570
24-Apr-2021,10668694,360,477,100551,2570
25-Apr-2021,10668662,356,472,100591,2571
26-Apr-2021,10668631,353,467,100630,2572
27-Apr-2021,10668600,349,462,100669,2573
28-Apr-2021,10668569,345,457,100707,2573
29-Apr-2021,10668538,342,453,100745,2574
30-Apr-2021,10668508,338,448,100783,2575
01-May-2021,10668479,335,443,100820,2576
02-May-2021,10668449,331,439,100857,2576
03-May-2021,10668420,328,434,100894,2577
04-May-2021,10668391,324,430,100930,2578
05-May-2021,10668362,321,425,100965,2578
06-May-2021,10668334,318,421,101001,2579
07-May-2021,10668306,314,416,101036,2580
08-May-2021,10668279,311,412,101070,2581
09-May-2021,10668251,308,408,101105,2581
10-May-2021,10668224,305,403,101139,2582
11-May-2021,10668197,301,399,101172,2583
12-May-2021,10668171,298,395,101205,2583
13-May-2021,10668144,295,391,101238,2584
14-May-2021,10668118,292,387,101271,2584
15-May-2021,10668093,289,383,101303,2585
16-May-2021,10668067,286,379,101335,2586
17-May-2021,10668042,283,375,101366,2586
18-May-2021,10668017,280,371,101397,2587
19-May-2021,10667993,277,367,101428,2587
20-May-2021,10667968,274,363,101459,2588
21-May-2021,10667944,271,359,101489,2589
22-May-2021,10667920,269,356,101519,2589
23-May-2021,10667896,266,352,101549,2590
24-May-2021,10667873,263,348,101578,2590
25-May-2021,10667850,260,345,101607,2591
26-May-2021,10667827,257,341,101635,2591
27-May-2021,10667804,255,337,101664,2592
28-May-2021,10667782,252,334,101692,2593
29-May-2021,10667760,250,330,101720,2593
30-May-2021,10667738,247,327,101747,2594
31-May-2021,10667716,244,324,101774,2594
01-Jun-2021,10667695,242,320,101801,2595
02-Jun-2021,10667673,239,317,101828,2595
03-Jun-2021,10667652,237,314,101854,2596
04-Jun-2021,10667631,234,310,101880,2596
05-Jun-2021,10667611,232,307,101906,2597
06-Jun-2021,10667590,229,304,101932,2597
07-Jun-2021,10667570,227,301,101957,2598
08-Jun-2021,10667550,225,297,101982,2598
09-Jun-2021,10667530,222,294,102007,2599
10-Jun-2021,10667511,220,291,102031,2599
11-Jun-2021,10667491,218,288,102055,2600
12-Jun-2021,10667472,215,285,102079,2600
13-Jun-2021,10667453,213,282,102103,2601
14-Jun-2021,10667434,211,279,102127,2601
15-Jun-2021,10667416,209,276,102150,2601
16-Jun-2021,10667398,207,274,102173,2602
17-Jun-2021,10667379,204,271,102196,2602
18-Jun-2021,10667361,202,268,102218,2603
19-Jun-2021,10667344,200,265,102240,2603
20-Jun-2021,10667326,198,262,102263,2604
21-Jun-2021,10667309,196,260,102284,2604
22-Jun-2021,10667291,194,257,102306,2605
23-Jun-2021,10667274,192,254,102327,2605
24-Jun-2021,10667257,190,251,102348,2605
25-Jun-2021,10667241,188,249,102369,2606
26-Jun-2021,10667224,186,246,102390,2606
27-Jun-2021,10667208,184,244,102411,2607
28-Jun-2021,10667191,182,241,102431,2607
29-Jun-2021,10667175,180,239,102451,2607
30-Jun-2021,10667160,178,236,102471,2608
01-Jul-2021,10667144,176,234,102490,2608
02-Jul-2021,10667128,175,231,102510,2608
03-Jul-2021,10667113,173,229,102529,2609
04-Jul-2021,10667098,171,226,102548,2609
05-Jul-2021,10667083,169,224,102567,2610
06-Jul-2021,10667068,167,222,102586,2610
07-Jul-2021,10667053,166,219,102604,2610
08-Jul-2021,10667038,164,217,102622,2611
09-Jul-2021,10667024,162,215,102640,2611
10-Jul-2021,10667010,161,213,102658,2611
11-Jul-2021,10666996,159,210,102676,2612
12-Jul-2021,10666982,157,208,102693,2612
13-Jul-2021,10666968,156,206,102711,2612
14-Jul-2021,10666954,154,204,102728,2613
15-Jul-2021,10666941,152,202,102745,2613
16-Jul-2021,10666927,151,200,102762,2613
17-Jul-2021,10666914,149,198,102778,2614
18-Jul-2021,10666901,148,195,102795,2614
19-Jul-2021,10666888,146,193,102811,2614
20-Jul-2021,10666875,145,191,102827,2615
21-Jul-2021,10666862,143,189,102843,2615
22-Jul-2021,10666850,142,187,102859,2615
23-Jul-2021,10666837,140,185,102874,2616
24-Jul-2021,10666825,139,184,102890,2616
25-Jul-2021,10666813,137,182,102905,2616
26-Jul-2021,10666801,136,180,102920,2616
27-Jul-2021,10666789,134,178,102935,2617
28-Jul-2021,10666777,133,176,102950,2617
29-Jul-2021,10666765,131,174,102964,2617
30-Jul-2021,10666754,130,172,102979,2618
31-Jul-2021,10666742,129,171,102993,2618
01-Aug-2021,10666731,127,169,103007,2618
02-Aug-2021,10666720,126,167,103021,2618
03-Aug-2021,10666708,125,165,103035,2619
04-Aug-2021,10666697,123,163,103049,2619
05-Aug-2021,10666687,122,162,103063,2619
06-Aug-2021,10666676,121,160,103076,2619
07-Aug-2021,10666665,120,158,103090,2620
08-Aug-2021,10666655,118,157,103103,2620
09-Aug-2021,10666644,117,155,103116,2620
10-Aug-2021,10666634,116,154,103129,2620
11-Aug-2021,10666624,115,152,103141,2621
12-Aug-2021,10666614,113,150,103154,2621
13-Aug-2021,10666604,112,149,103167,2621
14-Aug-2021,10666594,111,147,103179,2621
15-Aug-2021,10666584,110,146,103191,2622
16-Aug-2021,10666574,109,144,103203,2622
17-Aug-2021,10666565,108,143,103215,2622
18-Aug-2021,10666555,107,141,103227,2622
19-Aug-2021,10666546,105,140,103239,2623
20-Aug-2021,10666537,104,138,103251,2623
21-Aug-2021,10666527,103,137,103262,2623
22-Aug-2021,10666518,102,135,103273,2623
23-Aug-2021,10666509,101,134,103285,2624
24-Aug-2021,10666500,100,133,103296,2624
25-Aug-2021,10666492,99,131,103307,2624
26-Aug-2021,10666483,98,130,103318,2624
27-Aug-2021,10666474,97,128,103329,2624
28-Aug-2021,10666466,96,127,103339,2625
29-Aug-2021,10666457,95,126,103350,2625
30-Aug-2021,10666449,94,124,103360,2625
31-Aug-2021,10666441,93,123,103371,2625
01-Sep-2021,10666432,92,122,103381,2625
02-Sep-2021,10666424,91,121,103391,2626
03-Sep-2021,10666416,90,119,103401,2626
04-Sep-2021,10666408,89,118,103411,2626
05-Sep-2021,10666401,88,117,103421,2626
06-Sep-2021,10666393,87,116,103430,2626
07-Sep-2021,10666385,86,114,103440,2627
08-Sep-2021,10666378,85,113,103450,2627
09-Sep-2021,10666370,85,112,103459,2627
10-Sep-2021,10666363,84,111,103468,2627
11-Sep-2021,10666355,83,110,103478,2627
12-Sep-2021,10666348,82,109,103487,2627
13-Sep-2021,10666341,81,107,103496,2628
14-Sep-2021,10666334,80,106,103505,2628
15-Sep-2021,10666326,79,105,103513,2628
16-Sep-2021,10666320,79,104,103522,2628
17-Sep-2021,10666313,78,103,103531,2628
18-Sep-2021,10666306,77,102,103539,2628
19-Sep-2021,10666299,76,101,103548,2629
20-Sep-2021,10666292,75,100,103556,2629
21-Sep-2021,10666286,75,99,103565,2629
22-Sep-2021,10666279,74,98,103573,2629
23-Sep-2021,10666273,73,97,103581,2629
24-Sep-2021,10666266,72,96,103589,2629
25-Sep-2021,10666260,71,95,103597,2630
26-Sep-2021,10666254,71,94,103605,2630
27-Sep-2021,10666247,70,93,103613,2630
28-Sep-2021,10666241,69,92,103620,2630
29-Sep-2021,10666235,69,91,103628,2630
30-Sep-2021,10666229,68,90,103635,2630
01-Oct-2021,10666223,67,89,103643,2630
02-Oct-2021,10666217,66,88,103650,2631
03-Oct-2021,10666211,66,87,103658,2631
04-Oct-2021,10666205,65,86,103665,2631
05-Oct-2021,10666200,64,85,103672,2631
06-Oct-2021,10666194,64,84,103679,2631
07-Oct-2021,10666189,63,83,103686,2631
08-Oct-2021,10666183,62,83,103693,2631
09-Oct-2021,10666177,62,82,103700,2632
10-Oct-2021,10666172,61,81,103707,2632
11-Oct-2021,10666167,60,80,103714,2632
12-Oct-2021,10666161,60,79,103720,2632
13-Oct-2021,10666156,59,78,103727,2632
14-Oct-2021,10666151,59,78,103733,2632
15-Oct-2021,10666146,58,77,103740,2632
16-Oct-2021,10666141,57,76,103746,2632
17-Oct-2021,10666136,57,75,103752,2633
18-Oct-2021,10666131,56,74,103759,2633
19-Oct-2021,10666126,56,74,103765,2633
20-Oct-2021,10666121,55,73,103771,2633
21-Oct-2021,10666116,54,72,103777,2633
22-Oct-2021,10666111,54,71,103783,2633
23-Oct-2021,10666106,53,71,103789,2633
24-Oct-2021,10666102,53,70,103795,2633
25-Oct-2021,10666097,52,69,103801,2634
26-Oct-2021,10666092,52,68,103806,2634
27-Oct-2021,10666088,51,68,103812,2634
28-Oct-2021,10666083,51,67,103818,2634
29-Oct-2021,10666079,50,66,103823,2634
30-Oct-2021,10666075,49,66,103829,2634
31-Oct-2021,10666070,49,65,103834,2634
01-Nov-2021,10666066,48,64,103840,2634
02-Nov-2021,10666062,48,63,103845,2634
03-Nov-2021,10666057,47,63,103850,2634
04-Nov-2021,10666053,47,62,103855,2635
05-Nov-2021,10666049,46,62,103861,2635
06-Nov-2021,10666045,46,61,103866,2635
07-Nov-2021,10666041,45,60,103871,2635
08-Nov-2021,10666037,45,60,103876,2635
09-Nov-2021,10666033,45,59,103881,2635
10-Nov-2021,10666029,44,58,103886,2635
11-Nov-2021,10666025,44,58,103891,2635
12-Nov-2021,10666021,43,57,103895,2635
13-Nov-2021,10666018,43,57,103900,2635
14-Nov-2021,10666014,42,56,103905,2636
15-Nov-2021,10666010,42,55,103909,2636
16-Nov-2021,10666006,41,55,103914,2636
17-Nov-2021,10666003,41,54,103919,2636
18-Nov-2021,10665999,41,54,103923,2636
19-Nov-2021,10665996,40,53,103928,2636
20-Nov-2021,10665992,40,53,103932,2636
21-Nov-2021,10665989,39,52,103936,2636
22-Nov-2021,10665985,39,51,103941,2636
23-Nov-2021,10665982,38,51,103945,2636
24-Nov-2021,10665978,38,50,103949,2636
25-Nov-2021,10665975,38,50,103953,2637
26-Nov-2021,10665972,37,49,103958,2637
27-Nov-2021,10665968,37,49,103962,2637
28-Nov-2021,10665965,36,48,103966,2637
29-Nov-2021,10665962,36,48,103970,2637
30-Nov-2021,10665959,36,47,103974,2637
01-Dec-2021,10665956,35,47,103978,2637
02-Dec-2021,10665953,35,46,103982,2637
03-Dec-2021,10665949,35,46,103985,2637
04-Dec-2021,10665946,34,45,103989,2637
05-Dec-2021,10665943,34,45,103993,2637
06-Dec-2021,10665940,34,44,103997,2637
07-Dec-2021,10665937,33,44,104000,2637
08-Dec-2021,10665935,33,43,104004,2637
09-Dec-2021,10665932,32,43,104008,2638
10-Dec-2021,10665929,32,43,104011,2638
11-Dec-2021,10665926,32,42,104015,2638
12-Dec-2021,10665923,31,42,104018,2638
13-Dec-2021,10665920,31,41,104022,2638
14-Dec-2021,10665918,31,41,104025,2638
15-Dec-2021,10665915,30,40,104029,2638
16-Dec-2021,10665912,30,40,104032,2638
17-Dec-2021,10665910,30,40,104035,2638
18-Dec-2021,10665907,30,39,104039,2638
19-Dec-2021,10665904,29,39,104042,2638
20-Dec-2021,10665902,29,38,104045,2638
21-Dec-2021,10665899,29,38,104048,2638
22-Dec-2021,10665897,28,38,104051,2638
23-Dec-2021,10665894,28,37,104055,2638
24-Dec-2021,10665892,28,37,104058,2639
25-Dec-2021,10665889,27,36,104061,2639
26-Dec-2021,10665887,27,36,104064,2639
27-Dec-2021,10665885,27,36,104067,2639
28-Dec-2021,10665882,27,35,104070,2639
29-Dec-2021,10665880,26,35,104073,2639
30-Dec-2021,10665877,26,35,104076,2639
31-Dec-2021,10665875,26,34,104078,2639
01-Jan-2022,10665873,26,34,104081,2639
02-Jan-2022,10665871,25,33,104084,2639
03-Jan-2022,10665868,25,33,104087,2639
04-Jan-2022,10665866,25,33,104090,2639
05-Jan-2022,10665864,24,32,104092,2639
06-Jan-2022,10665862,24,32,104095,2639
07-Jan-2022,10665860,24,32,104098,2639
08-Jan-2022,10665858,24,31,104100,2639
09-Jan-2022,10665856,23,31,104103,2639
10-Jan-2022,10665854,23,31,104106,2639
11-Jan-2022,10665852,23,30,104108,2640
12-Jan-2022,10665849,23,30,104111,2640
13-Jan-2022,10665847,22,30,104113,2640
14-Jan-2022,10665846,22,29,104116,2640
15-Jan-2022,10665844,22,29,104118,2640
16-Jan-2022,10665842,22,29,104120,2640
17-Jan-2022,10665840,22,29,104123,2640
18-Jan-2022,10665838,21,28,104125,2640
19-Jan-2022,10665836,21,28,104128,2640
20-Jan-2022,10665834,21,28,104130,2640
21-Jan-2022,10665832,21,27,104132,2640
22-Jan-2022,10665830,20,27,104134,2640
23-Jan-2022,10665829,20,27,104137,2640
24-Jan-2022,10665827,20,27,104139,2640
25-Jan-2022,10665825,20,26,104141,2640
26-Jan-2022,10665823,20,26,104143,2640
27-Jan-2022,10665822,19,26,104146,2640
28-Jan-2022,10665820,19,25,104148,2640
29-Jan-2022,10665818,19,25,104150,2640
30-Jan-2022,10665817,19,25,104152,2640
31-Jan-2022,10665815,19,25,104154,2640
01-Feb-2022,10665813,18,24,104156,2640
02-Feb-2022,10665812,18,24,104158,2640
03-Feb-2022,10665810,18,24,104160,2641
04-Feb-2022,10665808,18,24,104162,2641
05-Feb-2022,10665807,18,23,104164,2641
06-Feb-2022,10665805,17,23,104166,2641
07-Feb-2022,10665804,17,23,104168,2641
08-Feb-2022,10665802,17,23,104170,2641
09-Feb-2022,10665801,17,22,104172,2641
10-Feb-2022,10665799,17,22,104174,2641
11-Feb-2022,10665798,17,22,104175,2641
12-Feb-2022,10665796,16,22,104177,2641
13-Feb-2022,10665795,16,21,104179,2641
14-Feb-2022,10665793,16,21,104181,2641
15-Feb-2022,10665792,16,21,104183,2641
16-Feb-2022,10665791,16,21,104184,2641
17-Feb-2022,10665789,16,21,104186,2641
18-Feb-2022,10665788,15,20,104188,2641
19-Feb-2022,10665786,15,20,104189,2641
20-Feb-2022,10665785,15,20,104191,2641
21-Feb-2022,10665784,15,20,104193,2641
22-Feb-2022,10665783,15,20,104194,2641
23-Feb-2022,10665781,15,19,104196,2641
24-Feb-2022,10665780,14,19,104198,2641
25-Feb-2022,10665779,14,19,104199,2641
26-Feb-2022,10665777,14,19,104201,2641
27-Feb-2022,10665776,14,19,104202,2641
28-Feb-2022,10665775,14,18,104204,2641
01-Mar-2022,10665774,14,18,104205,2641
02-Mar-2022,10665772,14,18,104207,2641
03-Mar-2022,10665771,13,18,104208,2641
04-Mar-2022,10665770,13,18,104210,2641
05-Mar-2022,10665769,13,17,104211,2642
06-Mar-2022,10665768,13,17,104213,2642
07-Mar-2022,10665767,13,17,104214,2642
08-Mar-2022,10665766,13,17,104216,2642
09-Mar-2022,10665764,13,17,104217,2642
10-Mar-2022,10665763,12,17,104219,2642
11-Mar-2022,10665762,12,16,104220,2642
12-Mar-2022,10665761,12,16,104221,2642
13-Mar-2022,10665760,12,16,104223,2642
14-Mar-2022,10665759,12,16,104224,2642
15-Mar-2022,10665758,12,16,104225,2642
16-Mar-2022,10665757,12,16,104227,2642
17-Mar-2022,10665756,12,15,104228,2642
18-Mar-2022,10665755,11,15,104229,2642
19-Mar-2022,10665754,11,15,104230,2642
20-Mar-2022,10665753,11,15,104232,2642
21-Mar-2022,10665752,11,15,104233,2642
22-Mar-2022,10665751,11,15,104234,2642
23-Mar-2022,10665750,11,14,104235,2642
24-Mar-2022,10665749,11,14,104237,2642
25-Mar-2022,10665748,11,14,104238,2642
26-Mar-2022,10665747,11,14,104239,2642
27-Mar-2022,10665746,10,14,104240,2642
28-Mar-2022,10665745,10,14,104241,2642
29-Mar-2022,10665744,10,14,104242,2642
30-Mar-2022,10665743,10,13,104243,2642
31-Mar-2022,10665742,10,13,104245,2642
01-Apr-2022,10665742,10,13,104246,2642
02-Apr-2022,10665741,10,13,104247,2642
03-Apr-2022,10665740,10,13,104248,2642
04-Apr-2022,10665739,10,13,104249,2642
05-Apr-2022,10665738,9,13,104250,2642
06-Apr-2022,10665737,9,12,104251,2642
07-Apr-2022,10665736,9,12,104252,2642
08-Apr-2022,10665736,9,12,104253,2642
09-Apr-2022,10665735,9,12,104254,2642
10-Apr-2022,10665734,9,12,104255,2642
11-Apr-2022,10665733,9,12,104256,2642
12-Apr-2022,10665732,9,12,104257,2642
13-Apr-2022,10665732,9,12,104258,2642
14-Apr-2022,10665731,9,11,104259,2642
15-Apr-2022,10665730,9,11,104260,2642
16-Apr-2022,10665729,8,11,104261,2642
17-Apr-2022,10665729,8,11,104262,2642
18-Apr-2022,10665728,8,11,104263,2643
19-Apr-2022,10665727,8,11,104264,2643
20-Apr-2022,10665726,8,11,104265,2643
21-Apr-2022,10665726,8,11,104265,2643
22-Apr-2022,10665725,8,11,104266,2643
23-Apr-2022,10665724,8,10,104267,2643
24-Apr-2022,10665724,8,10,104268,2643
25-Apr-2022,10665723,8,10,104269,2643
26-Apr-2022,10665722,8,10,104270,2643
27-Apr-2022,10665722,8,10,104271,2643
28-Apr-2022,10665721,7,10,104271,2643
29-Apr-2022,10665720,7,10,104272,2643
30-Apr-2022,10665720,7,10,104273,2643
01-May-2022,10665719,7,10,104274,2643
02-May-2022,10665718,7,9,104275,2643
03-May-2022,10665718,7,9,104275,2643
04-May-2022,10665717,7,9,104276,2643
05-May-2022,10665717,7,9,104277,2643
06-May-2022,10665716,7,9,104278,2643
07-May-2022,10665715,7,9,104279,2643
08-May-2022,10665715,7,9,104279,2643
09-May-2022,10665714,7,9,104280,2643
10-May-2022,10665714,7,9,104281,2643
11-May-2022,10665713,7,9,104281,2643
12-May-2022,10665712,6,9,104282,2643
13-May-2022,10665712,6,8,104283,2643
14-May-2022,10665711,6,8,104284,2643
15-May-2022,10665711,6,8,104284,2643
16-May-2022,10665710,6,8,104285,2643
17-May-2022,10665710,6,8,104286,2643
18-May-2022,10665709,6,8,104286,2643
19-May-2022,10665709,6,8,104287,2643
20-May-2022,10665708,6,8,104288,2643
21-May-2022,10665708,6,8,104288,2643
22-May-2022,10665707,6,8,104289,2643
23-May-2022,10665706,6,8,104290,2643
24-May-2022,10665706,6,8,104290,2643
25-May-2022,10665705,6,7,104291,2643
26-May-2022,10665705,6,7,104291,2643
27-May-2022,10665705,5,7,104292,2643
28-May-2022,10665704,5,7,104293,2643
29-May-2022,10665704,5,7,104293,2643
30-May-2022,10665703,5,7,104294,2643
31-May-2022,10665703,5,7,104294,2643
01-Jun-2022,10665702,5,7,104295,2643
02-Jun-2022,10665702,5,7,104296,2643
03-Jun-2022,10665701,5,7,104296,2643
04-Jun-2022,10665701,5,7,104297,2643
05-Jun-2022,10665700,5,7,104297,2643
06-Jun-2022,10665700,5,7,104298,2643
07-Jun-2022,10665699,5,6,104298,2643
