datetime,S,NI,NR,P,R,ND,D
28-Sep-2020,10452448,6973,262431,4077,50225,4472,1624
29-Sep-2020,10448842,9275,263237,4237,50542,4484,1632
30-Sep-2020,10445218,11357,264260,4404,50871,4500,1639
01-Oct-2020,10441575,13239,265478,4577,51214,4519,1647
02-Oct-2020,10437914,14939,266874,4756,51570,4541,1656
03-Oct-2020,10434232,16476,268430,4942,51940,4565,1664
04-Oct-2020,10430529,17865,270131,5136,52324,4591,1673
05-Oct-2020,10426805,19120,271962,5337,52723,4619,1682
06-Oct-2020,10423058,20254,273912,5545,53138,4649,1692
07-Oct-2020,10419288,21279,275968,5761,53570,4681,1702
08-Oct-2020,10415494,22204,278121,5985,54018,4715,1713
09-Oct-2020,10411674,23040,280361,6218,54483,4749,1723
10-Oct-2020,10407829,23795,282679,6460,54967,4785,1735
11-Oct-2020,10403956,24477,285069,6711,55469,4822,1746
12-Oct-2020,10400055,25092,287522,6971,55991,4860,1759
13-Oct-2020,10396125,25647,290034,7241,56533,4899,1771
14-Oct-2020,10392164,26149,292597,7521,57096,4939,1784
15-Oct-2020,10388172,26601,295208,7811,57680,4979,1798
16-Oct-2020,10384147,27008,297862,8113,58288,5020,1812
17-Oct-2020,10380088,27376,300553,8426,58918,5062,1827
18-Oct-2020,10375993,27707,303279,8750,59573,5104,1842
19-Oct-2020,10371862,28006,306037,9086,60254,5147,1858
20-Oct-2020,10367693,28274,308822,9435,60960,5190,1874
21-Oct-2020,10363485,28516,311633,9797,61693,5233,1892
22-Oct-2020,10359236,28734,314466,10172,62455,5277,1909
23-Oct-2020,10354944,28929,317320,10561,63246,5321,1928
24-Oct-2020,10350608,29105,320192,10965,64067,5366,1947
25-Oct-2020,10346227,29262,323081,11383,64919,5410,1967
26-Oct-2020,10341798,29403,325984,11817,65804,5455,1987
27-Oct-2020,10337321,29530,328901,12266,66722,5500,2009
28-Oct-2020,10332792,29643,331829,12732,67676,5546,2031
29-Oct-2020,10328211,29744,334769,13215,68665,5591,2054
30-Oct-2020,10323575,29834,337717,13716,69692,5637,2078
31-Oct-2020,10318882,29914,340674,14235,70758,5683,2103
01-Nov-2020,10314131,29985,343638,14773,71865,5729,2129
02-Nov-2020,10309319,30048,346609,15330,73013,5775,2156
03-Nov-2020,10304444,30104,349586,15908,74204,5821,2183
04-Nov-2020,10299504,30152,352568,16506,75440,5867,2212
05-Nov-2020,10294496,30195,355555,17126,76723,5913,2242
06-Nov-2020,10289418,30232,358545,17768,78053,5959,2273
07-Nov-2020,10284267,30265,361539,18433,79434,6006,2305
08-Nov-2020,10279042,30292,364536,19122,80866,6052,2339
09-Nov-2020,10273738,30316,367536,19836,82352,6098,2373
10-Nov-2020,10268355,30336,370537,20575,83893,6145,2409
11-Nov-2020,10262888,30352,373540,21340,85492,6191,2446
12-Nov-2020,10257334,30365,376545,22132,87150,6238,2485
13-Nov-2020,10251692,30375,379551,22952,88869,6284,2525
14-Nov-2020,10245957,30383,382558,23801,90652,6331,2567
15-Nov-2020,10240126,30388,385566,24680,92501,6377,2610
16-Nov-2020,10234197,30392,388574,25590,94418,6424,2655
17-Nov-2020,10228165,30393,391582,26532,96406,6471,2701
18-Nov-2020,10222028,30392,394590,27506,98467,6517,2749
19-Nov-2020,10215782,30390,397598,28514,100604,6564,2799
20-Nov-2020,10209422,30386,400606,29557,102818,6610,2850
21-Nov-2020,10202946,30380,403613,30636,105114,6657,2904
22-Nov-2020,10196348,30374,406619,31752,107493,6703,2959
23-Nov-2020,10189626,30366,409625,32906,109959,6750,3017
24-Nov-2020,10182775,30357,412630,34100,112515,6796,3077
25-Nov-2020,10175791,30346,415634,35334,115163,6843,3138
26-Nov-2020,10168669,30335,418638,36610,117906,6889,3202
27-Nov-2020,10161405,30323,421639,37929,120749,6936,3269
28-Nov-2020,10153994,30310,424640,39292,123694,6982,3337
29-Nov-2020,10146432,30296,427639,40701,126745,7029,3408
30-Nov-2020,10138713,30281,430637,42156,129905,7075,3482
01-Dec-2020,10130833,30265,433633,43660,133178,7121,3558
02-Dec-2020,10122786,30249,436628,45214,136567,7168,3637
03-Dec-2020,10114567,30232,439621,46819,140077,7214,3719
04-Dec-2020,10106171,30214,442613,48476,143712,7260,3804
05-Dec-2020,10097592,30195,445602,50187,147474,7307,3892
06-Dec-2020,10088825,30176,448590,51953,151370,7353,3982
07-Dec-2020,10079863,30156,451576,53777,155402,7399,4076
08-Dec-2020,10070701,30135,454559,55658,159576,7445,4174
09-Dec-2020,10061333,30114,457541,57600,163895,7491,4275
10-Dec-2020,10051753,30092,460521,59603,168365,7538,4379
11-Dec-2020,10041953,30070,463498,61669,172990,7584,4487
12-Dec-2020,10031928,30046,466473,63799,177775,7630,4598
13-Dec-2020,10021671,30022,469446,65996,182726,7676,4714
14-Dec-2020,10011175,29998,472416,68260,187846,7722,4833
15-Dec-2020,10000434,29973,475384,70593,193141,7768,4956
16-Dec-2020,9989440,29947,478349,72998,198618,7813,5084
17-Dec-2020,9978186,29920,481312,75475,204280,7859,5216
18-Dec-2020,9966666,29893,484272,78026,210135,7905,5353
19-Dec-2020,9954871,29865,487229,80653,216186,7951,5494
20-Dec-2020,9942794,29836,490184,83358,222442,7997,5640
21-Dec-2020,9930428,29807,493135,86141,228906,8042,5790
22-Dec-2020,9917764,29777,496084,89005,235586,8088,5946
23-Dec-2020,9904796,29746,499030,91950,242487,8133,6107
24-Dec-2020,9891515,29714,501972,94980,249617,8179,6273
25-Dec-2020,9877912,29681,504912,98094,256980,8225,6445
26-Dec-2020,9863981,29648,507848,101295,264585,8270,6622
27-Dec-2020,9849713,29614,510781,104584,272437,8315,6805
28-Dec-2020,9835100,29579,513710,107963,280543,8361,6994
29-Dec-2020,9820133,29543,516636,111432,288910,8406,7189
30-Dec-2020,9804804,29507,519558,114993,297546,8451,7391
31-Dec-2020,9789105,29469,522477,118647,306457,8496,7598
01-Jan-2021,9773027,29430,525392,122396,315650,8541,7813
02-Jan-2021,9756562,29391,528303,126240,325133,8587,8034
03-Jan-2021,9739702,29351,531210,130181,334913,8632,8262
04-Jan-2021,9722438,29309,534113,134220,344997,8676,8497
05-Jan-2021,9704762,29267,537011,138356,355393,8721,8739
06-Jan-2021,9686665,29223,539906,142592,366108,8766,8989
07-Jan-2021,9668140,29179,542796,146927,377150,8811,9247
08-Jan-2021,9649177,29133,545682,151363,388526,8856,9512
09-Jan-2021,9629770,29087,548563,155899,400245,8900,9785
10-Jan-2021,9609910,29039,551440,160536,412314,8945,10067
11-Jan-2021,9589589,28990,554311,165273,424740,8989,10356
12-Jan-2021,9568800,28940,557178,170112,437532,9033,10655
13-Jan-2021,9547535,28888,560040,175051,450696,9078,10962
14-Jan-2021,9525786,28836,562897,180090,464241,9122,11277
15-Jan-2021,9503548,28782,565748,185228,478174,9166,11602
16-Jan-2021,9480812,28727,568594,190466,492503,9210,11936
17-Jan-2021,9457573,28671,571435,195801,507235,9254,12280
18-Jan-2021,9433824,28614,574270,201233,522378,9298,12633
19-Jan-2021,9409559,28555,577099,206760,537939,9342,12996
20-Jan-2021,9384772,28494,579922,212381,553926,9385,13368
21-Jan-2021,9359458,28433,582739,218094,570344,9429,13751
22-Jan-2021,9333613,28370,585551,223897,587202,9473,14144
23-Jan-2021,9307232,28306,588355,229787,604506,9516,14548
24-Jan-2021,9280312,28240,591154,235761,622262,9559,14962
25-Jan-2021,9252847,28173,593945,241818,640477,9602,15386
26-Jan-2021,9224837,28104,596731,247954,659157,9646,15822
27-Jan-2021,9196277,28034,599509,254165,678308,9689,16269
28-Jan-2021,9167167,27962,602280,260447,697936,9731,16726
29-Jan-2021,9137504,27889,605044,266798,718045,9774,17195
30-Jan-2021,9107289,27814,607801,273212,738642,9817,17675
31-Jan-2021,9076520,27738,610550,279685,759730,9859,18167
01-Feb-2021,9045200,27660,613291,286212,781314,9902,18670
02-Feb-2021,9013328,27581,616025,292788,803398,9944,19185
03-Feb-2021,8980907,27500,618751,299408,825985,9986,19712
04-Feb-2021,8947939,27418,621469,306066,849078,10028,20250
05-Feb-2021,8914429,27334,624179,312756,872681,10070,20800
06-Feb-2021,8880380,27249,626880,319471,896795,10112,21363
07-Feb-2021,8845797,27161,629572,326206,921422,10154,21937
08-Feb-2021,8810685,27073,632256,332954,946563,10195,22523
09-Feb-2021,8775051,26983,634932,339706,972220,10237,23121
10-Feb-2021,8738903,26891,637598,346457,998391,10278,23732
11-Feb-2021,8702249,26797,640255,353198,1025077,10319,24354
12-Feb-2021,8665097,26702,642902,359923,1052277,10360,24988
13-Feb-2021,8627457,26606,645540,366622,1079989,10401,25634
14-Feb-2021,8589340,26508,648169,373288,1108210,10442,26292
15-Feb-2021,8550757,26408,650788,379913,1136939,10482,26962
16-Feb-2021,8511721,26307,653396,386488,1166171,10523,27643
17-Feb-2021,8472243,26205,655995,393004,1195903,10563,28337
18-Feb-2021,8432338,26101,658584,399454,1226129,10603,29041
19-Feb-2021,8392021,25995,661162,405827,1256844,10643,29758
20-Feb-2021,8351306,25888,663729,412116,1288042,10682,30485
21-Feb-2021,8310210,25780,666286,418310,1319717,10722,31224
22-Feb-2021,8268749,25670,668833,424403,1351860,10761,31973
23-Feb-2021,8226941,25559,671368,430384,1384463,10801,32733
24-Feb-2021,8184803,25447,673892,436245,1417519,10840,33504
25-Feb-2021,8142353,25333,676405,441977,1451017,10879,34285
26-Feb-2021,8099612,25218,678907,447572,1484946,10917,35076
27-Feb-2021,8056599,25102,681397,453021,1519297,10956,35877
28-Feb-2021,8013333,24985,683876,458315,1554059,10994,36687
01-Mar-2021,7969835,24867,686343,463447,1589218,11032,37507
02-Mar-2021,7926127,24747,688798,468409,1624762,11070,38336
03-Mar-2021,7882230,24627,691242,473191,1660677,11108,39173
04-Mar-2021,7838167,24506,693673,477788,1696950,11146,40019
05-Mar-2021,7793958,24383,696093,482192,1733566,11183,40873
06-Mar-2021,7749627,24260,698500,486396,1770511,11221,41734
07-Mar-2021,7705195,24136,700895,490394,1807768,11258,42603
08-Mar-2021,7660685,24011,703278,494179,1845323,11295,43478
09-Mar-2021,7616119,23885,705648,497747,1883158,11331,44361
10-Mar-2021,7571521,23759,708006,501090,1921256,11368,45249
11-Mar-2021,7526911,23632,710351,504206,1959602,11404,46143
12-Mar-2021,7482315,23505,712684,507087,1998176,11440,47042
13-Mar-2021,7437753,23377,715004,509732,2036961,11476,47947
14-Mar-2021,7393248,23249,717312,512136,2075938,11512,48855
15-Mar-2021,7348822,23120,719606,514295,2115089,11547,49768
16-Mar-2021,7304498,22991,721888,516208,2154396,11583,50685
17-Mar-2021,7260296,22862,724158,517873,2193839,11618,51604
18-Mar-2021,7216237,22733,726414,519286,2233399,11653,52527
19-Mar-2021,7172343,22603,728658,520449,2273058,11687,53452
20-Mar-2021,7128633,22474,730888,521358,2312796,11722,54378
21-Mar-2021,7085128,22344,733106,522016,2352593,11756,55306
22-Mar-2021,7041846,22214,735311,522421,2392432,11790,56235
23-Mar-2021,6998807,22085,737504,522574,2432291,11824,57164
24-Mar-2021,6956029,21956,739683,522477,2472153,11858,58094
25-Mar-2021,6913529,21827,741850,522132,2511998,11892,59023
26-Mar-2021,6871325,21698,744004,521540,2551806,11925,59951
27-Mar-2021,6829433,21570,746145,520705,2591561,11958,60878
28-Mar-2021,6787869,21442,748274,519629,2631242,11991,61803
29-Mar-2021,6746648,21314,750390,518315,2670832,12024,62726
30-Mar-2021,6705784,21188,752493,516768,2710314,12056,63647
31-Mar-2021,6665291,21061,754584,514992,2749668,12089,64564
01-Apr-2021,6625183,20935,756662,512991,2788879,12121,65478
02-Apr-2021,6585471,20810,758728,510770,2827928,12153,66389
03-Apr-2021,6546167,20686,760782,508335,2866800,12185,67295
04-Apr-2021,6507282,20563,762823,505690,2905478,12216,68197
05-Apr-2021,6468827,20440,764852,502843,2943946,12248,69094
06-Apr-2021,6430810,20318,766869,499798,2982190,12279,69986
07-Apr-2021,6393241,20197,768874,496562,3020193,12310,70872
08-Apr-2021,6356128,20077,770867,493141,3057943,12341,71752
09-Apr-2021,6319477,19958,772849,489542,3095426,12371,72626
10-Apr-2021,6283297,19840,774818,485772,3132627,12402,73493
11-Apr-2021,6247592,19723,776776,481838,3169534,12432,74354
12-Apr-2021,6212368,19608,778722,477746,3206135,12462,75207
13-Apr-2021,6177631,19493,780657,473504,3242418,12492,76053
14-Apr-2021,6143383,19380,782581,469120,3278373,12522,76891
15-Apr-2021,6109629,19267,784494,464599,3313987,12552,77722
16-Apr-2021,6076371,19156,786395,459951,3349252,12581,78544
17-Apr-2021,6043612,19046,788286,455181,3384157,12610,79358
18-Apr-2021,6011353,18938,790166,450297,3418694,12639,80163
19-Apr-2021,5979596,18830,792035,445306,3452854,12668,80960
20-Apr-2021,5948342,18724,793893,440215,3486630,12697,81747
21-Apr-2021,5917590,18620,795741,435033,3520014,12726,82525
22-Apr-2021,5887341,18517,797579,429765,3553000,12754,83295
23-Apr-2021,5857593,18415,799407,424418,3585580,12782,84054
24-Apr-2021,5828346,18314,801224,419001,3617750,12810,84804
25-Apr-2021,5799598,18215,803032,413518,3649504,12838,85545
26-Apr-2021,5771346,18117,804830,407978,3680837,12866,86275
27-Apr-2021,5743589,18021,806618,402386,3711746,12894,86996
28-Apr-2021,5716323,17926,808397,396748,3742227,12921,87707
29-Apr-2021,5689547,17832,810167,391072,3772276,12949,88407
30-Apr-2021,5663255,17740,811927,385363,3801891,12976,89098
01-May-2021,5637445,17649,813679,379627,3831069,13003,89778
02-May-2021,5612113,17560,815421,373869,3859808,13030,90448
03-May-2021,5587254,17472,817155,368096,3888108,13057,91108
04-May-2021,5562865,17385,818880,362312,3915967,13084,91757
05-May-2021,5538939,17300,820596,356523,3943384,13110,92397
06-May-2021,5515473,17216,822304,350733,3970360,13137,93026
07-May-2021,5492461,17134,824004,344949,3996895,13163,93644
08-May-2021,5469897,17053,825696,339173,4022988,13189,94253
