datetime,S,NQ,ND,I,Q,R,D
25-Jan-2021,10306769,32466,13265,46820,59407,304304,7457
26-Jan-2021,10302989,32554,13333,47366,58825,307877,7542
27-Jan-2021,10299173,32641,13402,47916,58311,311417,7627
28-Jan-2021,10295320,32727,13471,48471,57859,314928,7710
29-Jan-2021,10291430,32812,13541,49032,57466,318414,7793
30-Jan-2021,10287502,32895,13610,49597,57129,321877,7876
31-Jan-2021,10283537,32977,13680,50168,56845,325322,7958
01-Feb-2021,10279533,33057,13750,50744,56611,328751,8040
02-Feb-2021,10275491,33137,13819,51326,56425,332168,8121
03-Feb-2021,10271410,33215,13890,51912,56283,335574,8202
04-Feb-2021,10267290,33292,13960,52504,56184,338973,8284
05-Feb-2021,10263131,33367,14030,53101,56124,342368,8364
06-Feb-2021,10258932,33442,14101,53704,56103,345760,8445
07-Feb-2021,10254693,33515,14172,54312,56117,349152,8526
08-Feb-2021,10250414,33587,14243,54925,56166,352545,8607
09-Feb-2021,10246094,33658,14314,55543,56247,355943,8688
10-Feb-2021,10241734,33728,14385,56167,56358,359346,8769
11-Feb-2021,10237332,33797,14456,56796,56499,362758,8850
12-Feb-2021,10232888,33865,14528,57430,56667,366178,8932
13-Feb-2021,10228402,33931,14600,58069,56861,369609,9014
14-Feb-2021,10223875,33996,14671,58714,57081,373053,9096
15-Feb-2021,10219304,34061,14743,59365,57324,376511,9178
16-Feb-2021,10214691,34124,14815,60021,57590,379984,9261
17-Feb-2021,10210035,34186,14888,60682,57878,383475,9344
18-Feb-2021,10205336,34247,14960,61348,58186,386983,9428
19-Feb-2021,10200592,34307,15032,62020,58513,390510,9512
20-Feb-2021,10195805,34367,15105,62697,58860,394057,9597
21-Feb-2021,10190973,34425,15178,63379,59224,397627,9682
22-Feb-2021,10186097,34482,15251,64067,59605,401218,9767
23-Feb-2021,10181176,34538,15324,64760,60003,404833,9853
24-Feb-2021,10176209,34593,15397,65459,60416,408473,9940
25-Feb-2021,10171197,34647,15470,66162,60845,412138,10028
26-Feb-2021,10166140,34700,15543,66871,61287,415830,10115
27-Feb-2021,10161036,34752,15617,67586,61744,419549,10204
28-Feb-2021,10155885,34804,15690,68305,62214,423295,10293
01-Mar-2021,10150688,34854,15764,69030,62697,427071,10383
02-Mar-2021,10145444,34903,15837,69760,63192,430876,10474
03-Mar-2021,10140153,34952,15911,70496,63698,434711,10566
04-Mar-2021,10134814,35000,15985,71236,64216,438577,10658
05-Mar-2021,10129428,35046,16059,71982,64746,442475,10751
06-Mar-2021,10123993,35092,16133,72733,65285,446406,10844
07-Mar-2021,10118510,35137,16208,73489,65835,450369,10939
08-Mar-2021,10112979,35181,16282,74250,66395,454366,11034
09-Mar-2021,10107398,35225,16356,75016,66965,458397,11130
10-Mar-2021,10101769,35267,16431,75787,67544,462462,11227
11-Mar-2021,10096090,35309,16506,76564,68132,466563,11325
12-Mar-2021,10090361,35349,16580,77345,68728,470700,11423
13-Mar-2021,10084582,35389,16655,78131,69334,474873,11523
14-Mar-2021,10078754,35428,16730,78922,69947,479083,11623
15-Mar-2021,10072875,35467,16805,79718,70568,483330,11724
16-Mar-2021,10066945,35504,16880,80519,71197,487615,11827
17-Mar-2021,10060964,35541,16955,81325,71834,491938,11930
18-Mar-2021,10054933,35577,17030,82135,72478,496300,12034
19-Mar-2021,10048850,35612,17105,82950,73130,500701,12139
20-Mar-2021,10042715,35647,17181,83770,73788,505142,12244
21-Mar-2021,10036529,35680,17256,84594,74453,509623,12351
22-Mar-2021,10030291,35713,17332,85423,75125,514144,12459
23-Mar-2021,10024001,35745,17407,86256,75804,518706,12568
24-Mar-2021,10017658,35777,17483,87094,76489,523309,12677
25-Mar-2021,10011263,35808,17558,87936,77180,527954,12788
26-Mar-2021,10004815,35838,17634,88782,77877,532641,12900
27-Mar-2021,9998315,35867,17710,89633,78580,537370,13013
28-Mar-2021,9991761,35895,17786,90488,79289,542142,13126
29-Mar-2021,9985154,35923,17862,91347,80004,546956,13241
30-Mar-2021,9978493,35950,17938,92210,80724,551815,13357
31-Mar-2021,9971779,35977,18014,93077,81450,556716,13474
01-Apr-2021,9965012,36003,18090,93948,82181,561662,13592
02-Apr-2021,9958190,36028,18166,94822,82918,566653,13711
03-Apr-2021,9951314,36052,18242,95701,83659,571688,13831
04-Apr-2021,9944385,36076,18318,96583,84406,576768,13952
05-Apr-2021,9937401,36099,18395,97469,85157,581893,14074
06-Apr-2021,9930363,36122,18471,98358,85913,587064,14197
07-Apr-2021,9923270,36144,18547,99250,86674,592280,14321
08-Apr-2021,9916123,36165,18624,100146,87440,597543,14447
09-Apr-2021,9908921,36185,18700,101045,88210,602852,14573
10-Apr-2021,9901664,36205,18777,101947,88984,608208,14701
11-Apr-2021,9894353,36225,18853,102852,89763,613611,14830
12-Apr-2021,9886986,36243,18930,103760,90546,619061,14960
13-Apr-2021,9879565,36261,19007,104671,91333,624558,15091
14-Apr-2021,9872089,36279,19083,105585,92124,630104,15223
15-Apr-2021,9864557,36296,19160,106501,92919,635697,15356
16-Apr-2021,9856971,36312,19237,107420,93718,641338,15491
17-Apr-2021,9849330,36328,19314,108341,94521,647028,15626
18-Apr-2021,9841633,36343,19390,109264,95327,652766,15763
19-Apr-2021,9833881,36357,19467,110190,96137,658553,15901
20-Apr-2021,9826075,36371,19544,111117,96950,664390,16040
21-Apr-2021,9818213,36385,19621,112047,97766,670275,16181
22-Apr-2021,9810296,36397,19698,112978,98586,676210,16322
23-Apr-2021,9802324,36410,19775,113911,99408,682195,16465
24-Apr-2021,9794297,36421,19852,114845,100234,688229,16608
25-Apr-2021,9786215,36432,19929,115781,101063,694313,16753
26-Apr-2021,9778078,36443,20006,116718,101894,700448,16900
27-Apr-2021,9769886,36453,20083,117656,102728,706633,17047
28-Apr-2021,9761640,36463,20160,118595,103565,712868,17196
29-Apr-2021,9753339,36471,20237,119535,104404,719155,17346
30-Apr-2021,9744983,36480,20314,120476,105246,725491,17497
01-May-2021,9736573,36488,20392,121417,106089,731879,17649
02-May-2021,9728108,36495,20469,122359,106935,738318,17802
03-May-2021,9719590,36502,20546,123301,107783,744808,17957
04-May-2021,9711017,36508,20623,124243,108633,751350,18113
05-May-2021,9702390,36514,20700,125185,109485,757943,18270
06-May-2021,9693710,36519,20777,126127,110338,764587,18429
07-May-2021,9684976,36524,20855,127068,111193,771283,18588
08-May-2021,9676189,36529,20932,128009,112049,778031,18749
09-May-2021,9667349,36532,21009,128949,112906,784830,18911
10-May-2021,9658455,36536,21086,129889,113765,791682,19074
11-May-2021,9649509,36539,21164,130827,114625,798585,19239
12-May-2021,9640510,36541,21241,131764,115486,805540,19405
13-May-2021,9631459,36543,21318,132700,116347,812548,19572
