datetime,Sq,S,E1,E2,H,R,D,V
03-May-2021,509901,74420,2426319,74046,1121162,6223759,340881,53410338
04-May-2021,504739,73822,2414218,73428,1117176,6244960,342144,53152657
05-May-2021,499644,73231,2402143,72817,1113185,6266064,343403,52895508
06-May-2021,494617,72648,2390095,72212,1109189,6287070,344657,52638903
07-May-2021,489656,72071,2378074,71613,1105190,6307978,345906,52382802
08-May-2021,484761,71500,2366080,71020,1101188,6328788,347150,52127304
09-May-2021,479929,70937,2354114,70433,1097182,6349501,348390,51872299
10-May-2021,475162,70380,2342177,69852,1093174,6370117,349624,51617974
11-May-2021,470457,69830,2330270,69277,1089164,6390636,350854,51364166
12-May-2021,465814,69286,2318392,68707,1085151,6411059,352079,51110946
13-May-2021,461231,68748,2306544,68144,1081136,6431384,353299,50858354
14-May-2021,456709,68217,2294727,67586,1077120,6451614,354514,50606398
15-May-2021,452245,67692,2282942,67033,1073103,6471747,355725,50355038
16-May-2021,447840,67173,2271188,66486,1069085,6491785,356930,50104375
17-May-2021,443492,66660,2259467,65945,1065066,6511726,358131,49854284
18-May-2021,439201,66153,2247779,65408,1061047,6531573,359327,49604969
19-May-2021,434965,65651,2236123,64877,1057028,6551324,360518,49356241
20-May-2021,430784,65156,2224501,64352,1053010,6570979,361705,49108189
21-May-2021,426658,64666,2212914,63831,1048992,6590541,362886,48860843
22-May-2021,422584,64182,2201360,63316,1044974,6610007,364063,48614205
23-May-2021,418564,63703,2189842,62805,1040958,6629380,365235,48368241
24-May-2021,414595,63229,2178358,62300,1036943,6648658,366403,48123045
25-May-2021,410677,62762,2166910,61800,1032930,6667842,367565,47878484
26-May-2021,406810,62299,2155499,61304,1028919,6686933,368723,47634778
27-May-2021,402992,61842,2144123,60813,1024910,6705931,369876,47391712
28-May-2021,399223,61389,2132784,60327,1020903,6724836,371025,47149394
29-May-2021,395503,60942,2121482,59846,1016898,6743647,372168,46907843
30-May-2021,391830,60500,2110217,59369,1012897,6762367,373307,46667057
31-May-2021,388204,60063,2098989,58897,1008898,6780994,374441,46427005
01-Jun-2021,384624,59631,2087800,58430,1004903,6799529,375571,46187776
02-Jun-2021,381089,59204,2076648,57967,1000911,6817972,376696,45949236
03-Jun-2021,377600,58781,2065535,57508,996923,6836324,377816,45711608
04-Jun-2021,374155,58363,2054460,57054,992939,6854585,378931,45474662
05-Jun-2021,370753,57950,2043425,56604,988959,6872755,380042,45238521
06-Jun-2021,367395,57541,2032428,56158,984983,6890834,381148,45003193
07-Jun-2021,364079,57137,2021471,55717,981011,6908823,382249,44768674
08-Jun-2021,360804,56738,2010553,55279,977045,6926722,383346,44534935
09-Jun-2021,357571,56343,1999675,54846,973083,6944531,384438,44302062
10-Jun-2021,354379,55952,1988837,54417,969126,6962251,385526,44069917
11-Jun-2021,351226,55565,1978039,53992,965174,6979881,386608,43838729
12-Jun-2021,348114,55183,1967282,53571,961228,6997423,387687,43608252
13-Jun-2021,345040,54805,1956565,53154,957287,7014876,388760,43378626
14-Jun-2021,342004,54431,1945889,52741,953353,7032241,389829,43149846
15-Jun-2021,339006,54061,1935254,52331,949424,7049517,390894,42921906
16-Jun-2021,336046,53695,1924659,51925,945501,7066707,391954,42694782
17-Jun-2021,333122,53334,1914106,51524,941584,7083808,393009,42468553
18-Jun-2021,330235,52976,1903595,51125,937673,7100823,394060,42243084
19-Jun-2021,327384,52622,1893125,50731,933770,7117751,395106,42018602
20-Jun-2021,324568,52272,1882696,50340,929872,7134592,396147,41794852
