datetime,Sq,S,E1,E2,H,R,D,V
09-Apr-2020,8601538,2167898,658,166,137,85,5,15040
10-Apr-2020,8608278,2161099,694,174,145,91,5,15860
11-Apr-2020,8614195,2155120,732,183,154,97,5,16721
12-Apr-2020,8619388,2149863,772,192,163,104,6,17625
13-Apr-2020,8623944,2145238,815,201,172,111,6,18575
14-Apr-2020,8627941,2141170,859,211,182,118,6,19574
15-Apr-2020,8631446,2137590,905,221,192,126,7,20624
16-Apr-2020,8634518,2134438,954,232,203,134,7,21727
17-Apr-2020,8637210,2131663,1006,244,214,143,8,22887
18-Apr-2020,8639567,2129219,1060,256,226,152,8,24108
19-Apr-2020,8641629,2127065,1117,269,238,161,9,25391
20-Apr-2020,8643432,2125166,1176,282,251,171,9,26741
21-Apr-2020,8645006,2123490,1239,296,264,182,10,28161
22-Apr-2020,8646379,2122009,1306,311,279,193,10,29654
23-Apr-2020,8647575,2120701,1375,327,294,205,11,31226
24-Apr-2020,8648615,2119543,1448,343,309,217,11,32879
25-Apr-2020,8649516,2118517,1526,361,326,230,12,34619
26-Apr-2020,8650296,2117606,1607,379,343,244,13,36449
27-Apr-2020,8650968,2116796,1692,398,361,258,14,38375
28-Apr-2020,8651545,2116074,1782,418,380,273,14,40402
29-Apr-2020,8652037,2115429,1876,440,400,289,15,42535
30-Apr-2020,8652454,2114851,1976,462,421,306,16,44780
01-May-2020,8652805,2114331,2081,486,444,324,17,47143
02-May-2020,8653096,2113862,2191,511,467,342,18,49629
03-May-2020,8653334,2113437,2307,537,492,362,19,52246
04-May-2020,8653524,2113049,2429,565,517,383,20,55000
05-May-2020,8653671,2112694,2557,594,544,404,21,57898
06-May-2020,8653780,2112367,2693,625,573,427,22,60949
07-May-2020,8653854,2112063,2835,658,603,451,24,64160
08-May-2020,8653896,2111779,2985,692,634,477,25,67540
09-May-2020,8653908,2111512,3142,728,668,503,26,71097
10-May-2020,8653894,2111259,3308,765,702,531,28,74841
11-May-2020,8653854,2111016,3483,805,739,561,29,78781
12-May-2020,8653791,2110782,3667,847,778,592,31,82929
13-May-2020,8653706,2110555,3860,891,818,624,32,87294
14-May-2020,8653600,2110332,4064,938,861,659,34,91889
15-May-2020,8653473,2110112,4278,986,906,695,36,96724
16-May-2020,8653328,2109893,4504,1038,953,733,38,101814
17-May-2020,8653164,2109674,4741,1092,1003,773,40,107172
18-May-2020,8652981,2109453,4991,1149,1055,816,42,112810
19-May-2020,8652780,2109229,5254,1209,1111,860,45,118745
20-May-2020,8652561,2109001,5531,1272,1169,907,47,124991
21-May-2020,8652323,2108768,5822,1339,1230,956,49,131564
22-May-2020,8652067,2108528,6129,1409,1294,1008,52,138483
23-May-2020,8651793,2108281,6451,1483,1361,1062,55,145765
24-May-2020,8651500,2108026,6791,1560,1432,1120,58,153429
25-May-2020,8651188,2107761,7148,1642,1507,1180,61,161494
26-May-2020,8650855,2107485,7525,1728,1586,1244,64,169983
27-May-2020,8650502,2107199,7920,1818,1669,1311,68,178917
28-May-2020,8650128,2106900,8337,1913,1756,1381,71,188318
29-May-2020,8649732,2106588,8775,2014,1848,1456,75,198212
30-May-2020,8649313,2106261,9237,2119,1944,1534,79,208624
31-May-2020,8648870,2105919,9722,2230,2046,1616,83,219581
01-Jun-2020,8648403,2105561,10233,2347,2153,1702,88,231111
02-Jun-2020,8647909,2105186,10771,2469,2266,1793,92,243245
03-Jun-2020,8647388,2104793,11337,2599,2384,1889,97,256013
04-Jun-2020,8646839,2104380,11932,2735,2509,1990,102,269448
05-Jun-2020,8646261,2103946,12559,2878,2640,2096,108,283585
06-Jun-2020,8645651,2103491,13218,3028,2778,2208,113,298460
07-Jun-2020,8645009,2103012,13912,3187,2923,2325,120,314111
08-Jun-2020,8644332,2102510,14642,3353,3076,2449,126,330578
09-Jun-2020,8643619,2101982,15409,3528,3237,2579,132,347904
10-Jun-2020,8642869,2101427,16217,3713,3406,2716,139,366132
11-Jun-2020,8642079,2100843,17067,3907,3584,2860,147,385309
12-Jun-2020,8641247,2100230,17961,4111,3771,3012,155,405484
13-Jun-2020,8640372,2099585,18902,4325,3969,3171,163,426707
14-Jun-2020,8639451,2098907,19891,4551,4176,3339,171,449033
15-Jun-2020,8638481,2098195,20932,4788,4394,3516,180,472518
16-Jun-2020,8637461,2097446,22027,5038,4624,3702,190,497220
17-Jun-2020,8636387,2096658,23178,5300,4865,3898,200,523202
18-Jun-2020,8635258,2095830,24390,5576,5120,4104,210,550528
19-Jun-2020,8634069,2094959,25664,5866,5387,4320,221,579268
20-Jun-2020,8632819,2094044,27003,6171,5668,4548,233,609493
21-Jun-2020,8631503,2093082,28412,6492,5964,4788,245,641277
22-Jun-2020,8630119,2092071,29893,6829,6275,5041,258,674699
23-Jun-2020,8628664,2091008,31451,7183,6603,5306,272,709842
24-Jun-2020,8627133,2089891,33089,7556,6947,5586,286,746791
25-Jun-2020,8625523,2088716,34811,7947,7309,5880,301,785637
26-Jun-2020,8623829,2087482,36621,8358,7690,6189,317,826475
27-Jun-2020,8622048,2086186,38524,8791,8091,6514,333,869404
28-Jun-2020,8620175,2084823,40525,9245,8512,6856,351,914526
29-Jun-2020,8618206,2083392,42627,9722,8955,7216,369,961952
30-Jun-2020,8616135,2081888,44837,10223,9421,7594,388,1011793
01-Jul-2020,8613959,2080309,47159,10749,9911,7993,409,1064168
02-Jul-2020,8611670,2078650,49599,11301,10426,8411,430,1119201
03-Jul-2020,8609264,2076907,52163,11882,10967,8852,453,1177022
04-Jul-2020,8606735,2075078,54856,12491,11536,9315,476,1237764
05-Jul-2020,8604077,2073157,57685,13130,12134,9802,501,1301570
06-Jul-2020,8601284,2071141,60657,13802,12763,10314,527,1368584
07-Jul-2020,8598348,2069025,63778,14506,13424,10852,555,1438965
08-Jul-2020,8595263,2066804,67055,15245,14118,11418,584,1512864
09-Jul-2020,8592022,2064473,70496,16020,14848,12013,614,1590454
10-Jul-2020,8588617,2062028,74109,16834,15614,12639,646,1671905
11-Jul-2020,8585040,2059463,77901,17687,16420,13297,679,1757398
12-Jul-2020,8581283,2056774,81881,18581,17266,13988,715,1847119
13-Jul-2020,8577338,2053953,86057,19518,18155,14715,752,1941265
14-Jul-2020,8573195,2050997,90438,20501,19088,15478,791,2040031
15-Jul-2020,8568844,2047898,95035,21530,20068,16280,832,2143639
16-Jul-2020,8564277,2044650,99855,22608,21097,17123,875,2252290
17-Jul-2020,8559484,2041248,104910,23738,22178,18009,920,2366219
18-Jul-2020,8554452,2037685,110210,24920,23312,18940,967,2485656
19-Jul-2020,8549173,2033954,115766,26158,24502,19917,1017,2610840
20-Jul-2020,8543633,2030048,121588,27453,25751,20943,1070,2742020
21-Jul-2020,8537823,2025960,127688,28808,27062,22022,1125,2879454
22-Jul-2020,8531728,2021683,134077,30225,28437,23154,1182,3023398
23-Jul-2020,8525337,2017210,140769,31707,29879,24342,1243,3174138
24-Jul-2020,8518636,2012533,147775,33255,31391,25590,1307,3331934
25-Jul-2020,8511613,2007644,155108,34872,32977,26900,1374,3497086
26-Jul-2020,8504252,2002535,162781,36562,34639,28274,1444,3669883
27-Jul-2020,8496539,1997200,170809,38325,36381,29716,1517,3850623
28-Jul-2020,8488460,1991628,179203,40165,38206,31230,1594,4039617
29-Jul-2020,8479999,1985813,187979,42084,40118,32817,1675,4237177
30-Jul-2020,8471140,1979747,197152,44085,42121,34482,1760,4443616
31-Jul-2020,8461867,1973421,206734,46170,44218,36228,1850,4659271
01-Aug-2020,8452162,1966826,216742,48342,46413,38058,1943,4884455
02-Aug-2020,8442010,1959956,227190,50604,48710,39977,2041,5119510
03-Aug-2020,8431393,1952801,238093,52956,51113,41988,2144,5364767
04-Aug-2020,8420291,1945354,249466,55403,53627,44095,2251,5620564
05-Aug-2020,8408688,1937606,261326,57946,56255,46302,2364,5887243
06-Aug-2020,8396565,1929551,273686,60587,59003,48614,2482,6165139
07-Aug-2020,8383902,1921180,286563,63329,61873,51034,2605,6454593
08-Aug-2020,8370680,1912486,299972,66174,64872,53568,2735,6755943
09-Aug-2020,8356880,1903463,313928,69123,68003,56220,2870,7069520
10-Aug-2020,8342482,1894103,328446,72178,71271,58995,3012,7395653
11-Aug-2020,8327467,1884400,343540,75341,74682,61897,3160,7734659
12-Aug-2020,8311814,1874350,359226,78613,78239,64932,3315,8086858
13-Aug-2020,8295502,1863945,375516,81994,81947,68104,3477,8452559
14-Aug-2020,8278513,1853182,392426,85487,85812,71420,3647,8832045
15-Aug-2020,8260826,1842057,409967,89092,89837,74884,3824,9225612
16-Aug-2020,8242421,1830566,428153,92809,94029,78502,4008,9633509
17-Aug-2020,8223279,1818706,446994,96637,98391,82279,4201,10056010
18-Aug-2020,8203379,1806475,466502,100578,102928,86222,4403,10493324
19-Aug-2020,8182703,1793873,486688,104630,107645,90335,4613,10945666
20-Aug-2020,8161233,1780899,507559,108792,112547,94624,4832,11413235
21-Aug-2020,8138949,1767554,529125,113063,117639,99097,5061,11896194
22-Aug-2020,8115834,1753840,551391,117441,122923,103757,5299,12394671
23-Aug-2020,8091872,1739760,574365,121925,128406,108612,5547,12908799
24-Aug-2020,8067046,1725316,598050,126511,134091,113668,5806,13438623
25-Aug-2020,8041340,1710514,622450,131197,139981,118930,6075,13984251
26-Aug-2020,8014741,1695361,647566,135979,146081,124404,6355,14545635
27-Aug-2020,7987234,1679863,673398,140853,152394,130097,6646,15122789
28-Aug-2020,7958808,1664028,699946,145816,158924,136015,6949,15715664
29-Aug-2020,7929452,1647867,727205,150862,165673,142164,7264,16324164
30-Aug-2020,7899156,1631388,755172,155986,172645,148549,7591,16948153
31-Aug-2020,7867911,1614605,783840,161183,179841,155178,7930,17587492
01-Sep-2020,7835710,1597529,813200,166447,187264,162054,8282,18241921
02-Sep-2020,7802549,1580175,843244,171770,194915,169185,8647,18911293
03-Sep-2020,7768424,1562558,873960,177147,202797,176577,9026,19595206
04-Sep-2020,7733331,1544692,905333,182570,210909,184233,9418,20293410
05-Sep-2020,7697272,1526594,937350,188032,219253,192161,9825,21005532
06-Sep-2020,7660247,1508283,969994,193524,227829,200365,10245,21731170
07-Sep-2020,7622259,1489776,1003246,199039,236636,208851,10680,22469878
08-Sep-2020,7583314,1471092,1037086,204569,245674,217623,11130,23221219
09-Sep-2020,7543417,1452250,1071492,210104,254943,226687,11595,23984618
10-Sep-2020,7502579,1433270,1106443,215636,264439,236046,12075,24759665
11-Sep-2020,7460809,1414172,1141912,221156,274162,245706,12571,25545631
12-Sep-2020,7418120,1394976,1177875,226656,284108,255670,13082,26342028
13-Sep-2020,7374525,1375704,1214305,232126,294276,265942,13609,27148210
14-Sep-2020,7330041,1356376,1251174,237558,304661,276526,14153,27963524
15-Sep-2020,7284684,1337011,1288452,242942,315259,287426,14713,28787305
16-Sep-2020,7238476,1317632,1326110,248269,326068,298644,15289,29618896
17-Sep-2020,7191435,1298256,1364117,253532,337081,310184,15882,30457527
18-Sep-2020,7143584,1278906,1402442,258722,348294,322048,16492,31302630
19-Sep-2020,7094948,1259598,1441053,263830,359701,334238,17119,32153296
20-Sep-2020,7045551,1240353,1479917,268848,371296,346758,17763,33008932
21-Sep-2020,6995420,1221189,1519004,273770,383073,359607,18424,33868763
22-Sep-2020,6944582,1202121,1558279,278587,395025,372789,19103,34732052
23-Sep-2020,6893066,1183169,1597710,283293,407146,386304,19799,35598076
24-Sep-2020,6840901,1164346,1637265,287881,419429,400153,20512,36466125
25-Sep-2020,6788118,1145668,1676912,292345,431864,414336,21243,37335414
26-Sep-2020,6734748,1127149,1716617,296680,444446,428856,21991,38205368
27-Sep-2020,6680822,1108802,1756350,300879,457165,443711,22757,39075100
28-Sep-2020,6626373,1090640,1796079,304939,470014,458901,23541,39944058
29-Sep-2020,6571434,1072673,1835774,308855,482984,474426,24342,40811514
30-Sep-2020,6516036,1054912,1875404,312623,496066,490285,25161,41676809
01-Oct-2020,6460214,1037366,1914941,316239,509252,506479,25997,42539320
02-Oct-2020,6404000,1020043,1954355,319702,522533,523004,26850,43398423
03-Oct-2020,6347428,1002951,1993619,323008,535899,539860,27722,44253474
04-Oct-2020,6290531,986096,2032705,326155,549343,557046,28610,45104002
05-Oct-2020,6233341,969485,2071589,329142,562855,574560,29516,45949295
06-Oct-2020,6175891,953121,2110244,331967,576426,592399,30439,46788927
07-Oct-2020,6118213,937009,2148647,334631,590047,610562,31379,47622328
08-Oct-2020,6060339,921152,2186774,337132,603708,629045,32336,48449015
09-Oct-2020,6002300,905553,2224603,339471,617402,647847,33310,49268541
10-Oct-2020,5944127,890213,2262113,341649,631120,666965,34301,50080438
11-Oct-2020,5885849,875133,2299284,343665,644851,686396,35308,50884273
12-Oct-2020,5827497,860315,2336096,345522,658589,706136,36332,51679709
13-Oct-2020,5769099,845758,2372532,347220,672325,726182,37372,52466278
14-Oct-2020,5710682,831461,2408573,348761,686049,746531,38429,53243690
15-Oct-2020,5652274,817424,2444205,350148,699754,767180,39501,54011563
16-Oct-2020,5593902,803645,2479410,351382,713433,788125,40590,54769610
17-Oct-2020,5535591,790123,2514176,352466,727076,809361,41694,55517561
18-Oct-2020,5477365,776854,2548488,353403,740677,830886,42813,56255108
19-Oct-2020,5419248,763838,2582334,354195,754228,852695,43948,56982026
20-Oct-2020,5361264,751070,2615703,354846,767722,874784,45098,57698092
21-Oct-2020,5303434,738549,2648582,355358,781152,897150,46262,58403080
22-Oct-2020,5245779,726270,2680963,355735,794510,919786,47442,59096799
23-Oct-2020,5188321,714231,2712837,355981,807791,942691,48636,59779041
24-Oct-2020,5131078,702427,2744194,356097,820988,965858,49844,60449685
25-Oct-2020,5074070,690856,2775027,356089,834095,989284,51067,61108607
26-Oct-2020,5017313,679512,2805329,355960,847106,1012964,52303,61755624
27-Oct-2020,4960825,668393,2835094,355713,860015,1036894,53553,62390685
28-Oct-2020,4904621,657495,2864316,355353,872817,1061069,54816,63013639
29-Oct-2020,4848718,646813,2892990,354882,885507,1085485,56092,63624476
30-Oct-2020,4793130,636343,2921112,354304,898080,1110136,57382,64223051
31-Oct-2020,4737869,626082,2948679,353624,910531,1135018,58684,64809299
01-Nov-2020,4682951,616025,2975687,352844,922855,1160127,59998,65383225
02-Nov-2020,4628385,606167,3002133,351970,935048,1185458,61325,65944804
03-Nov-2020,4574185,596506,3028016,351003,947107,1211006,62664,66493948
04-Nov-2020,4520360,587037,3053333,349949,959027,1236766,64015,67030735
05-Nov-2020,4466921,577756,3078084,348809,970805,1262734,65378,67555048
06-Nov-2020,4413877,568658,3102268,347589,982438,1288905,66751,68067054
07-Nov-2020,4361238,559741,3125885,346292,993922,1315274,68136,68566610
08-Nov-2020,4309010,550999,3148936,344920,1005254,1341836,69532,69053775
09-Nov-2020,4257202,542430,3171419,343478,1016431,1368587,70938,69528628
10-Nov-2020,4205821,534030,3193338,341969,1027452,1395523,72355,69991213
11-Nov-2020,4154873,525794,3214692,340395,1038313,1422637,73782,70441503
12-Nov-2020,4104364,517719,3235484,338761,1049012,1449927,75219,70879669
13-Nov-2020,4054300,509802,3255716,337068,1059548,1477387,76666,71305603
14-Nov-2020,4004684,502039,3275390,335322,1069919,1505012,78122,71719612
15-Nov-2020,3955522,494426,3294508,333523,1080122,1532798,79588,72121523
16-Nov-2020,3906818,486961,3313073,331676,1090157,1560740,81062,72511498
17-Nov-2020,3858575,479640,3331089,329782,1100021,1588835,82545,72889658
18-Nov-2020,3810795,472459,3348558,327846,1109715,1617076,84037,73256084
19-Nov-2020,3763483,465416,3365485,325869,1119237,1645461,85538,73610795
20-Nov-2020,3716639,458507,3381873,323853,1128585,1673984,87046,73954019
21-Nov-2020,3670266,451729,3397726,321803,1137760,1702641,88563,74285643
22-Nov-2020,3624366,445080,3413048,319719,1146761,1731427,90087,74606084
23-Nov-2020,3578939,438556,3427844,317604,1155587,1760339,91618,74915116
24-Nov-2020,3533987,432155,3442117,315461,1164237,1789372,93157,75212992
25-Nov-2020,3489509,425874,3455874,313292,1172713,1818522,94703,75499846
26-Nov-2020,3445507,419710,3469118,311099,1181013,1847784,96256,75775779
27-Nov-2020,3401981,413661,3481854,308884,1189137,1877155,97815,76040842
28-Nov-2020,3358929,407723,3494088,306648,1197087,1906630,99381,76295291
29-Nov-2020,3316352,401896,3505825,304395,1204861,1936206,100953,76539010
30-Nov-2020,3274248,396175,3517069,302125,1212460,1965877,102532,76772487
01-Dec-2020,3232617,390560,3527827,299840,1219885,1995641,104116,76995442
02-Dec-2020,3191458,385046,3538104,297543,1227137,2025494,105705,77208206
03-Dec-2020,3150769,379633,3547905,295235,1234215,2055430,107300,77410902
04-Dec-2020,3110549,374318,3557236,292916,1241120,2085448,108901,77603642
05-Dec-2020,3070795,369099,3566102,290590,1247854,2115542,110506,77786498
06-Dec-2020,3031506,363973,3574509,288257,1254416,2145709,112116,77959736
07-Dec-2020,2992679,358939,3582464,285919,1260809,2175945,113731,78123236
08-Dec-2020,2954313,353995,3589972,283577,1267032,2206248,115351,78277533
09-Dec-2020,2916405,349138,3597038,281232,1273087,2236612,116974,78422291
10-Dec-2020,2878952,344368,3603669,278886,1278975,2267035,118602,78557905
11-Dec-2020,2841952,339681,3609870,276539,1284697,2297513,120234,78684479
12-Dec-2020,2805402,335077,3615648,274193,1290255,2328042,121870,78802127
13-Dec-2020,2769299,330553,3621008,271849,1295648,2358620,123509,78910933
14-Dec-2020,2733640,326108,3625957,269508,1300880,2389243,125151,79011161
15-Dec-2020,2698422,321740,3630500,267170,1305950,2419907,126797,79102688
16-Dec-2020,2663641,317448,3634643,264838,1310861,2450610,128446,79186074
17-Dec-2020,2629295,313229,3638393,262511,1315614,2481347,130098,79260937
18-Dec-2020,2595379,309083,3641755,260190,1320210,2512117,131753,79327718
19-Dec-2020,2561891,305008,3644735,257876,1324651,2542916,133410,79386498
20-Dec-2020,2528827,301002,3647340,255571,1328937,2573740,135070,79437386
21-Dec-2020,2496184,297064,3649575,253274,1333072,2604587,136732,79480476
22-Dec-2020,2463957,293192,3651446,250986,1337056,2635454,138396,79516018
23-Dec-2020,2432144,289386,3652959,248708,1340891,2666338,140062,79543892
24-Dec-2020,2400740,285644,3654120,246441,1344578,2697235,141730,79564659
25-Dec-2020,2369741,281964,3654934,244185,1348119,2728144,143399,79577911
26-Dec-2020,2339144,278345,3655409,241941,1351516,2759062,145071,79584113
27-Dec-2020,2308946,274786,3655548,239708,1354770,2789985,146743,79583322
28-Dec-2020,2279141,271287,3655359,237488,1357883,2820911,148417,79575641
29-Dec-2020,2249727,267844,3654847,235282,1360857,2851838,150092,79561170
30-Dec-2020,2220699,264459,3654018,233088,1363693,2882763,151768,79540140
31-Dec-2020,2192053,261129,3652876,230908,1366393,2913683,153445,79512434
01-Jan-2021,2163786,257853,3651429,228743,1368959,2944595,155122,79478599
02-Jan-2021,2135893,254630,3649681,226592,1371393,2975498,156801,79438220
03-Jan-2021,2108370,251459,3647638,224456,1373695,3006389,158479,79391766
04-Jan-2021,2081215,248340,3645306,222334,1375869,3037266,160158,79339271
05-Jan-2021,2054421,245270,3642689,220228,1377915,3068126,161837,79280832
06-Jan-2021,2027987,242250,3639794,218138,1379835,3098967,163517,79216553
07-Jan-2021,2001906,239278,3636626,216063,1381631,3129786,165196,79146639
08-Jan-2021,1976177,236354,3633189,214005,1383305,3160583,166875,79070984
09-Jan-2021,1950794,233475,3629490,211962,1384858,3191353,168554,78990105
10-Jan-2021,1925754,230642,3625533,209936,1386293,3222096,170233,78903595
11-Jan-2021,1901052,227854,3621323,207926,1387610,3252810,171911,78811912
12-Jan-2021,1876685,225110,3616866,205933,1388812,3283491,173589,78715073
13-Jan-2021,1852649,222408,3612167,203957,1389900,3314139,175266,78613165
14-Jan-2021,1828940,219749,3607231,201997,1390876,3344752,176942,78506296
15-Jan-2021,1805554,217131,3602062,200055,1391742,3375326,178617,78394641
16-Jan-2021,1782486,214554,3596666,198129,1392499,3405862,180291,78278110
17-Jan-2021,1759735,212016,3591047,196220,1393149,3436356,181964,78157180
18-Jan-2021,1737294,209518,3585209,194329,1393694,3466807,183636,78031463
19-Jan-2021,1715161,207058,3579159,192454,1394135,3497213,185307,77901397
20-Jan-2021,1693332,204635,3572900,190597,1394473,3527573,186977,77766982
21-Jan-2021,1671803,202250,3566437,188756,1394712,3557884,188645,77628298
22-Jan-2021,1650570,199901,3559775,186933,1394851,3588146,190311,77485451
23-Jan-2021,1629630,197587,3552918,185127,1394894,3618357,191976,77338593
24-Jan-2021,1608978,195308,3545870,183338,1394840,3648514,193639,77187645
25-Jan-2021,1588611,193064,3538636,181567,1394693,3678617,195300,77033040
26-Jan-2021,1568526,190853,3531220,179812,1394453,3708664,196959,76874422
27-Jan-2021,1548719,188676,3523626,178074,1394122,3738653,198617,76712195
28-Jan-2021,1529186,186531,3515859,176354,1393701,3768584,200272,76546347
29-Jan-2021,1509924,184418,3507923,174650,1393193,3798454,201925,76376952
30-Jan-2021,1490929,182336,3499821,172963,1392599,3828263,203576,76204116
31-Jan-2021,1472198,180286,3491558,171293,1391919,3858008,205225,76027961
01-Feb-2021,1453726,178265,3483138,169640,1391157,3887690,206871,75848428
02-Feb-2021,1435512,176274,3474565,168003,1390312,3917305,208515,75665899
03-Feb-2021,1417551,174313,3465843,166383,1389387,3946854,210156,75480054
04-Feb-2021,1399840,172380,3456974,164780,1388383,3976335,211795,75291261
05-Feb-2021,1382375,170475,3447964,163193,1387302,4005747,213431,75099498
06-Feb-2021,1365154,168598,3438816,161622,1386144,4035088,215065,74904834
07-Feb-2021,1348173,166748,3429533,160068,1384912,4064358,216695,74707374
08-Feb-2021,1331429,164925,3420120,158529,1383606,4093555,218323,74507210
09-Feb-2021,1314918,163128,3410579,157007,1382228,4122678,219948,74304304
10-Feb-2021,1298638,161358,3400914,155500,1380780,4151727,221570,74098983
11-Feb-2021,1282585,159612,3391128,154010,1379262,4180701,223189,73890975
12-Feb-2021,1266756,157892,3381226,152535,1377676,4209597,224805,73680601
13-Feb-2021,1251149,156196,3371209,151075,1376024,4238416,226418,73467835
14-Feb-2021,1235759,154524,3361082,149631,1374306,4267156,228028,73252742
15-Feb-2021,1220585,152876,3350848,148202,1372525,4295817,229634,73035421
16-Feb-2021,1205623,151251,3340510,146789,1370680,4324398,231237,72815941
17-Feb-2021,1190869,149649,3330071,145390,1368774,4352897,232837,72594283
18-Feb-2021,1176322,148070,3319533,144007,1366807,4381314,234433,72370720
19-Feb-2021,1161979,146513,3308901,142638,1364781,4409648,236026,72145029
20-Feb-2021,1147836,144978,3298177,141284,1362698,4437899,237616,71917481
21-Feb-2021,1133890,143464,3287364,139945,1360557,4466065,239202,71688049
22-Feb-2021,1120140,141971,3276464,138620,1358361,4494147,240784,71456797
23-Feb-2021,1106582,140499,3265481,137309,1356111,4522142,242363,71223816
24-Feb-2021,1093213,139047,3254418,136012,1353807,4550051,243938,70989155
25-Feb-2021,1080032,137616,3243277,134730,1351451,4577872,245509,70752812
26-Feb-2021,1067034,136204,3232061,133461,1349044,4605606,247077,70515008
27-Feb-2021,1054218,134811,3220772,132206,1346587,4633251,248640,70275568
28-Feb-2021,1041582,133438,3209413,130965,1344082,4660807,250200,70034716
01-Mar-2021,1029121,132084,3197987,129737,1341528,4688273,251756,69792423
02-Mar-2021,1016835,130747,3186496,128523,1338927,4715649,253309,69548756
03-Mar-2021,1004720,129430,3174943,127322,1336281,4742935,254857,69303795
04-Mar-2021,992774,128130,3163330,126133,1333590,4770129,256401,69057570
05-Mar-2021,980995,126847,3151659,124958,1330855,4797231,257941,68810098
06-Mar-2021,969381,125582,3139933,123796,1328078,4824240,259477,68561547
07-Mar-2021,957928,124334,3128153,122646,1325259,4851157,261009,68311795
08-Mar-2021,946634,123103,3116324,121509,1322399,4877981,262537,68061013
09-Mar-2021,935499,121888,3104445,120384,1319499,4904711,264061,67809178
10-Mar-2021,924518,120690,3092520,119272,1316560,4931346,265581,67556355
11-Mar-2021,913690,119507,3080551,118171,1313584,4957887,267096,67302616
12-Mar-2021,903012,118341,3068540,117083,1310570,4984334,268607,67047973
13-Mar-2021,892483,117190,3056489,116007,1307520,5010684,270114,66792462
14-Mar-2021,882101,116054,3044400,114942,1304435,5036940,271616,66536199
15-Mar-2021,871862,114933,3032275,113889,1301315,5063099,273115,66279115
16-Mar-2021,861766,113826,3020115,112847,1298161,5089162,274609,66021331
17-Mar-2021,851810,112735,3007924,111817,1294975,5115128,276098,65762827
18-Mar-2021,841992,111658,2995702,110798,1291757,5140997,277583,65503669
19-Mar-2021,832310,110594,2983451,109790,1288508,5166769,279064,65243922
20-Mar-2021,822762,109545,2971174,108793,1285229,5192444,280540,64983581
21-Mar-2021,813346,108510,2958871,107807,1281920,5218021,282012,64722699
22-Mar-2021,804061,107487,2946546,106831,1278583,5243500,283480,64461346
23-Mar-2021,794903,106479,2934199,105867,1275217,5268880,284942,64199500
24-Mar-2021,785873,105483,2921832,104912,1271824,5294163,286401,63937235
25-Mar-2021,776966,104500,2909446,103968,1268405,5319346,287855,63674537
26-Mar-2021,768183,103530,2897045,103034,1264960,5344431,289304,63411474
27-Mar-2021,759521,102572,2884627,102111,1261491,5369417,290748,63148100
28-Mar-2021,750978,101626,2872197,101197,1257996,5394304,292189,62884398
29-Mar-2021,742552,100693,2859754,100293,1254479,5419092,293624,62620436
30-Mar-2021,734243,99771,2847301,99399,1250938,5443780,295055,62356240
31-Mar-2021,726047,98862,2834839,98515,1247375,5468369,296481,62091836
01-Apr-2021,717964,97963,2822368,97640,1243791,5492858,297903,61827250
02-Apr-2021,709992,97077,2809892,96775,1240185,5517247,299320,61562477
03-Apr-2021,702129,96201,2797411,95918,1236560,5541537,300732,61297585
04-Apr-2021,694373,95337,2784925,95071,1232914,5565726,302139,61032619
05-Apr-2021,686724,94483,2772438,94234,1229250,5589816,303542,60767552
06-Apr-2021,679179,93640,2759949,93405,1225567,5613806,304940,60502464
07-Apr-2021,671738,92808,2747461,92585,1221867,5637695,306334,60237344
08-Apr-2021,664397,91986,2734974,91773,1218149,5661485,307722,59972259
09-Apr-2021,657157,91174,2722489,90971,1214415,5685174,309106,59707190
10-Apr-2021,650015,90373,2710009,90176,1210665,5708763,310486,59442145
11-Apr-2021,642971,89581,2697533,89391,1206899,5732252,311860,59177189
12-Apr-2021,636022,88800,2685063,88613,1203118,5755641,313230,58912359
13-Apr-2021,629167,88027,2672600,87844,1199323,5778930,314594,58647621
14-Apr-2021,622406,87265,2660146,87083,1195514,5802119,315955,58383064
15-Apr-2021,615736,86512,2647700,86330,1191692,5825207,317310,58118643
16-Apr-2021,609156,85768,2635265,85585,1187857,5848196,318660,57854464
17-Apr-2021,602665,85033,2622841,84848,1184009,5871084,320006,57590467
18-Apr-2021,596261,84308,2610429,84119,1180150,5893872,321347,57326672
19-Apr-2021,589944,83591,2598031,83397,1176280,5916561,322683,57063142
20-Apr-2021,583713,82883,2585646,82683,1172398,5939150,324014,56799904
21-Apr-2021,577565,82183,2573277,81976,1168507,5961638,325341,56536922
22-Apr-2021,571499,81492,2560923,81277,1164605,5984028,326662,56274288
23-Apr-2021,565515,80810,2548587,80585,1160694,6006317,327979,56011933
24-Apr-2021,559611,80136,2536267,79900,1156774,6028507,329291,55749994
25-Apr-2021,553787,79469,2523967,79222,1152846,6050598,330598,55488372
26-Apr-2021,548040,78811,2511685,78551,1148909,6072589,331900,55227104
27-Apr-2021,542370,78161,2499424,77888,1144965,6094481,333198,54966247
28-Apr-2021,536776,77519,2487183,77231,1141014,6116274,334490,54705821
29-Apr-2021,531256,76884,2474964,76580,1137056,6137969,335778,54445785
30-Apr-2021,525810,76257,2462768,75937,1133091,6159564,337061,54186240
01-May-2021,520436,75637,2450594,75300,1129120,6181061,338339,53927089
02-May-2021,515133,75025,2438444,74670,1125144,6202459,339612,53668499
