datetime,S,NQ,NR,ND,I,Q,R,D
07-Jul-2020,10624920,1232,116411,2152,8222,3784,8277,664
08-Jul-2020,10622669,2821,116641,2155,8310,3943,8454,669
09-Jul-2020,10620414,4238,117040,2161,8398,4099,8638,674
10-Jul-2020,10618155,5501,117590,2169,8488,4250,8829,680
11-Jul-2020,10615891,6628,118274,2179,8578,4399,9027,686
12-Jul-2020,10613623,7633,119079,2191,8669,4544,9231,692
13-Jul-2020,10611351,8529,119990,2204,8761,4687,9442,698
14-Jul-2020,10609075,9327,120997,2219,8854,4826,9660,704
15-Jul-2020,10606794,10039,122088,2235,8948,4963,9884,710
16-Jul-2020,10604509,10674,123256,2251,9043,5098,10114,717
17-Jul-2020,10602219,11240,124491,2269,9139,5230,10350,724
18-Jul-2020,10599925,11745,125786,2288,9235,5359,10593,731
19-Jul-2020,10597627,12194,127135,2308,9333,5487,10841,738
20-Jul-2020,10595323,12595,128531,2328,9431,5613,11095,745
21-Jul-2020,10593016,12952,129971,2349,9531,5737,11354,753
22-Jul-2020,10590703,13270,131448,2371,9631,5860,11620,761
23-Jul-2020,10588386,13553,132959,2393,9732,5980,11891,768
24-Jul-2020,10586064,13805,134500,2415,9834,6100,12167,776
25-Jul-2020,10583738,14030,136068,2438,9937,6218,12449,785
26-Jul-2020,10581406,14230,137660,2461,10041,6334,12736,793
27-Jul-2020,10579070,14408,139274,2484,10147,6450,13028,801
28-Jul-2020,10576728,14567,140906,2508,10253,6565,13326,810
29-Jul-2020,10574382,14708,142555,2532,10360,6678,13629,819
30-Jul-2020,10572031,14833,144219,2556,10468,6791,13937,828
31-Jul-2020,10569674,14945,145896,2581,10577,6903,14250,837
01-Aug-2020,10567313,15044,147585,2605,10687,7014,14569,846
02-Aug-2020,10564946,15132,149285,2630,10798,7124,14892,855
03-Aug-2020,10562574,15210,150994,2655,10910,7234,15221,865
04-Aug-2020,10560197,15279,152712,2680,11023,7344,15554,874
05-Aug-2020,10557814,15340,154436,2705,11137,7453,15893,884
06-Aug-2020,10555426,15395,156167,2730,11253,7561,16236,894
07-Aug-2020,10553033,15443,157904,2755,11369,7670,16585,904
08-Aug-2020,10550634,15485,159647,2780,11486,7777,16938,914
09-Aug-2020,10548229,15523,161393,2806,11605,7885,17296,925
10-Aug-2020,10545819,15556,163144,2831,11724,7993,17659,935
11-Aug-2020,10543404,15585,164898,2857,11845,8100,18028,946
12-Aug-2020,10540983,15611,166655,2882,11967,8208,18401,957
13-Aug-2020,10538556,15633,168415,2908,12089,8315,18779,968
14-Aug-2020,10536123,15653,170177,2934,12213,8423,19162,979
15-Aug-2020,10533684,15670,171941,2959,12338,8530,19549,990
16-Aug-2020,10531239,15685,173707,2985,12465,8638,19942,1001
17-Aug-2020,10528789,15698,175475,3011,12592,8746,20340,1013
18-Aug-2020,10526332,15709,177244,3036,12720,8854,20742,1024
19-Aug-2020,10523870,15718,179014,3062,12850,8962,21150,1036
20-Aug-2020,10521401,15726,180785,3088,12981,9070,21562,1048
21-Aug-2020,10518926,15733,182557,3113,13113,9179,21980,1060
22-Aug-2020,10516445,15739,184330,3139,13246,9288,22402,1072
23-Aug-2020,10513958,15743,186103,3165,13380,9398,22830,1085
24-Aug-2020,10511464,15747,187877,3191,13516,9508,23262,1097
25-Aug-2020,10508964,15750,189651,3217,13653,9618,23700,1110
26-Aug-2020,10506457,15752,191425,3242,13791,9729,24143,1123
27-Aug-2020,10503944,15754,193200,3268,13930,9841,24590,1136
28-Aug-2020,10501425,15755,194974,3294,14070,9952,25043,1149
29-Aug-2020,10498898,15755,196749,3320,14212,10065,25501,1162
30-Aug-2020,10496365,15755,198524,3346,14355,10178,25964,1175
31-Aug-2020,10493826,15755,200299,3371,14499,10291,26432,1189
01-Sep-2020,10491279,15754,202074,3397,14645,10405,26906,1203
02-Sep-2020,10488726,15753,203848,3423,14791,10520,27384,1216
03-Sep-2020,10486165,15751,205623,3449,14939,10636,27868,1230
04-Sep-2020,10483598,15750,207397,3475,15089,10752,28358,1245
05-Sep-2020,10481024,15748,209171,3500,15239,10869,28852,1259
06-Sep-2020,10478442,15746,210945,3526,15391,10986,29352,1273
07-Sep-2020,10475854,15743,212719,3552,15544,11105,29858,1288
08-Sep-2020,10473258,15741,214492,3578,15699,11224,30368,1303
09-Sep-2020,10470655,15738,216265,3603,15855,11344,30885,1318
10-Sep-2020,10468044,15736,218038,3629,16012,11464,31406,1333
11-Sep-2020,10465426,15733,219810,3655,16171,11586,31934,1348
