2.PSBB Total 14 September 2020
Q
Jumlah:, 12949
Tanggal:,25-Sep-2020
Q_s
Jumlah:, 44109
Tanggal:,14-Sep-2020

4.Simulasi Pelonggaran Lockdown Total
Q
Jumlah:, 5367
Tanggal:,13-Oct-2020
Q_s
Jumlah:, 6900
Tanggal:,13-Oct-2020

