datetime,S,E,I,Q,R,D,P
11-Jan-2021,358257,129250,566202,117711,683433,24212,271634308
12-Jan-2021,335496,123987,564265,118014,690127,24416,271657069
13-Jan-2021,314180,118937,562139,118275,696837,24620,271678385
14-Jan-2021,294219,114093,559836,118493,703560,24825,271698346
15-Jan-2021,275526,109447,557367,118670,710295,25030,271717039
16-Jan-2021,258021,104989,554740,118805,717039,25235,271734544
17-Jan-2021,241628,100713,551966,118899,723789,25441,271750937
18-Jan-2021,226276,96612,549055,118952,730543,25647,271766289
19-Jan-2021,211900,92677,546014,118966,737299,25852,271780665
20-Jan-2021,198437,88903,542853,118940,744055,26058,271794128
21-Jan-2021,185830,85282,539578,118876,750808,26264,271806735
22-Jan-2021,174023,81809,536199,118774,757557,26469,271818542
23-Jan-2021,162967,78477,532722,118636,764299,26675,271829598
24-Jan-2021,152613,75281,529154,118462,771031,26880,271839952
25-Jan-2021,142917,72215,525502,118253,777753,27084,271849648
