datetime,S,E,I,Q,R,D,P
08-Nov-2020,27736771,41158,303900,54804,368298,14614,244993828
09-Nov-2020,25936236,78255,302536,55439,371429,14709,246754769
10-Nov-2020,24252656,111250,302636,56031,374594,14806,248401401
11-Nov-2020,22678277,140637,304021,56598,377792,14903,249941145
12-Nov-2020,21205897,166830,306536,57157,381023,15002,251380929
13-Nov-2020,19828820,190178,310041,57722,384285,15101,252727226
14-Nov-2020,18540811,210979,314412,58304,387579,15201,253986086
15-Nov-2020,17336065,229485,319540,58912,390908,15303,255163161
16-Nov-2020,16209170,245913,325323,59552,394271,15405,256263738
17-Nov-2020,15155078,260450,331672,60232,397673,15509,257292760
18-Nov-2020,14169079,273259,338505,60954,401114,15613,258254848
19-Nov-2020,13246776,284483,345747,61723,404597,15720,259154328
20-Nov-2020,12384060,294247,353331,62540,408125,15827,259995243
21-Nov-2020,11577095,302664,361194,63406,411702,15936,260781377
22-Nov-2020,10822291,309835,369279,64321,415328,16046,261516272
23-Nov-2020,10116298,315850,377534,65286,419008,16158,262203239
24-Nov-2020,9455975,320792,385910,66299,422745,16272,262845380
25-Nov-2020,8838393,324737,394364,67358,426540,16388,263445593
26-Nov-2020,8260805,327756,402854,68462,430396,16505,264006595
27-Nov-2020,7720642,329914,411343,69608,434317,16625,264530925
28-Nov-2020,7215503,331271,419797,70794,438303,16746,265020958
29-Nov-2020,6743136,331885,428185,72017,442359,16870,265478922
30-Nov-2020,6301438,331809,436478,73274,446484,16995,265906896
01-Dec-2020,5888436,331095,444649,74561,450682,17123,266306828
02-Dec-2020,5502285,329791,452674,75875,454954,17253,266680541
03-Dec-2020,5141259,327943,460533,77212,459301,17386,267029740
04-Dec-2020,4803739,325594,468205,78570,463724,17520,267356021
05-Dec-2020,4488211,322785,475674,79944,468225,17657,267660876
06-Dec-2020,4193259,319557,482923,81332,472805,17797,267945701
07-Dec-2020,3917553,315946,489939,82728,477464,17939,268211805
08-Dec-2020,3659852,311988,496710,84131,482202,18083,268460408
09-Dec-2020,3418994,307717,503225,85536,487020,18230,268692653
10-Dec-2020,3193886,303165,509475,86940,491917,18379,268909612
11-Dec-2020,2983510,298364,515452,88340,496894,18531,269112282
12-Dec-2020,2786914,293341,521151,89732,501951,18685,269301600
13-Dec-2020,2603200,288124,526566,91114,507086,18841,269478441
14-Dec-2020,2431535,282739,531694,92483,512300,19000,269643623
15-Dec-2020,2271135,277211,536531,93836,517591,19161,269797909
16-Dec-2020,2121267,271562,541075,95169,522958,19324,269942017
17-Dec-2020,1981247,265814,545327,96482,528400,19490,270076614
18-Dec-2020,1850432,259986,549286,97770,533916,19658,270202324
19-Dec-2020,1728222,254099,552952,99033,539505,19828,270319734
20-Dec-2020,1614056,248168,556328,100267,545164,20001,270429389
21-Dec-2020,1507408,242212,559416,101471,550893,20175,270531798
22-Dec-2020,1407786,236244,562218,102643,556689,20352,270627441
23-Dec-2020,1314731,230279,564738,103781,562551,20530,270716762
24-Dec-2020,1227814,224330,566980,104884,568477,20711,270800178
25-Dec-2020,1146630,218408,568949,105951,574464,20893,270878080
26-Dec-2020,1070804,212524,570648,106979,580510,21077,270950830
27-Dec-2020,999986,206689,572084,107969,586614,21263,271018769
28-Dec-2020,933845,200911,573262,108918,592773,21451,271082214
29-Dec-2020,872074,195198,574187,109826,598985,21640,271141463
30-Dec-2020,814386,189557,574867,110693,605247,21831,271196793
31-Dec-2020,760512,183996,575306,111517,611557,22023,271248463
01-Jan-2021,710201,178520,575512,112298,617913,22216,271296714
02-Jan-2021,663218,173133,575490,113036,624312,22411,271341773
03-Jan-2021,619343,167841,575248,113731,630751,22607,271383852
04-Jan-2021,578372,162647,574793,114381,637229,22805,271423147
