datetime,S,NQ,ND,I,Q,R,D
19-Dec-2020,10357956,68238,18301,53796,54952,211523,5721
20-Dec-2020,10354108,67363,18414,53421,55214,216151,5816
21-Dec-2020,10350309,66477,18525,53048,55421,220798,5911
22-Dec-2020,10346555,65578,18634,52675,55577,225460,6006
23-Dec-2020,10342847,64670,18743,52304,55688,230134,6101
24-Dec-2020,10339184,63752,18849,51933,55757,234815,6197
25-Dec-2020,10335563,62827,18954,51564,55786,239500,6292
26-Dec-2020,10331985,61894,19058,51196,55781,244186,6388
27-Dec-2020,10328447,60954,19160,50828,55743,248871,6484
28-Dec-2020,10324949,60010,19260,50462,55676,253551,6579
29-Dec-2020,10321490,59060,19359,50097,55582,258224,6675
30-Dec-2020,10318069,58108,19456,49734,55463,262888,6770
31-Dec-2020,10314684,57152,19552,49371,55321,267541,6865
01-Jan-2021,10311335,56195,19646,49010,55159,272182,6960
02-Jan-2021,10308021,55237,19738,48650,54978,276808,7054
03-Jan-2021,10304741,54278,19829,48292,54780,281418,7148
