datetime,Sq,S,E1,E2,H,R,D,V
31-Mar-2021,682576,95736,2638497,95155,1602081,5311147,345295,43210779
01-Apr-2021,675204,94904,2626092,94305,1599366,5333559,347057,43058127
02-Apr-2021,667932,94083,2613693,93464,1596621,5355880,348815,42905274
03-Apr-2021,660759,93272,2601300,92632,1593845,5378110,350570,42752207
04-Apr-2021,653683,92471,2588914,91809,1591040,5400250,352321,42598914
05-Apr-2021,646704,91680,2576536,90995,1588206,5422299,354068,42445435
06-Apr-2021,639819,90898,2564169,90190,1585343,5444257,355811,42291783
07-Apr-2021,633028,90127,2551812,89393,1582453,5466125,357550,42137913
08-Apr-2021,626329,89364,2539466,88605,1579535,5487902,359286,41983997
09-Apr-2021,619720,88612,2527133,87825,1576590,5509589,361018,41829931
10-Apr-2021,613201,87868,2514814,87054,1573619,5531186,362746,41675695
11-Apr-2021,606769,87134,2502509,86290,1570623,5552692,364470,41521375
12-Apr-2021,600425,86408,2490220,85535,1567601,5574107,366190,41366968
13-Apr-2021,594166,85691,2477947,84788,1564555,5595433,367907,41212477
14-Apr-2021,587991,84983,2465692,84049,1561484,5616668,369619,41058002
15-Apr-2021,581899,84284,2453455,83318,1558390,5637813,371328,40903411
16-Apr-2021,575889,83593,2441237,82594,1555273,5658868,373033,40748798
17-Apr-2021,569959,82910,2429039,81878,1552134,5679834,374733,40594165
18-Apr-2021,564109,82236,2416861,81170,1548972,5700709,376430,40439524
19-Apr-2021,558337,81570,2404705,80468,1545789,5721495,378123,40284946
20-Apr-2021,552643,80912,2392571,79775,1542585,5742191,379812,40130298
21-Apr-2021,547024,80261,2380460,79088,1539360,5762797,381496,39975730
22-Apr-2021,541480,79618,2368373,78409,1536115,5783314,383177,39821211
23-Apr-2021,536010,78984,2356311,77737,1532850,5803742,384854,39666731
24-Apr-2021,530613,78356,2344273,77071,1529566,5824081,386527,39512322
25-Apr-2021,525287,77736,2332262,76413,1526264,5844331,388195,39357990
26-Apr-2021,520032,77124,2320276,75762,1522943,5864492,389860,39203694
27-Apr-2021,514846,76518,2308318,75117,1519604,5884564,391520,39049594
28-Apr-2021,509729,75920,2296388,74479,1516247,5904548,393176,38895572
29-Apr-2021,504680,75329,2284486,73847,1512874,5924443,394828,38741621
30-Apr-2021,499697,74744,2272613,73222,1509484,5944251,396476,38587813
01-May-2021,494780,74167,2260770,72603,1506077,5963970,398120,38434142
02-May-2021,489927,73596,2248957,71991,1502655,5983601,399760,38280608
03-May-2021,485139,73033,2237174,71385,1499217,6003145,401395,38127295
04-May-2021,480413,72475,2225423,70785,1495765,6022601,403027,37974080
05-May-2021,475749,71924,2213703,70191,1492297,6041969,404654,37821050
06-May-2021,471146,71380,2202015,69603,1488816,6061251,406277,37668201
07-May-2021,466603,70842,2190360,69021,1485320,6080445,407896,37515542
08-May-2021,462119,70310,2178739,68445,1481811,6099553,409510,37363129
09-May-2021,457694,69784,2167151,67875,1478289,6118574,411121,37210840
10-May-2021,453327,69264,2155597,67310,1474754,6137509,412727,37058819
11-May-2021,449016,68750,2144077,66752,1471206,6156358,414329,36907022
12-May-2021,444761,68242,2132592,66198,1467647,6175120,415926,36755440
13-May-2021,440561,67740,2121143,65651,1464075,6193797,417520,36604102
14-May-2021,436416,67244,2109729,65108,1460493,6212389,419109,36453007
15-May-2021,432324,66753,2098352,64571,1456899,6230895,420694,36302119
16-May-2021,428284,66268,2087011,64040,1453294,6249315,422274,36151583
17-May-2021,424297,65789,2075707,63514,1449679,6267651,423851,36001276
18-May-2021,420362,65315,2064440,62992,1446054,6285902,425423,35851201
19-May-2021,416476,64846,2053210,62477,1442419,6304069,426990,35701419
20-May-2021,412641,64382,2042019,61966,1438774,6322152,428554,35551920
21-May-2021,408854,63924,2030865,61460,1435120,6340150,430113,35402704
22-May-2021,405116,63471,2019750,60959,1431458,6358065,431668,35253841
23-May-2021,401426,63023,2008674,60463,1427787,6375896,433219,35105217
24-May-2021,397783,62580,1997636,59972,1424107,6393644,434765,34956913
25-May-2021,394186,62142,1986638,59485,1420420,6411309,436307,34808920
26-May-2021,390635,61709,1975680,59003,1416724,6428891,437844,34661245
27-May-2021,387129,61281,1964761,58526,1413022,6446391,439378,34513933
28-May-2021,383667,60857,1953882,58054,1409312,6463808,440907,34366872
29-May-2021,380249,60438,1943044,57586,1405595,6481143,442431,34220199
30-May-2021,376875,60024,1932246,57123,1401872,6498397,443952,34073862
31-May-2021,373542,59615,1921489,56664,1398142,6515568,445468,33927853
01-Jun-2021,370252,59210,1910772,56209,1394406,6532659,446979,33782198
02-Jun-2021,367003,58809,1900097,55759,1390664,6549668,448487,33636889
03-Jun-2021,363795,58413,1889463,55313,1386916,6566597,449990,33491899
04-Jun-2021,360627,58021,1878871,54871,1383164,6583445,451488,33347358
05-Jun-2021,357499,57634,1868320,54434,1379406,6600213,452983,33203139
06-Jun-2021,354410,57250,1857811,54001,1375643,6616900,454473,33059256
07-Jun-2021,351359,56871,1847343,53571,1371875,6633508,455958,32915759
08-Jun-2021,348346,56496,1836918,53146,1368104,6650037,457440,32772635
09-Jun-2021,345371,56125,1826535,52725,1364327,6666486,458916,32629886
10-Jun-2021,342433,55759,1816195,52308,1360547,6682857,460389,32487569
11-Jun-2021,339531,55396,1805897,51894,1356764,6699148,461857,32345581
12-Jun-2021,336665,55037,1795642,51485,1352976,6715362,463321,32203995
13-Jun-2021,333834,54682,1785429,51079,1349186,6731497,464781,32062799
14-Jun-2021,331039,54330,1775259,50677,1345392,6747554,466236,31921999
15-Jun-2021,328277,53983,1765132,50279,1341595,6763534,467687,31781631
16-Jun-2021,325550,53639,1755048,49885,1337796,6779436,469133,31641594
17-Jun-2021,322856,53299,1745007,49494,1333994,6795261,470576,31502017
18-Jun-2021,320195,52963,1735009,49106,1330190,6811010,472013,31362841
19-Jun-2021,317567,52630,1725055,48723,1326384,6826682,473447,31224061
20-Jun-2021,314971,52301,1715144,48343,1322576,6842277,474876,31085699
21-Jun-2021,312406,51975,1705276,47966,1318767,6857797,476301,30947746
22-Jun-2021,309873,51653,1695451,47593,1314955,6873241,477721,30810178
23-Jun-2021,307370,51334,1685670,47223,1311143,6888610,479137,30673113
24-Jun-2021,304898,51018,1675933,46856,1307329,6903904,480549,30536423
25-Jun-2021,302455,50706,1666239,46493,1303515,6919123,481957,30400132
26-Jun-2021,300042,50397,1656588,46133,1299699,6934267,483360,30264279
27-Jun-2021,297659,50092,1646981,45777,1295883,6949337,484759,30128852
28-Jun-2021,295304,49789,1637418,45423,1292067,6964333,486153,29993852
29-Jun-2021,292977,49490,1627898,45073,1288250,6979255,487543,29859324
30-Jun-2021,290678,49194,1618422,44726,1284433,6994104,488929,29725179
01-Jul-2021,288407,48901,1608990,44382,1280617,7008880,490311,29591480
02-Jul-2021,286163,48611,1599601,44041,1276800,7023583,491688,29458216
03-Jul-2021,283946,48324,1590256,43704,1272984,7038213,493061,29325392
04-Jul-2021,281755,48040,1580954,43369,1269168,7052771,494429,29193032
05-Jul-2021,279590,47759,1571696,43037,1265353,7067257,495794,29061050
06-Jul-2021,277451,47481,1562482,42708,1261539,7081672,497154,28929566
07-Jul-2021,275338,47206,1553311,42382,1257726,7096015,498510,28798515
08-Jul-2021,273249,46934,1544184,42059,1253914,7110287,499861,28667897
09-Jul-2021,271185,46664,1535100,41739,1250103,7124487,501208,28537730
10-Jul-2021,269146,46398,1526060,41421,1246294,7138618,502551,28408003
11-Jul-2021,267130,46134,1517063,41107,1242486,7152678,503890,28278697
12-Jul-2021,265138,45872,1508110,40795,1238680,7166668,505224,28149917
13-Jul-2021,263170,45614,1499200,40486,1234876,7180588,506554,28021538
14-Jul-2021,261224,45358,1490333,40179,1231074,7194439,507880,27893593
15-Jul-2021,259302,45104,1481510,39875,1227274,7208221,509201,27766109
16-Jul-2021,257402,44854,1472730,39574,1223476,7221934,510518,27639075
17-Jul-2021,255524,44605,1463993,39276,1219680,7235578,511831,27512493
18-Jul-2021,253667,44360,1455299,38980,1215887,7249154,513140,27386398
19-Jul-2021,251833,44117,1446648,38686,1212097,7262663,514445,27260714
20-Jul-2021,250020,43876,1438040,38395,1208309,7276103,515745,27135495
21-Jul-2021,248227,43638,1429475,38107,1204524,7289476,517041,27010729
22-Jul-2021,246456,43402,1420953,37821,1200742,7302781,518333,26886421
23-Jul-2021,244704,43168,1412473,37538,1196963,7316020,519620,26762589
24-Jul-2021,242973,42937,1404036,37257,1193187,7329193,520904,26639158
25-Jul-2021,241262,42708,1395642,36978,1189415,7342299,522183,26516237
26-Jul-2021,239571,42481,1387291,36702,1185646,7355339,523458,26393761
27-Jul-2021,237899,42257,1378981,36428,1181880,7368313,524729,26271731
28-Jul-2021,236246,42035,1370715,36156,1178118,7381222,525995,26150164
29-Jul-2021,234612,41815,1362490,35887,1174360,7394065,527258,26029046
30-Jul-2021,232996,41598,1354307,35620,1170606,7406844,528516,25908364
31-Jul-2021,231399,41382,1346167,35355,1166855,7419558,529770,25788211
01-Aug-2021,229820,41169,1338069,35093,1163109,7432208,531020,25668466
02-Aug-2021,228259,40958,1330012,34833,1159366,7444794,532266,25549167
03-Aug-2021,226716,40748,1321997,34574,1155628,7457316,533507,25430334
04-Aug-2021,225190,40541,1314024,34319,1151895,7469774,534745,25311958
05-Aug-2021,223681,40336,1306092,34065,1148165,7482170,535978,25194038
06-Aug-2021,222189,40133,1298202,33813,1144440,7494502,537207,25076604
07-Aug-2021,220714,39932,1290354,33563,1140720,7506772,538432,24959589
08-Aug-2021,219256,39733,1282546,33316,1137004,7518979,539653,24843041
09-Aug-2021,217814,39536,1274779,33071,1133293,7531125,540870,24726948
10-Aug-2021,216387,39341,1267054,32827,1129587,7543208,542083,24611315
11-Aug-2021,214977,39148,1259369,32586,1125886,7555230,543291,24496152
12-Aug-2021,213583,38956,1251726,32346,1122190,7567191,544496,24381395
13-Aug-2021,212204,38767,1244122,32109,1118499,7579090,545696,24267147
14-Aug-2021,210840,38579,1236560,31873,1114813,7590930,546893,24153339
15-Aug-2021,209492,38393,1229037,31640,1111132,7602708,548085,24039976
16-Aug-2021,208158,38209,1221555,31408,1107457,7614427,549273,23927072
17-Aug-2021,206839,38027,1214114,31179,1103787,7626085,550457,23814613
18-Aug-2021,205535,37846,1206712,30951,1100122,7637684,551637,23702591
19-Aug-2021,204245,37667,1199350,30725,1096463,7649224,552813,23591085
20-Aug-2021,202969,37490,1192028,30501,1092810,7660704,553985,23479981
21-Aug-2021,201707,37315,1184745,30278,1089162,7672126,555153,23369323
22-Aug-2021,200459,37141,1177502,30058,1085520,7683489,556317,23259123
23-Aug-2021,199225,36969,1170299,29839,1081884,7694794,557477,23149372
24-Aug-2021,198004,36799,1163134,29622,1078254,7706041,558633,23040071
25-Aug-2021,196796,36630,1156009,29407,1074630,7717230,559785,22931241
26-Aug-2021,195601,36463,1148923,29193,1071011,7728362,560933,22822826
27-Aug-2021,194420,36297,1141875,28982,1067399,7739436,562077,22714869
28-Aug-2021,193251,36133,1134867,28772,1063793,7750454,563218,22607357
29-Aug-2021,192094,35971,1127896,28563,1060193,7761415,564354,22500294
30-Aug-2021,190951,35810,1120965,28357,1056600,7772320,565486,22393687
31-Aug-2021,189819,35651,1114071,28152,1053012,7783168,566614,22287482
01-Sep-2021,188700,35493,1107216,27948,1049431,7793961,567738,22181770
02-Sep-2021,187593,35336,1100398,27747,1045857,7804698,568859,22076485
03-Sep-2021,186497,35182,1093619,27546,1042289,7815379,569975,21971633
04-Sep-2021,185413,35028,1086877,27348,1038727,7826006,571088,21867227
05-Sep-2021,184341,34876,1080173,27151,1035172,7836578,572196,21763253
06-Sep-2021,183281,34725,1073506,26956,1031624,7847095,573301,21659705
07-Sep-2021,182231,34576,1066876,26762,1028082,7857558,574402,21556654
08-Sep-2021,181193,34429,1060284,26569,1024547,7867967,575499,21453989
09-Sep-2021,180165,34282,1053728,26379,1021019,7878322,576592,21351761
10-Sep-2021,179149,34137,1047210,26189,1017498,7888623,577681,21249974
11-Sep-2021,178143,33993,1040728,26001,1013984,7898871,578766,21148619
12-Sep-2021,177148,33851,1034283,25815,1010476,7909067,579848,21047700
13-Sep-2021,176163,33710,1027873,25630,1006976,7919209,580925,20947231
14-Sep-2021,175189,33570,1021501,25447,1003482,7929299,581999,20847166
15-Sep-2021,174225,33432,1015164,25265,999996,7939337,583069,20747540
16-Sep-2021,173271,33295,1008863,25084,996516,7949322,584135,20648342
17-Sep-2021,172327,33159,1002598,24905,993044,7959256,585198,20549576
18-Sep-2021,171393,33024,996369,24727,989579,7969138,586257,20451243
19-Sep-2021,170468,32891,990175,24551,986121,7978969,587311,20353301
20-Sep-2021,169553,32759,984017,24376,982671,7988749,588362,20255831
21-Sep-2021,168648,32628,977893,24202,979227,7998479,589410,20158767
22-Sep-2021,167752,32498,971805,24030,975791,8008157,590453,20062119
23-Sep-2021,166865,32369,965752,23859,972363,8017786,591493,19965897
24-Sep-2021,165988,32242,959733,23690,968942,8027364,592529,19870088
25-Sep-2021,165119,32116,953749,23521,965528,8036893,593561,19774688
26-Sep-2021,164259,31990,947799,23354,962122,8046372,594590,19679759
27-Sep-2021,163409,31866,941884,23189,958723,8055802,595615,19585198
28-Sep-2021,162566,31744,936003,23024,955332,8065182,596636,19491056
29-Sep-2021,161733,31622,930156,22861,951948,8074514,597654,19397334
30-Sep-2021,160908,31501,924342,22699,948572,8083798,598668,19304023
01-Oct-2021,160091,31382,918562,22538,945203,8093032,599678,19211127
02-Oct-2021,159283,31263,912816,22379,941843,8102219,600684,19118656
03-Oct-2021,158483,31146,907103,22221,938489,8111358,601687,19026572
04-Oct-2021,157691,31029,901423,22064,935144,8120449,602686,18934904
05-Oct-2021,156907,30914,895777,21908,931806,8129493,603682,18843642
06-Oct-2021,156131,30800,890163,21753,928476,8138490,604674,18752791
07-Oct-2021,155363,30687,884582,21600,925154,8147440,605662,18662348
08-Oct-2021,154603,30574,879033,21448,921840,8156343,606647,18572278
09-Oct-2021,153850,30463,873518,21296,918533,8165199,607628,18482655
10-Oct-2021,153105,30353,868034,21146,915235,8174009,608605,18393416
11-Oct-2021,152367,30244,862582,20998,911944,8182774,609579,18304570
12-Oct-2021,151637,30135,857163,20850,908661,8191492,610549,18216126
13-Oct-2021,150913,30028,851775,20703,905386,8200165,611516,18128072
14-Oct-2021,150198,29922,846419,20558,902120,8208793,612479,18040408
15-Oct-2021,149489,29816,841094,20413,898861,8217375,613439,17953185
16-Oct-2021,148787,29712,835801,20270,895610,8225913,614395,17866308
17-Oct-2021,148092,29608,830539,20128,892367,8234405,615348,17779831
18-Oct-2021,147404,29506,825308,19987,889132,8242854,616297,17693747
19-Oct-2021,146723,29404,820108,19847,885905,8251258,617242,17608052
20-Oct-2021,146049,29303,814939,19708,882686,8259618,618184,17522748
21-Oct-2021,145381,29203,809800,19570,879475,8267935,619123,17437840
22-Oct-2021,144720,29104,804692,19433,876273,8276208,620058,17353300
23-Oct-2021,144065,29006,799614,19297,873078,8284437,620990,17269152
24-Oct-2021,143417,28908,794567,19162,869892,8292623,621918,17185385
25-Oct-2021,142775,28812,789549,19028,866714,8300767,622843,17102004
26-Oct-2021,142140,28716,784561,18895,863543,8308868,623764,17019004
27-Oct-2021,141510,28621,779603,18763,860382,8316926,624682,16936357
28-Oct-2021,140887,28527,774675,18632,857228,8324942,625596,16854130
29-Oct-2021,140270,28434,769776,18502,854082,8332916,626507,16772261
30-Oct-2021,139658,28342,764906,18373,850945,8340848,627415,16690762
31-Oct-2021,139053,28250,760065,18245,847816,8348739,628319,16609639
01-Nov-2021,138454,28159,755253,18118,844695,8356588,629220,16528883
02-Nov-2021,137860,28069,750470,17992,841583,8364396,630118,16448493
03-Nov-2021,137272,27980,745716,17867,838478,8372163,631012,16368513
04-Nov-2021,136690,27892,740990,17742,835382,8379889,631902,16288857
05-Nov-2021,136113,27804,736293,17619,832294,8387574,632790,16209578
06-Nov-2021,135542,27717,731624,17496,829215,8395220,633674,16130667
07-Nov-2021,134976,27631,726983,17375,826144,8402825,634555,16052118
08-Nov-2021,134416,27545,722370,17254,823081,8410390,635432,15973936
09-Nov-2021,133861,27460,717785,17134,820026,8417915,636306,15896122
10-Nov-2021,133311,27376,713227,17016,816980,8425401,637177,15818653
11-Nov-2021,132766,27293,708697,16898,813942,8432847,638044,15741550
12-Nov-2021,132227,27211,704194,16780,810912,8440254,638909,15664802
13-Nov-2021,131693,27129,699719,16664,807891,8447622,639770,15588416
14-Nov-2021,131164,27048,695270,16549,804878,8454952,640627,15512383
15-Nov-2021,130640,26967,690849,16434,801873,8462243,641482,15436682
16-Nov-2021,130121,26887,686454,16320,798877,8469495,642333,15361373
17-Nov-2021,129606,26808,682086,16207,795889,8476709,643181,15286395
18-Nov-2021,129097,26730,677744,16095,792910,8483886,644026,15211762
19-Nov-2021,128592,26652,673429,15984,789939,8491024,644867,15137480
20-Nov-2021,128092,26575,669140,15874,786976,8498125,645706,15063540
21-Nov-2021,127597,26498,664877,15764,784021,8505189,646541,14989942
22-Nov-2021,127107,26422,660640,15655,781075,8512215,647373,14916723
23-Nov-2021,126621,26347,656429,15547,778138,8519205,648202,14843806
24-Nov-2021,126139,26273,652243,15440,775208,8526157,649027,14771241
25-Nov-2021,125662,26199,648083,15333,772288,8533073,649850,14699018
26-Nov-2021,125190,26125,643949,15227,769375,8539952,650669,14627132
27-Nov-2021,124721,26053,639839,15122,766471,8546796,651485,14555587
28-Nov-2021,124257,25981,635755,15018,763575,8553603,652298,14484381
29-Nov-2021,123798,25909,631696,14915,760688,8560374,653108,14413499
30-Nov-2021,123343,25838,627661,14812,757809,8567110,653915,14342957
01-Dec-2021,122891,25768,623651,14710,754938,8573810,654719,14272744
02-Dec-2021,122444,25698,619666,14609,752076,8580474,655519,14202866
03-Dec-2021,122002,25629,615706,14508,749222,8587104,656317,14133315
04-Dec-2021,121563,25560,611769,14408,746377,8593698,657112,14064075
05-Dec-2021,121128,25492,607857,14309,743540,8600258,657903,13995197
06-Dec-2021,120697,25425,603969,14211,740711,8606783,658691,13926626
07-Dec-2021,120270,25358,600104,14113,737891,8613274,659477,13858374
08-Dec-2021,119847,25292,596264,14017,735079,8619730,660259,13790448
09-Dec-2021,119428,25226,592447,13920,732275,8626153,661038,13722839
10-Dec-2021,119013,25161,588653,13825,729480,8632541,661815,13655548
11-Dec-2021,118601,25096,584883,13730,726693,8638896,662588,13588606
12-Dec-2021,118193,25032,581136,13636,723915,8645217,663358,13521944
13-Dec-2021,117789,24968,577413,13542,721145,8651505,664125,13455610
14-Dec-2021,117389,24905,573712,13449,718383,8657760,664890,13389591
15-Dec-2021,116992,24843,570034,13357,715629,8663981,665651,13323885
16-Dec-2021,116599,24780,566379,13266,712884,8670170,666409,13258494
17-Dec-2021,116209,24719,562746,13175,710148,8676326,667165,13193415
18-Dec-2021,115823,24658,559136,13085,707419,8682450,667917,13128638
19-Dec-2021,115440,24597,555548,12995,704699,8688541,668667,13064174
20-Dec-2021,115061,24537,551983,12906,701987,8694600,669414,13000015
21-Dec-2021,114685,24478,548439,12818,699284,8700627,670157,12936166
22-Dec-2021,114312,24418,544918,12730,696589,8706622,670898,12872618
23-Dec-2021,113943,24360,541418,12643,693902,8712585,671636,12809358
24-Dec-2021,113577,24302,537940,12557,691223,8718517,672371,12746434
25-Dec-2021,113214,24244,534484,12471,688553,8724418,673103,12683791
26-Dec-2021,112854,24187,531049,12386,685891,8730287,673833,12621444
27-Dec-2021,112498,24130,527636,12301,683238,8736126,674559,12559398
28-Dec-2021,112145,24074,524243,12217,680592,8741933,675283,12497643
29-Dec-2021,111795,24018,520872,12134,677955,8747710,676003,12436185
30-Dec-2021,111448,23963,517522,12051,675326,8753456,676721,12375045
31-Dec-2021,111104,23908,514193,11969,672705,8759172,677436,12314165
01-Jan-2022,110763,23853,510884,11887,670093,8764858,678149,12253589
02-Jan-2022,110425,23799,507596,11806,667489,8770514,678858,12193303
03-Jan-2022,110090,23745,504329,11726,664893,8776139,679565,12133305
04-Jan-2022,109758,23692,501082,11646,662305,8781735,680269,12073598
05-Jan-2022,109429,23640,497855,11566,659726,8787302,680970,12014178
06-Jan-2022,109103,23587,494648,11487,657154,8792839,681669,11955037
07-Jan-2022,108780,23535,491462,11409,654591,8798346,682364,11896184
08-Jan-2022,108459,23484,488295,11332,652036,8803825,683057,11837613
09-Jan-2022,108142,23433,485148,11254,649489,8809274,683747,11779327
10-Jan-2022,107827,23382,482021,11178,646951,8814695,684435,11721317
11-Jan-2022,107514,23332,478913,11102,644420,8820087,685119,11663575
12-Jan-2022,107205,23282,475825,11026,641898,8825450,685801,11606141
13-Jan-2022,106898,23232,472756,10951,639383,8830785,686481,11548966
14-Jan-2022,106594,23183,469707,10877,636877,8836092,687157,11492063
15-Jan-2022,106292,23135,466676,10803,634379,8841371,687831,11435436
16-Jan-2022,105993,23086,463665,10729,631889,8846622,688502,11379079
17-Jan-2022,105697,23038,460672,10657,629407,8851845,689171,11322995
18-Jan-2022,105403,22991,457698,10584,626933,8857041,689837,11267202
19-Jan-2022,105112,22944,454743,10512,624468,8862208,690500,11211649
20-Jan-2022,104823,22897,451807,10441,622010,8867349,691161,11156377
21-Jan-2022,104537,22850,448889,10370,619560,8872462,691819,11101371
22-Jan-2022,104253,22804,445989,10300,617119,8877549,692474,11046629
23-Jan-2022,103971,22759,443108,10230,614685,8882608,693127,10992156
24-Jan-2022,103692,22713,440244,10160,612259,8887641,693777,10937945
25-Jan-2022,103415,22668,437399,10091,609842,8892647,694425,10883992
26-Jan-2022,103141,22624,434571,10023,607432,8897626,695070,10830304
27-Jan-2022,102869,22579,431762,9955,605030,8902579,695712,10776875
28-Jan-2022,102599,22535,428970,9888,602636,8907506,696352,10723707
29-Jan-2022,102332,22492,426196,9821,600251,8912407,696990,10670792
30-Jan-2022,102067,22449,423439,9754,597873,8917282,697624,10618126
31-Jan-2022,101804,22406,420700,9688,595503,8922131,698256,10565741
01-Feb-2022,101543,22363,417977,9622,593141,8926954,698886,10513593
02-Feb-2022,101285,22321,415273,9557,590786,8931752,699513,10461696
03-Feb-2022,101028,22279,412585,9493,588440,8936525,700138,10410053
04-Feb-2022,100774,22237,409914,9428,586101,8941272,700760,10358657
05-Feb-2022,100522,22196,407260,9364,583771,8945994,701380,10307513
06-Feb-2022,100272,22155,404623,9301,581448,8950691,701997,10256634
07-Feb-2022,100025,22114,402002,9238,579133,8955363,702612,10205976
08-Feb-2022,99779,22074,399398,9176,576826,8960011,703224,10155577
09-Feb-2022,99535,22034,396811,9114,574526,8964634,703833,10105421
10-Feb-2022,99293,21994,394240,9052,572235,8969232,704441,10055509
11-Feb-2022,99054,21955,391685,8991,569951,8973806,705046,10005842
12-Feb-2022,98816,21916,389147,8930,567675,8978356,705648,9956415
13-Feb-2022,98581,21877,386624,8870,565406,8982882,706248,9907226
14-Feb-2022,98347,21839,384118,8810,563145,8987383,706845,9858280
15-Feb-2022,98115,21801,381627,8750,560892,8991861,707440,9809571
16-Feb-2022,97885,21763,379152,8691,558647,8996315,708033,9761102
17-Feb-2022,97657,21725,376693,8633,556409,9000746,708624,9712864
18-Feb-2022,97431,21688,374250,8574,554179,9005153,709211,9664855
19-Feb-2022,97207,21651,371822,8516,551957,9009537,709797,9617104
20-Feb-2022,96985,21614,369409,8459,549742,9013898,710380,9569569
21-Feb-2022,96764,21578,367012,8402,547535,9018235,710961,9522265
22-Feb-2022,96546,21541,364630,8345,545336,9022550,711539,9475193
23-Feb-2022,96329,21506,362263,8289,543144,9026842,712116,9428348
24-Feb-2022,96114,21470,359912,8233,540959,9031111,712689,9381735
25-Feb-2022,95900,21435,357575,8177,538783,9035357,713261,9335362
26-Feb-2022,95689,21400,355253,8122,536613,9039581,713830,9289193
27-Feb-2022,95479,21365,352946,8068,534451,9043782,714397,9243262
28-Feb-2022,95271,21330,350653,8013,532297,9047962,714961,9197553
01-Mar-2022,95064,21296,348375,7959,530150,9052119,715523,9152068
02-Mar-2022,94859,21262,346112,7906,528011,9056254,716083,9106807
03-Mar-2022,94656,21228,343863,7852,525879,9060367,716641,9061765
04-Mar-2022,94455,21195,341629,7799,523755,9064459,717196,9016942
05-Mar-2022,94255,21161,339408,7747,521638,9068529,717749,8972341
06-Mar-2022,94057,21128,337202,7695,519528,9072577,718300,8927957
07-Mar-2022,93860,21096,335010,7643,517426,9076604,718849,8883793
08-Mar-2022,93665,21063,332832,7591,515331,9080609,719395,8839840
09-Mar-2022,93472,21031,330668,7540,513244,9084594,719939,8796098
10-Mar-2022,93280,20999,328517,7490,511163,9088557,720481,8752592
11-Mar-2022,93090,20967,326381,7439,509091,9092499,721021,8709282
12-Mar-2022,92901,20936,324258,7389,507025,9096421,721558,8666184
13-Mar-2022,92714,20904,322148,7339,504967,9100321,722094,8623298
14-Mar-2022,92528,20873,320052,7290,502916,9104201,722627,8580621
15-Mar-2022,92344,20842,317970,7241,500872,9108061,723158,8538156
16-Mar-2022,92161,20812,315900,7192,498836,9111900,723686,8495909
17-Mar-2022,91980,20781,313844,7144,496807,9115718,724213,8453849
18-Mar-2022,91800,20751,311802,7096,494785,9119517,724737,8412009
19-Mar-2022,91622,20721,309772,7048,492770,9123295,725260,8370372
