datetime,S,NQ,NR,ND,I,Q,R,D
14-Sep-2020,10429499,27952,241138,4157,14378,12484,41520,1451
15-Sep-2020,10426367,28222,243956,4202,13337,12612,42410,1473
16-Sep-2020,10423235,28465,246799,4247,12372,12659,43307,1494
17-Sep-2020,10420105,28683,249666,4293,11477,12636,44204,1516
18-Sep-2020,10416975,28879,252553,4339,10646,12551,45098,1537
19-Sep-2020,10413847,29055,255459,4385,9876,12415,45984,1559
20-Sep-2020,10410719,29214,258382,4431,9161,12234,46858,1580
21-Sep-2020,10407593,29356,261320,4478,8498,12016,47718,1601
22-Sep-2020,10404467,29483,264272,4525,7883,11767,48562,1621
23-Sep-2020,10401342,29598,267235,4572,7313,11492,49387,1641
24-Sep-2020,10398218,29700,270210,4619,6783,11197,50192,1660
25-Sep-2020,10395095,29791,273194,4666,6293,10886,50975,1679
26-Sep-2020,10391973,29873,276187,4714,5837,10563,51736,1697
27-Sep-2020,10388852,29946,279187,4761,5415,10230,52473,1715
28-Sep-2020,10385732,30011,282195,4809,5023,9891,53187,1732
