datetime,S,NQ,NR,ND,I,Q,R,D
28-Sep-2020,10385732,30011,282195,4809,5023,9891,53187,1732
29-Sep-2020,10382232,30068,285208,4857,5026,9562,53877,1749
30-Sep-2020,10378733,30120,288227,4905,5030,9256,54544,1765
01-Oct-2020,10375235,30165,291251,4953,5033,8972,55190,1780
02-Oct-2020,10371738,30205,294279,5001,5036,8709,55817,1795
03-Oct-2020,10368242,30239,297311,5049,5039,8463,56426,1810
04-Oct-2020,10364746,30270,300346,5097,5041,8236,57018,1824
05-Oct-2020,10361252,30297,303384,5145,5044,8024,57595,1838
06-Oct-2020,10357759,30320,306425,5193,5047,7827,58157,1852
07-Oct-2020,10354266,30339,309468,5242,5049,7645,58705,1865
08-Oct-2020,10350775,30356,312512,5290,5051,7475,59241,1878
09-Oct-2020,10347285,30371,315558,5338,5053,7317,59766,1891
10-Oct-2020,10343796,30382,318605,5387,5055,7171,60280,1903
11-Oct-2020,10340307,30392,321654,5435,5057,7035,60783,1915
12-Oct-2020,10336820,30400,324703,5483,5059,6908,61278,1927
13-Oct-2020,10333334,30406,327753,5532,5061,6791,61764,1939
14-Oct-2020,10329849,30410,330804,5580,5062,6682,62241,1950
15-Oct-2020,10326365,30413,333855,5629,5063,6581,62712,1961
16-Oct-2020,10322882,30415,336906,5677,5065,6487,63175,1973
17-Oct-2020,10319400,30416,339957,5725,5066,6399,63632,1984
18-Oct-2020,10315920,30415,343008,5774,5067,6318,64083,1994
19-Oct-2020,10312440,30414,346060,5822,5068,6242,64528,2005
20-Oct-2020,10308961,30412,349111,5871,5068,6172,64969,2016
21-Oct-2020,10305484,30409,352161,5919,5069,6107,65404,2026
22-Oct-2020,10302008,30405,355212,5968,5069,6046,65835,2037
23-Oct-2020,10298533,30400,358262,6016,5070,5990,66262,2047
24-Oct-2020,10295059,30395,361311,6064,5070,5938,66685,2057
25-Oct-2020,10291586,30390,364360,6113,5070,5889,67104,2067
26-Oct-2020,10288114,30384,367408,6161,5070,5844,67520,2077
27-Oct-2020,10284644,30378,370456,6209,5070,5802,67933,2087
28-Oct-2020,10281174,30371,373503,6258,5069,5763,68344,2097
29-Oct-2020,10277706,30364,376550,6306,5069,5726,68751,2107
30-Oct-2020,10274240,30357,379596,6354,5068,5692,69156,2117
31-Oct-2020,10270774,30349,382640,6403,5068,5661,69559,2126
01-Nov-2020,10267310,30341,385685,6451,5067,5631,69959,2136
02-Nov-2020,10263846,30333,388728,6499,5066,5604,70357,2146
03-Nov-2020,10260384,30325,391771,6548,5065,5578,70754,2155
04-Nov-2020,10256924,30316,394812,6596,5064,5554,71149,2165
05-Nov-2020,10253464,30307,397853,6644,5062,5532,71542,2174
06-Nov-2020,10250006,30299,400893,6692,5061,5511,71934,2183
07-Nov-2020,10246549,30290,403932,6741,5059,5492,72324,2193
08-Nov-2020,10243094,30281,406970,6789,5057,5473,72713,2202
09-Nov-2020,10239639,30271,410008,6837,5056,5456,73100,2212
10-Nov-2020,10236186,30262,413044,6885,5054,5440,73487,2221
11-Nov-2020,10232735,30253,416079,6933,5051,5425,73872,2230
12-Nov-2020,10229284,30243,419114,6981,5049,5411,74256,2239
13-Nov-2020,10225835,30234,422147,7030,5047,5398,74640,2249
14-Nov-2020,10222388,30224,425180,7078,5044,5385,75022,2258
15-Nov-2020,10218942,30215,428212,7126,5042,5373,75403,2267
16-Nov-2020,10215497,30205,431242,7174,5039,5362,75784,2276
17-Nov-2020,10212053,30195,434272,7222,5036,5351,76164,2285
18-Nov-2020,10208611,30186,437301,7270,5033,5341,76543,2294
19-Nov-2020,10205170,30176,440328,7318,5030,5331,76922,2304
20-Nov-2020,10201731,30166,443355,7366,5027,5322,77300,2313
21-Nov-2020,10198293,30156,446381,7414,5024,5314,77677,2322
22-Nov-2020,10194856,30146,449405,7462,5020,5305,78053,2331
