datetime,S,NQ,NR,ND,I,Q,R,D
28-Aug-2020,10501425,14615,201660,3531,14070,6955,29169,1154
29-Aug-2020,10497192,16197,203207,3556,14092,7488,29681,1166
30-Aug-2020,10492959,17625,204905,3582,14113,7985,30230,1180
31-Aug-2020,10488726,18913,206739,3612,14133,8449,30813,1194
01-Sep-2020,10484494,20076,208695,3643,14153,8882,31428,1208
02-Sep-2020,10480261,21124,210763,3675,14173,9286,32073,1224
03-Sep-2020,10476029,22070,212930,3710,14193,9663,32745,1240
04-Sep-2020,10471797,22922,215188,3746,14211,10015,33443,1257
05-Sep-2020,10467566,23691,217526,3783,14230,10344,34165,1274
06-Sep-2020,10463334,24385,219938,3821,14248,10651,34910,1292
07-Sep-2020,10459103,25010,222417,3860,14266,10937,35675,1311
08-Sep-2020,10454873,25573,224954,3901,14283,11205,36461,1330
09-Sep-2020,10450643,26080,227546,3942,14300,11456,37265,1349
10-Sep-2020,10446413,26537,230185,3984,14316,11690,38085,1369
11-Sep-2020,10442184,26949,232868,4026,14332,11909,38922,1389
12-Sep-2020,10437955,27319,235591,4069,14348,12113,39775,1409
13-Sep-2020,10433727,27652,238348,4113,14363,12305,40641,1430
14-Sep-2020,10429499,27952,241138,4157,14378,12484,41520,1451
15-Sep-2020,10425272,28222,243956,4202,14392,12652,42411,1473
16-Sep-2020,10421046,28464,246799,4247,14406,12809,43314,1495
17-Sep-2020,10416820,28681,249666,4293,14419,12955,44228,1517
18-Sep-2020,10412595,28877,252553,4339,14432,13093,45152,1539
19-Sep-2020,10408371,29052,255459,4385,14445,13222,46085,1561
20-Sep-2020,10404147,29209,258381,4431,14457,13343,47027,1584
21-Sep-2020,10399925,29349,261319,4478,14468,13456,47978,1607
22-Sep-2020,10395703,29475,264269,4524,14480,13562,48936,1630
23-Sep-2020,10391482,29587,267232,4571,14491,13661,49901,1653
24-Sep-2020,10387262,29688,270205,4619,14501,13754,50874,1676
25-Sep-2020,10383043,29777,273188,4666,14511,13842,51852,1700
26-Sep-2020,10378825,29857,276179,4713,14520,13924,52837,1724
27-Sep-2020,10374608,29927,279178,4761,14529,14000,53827,1748
28-Sep-2020,10370392,29990,282184,4809,14538,14073,54823,1772
29-Sep-2020,10366177,30045,285195,4857,14546,14140,55824,1796
30-Sep-2020,10361963,30094,288212,4904,14554,14204,56829,1820
01-Oct-2020,10357750,30136,291233,4952,14561,14264,57839,1844
02-Oct-2020,10353539,30174,294258,5000,14568,14319,58852,1869
03-Oct-2020,10349328,30206,297287,5048,14574,14372,59870,1893
04-Oct-2020,10345119,30235,300318,5096,14580,14421,60891,1918
05-Oct-2020,10340912,30259,303353,5145,14586,14468,61915,1942
06-Oct-2020,10336705,30280,306389,5193,14591,14511,62943,1967
07-Oct-2020,10332500,30297,309428,5241,14595,14552,63974,1992
08-Oct-2020,10328296,30312,312468,5289,14600,14590,65007,2017
09-Oct-2020,10324094,30324,315510,5338,14603,14626,66044,2042
10-Oct-2020,10319893,30334,318552,5386,14607,14659,67082,2067
11-Oct-2020,10315694,30341,321596,5434,14609,14690,68123,2092
12-Oct-2020,10311496,30347,324640,5482,14612,14720,69166,2117
13-Oct-2020,10307300,30351,327684,5531,14614,14747,70211,2142
14-Oct-2020,10303105,30353,330729,5579,14615,14773,71258,2167
15-Oct-2020,10298912,30354,333774,5627,14616,14797,72307,2192
16-Oct-2020,10294720,30353,336819,5676,14617,14819,73357,2218
17-Oct-2020,10290530,30352,339864,5724,14617,14840,74409,2243
18-Oct-2020,10286342,30349,342909,5772,14616,14859,75462,2268
19-Oct-2020,10282156,30346,345953,5821,14616,14877,76517,2294
20-Oct-2020,10277971,30341,348997,5869,14615,14894,77573,2319
21-Oct-2020,10273789,30336,352041,5917,14613,14909,78630,2345
22-Oct-2020,10269608,30330,355084,5965,14611,14924,79688,2370
23-Oct-2020,10265429,30324,358126,6014,14608,14936,80747,2396
24-Oct-2020,10261251,30317,361168,6062,14605,14948,81806,2421
25-Oct-2020,10257076,30309,364209,6110,14602,14959,82867,2447
26-Oct-2020,10252903,30301,367249,6159,14598,14969,83929,2472
27-Oct-2020,10248732,30292,370288,6207,14594,14978,84991,2498
28-Oct-2020,10244563,30284,373327,6255,14589,14986,86053,2523
29-Oct-2020,10240396,30275,376364,6303,14584,14993,87116,2549
30-Oct-2020,10236231,30265,379401,6351,14578,14999,88180,2575
31-Oct-2020,10232068,30255,382437,6400,14572,15004,89244,2600
01-Nov-2020,10227907,30245,385471,6448,14565,15008,90308,2626
02-Nov-2020,10223748,30235,388505,6496,14558,15012,91373,2651
03-Nov-2020,10219592,30225,391538,6544,14551,15015,92438,2677
04-Nov-2020,10215438,30214,394569,6592,14543,15017,93503,2703
05-Nov-2020,10211286,30203,397600,6640,14535,15018,94568,2728
06-Nov-2020,10207137,30193,400629,6688,14526,15019,95633,2754
07-Nov-2020,10202990,30182,403658,6736,14517,15019,96699,2780
08-Nov-2020,10198845,30170,406685,6784,14507,15018,97764,2805
09-Nov-2020,10194703,30159,409711,6832,14497,15016,98829,2831
10-Nov-2020,10190563,30148,412736,6880,14487,15014,99894,2857
11-Nov-2020,10186426,30136,415760,6928,14476,15012,100959,2882
12-Nov-2020,10182291,30125,418782,6976,14465,15008,102024,2908
13-Nov-2020,10178159,30113,421804,7024,14453,15005,103088,2933
14-Nov-2020,10174029,30102,424824,7072,14441,15000,104152,2959
15-Nov-2020,10169902,30090,427844,7120,14428,14995,105216,2985
16-Nov-2020,10165777,30078,430862,7168,14415,14989,106279,3010
17-Nov-2020,10161655,30067,433878,7216,14402,14983,107342,3036
18-Nov-2020,10157536,30055,436894,7264,14388,14976,108405,3061
19-Nov-2020,10153419,30043,439909,7311,14374,14969,109467,3087
20-Nov-2020,10149306,30031,442922,7359,14359,14961,110528,3113
21-Nov-2020,10145195,30019,445934,7407,14344,14953,111589,3138
22-Nov-2020,10141087,30007,448945,7455,14328,14944,112649,3164
23-Nov-2020,10136981,29995,451955,7503,14312,14935,113709,3189
24-Nov-2020,10132879,29984,454963,7550,14296,14925,114768,3215
25-Nov-2020,10128779,29972,457971,7598,14279,14914,115826,3240
26-Nov-2020,10124682,29960,460977,7646,14262,14903,116884,3266
27-Nov-2020,10120589,29948,463982,7693,14245,14892,117940,3291
28-Nov-2020,10116498,29936,466985,7741,14227,14880,118996,3316
29-Nov-2020,10112410,29924,469988,7789,14208,14868,120051,3342
30-Nov-2020,10108325,29912,472989,7836,14190,14855,121105,3367
01-Dec-2020,10104244,29900,475989,7884,14170,14841,122158,3393
02-Dec-2020,10100165,29888,478988,7932,14151,14828,123211,3418
03-Dec-2020,10096089,29876,481986,7979,14131,14813,124262,3443
04-Dec-2020,10092017,29864,484982,8027,14111,14799,125312,3468
05-Dec-2020,10087948,29852,487978,8074,14090,14783,126361,3494
06-Dec-2020,10083881,29840,490972,8122,14069,14768,127409,3519
07-Dec-2020,10079819,29828,493965,8169,14047,14752,128456,3544
08-Dec-2020,10075759,29816,496956,8217,14025,14735,129502,3569
09-Dec-2020,10071703,29804,499947,8264,14003,14718,130546,3594
10-Dec-2020,10067649,29792,502936,8312,13980,14701,131590,3620
11-Dec-2020,10063600,29780,505924,8359,13957,14683,132632,3645
12-Dec-2020,10059553,29768,508911,8406,13934,14665,133673,3670
13-Dec-2020,10055510,29756,511897,8454,13910,14646,134712,3695
14-Dec-2020,10051470,29744,514881,8501,13886,14627,135750,3720
15-Dec-2020,10047434,29732,517864,8548,13862,14607,136787,3745
16-Dec-2020,10043401,29720,520846,8596,13837,14587,137822,3770
17-Dec-2020,10039372,29708,523827,8643,13811,14567,138856,3794
18-Dec-2020,10035346,29696,526807,8690,13786,14546,139889,3819
19-Dec-2020,10031323,29684,529785,8738,13760,14525,140920,3844
20-Dec-2020,10027304,29672,532763,8785,13734,14503,141949,3869
21-Dec-2020,10023289,29660,535739,8832,13707,14481,142977,3894
22-Dec-2020,10019277,29648,538714,8879,13680,14459,144003,3918
23-Dec-2020,10015269,29636,541687,8926,13653,14436,145028,3943
24-Dec-2020,10011264,29624,544660,8974,13625,14413,146051,3968
25-Dec-2020,10007263,29613,547631,9021,13597,14389,147073,3992
26-Dec-2020,10003266,29601,550601,9068,13569,14365,148093,4017
27-Dec-2020,9999272,29589,553570,9115,13540,14341,149111,4041
28-Dec-2020,9995282,29577,556538,9162,13511,14316,150127,4066
29-Dec-2020,9991296,29565,559504,9209,13481,14291,151141,4090
30-Dec-2020,9987314,29553,562470,9256,13452,14265,152154,4115
31-Dec-2020,9983335,29542,565434,9303,13422,14240,153165,4139
01-Jan-2021,9979360,29530,568397,9350,13391,14213,154174,4163
02-Jan-2021,9975389,29518,571359,9397,13361,14187,155181,4187
03-Jan-2021,9971422,29506,574319,9444,13330,14160,156187,4212
04-Jan-2021,9967458,29494,577279,9491,13298,14132,157190,4236
05-Jan-2021,9963499,29483,580237,9538,13267,14105,158191,4260
06-Jan-2021,9959543,29471,583194,9585,13235,14076,159191,4284
07-Jan-2021,9955591,29459,586150,9632,13203,14048,160188,4308
08-Jan-2021,9951643,29447,589105,9679,13170,14019,161184,4332
09-Jan-2021,9947699,29436,592058,9726,13137,13990,162177,4356
10-Jan-2021,9943759,29424,595011,9773,13104,13961,163168,4380
11-Jan-2021,9939823,29412,597962,9819,13071,13931,164157,4404
12-Jan-2021,9935891,29400,600912,9866,13037,13901,165144,4427
13-Jan-2021,9931963,29389,603861,9913,13003,13870,166129,4451
14-Jan-2021,9928039,29377,606808,9960,12969,13839,167112,4475
15-Jan-2021,9924119,29365,609755,10007,12934,13808,168093,4498
16-Jan-2021,9920203,29354,612700,10053,12900,13776,169071,4522
17-Jan-2021,9916291,29342,615644,10100,12865,13745,170047,4545
18-Jan-2021,9912384,29330,618587,10147,12829,13712,171021,4569
19-Jan-2021,9908480,29319,621529,10193,12794,13680,171992,4592
20-Jan-2021,9904580,29307,624470,10240,12758,13647,172961,4615
21-Jan-2021,9900685,29296,627409,10287,12722,13614,173928,4639
22-Jan-2021,9896794,29284,630348,10333,12685,13581,174892,4662
23-Jan-2021,9892907,29272,633285,10380,12648,13547,175855,4685
24-Jan-2021,9889024,29261,636221,10426,12612,13513,176814,4708
25-Jan-2021,9885145,29249,639156,10473,12574,13479,177771,4731
26-Jan-2021,9881271,29238,642089,10520,12537,13444,178726,4754
27-Jan-2021,9877401,29226,645022,10566,12499,13409,179679,4777
28-Jan-2021,9873535,29215,647953,10613,12461,13374,180628,4800
29-Jan-2021,9869673,29203,650883,10659,12423,13338,181576,4823
30-Jan-2021,9865815,29192,653813,10706,12385,13303,182521,4846
31-Jan-2021,9861962,29180,656740,10752,12346,13267,183463,4868
01-Feb-2021,9858113,29169,659667,10799,12308,13230,184403,4891
02-Feb-2021,9854269,29157,662593,10845,12269,13194,185340,4913
03-Feb-2021,9850428,29146,665517,10891,12229,13157,186274,4936
04-Feb-2021,9846592,29135,668441,10938,12190,13120,187206,4958
05-Feb-2021,9842761,29123,671363,10984,12150,13082,188135,4981
06-Feb-2021,9838933,29112,674284,11030,12110,13045,189062,5003
07-Feb-2021,9835110,29100,677204,11077,12070,13007,189986,5025
08-Feb-2021,9831292,29089,680123,11123,12030,12968,190907,5047
09-Feb-2021,9827478,29078,683040,11169,11989,12930,191825,5070
10-Feb-2021,9823668,29066,685957,11216,11949,12891,192741,5092
11-Feb-2021,9819862,29055,688872,11262,11908,12852,193654,5114
12-Feb-2021,9816062,29044,691786,11308,11867,12813,194564,5136
13-Feb-2021,9812265,29032,694699,11354,11825,12774,195472,5157
14-Feb-2021,9808473,29021,697611,11401,11784,12734,196376,5179
15-Feb-2021,9804685,29010,700522,11447,11742,12694,197278,5201
16-Feb-2021,9800902,28998,703432,11493,11701,12654,198177,5223
17-Feb-2021,9797123,28987,706340,11539,11659,12614,199073,5244
18-Feb-2021,9793349,28976,709247,11585,11616,12573,199967,5266
19-Feb-2021,9789579,28965,712154,11631,11574,12532,200857,5287
20-Feb-2021,9785814,28953,715059,11677,11532,12491,201744,5308
21-Feb-2021,9782053,28942,717963,11724,11489,12450,202629,5330
22-Feb-2021,9778296,28931,720866,11770,11446,12409,203511,5351
23-Feb-2021,9774544,28920,723768,11816,11403,12367,204389,5372
24-Feb-2021,9770797,28909,726668,11862,11360,12325,205265,5393
25-Feb-2021,9767054,28897,729568,11908,11317,12283,206138,5414
26-Feb-2021,9763316,28886,732466,11954,11274,12241,207007,5435
27-Feb-2021,9759582,28875,735363,12000,11230,12199,207874,5456
28-Feb-2021,9755853,28864,738260,12046,11186,12156,208738,5477
01-Mar-2021,9752128,28853,741155,12092,11143,12113,209599,5497
02-Mar-2021,9748408,28842,744049,12137,11099,12070,210456,5518
03-Mar-2021,9744692,28831,746941,12183,11055,12027,211311,5539
04-Mar-2021,9740981,28820,749833,12229,11010,11984,212162,5559
05-Mar-2021,9737274,28809,752724,12275,10966,11941,213011,5580
06-Mar-2021,9733572,28798,755613,12321,10922,11897,213856,5600
07-Mar-2021,9729875,28787,758502,12367,10877,11853,214699,5620
08-Mar-2021,9726182,28776,761389,12413,10832,11809,215538,5640
09-Mar-2021,9722494,28765,764275,12458,10788,11765,216374,5661
10-Mar-2021,9718810,28754,767160,12504,10743,11721,217207,5681
11-Mar-2021,9715131,28743,770044,12550,10698,11676,218036,5701
12-Mar-2021,9711456,28732,772927,12596,10653,11632,218863,5720
13-Mar-2021,9707786,28721,775809,12641,10608,11587,219686,5740
14-Mar-2021,9704121,28710,778690,12687,10563,11542,220507,5760
15-Mar-2021,9700460,28699,781569,12733,10517,11497,221324,5780
16-Mar-2021,9696804,28688,784448,12778,10472,11452,222138,5799
