datetime,S,E,I,Q,R,D,P
08-Nov-2020,27736771,41158,303900,54804,368298,14614,244993828
09-Nov-2020,25936823,75513,302782,55425,371418,14709,246756704
10-Nov-2020,24253718,105924,303165,56007,374571,14805,248405183
11-Nov-2020,22679726,132873,304862,56569,377757,14902,249946684
12-Nov-2020,21207660,156765,307705,57127,380975,15000,251388141
13-Nov-2020,19830838,177942,311549,57695,384224,15099,252736027
14-Nov-2020,18543038,196690,316261,58283,387506,15199,253996396
15-Nov-2020,17338464,213257,321726,58901,390822,15300,255174904
16-Nov-2020,16211713,227851,327838,59555,394174,15402,256276840
17-Nov-2020,15157741,240657,334503,60251,397564,15505,257307153
18-Nov-2020,14171846,251830,341635,60992,400995,15609,258270466
19-Nov-2020,13249633,261509,349157,61781,404469,15715,259171109
20-Nov-2020,12386998,269818,356998,62620,407990,15822,260013129
21-Nov-2020,11580104,276863,365092,63509,411559,15931,260800314
22-Nov-2020,10825368,282745,373382,64449,415180,16041,261536208
23-Nov-2020,10119436,287549,381814,65439,418855,16153,262224127
24-Nov-2020,9459173,291358,390337,66476,422588,16266,262867175
25-Nov-2020,8841646,294245,398907,67560,426381,16382,263468253
26-Nov-2020,8264109,296279,407481,68688,430237,16499,264030081
27-Nov-2020,7723997,297522,416024,69857,434157,16618,264555199
28-Nov-2020,7218904,298034,424499,71064,438145,16740,265045988
29-Nov-2020,6746580,297871,432875,72307,442202,16863,265504675
30-Nov-2020,6304923,297084,441124,73582,446331,16989,265933341
01-Dec-2020,5891957,295725,449219,74884,450532,17117,266333940
02-Dec-2020,5505840,293838,457138,76212,454808,17247,266708291
03-Dec-2020,5144843,291468,464859,77560,459159,17379,267058105
04-Dec-2020,4807347,288658,472364,78925,463588,17514,267384977
05-Dec-2020,4491841,285447,479636,80304,468094,17651,267690401
06-Dec-2020,4196904,281872,486660,81692,472678,17791,267975776
07-Dec-2020,3921209,277971,493424,83087,477341,17933,268242409
08-Dec-2020,3663515,273776,499916,84484,482083,18077,268491522
09-Dec-2020,3422656,269320,506127,85880,486905,18224,268724262
10-Dec-2020,3197544,264634,512050,87271,491805,18373,268941696
11-Dec-2020,2987160,259745,517678,88655,496784,18524,269144827
12-Dec-2020,2790548,254682,523006,90027,501840,18678,269334591
13-Dec-2020,2606815,249470,528031,91386,506974,18835,269511863
14-Dec-2020,2435126,244133,532750,92727,512185,18993,269677460
15-Dec-2020,2274697,238693,537161,94048,517470,19154,269832150
16-Dec-2020,2124796,233171,541265,95347,522830,19317,269976647
17-Dec-2020,1984738,227588,545061,96621,528263,19483,270111621
18-Dec-2020,1853880,221961,548552,97867,533767,19650,270237697
19-Dec-2020,1731625,216307,551739,99084,539341,19820,270355459
20-Dec-2020,1617409,210642,554626,100269,544982,19991,270465454
21-Dec-2020,1510708,204980,557216,101420,550690,20165,270568195
22-Dec-2020,1411030,199335,559513,102537,556462,20341,270664156
23-Dec-2020,1317916,193719,561522,103616,562296,20518,270753785
24-Dec-2020,1230936,188144,563248,104657,568191,20698,270837500
25-Dec-2020,1149689,182618,564697,105659,574143,20879,270915689
26-Dec-2020,1073798,177152,565875,106620,580150,21062,270988717
27-Dec-2020,1002911,171753,566788,107540,586211,21246,271056925
28-Dec-2020,936701,166429,567443,108417,592323,21432,271120629
29-Dec-2020,874859,161186,567847,109251,598483,21620,271180128
30-Dec-2020,817100,156031,568006,110041,604689,21809,271235698
31-Dec-2020,763153,150968,567928,110786,610938,21999,271287600
01-Jan-2021,712770,146002,567620,111487,617229,22190,271336075
02-Jan-2021,665713,141135,567090,112144,623558,22383,271381350
03-Jan-2021,621765,136373,566346,112755,629922,22577,271423636
04-Jan-2021,580721,131716,565393,113321,636320,22771,271463130
05-Jan-2021,542388,127168,564241,113842,642749,22967,271500018
06-Jan-2021,506589,122729,562897,114318,649206,23164,271534470
07-Jan-2021,473156,118401,561368,114750,655689,23361,271566649
08-Jan-2021,441932,114185,559661,115137,662195,23559,271596704
09-Jan-2021,412772,110081,557785,115480,668721,23757,271624776
10-Jan-2021,385540,106089,555746,115780,675266,23957,271650996
11-Jan-2021,360108,102208,553551,116037,681827,24156,271675486
12-Jan-2021,336357,98440,551208,116251,688400,24356,271698360
13-Jan-2021,314176,94781,548724,116424,694985,24557,271719726
14-Jan-2021,293461,91233,546105,116555,701579,24757,271739684
15-Jan-2021,274115,87793,543358,116646,708178,24958,271758325
16-Jan-2021,256048,84459,540490,116697,714782,25159,271775738
17-Jan-2021,239175,81231,537507,116709,721387,25360,271792003
18-Jan-2021,223417,78107,534415,116684,727992,25561,271807196
19-Jan-2021,208700,75085,531221,116621,734595,25762,271821389
20-Jan-2021,194955,72164,527931,116522,741193,25963,271834646
21-Jan-2021,182119,69340,524549,116387,747784,26164,271847031
22-Jan-2021,170130,66612,521082,116218,754367,26364,271858600
23-Jan-2021,158933,63978,517536,116015,760939,26564,271869408
24-Jan-2021,148475,61436,513915,115780,767499,26764,271879504
25-Jan-2021,138708,58983,510224,115514,774045,26963,271888937
26-Jan-2021,129585,56618,506469,115216,780574,27162,271897748
27-Jan-2021,121065,54337,502655,114889,787086,27360,271905981
28-Jan-2021,113107,52139,498785,114533,793579,27558,271913672
29-Jan-2021,105674,50022,494865,114150,800051,27755,271920858
30-Jan-2021,98731,47982,490899,113740,806500,27951,271927571
31-Jan-2021,92245,46019,486890,113304,812926,28146,271933843
01-Feb-2021,86188,44129,482843,112843,819325,28341,271939704
02-Feb-2021,80530,42311,478761,112358,825699,28535,271945180
03-Feb-2021,75244,40561,474649,111851,832044,28728,271950296
04-Feb-2021,70307,38879,470510,111321,838360,28920,271955076
05-Feb-2021,65695,37262,466346,110771,844645,29112,271959543
06-Feb-2021,61387,35707,462162,110200,850898,29302,271963717
07-Feb-2021,57362,34213,457961,109611,857119,29491,271967617
08-Feb-2021,53602,32777,453745,109002,863306,29680,271971262
09-Feb-2021,50090,31398,449517,108377,869457,29867,271974667
10-Feb-2021,46809,30074,445280,107735,875573,30053,271977850
11-Feb-2021,43743,28802,441037,107077,881652,30238,271980824
12-Feb-2021,40879,27582,436789,106404,887694,30422,271983603
13-Feb-2021,38203,26410,432540,105717,893697,30605,271986201
14-Feb-2021,35704,25286,428292,105017,899661,30786,271988628
15-Feb-2021,33368,24207,424046,104304,905584,30966,271990897
16-Feb-2021,31186,23172,419806,103580,911467,31146,271993017
17-Feb-2021,29147,22180,415571,102844,917309,31323,271994999
18-Feb-2021,27242,21228,411346,102099,923109,31500,271996851
19-Feb-2021,25461,20315,407130,101343,928866,31675,271998582
20-Feb-2021,23798,19441,402927,100579,934581,31849,272000200
