datetime,S,E,I,Q,R,D,P
25-Jan-2021,143512,53449,507965,115387,774016,26962,271892082
26-Jan-2021,134075,51343,503990,115068,780538,27161,271901199
27-Jan-2021,125260,49309,499970,114718,787041,27359,271909717
28-Jan-2021,117028,47347,495908,114337,793523,27556,271917675
29-Jan-2021,109338,45453,491808,113929,799983,27752,271925109
30-Jan-2021,102156,43627,487675,113492,806419,27948,271932056
31-Jan-2021,95447,41866,483511,113030,812830,28143,271938546
01-Feb-2021,89181,40169,479320,112542,819213,28338,271944610
02-Feb-2021,83328,38535,475105,112030,825569,28531,271950276
03-Feb-2021,77860,36961,470869,111496,831895,28724,271955570
04-Feb-2021,72752,35446,466615,110939,838190,28915,271960516
05-Feb-2021,67981,33987,462346,110362,844452,29106,271965139
06-Feb-2021,63524,32584,458066,109765,850682,29296,271969458
07-Feb-2021,59360,31234,453775,109149,856877,29484,271973494
08-Feb-2021,55471,29936,449478,108515,863037,29672,271977265
09-Feb-2021,51837,28688,445176,107864,869160,29858,271980790
10-Feb-2021,48442,27489,440872,107197,875247,30043,271984083
11-Feb-2021,45271,26337,436568,106515,881295,30227,271987161
12-Feb-2021,42308,25230,432266,105819,887304,30410,271990038
13-Feb-2021,39539,24166,427968,105109,893273,30592,271992726
14-Feb-2021,36953,23145,423676,104387,899201,30772,271995238
15-Feb-2021,34536,22165,419393,103653,905089,30951,271997586
16-Feb-2021,32278,21224,415118,102908,910935,31129,271999781
17-Feb-2021,30168,20321,410856,102153,916738,31306,272001832
18-Feb-2021,28197,19455,406606,101388,922498,31481,272003749
19-Feb-2021,26355,18623,402370,100615,928215,31655,272005540
20-Feb-2021,24634,17826,398150,99833,933887,31828,272007215
21-Feb-2021,23026,17061,393948,99044,939515,31999,272008780
22-Feb-2021,21523,16328,389763,98248,945099,32169,272010244
23-Feb-2021,20118,15625,385599,97446,950637,32338,272011611
24-Feb-2021,18806,14951,381455,96638,956129,32505,272012890
25-Feb-2021,17579,14306,377332,95825,961576,32671,272014085
26-Feb-2021,16433,13687,373233,95008,966976,32835,272015202
27-Feb-2021,15362,13094,369157,94187,972330,32998,272016246
28-Feb-2021,14361,12525,365105,93362,977638,33159,272017222
01-Mar-2021,13425,11981,361079,92535,982899,33320,272018135
02-Mar-2021,12551,11460,357079,91705,988113,33478,272018988
03-Mar-2021,11734,10960,353106,90873,993279,33636,272019786
04-Mar-2021,10970,10482,349161,90039,998399,33791,272020531
05-Mar-2021,10256,10024,345243,89205,1003472,33946,272021228
06-Mar-2021,9589,9586,341354,88369,1008497,34099,272021880
07-Mar-2021,8965,9166,337494,87534,1013475,34250,272022490
08-Mar-2021,8382,8764,333664,86698,1018406,34400,272023059
09-Mar-2021,7837,8380,329864,85863,1023289,34549,272023592
10-Mar-2021,7327,8011,326094,85029,1028125,34696,272024090
11-Mar-2021,6851,7659,322355,84196,1032914,34842,272024556
12-Mar-2021,6406,7322,318647,83364,1037656,34986,272024991
13-Mar-2021,5990,6999,314971,82535,1042351,35129,272025398
14-Mar-2021,5601,6691,311327,81707,1046999,35270,272025779
15-Mar-2021,5237,6396,307714,80881,1051600,35411,272026135
16-Mar-2021,4898,6113,304133,80058,1056154,35549,272026468
17-Mar-2021,4580,5843,300585,79238,1060662,35686,272026779
18-Mar-2021,4283,5584,297069,78421,1065124,35822,272027070
19-Mar-2021,4005,5337,293586,77607,1069539,35957,272027342
20-Mar-2021,3745,5101,290135,76797,1073909,36089,272027597
21-Mar-2021,3502,4874,286717,75990,1078233,36221,272027835
22-Mar-2021,3275,4658,283332,75188,1082511,36351,272028058
23-Mar-2021,3063,4451,279980,74389,1086744,36480,272028266
24-Mar-2021,2865,4254,276661,73595,1090932,36608,272028461
25-Mar-2021,2679,4065,273374,72805,1095075,36734,272028643
26-Mar-2021,2506,3884,270120,72019,1099173,36858,272028813
