datetime,S,I,r,D
03-Dec-2020,10413242,125009,225973,6263
04-Dec-2020,10398333,130667,234990,6497
05-Dec-2020,10382774,136558,244413,6742
06-Dec-2020,10366540,142689,254260,6998
07-Dec-2020,10349605,149068,264549,7265
08-Dec-2020,10331945,155702,275296,7544
09-Dec-2020,10313533,162598,286521,7835
10-Dec-2020,10294342,169763,298241,8140
11-Dec-2020,10274346,177206,310477,8458
12-Dec-2020,10253517,184933,323248,8789
13-Dec-2020,10231828,192950,336574,9135
14-Dec-2020,10209250,201265,350476,9496
15-Dec-2020,10185755,209885,364975,9873
16-Dec-2020,10161315,218814,380093,10266
17-Dec-2020,10135901,228060,395852,10675
18-Dec-2020,10109484,237627,412274,11101
19-Dec-2020,10082037,247521,429383,11546
20-Dec-2020,10053530,257747,447201,12008
21-Dec-2020,10023937,268307,465753,12490
22-Dec-2020,9993228,279206,485061,12992
23-Dec-2020,9961378,290445,505150,13513
24-Dec-2020,9928360,302027,526044,14056
25-Dec-2020,9894147,313953,547767,14620
26-Dec-2020,9858715,326222,570344,15207
27-Dec-2020,9822040,338833,593798,15816
28-Dec-2020,9784100,351785,618153,16448
29-Dec-2020,9744873,365075,643434,17105
30-Dec-2020,9704340,378697,669665,17786
31-Dec-2020,9662482,392645,696867,18492
01-Jan-2021,9619283,406914,725065,19225
02-Jan-2021,9574729,421494,754281,19984
03-Jan-2021,9528807,436375,784536,20769
04-Jan-2021,9481509,451545,815850,21583
05-Jan-2021,9432827,466992,848244,22424
06-Jan-2021,9382756,482699,881738,23294
07-Jan-2021,9331295,498652,916347,24193
08-Jan-2021,9278446,514830,952091,25121
09-Jan-2021,9224211,531214,988983,26079
10-Jan-2021,9168600,547782,1027037,27067
11-Jan-2021,9111623,564511,1066266,28086
12-Jan-2021,9053296,581375,1106680,29136
13-Jan-2021,8993637,598347,1148287,30216
14-Jan-2021,8932667,615398,1191094,31328
15-Jan-2021,8870412,632498,1235106,32471
16-Jan-2021,8806901,649615,1280325,33645
17-Jan-2021,8742169,666716,1326752,34851
18-Jan-2021,8676251,683766,1374382,36088
19-Jan-2021,8609188,700729,1423213,37356
20-Jan-2021,8541026,717570,1473236,38655
21-Jan-2021,8471810,734250,1524442,39985
22-Jan-2021,8401594,750730,1576817,41346
23-Jan-2021,8330431,766973,1630347,42736
24-Jan-2021,8258381,782938,1685013,44156
25-Jan-2021,8185503,798586,1740794,45604
26-Jan-2021,8111861,813879,1797666,47081
27-Jan-2021,8037521,828776,1855604,48586
28-Jan-2021,7962552,843241,1914577,50117
29-Jan-2021,7887023,857235,1974554,51675
30-Jan-2021,7811007,870721,2035501,53258
31-Jan-2021,7734578,883663,2097380,54865
01-Feb-2021,7657811,896029,2160152,56495
02-Feb-2021,7580781,907784,2223774,58148
03-Feb-2021,7503564,918899,2288204,59821
04-Feb-2021,7426235,929344,2353393,61514
05-Feb-2021,7348871,939094,2419296,63226
06-Feb-2021,7271548,948124,2485861,64954
07-Feb-2021,7194339,956412,2553037,66699
08-Feb-2021,7117319,963938,2620771,68458
09-Feb-2021,7040561,970687,2689008,70230
10-Feb-2021,6964135,976644,2757693,72014
11-Feb-2021,6888110,981799,2826771,73808
12-Feb-2021,6812551,986142,2896183,75611
13-Feb-2021,6737524,989669,2965873,77421
14-Feb-2021,6663090,992377,3035783,79236
15-Feb-2021,6589309,994266,3105856,81056
16-Feb-2021,6516237,995339,3176032,82879
17-Feb-2021,6443927,995602,3246256,84702
18-Feb-2021,6372430,995063,3316469,86526
19-Feb-2021,6301791,993731,3386617,88348
20-Feb-2021,6232056,991621,3456643,90166
21-Feb-2021,6163265,988748,3526494,91980
22-Feb-2021,6095456,985128,3596115,93789
23-Feb-2021,6028661,980781,3665455,95589
24-Feb-2021,5962913,975729,3734464,97382
25-Feb-2021,5898238,969993,3803092,99164
26-Feb-2021,5834662,963598,3871291,100935
27-Feb-2021,5772206,956570,3939018,102694
28-Feb-2021,5710887,948934,4006227,104440
01-Mar-2021,5650722,940717,4072877,106170
02-Mar-2021,5591724,931950,4138927,107886
03-Mar-2021,5533901,922660,4204341,109585
04-Mar-2021,5477262,912878,4269082,111266
05-Mar-2021,5421811,902632,4333116,112929
06-Mar-2021,5367551,891952,4396412,114573
07-Mar-2021,5314483,880868,4458940,116197
08-Mar-2021,5262604,869410,4520673,117800
09-Mar-2021,5211912,857608,4581585,119382
10-Mar-2021,5162400,845492,4641653,120942
11-Mar-2021,5114061,833090,4700857,122480
12-Mar-2021,5066886,820430,4759177,123994
13-Mar-2021,5020865,807541,4816595,125486
14-Mar-2021,4975987,794450,4873098,126953
15-Mar-2021,4932238,781183,4928670,128396
16-Mar-2021,4889606,767765,4983301,129815
17-Mar-2021,4848075,754222,5036981,131209
18-Mar-2021,4807630,740578,5089701,132578
19-Mar-2021,4768253,726855,5141457,133922
20-Mar-2021,4729927,713076,5192242,135241
21-Mar-2021,4692636,699262,5242054,136535
22-Mar-2021,4656359,685433,5290892,137803
23-Mar-2021,4621079,671608,5338753,139046
24-Mar-2021,4586777,657805,5385641,140264
25-Mar-2021,4553433,644042,5431555,141457
26-Mar-2021,4521028,630334,5476501,142624
27-Mar-2021,4489541,616697,5520482,143766
28-Mar-2021,4458954,603146,5563504,144883
29-Mar-2021,4429244,589693,5605574,145976
30-Mar-2021,4400394,576350,5646699,147044
31-Mar-2021,4372382,563130,5686887,148088
01-Apr-2021,4345189,550044,5726147,149107
02-Apr-2021,4318795,537100,5764489,150103
03-Apr-2021,4293181,524307,5801923,151075
04-Apr-2021,4268328,511675,5838460,152024
05-Apr-2021,4244214,499210,5874112,152950
06-Apr-2021,4220823,486919,5908891,153853
07-Apr-2021,4198135,474808,5942809,154734
08-Apr-2021,4176131,462883,5975880,155593
09-Apr-2021,4154794,451147,6008116,156430
10-Apr-2021,4134105,439605,6039531,157246
11-Apr-2021,4114046,428261,6070139,158041
12-Apr-2021,4094601,417117,6099953,158815
13-Apr-2021,4075752,406176,6128989,159570
14-Apr-2021,4057483,395440,6157260,160304
15-Apr-2021,4039778,384910,6184781,161019
16-Apr-2021,4022619,374587,6211567,161714
17-Apr-2021,4005993,364472,6237632,162391
18-Apr-2021,3989883,354565,6262990,163050
19-Apr-2021,3974274,344866,6287657,163690
20-Apr-2021,3959152,335374,6311647,164313
21-Apr-2021,3944503,326089,6334975,164919
22-Apr-2021,3930312,317011,6357656,165508
23-Apr-2021,3916567,308136,6379703,166081
24-Apr-2021,3903253,299465,6401132,166637
25-Apr-2021,3890358,290995,6421956,167178
26-Apr-2021,3877870,282724,6442189,167704
27-Apr-2021,3865776,274651,6461846,168214
28-Apr-2021,3854065,266772,6480940,168710
29-Apr-2021,3842723,259086,6499486,169192
30-Apr-2021,3831742,251590,6517496,169659
01-May-2021,3821108,244282,6534984,170114
02-May-2021,3810813,237157,6551963,170555
03-May-2021,3800844,230215,6568445,170983
04-May-2021,3791193,223451,6584445,171398
05-May-2021,3781850,216862,6599973,171801
06-May-2021,3772804,210447,6615043,172193
07-May-2021,3764048,204201,6629666,172573
08-May-2021,3755571,198121,6643855,172941
09-May-2021,3747365,192204,6657620,173299
10-May-2021,3739421,186446,6670974,173645
11-May-2021,3731732,180846,6683927,173982
12-May-2021,3724289,175399,6696491,174308
13-May-2021,3717085,170102,6708675,174625
14-May-2021,3710113,164951,6720492,174931
15-May-2021,3703364,159945,6731949,175229
16-May-2021,3696831,155079,6743059,175518
17-May-2021,3690509,150350,6753831,175797
18-May-2021,3684390,145755,6764273,176068
19-May-2021,3678468,141291,6774396,176331
20-May-2021,3672737,136955,6784209,176586
21-May-2021,3667190,132743,6793720,176833
22-May-2021,3661822,128653,6802939,177073
23-May-2021,3656627,124682,6811873,177305
24-May-2021,3651600,120826,6820531,177530
25-May-2021,3646734,117084,6828922,177747
26-May-2021,3642026,113451,6837052,177959
27-May-2021,3637470,109925,6844929,178163
28-May-2021,3633061,106503,6852562,178361
29-May-2021,3628794,103183,6859957,178553
30-May-2021,3624665,99961,6867121,178740
31-May-2021,3620670,96836,6874061,178920
01-Jun-2021,3616804,93804,6880785,179094
02-Jun-2021,3613063,90863,6887297,179263
03-Jun-2021,3609443,88011,6893605,179427
04-Jun-2021,3605940,85245,6899715,179586
05-Jun-2021,3602551,82563,6905633,179740
06-Jun-2021,3599271,79962,6911365,179889
07-Jun-2021,3596098,77441,6916916,180033
08-Jun-2021,3593027,74996,6922292,180172
09-Jun-2021,3590056,72626,6927498,180308
10-Jun-2021,3587181,70328,6932539,180438
11-Jun-2021,3584399,68101,6937421,180565
12-Jun-2021,3581708,65943,6942149,180688
13-Jun-2021,3579103,63851,6946726,180807
14-Jun-2021,3576584,61824,6951158,180922
15-Jun-2021,3574145,59859,6955449,181033
16-Jun-2021,3571786,57955,6959604,181141
17-Jun-2021,3569504,56110,6963627,181246
18-Jun-2021,3567296,54323,6967521,181347
19-Jun-2021,3565159,52591,6971292,181445
20-Jun-2021,3563092,50914,6974942,181540
21-Jun-2021,3561091,49288,6978476,181631
22-Jun-2021,3559156,47714,6981897,181720
23-Jun-2021,3557284,46189,6985208,181806
24-Jun-2021,3555472,44711,6988414,181890
25-Jun-2021,3553719,43281,6991517,181970
26-Jun-2021,3552023,41895,6994521,182048
27-Jun-2021,3550383,40552,6997428,182124
28-Jun-2021,3548795,39252,7000243,182197
29-Jun-2021,3547259,37993,7002967,182268
30-Jun-2021,3545773,36774,7005604,182336
01-Jul-2021,3544336,35593,7008156,182402
02-Jul-2021,3542945,34450,7010626,182466
03-Jul-2021,3541599,33343,7013017,182529
04-Jul-2021,3540297,32271,7015331,182589
05-Jul-2021,3539037,31233,7017570,182647
06-Jul-2021,3537819,30228,7019738,182703
07-Jul-2021,3536639,29255,7021835,182758
08-Jul-2021,3535499,28312,7023866,182810
09-Jul-2021,3534395,27400,7025830,182861
10-Jul-2021,3533327,26517,7027732,182911
11-Jul-2021,3532294,25662,7029572,182958
12-Jul-2021,3531295,24835,7031353,183005
13-Jul-2021,3530328,24033,7033076,183050
14-Jul-2021,3529392,23258,7034744,183093
15-Jul-2021,3528487,22507,7036358,183135
16-Jul-2021,3527612,21780,7037920,183175
17-Jul-2021,3526765,21077,7039431,183215
18-Jul-2021,3525945,20396,7040894,183253
19-Jul-2021,3525152,19737,7042309,183289
20-Jul-2021,3524385,19099,7043679,183325
21-Jul-2021,3523643,18481,7045004,183359
22-Jul-2021,3522925,17883,7046286,183393
23-Jul-2021,3522230,17305,7047527,183425
24-Jul-2021,3521558,16745,7048728,183456
25-Jul-2021,3520908,16203,7049890,183486
26-Jul-2021,3520279,15678,7051014,183515
27-Jul-2021,3519671,15171,7052102,183544
28-Jul-2021,3519082,14679,7053155,183571
29-Jul-2021,3518512,14204,7054173,183597
30-Jul-2021,3517961,13744,7055159,183623
31-Jul-2021,3517428,13298,7056113,183648
01-Aug-2021,3516913,12867,7057035,183672
02-Aug-2021,3516414,12450,7057928,183695
03-Aug-2021,3515931,12047,7058792,183717
04-Aug-2021,3515464,11656,7059628,183739
05-Aug-2021,3515012,11278,7060437,183760
06-Aug-2021,3514575,10912,7061219,183780
07-Aug-2021,3514152,10558,7061977,183800
08-Aug-2021,3513743,10216,7062709,183819
09-Aug-2021,3513347,9884,7063418,183838
10-Aug-2021,3512965,9563,7064104,183855
11-Aug-2021,3512594,9253,7064767,183873
12-Aug-2021,3512236,8953,7065409,183889
13-Aug-2021,3511889,8662,7066031,183905
14-Aug-2021,3511554,8381,7066632,183921
15-Aug-2021,3511229,8109,7067213,183936
16-Aug-2021,3510915,7845,7067776,183951
17-Aug-2021,3510612,7590,7068320,183965
18-Aug-2021,3510318,7344,7068847,183979
19-Aug-2021,3510034,7105,7069356,183992
20-Aug-2021,3509759,6874,7069849,184005
21-Aug-2021,3509493,6651,7070326,184017
22-Aug-2021,3509235,6435,7070788,184029
23-Aug-2021,3508986,6226,7071234,184041
24-Aug-2021,3508745,6023,7071666,184052
25-Aug-2021,3508512,5828,7072084,184063
26-Aug-2021,3508287,5638,7072489,184073
27-Aug-2021,3508069,5455,7072880,184083
28-Aug-2021,3507858,5278,7073258,184093
29-Aug-2021,3507654,5106,7073625,184103
30-Aug-2021,3507456,4940,7073979,184112
31-Aug-2021,3507265,4779,7074322,184121
01-Sep-2021,3507080,4624,7074653,184129
02-Sep-2021,3506902,4474,7074974,184138
03-Sep-2021,3506729,4328,7075284,184146
04-Sep-2021,3506561,4187,7075585,184153
05-Sep-2021,3506399,4051,7075875,184161
06-Sep-2021,3506243,3919,7076156,184168
07-Sep-2021,3506091,3792,7076428,184175
08-Sep-2021,3505945,3669,7076691,184182
09-Sep-2021,3505803,3549,7076946,184189
10-Sep-2021,3505666,3434,7077192,184195
11-Sep-2021,3505533,3322,7077431,184201
12-Sep-2021,3505405,3214,7077661,184207
13-Sep-2021,3505280,3109,7077884,184213
14-Sep-2021,3505160,3008,7078100,184219
15-Sep-2021,3505044,2910,7078308,184224
16-Sep-2021,3504932,2816,7078510,184229
17-Sep-2021,3504823,2724,7078706,184235
18-Sep-2021,3504717,2635,7078895,184239
19-Sep-2021,3504616,2550,7079078,184244
20-Sep-2021,3504517,2467,7079254,184249
21-Sep-2021,3504422,2386,7079426,184253
22-Sep-2021,3504330,2309,7079591,184258
23-Sep-2021,3504240,2233,7079751,184262
24-Sep-2021,3504154,2161,7079906,184266
25-Sep-2021,3504071,2090,7080056,184270
26-Sep-2021,3503990,2022,7080201,184273
27-Sep-2021,3503912,1957,7080342,184277
28-Sep-2021,3503836,1893,7080477,184281
29-Sep-2021,3503763,1831,7080609,184284
30-Sep-2021,3503692,1772,7080736,184287
01-Oct-2021,3503624,1714,7080859,184290
02-Oct-2021,3503558,1658,7080978,184294
03-Oct-2021,3503494,1604,7081093,184297
04-Oct-2021,3503432,1552,7081204,184299
05-Oct-2021,3503372,1501,7081312,184302
06-Oct-2021,3503314,1453,7081416,184305
07-Oct-2021,3503258,1405,7081517,184308
08-Oct-2021,3503203,1359,7081614,184310
09-Oct-2021,3503151,1315,7081708,184313
10-Oct-2021,3503100,1272,7081800,184315
11-Oct-2021,3503051,1231,7081888,184317
12-Oct-2021,3503003,1191,7081973,184319
13-Oct-2021,3502957,1152,7082056,184322
14-Oct-2021,3502913,1115,7082136,184324
15-Oct-2021,3502870,1078,7082213,184326
16-Oct-2021,3502828,1043,7082288,184328
17-Oct-2021,3502788,1009,7082360,184329
18-Oct-2021,3502749,976,7082430,184331
19-Oct-2021,3502711,945,7082498,184333
20-Oct-2021,3502675,914,7082564,184335
21-Oct-2021,3502639,884,7082627,184336
22-Oct-2021,3502605,855,7082688,184338
23-Oct-2021,3502572,827,7082748,184340
24-Oct-2021,3502540,800,7082805,184341
25-Oct-2021,3502509,774,7082861,184342
26-Oct-2021,3502480,749,7082915,184344
27-Oct-2021,3502451,725,7082966,184345
28-Oct-2021,3502423,701,7083017,184347
29-Oct-2021,3502396,678,7083065,184348
30-Oct-2021,3502369,656,7083112,184349
31-Oct-2021,3502344,635,7083158,184350
01-Nov-2021,3502319,614,7083202,184351
02-Nov-2021,3502296,594,7083245,184352
03-Nov-2021,3502273,575,7083286,184353
04-Nov-2021,3502251,556,7083326,184355
05-Nov-2021,3502229,538,7083364,184356
06-Nov-2021,3502208,520,7083402,184357
07-Nov-2021,3502188,503,7083438,184357
08-Nov-2021,3502169,487,7083473,184358
09-Nov-2021,3502150,471,7083507,184359
10-Nov-2021,3502132,456,7083539,184360
11-Nov-2021,3502114,441,7083571,184361
12-Nov-2021,3502097,427,7083601,184362
13-Nov-2021,3502081,413,7083631,184362
