datetime,S,I,r,D
05-Sep-2020,10725041,10178,33991,1277
06-Sep-2020,10725041,9467,34684,1295
07-Sep-2020,10725041,8806,35328,1312
08-Sep-2020,10725041,8192,35927,1327
09-Sep-2020,10725041,7620,36484,1342
10-Sep-2020,10725041,7088,37003,1355
11-Sep-2020,10725041,6593,37485,1368
12-Sep-2020,10725041,6133,37934,1379
13-Sep-2020,10725041,5705,38351,1390
14-Sep-2020,10725041,5306,38739,1400
15-Sep-2020,10725041,4936,39100,1410
16-Sep-2020,10725041,4591,39436,1418
17-Sep-2020,10725041,4271,39749,1427
18-Sep-2020,10725041,3973,40039,1434
19-Sep-2020,10725041,3695,40310,1441
20-Sep-2020,10725041,3437,40561,1448
21-Sep-2020,10725041,3197,40795,1454
22-Sep-2020,10725041,2974,41013,1459
23-Sep-2020,10725041,2766,41215,1465
