datetime,S,I,r,D
10-Mar-2021,4038352,390095,6179954,160895
11-Mar-2021,4020969,379626,6207100,161600
12-Mar-2021,4004127,369368,6233515,162286
13-Mar-2021,3987808,359319,6259214,162954
14-Mar-2021,3971999,349482,6284212,163603
15-Mar-2021,3956684,339854,6308523,164234
16-Mar-2021,3941849,330436,6332162,164848
17-Mar-2021,3927480,321227,6355145,165445
18-Mar-2021,3913562,312224,6377485,166025
19-Mar-2021,3900083,303427,6399197,166589
20-Mar-2021,3887028,294834,6420296,167137
21-Mar-2021,3874387,286443,6440796,167670
22-Mar-2021,3862145,278253,6460711,168187
23-Mar-2021,3850291,270260,6480056,168689
24-Mar-2021,3838814,262462,6498843,169177
25-Mar-2021,3827701,254857,6517087,169651
26-Mar-2021,3816941,247442,6534802,170111
27-Mar-2021,3806524,240214,6552000,170558
28-Mar-2021,3796439,233171,6568695,170991
29-Mar-2021,3786676,226308,6584899,171412
30-Mar-2021,3777225,219625,6600626,171821
31-Mar-2021,3768076,213116,6615887,172217
01-Apr-2021,3759219,206780,6630696,172602
02-Apr-2021,3750647,200612,6645063,172975
03-Apr-2021,3742349,194610,6659001,173337
04-Apr-2021,3734317,188770,6672522,173688
05-Apr-2021,3726543,183089,6685636,174028
06-Apr-2021,3719019,177564,6698355,174359
07-Apr-2021,3711736,172191,6710690,174679
08-Apr-2021,3704688,166967,6722651,174990
09-Apr-2021,3697867,161890,6734248,175291
10-Apr-2021,3691266,156955,6745493,175583
11-Apr-2021,3684877,152159,6756394,175866
12-Apr-2021,3678694,147499,6766962,176141
13-Apr-2021,3672710,142973,6777206,176407
14-Apr-2021,3666920,138576,6787135,176664
15-Apr-2021,3661317,134306,6796759,176914
16-Apr-2021,3655895,130159,6806086,177157
17-Apr-2021,3650648,126133,6815124,177391
18-Apr-2021,3645570,122224,6823883,177619
19-Apr-2021,3640657,118430,6832370,177839
20-Apr-2021,3635903,114747,6840593,178053
21-Apr-2021,3631302,111174,6848561,178260
22-Apr-2021,3626851,107705,6856280,178460
23-Apr-2021,3622543,104340,6863758,178654
24-Apr-2021,3618376,101076,6871002,178843
25-Apr-2021,3614343,97909,6878019,179025
26-Apr-2021,3610441,94837,6884817,179201
27-Apr-2021,3606666,91857,6891401,179372
28-Apr-2021,3603013,88967,6897778,179538
29-Apr-2021,3599478,86165,6903954,179698
30-Apr-2021,3596059,83448,6909936,179854
01-May-2021,3592750,80813,6915729,180004
02-May-2021,3589549,78259,6921338,180150
03-May-2021,3586451,75783,6926771,180291
04-May-2021,3583455,73382,6932031,180428
05-May-2021,3580555,71056,6937125,180560
06-May-2021,3577750,68801,6942057,180688
07-May-2021,3575036,66615,6946833,180812
08-May-2021,3572410,64497,6951457,180932
09-May-2021,3569870,62444,6955934,181048
10-May-2021,3567412,60455,6960268,181161
11-May-2021,3565034,58528,6964464,181270
12-May-2021,3562733,56661,6968526,181375
13-May-2021,3560508,54852,6972459,181477
14-May-2021,3558354,53099,6976266,181576
15-May-2021,3556271,51402,6979951,181672
16-May-2021,3554256,49757,6983519,181765
17-May-2021,3552306,48164,6986972,181854
18-May-2021,3550420,46621,6990315,181941
19-May-2021,3548595,45126,6993550,182025
20-May-2021,3546829,43678,6996682,182107
21-May-2021,3545121,42277,6999713,182185
22-May-2021,3543469,40919,7002647,182261
23-May-2021,3541870,39604,7005487,182335
24-May-2021,3540323,38331,7008235,182407
25-May-2021,3538827,37098,7010895,182476
26-May-2021,3537380,35904,7013470,182543
27-May-2021,3535979,34748,7015961,182607
28-May-2021,3534625,33628,7018373,182670
29-May-2021,3533314,32545,7020707,182730
30-May-2021,3532046,31495,7022965,182789
31-May-2021,3530820,30479,7025151,182846
01-Jun-2021,3529633,29496,7027266,182901
02-Jun-2021,3528486,28544,7029312,182954
03-Jun-2021,3527375,27622,7031293,183005
04-Jun-2021,3526301,26730,7033210,183055
05-Jun-2021,3525262,25866,7035065,183103
06-Jun-2021,3524256,25030,7036860,183150
07-Jun-2021,3523284,24220,7038597,183195
08-Jun-2021,3522343,23437,7040277,183239
09-Jun-2021,3521433,22678,7041904,183281
10-Jun-2021,3520552,21944,7043477,183322
11-Jun-2021,3519701,21234,7045000,183361
12-Jun-2021,3518877,20546,7046473,183400
13-Jun-2021,3518080,19881,7047899,183437
14-Jun-2021,3517308,19236,7049279,183473
15-Jun-2021,3516563,18613,7050613,183507
16-Jun-2021,3515841,18009,7051905,183541
17-Jun-2021,3515143,17425,7053155,183573
18-Jun-2021,3514467,16860,7054364,183605
19-Jun-2021,3513814,16313,7055534,183635
20-Jun-2021,3513182,15784,7056665,183664
21-Jun-2021,3512571,15272,7057761,183693
22-Jun-2021,3511979,14776,7058820,183720
23-Jun-2021,3511407,14296,7059846,183747
24-Jun-2021,3510854,13832,7060838,183773
25-Jun-2021,3510318,13383,7061797,183798
26-Jun-2021,3509801,12948,7062726,183822
27-Jun-2021,3509300,12527,7063624,183845
28-Jun-2021,3508815,12120,7064493,183868
29-Jun-2021,3508346,11726,7065334,183890
30-Jun-2021,3507892,11345,7066148,183911
01-Jul-2021,3507454,10976,7066935,183931
02-Jul-2021,3507029,10619,7067697,183951
03-Jul-2021,3506619,10274,7068434,183970
04-Jul-2021,3506221,9940,7069146,183989
05-Jul-2021,3505837,9616,7069836,184006
06-Jul-2021,3505466,9303,7070503,184024
07-Jul-2021,3505106,9001,7071149,184041
08-Jul-2021,3504758,8708,7071773,184057
09-Jul-2021,3504422,8424,7072377,184072
10-Jul-2021,3504096,8150,7072962,184088
11-Jul-2021,3503781,7885,7073527,184102
12-Jul-2021,3503477,7628,7074075,184117
13-Jul-2021,3503182,7380,7074604,184130
14-Jul-2021,3502897,7139,7075116,184144
15-Jul-2021,3502621,6907,7075611,184156
16-Jul-2021,3502355,6682,7076090,184169
17-Jul-2021,3502097,6464,7076554,184181
18-Jul-2021,3501847,6254,7077003,184193
19-Jul-2021,3501606,6050,7077437,184204
20-Jul-2021,3501372,5853,7077856,184215
21-Jul-2021,3501146,5662,7078262,184225
22-Jul-2021,3500928,5478,7078655,184235
23-Jul-2021,3500716,5299,7079035,184245
24-Jul-2021,3500512,5127,7079403,184255
25-Jul-2021,3500314,4959,7079759,184264
26-Jul-2021,3500122,4798,7080103,184273
27-Jul-2021,3499937,4641,7080436,184282
28-Jul-2021,3499758,4490,7080758,184290
29-Jul-2021,3499585,4344,7081069,184298
30-Jul-2021,3499417,4202,7081371,184306
31-Jul-2021,3499255,4065,7081662,184314
01-Aug-2021,3499098,3933,7081944,184321
02-Aug-2021,3498947,3804,7082217,184328
03-Aug-2021,3498800,3680,7082481,184335
04-Aug-2021,3498658,3560,7082736,184341
05-Aug-2021,3498521,3444,7082983,184348
06-Aug-2021,3498388,3332,7083222,184354
07-Aug-2021,3498259,3223,7083453,184360
08-Aug-2021,3498135,3118,7083677,184366
09-Aug-2021,3498015,3016,7083893,184372
10-Aug-2021,3497898,2918,7084103,184377
11-Aug-2021,3497786,2823,7084305,184382
12-Aug-2021,3497677,2731,7084501,184387
13-Aug-2021,3497572,2642,7084690,184392
14-Aug-2021,3497470,2555,7084874,184397
15-Aug-2021,3497371,2472,7085051,184402
16-Aug-2021,3497276,2391,7085223,184406
17-Aug-2021,3497184,2313,7085389,184410
18-Aug-2021,3497094,2238,7085549,184415
19-Aug-2021,3497008,2165,7085704,184419
20-Aug-2021,3496925,2094,7085854,184422
21-Aug-2021,3496844,2026,7086000,184426
22-Aug-2021,3496766,1960,7086140,184430
23-Aug-2021,3496690,1896,7086276,184433
24-Aug-2021,3496617,1834,7086408,184437
25-Aug-2021,3496547,1774,7086535,184440
26-Aug-2021,3496478,1716,7086658,184443
27-Aug-2021,3496412,1660,7086777,184446
28-Aug-2021,3496348,1606,7086892,184449
29-Aug-2021,3496286,1554,7087004,184452
30-Aug-2021,3496226,1503,7087112,184455
31-Aug-2021,3496168,1454,7087216,184458
01-Sep-2021,3496112,1406,7087317,184460
02-Sep-2021,3496058,1361,7087414,184463
03-Sep-2021,3496006,1316,7087509,184465
04-Sep-2021,3495955,1273,7087600,184468
05-Sep-2021,3495906,1232,7087688,184470
06-Sep-2021,3495858,1191,7087774,184472
07-Sep-2021,3495812,1153,7087857,184474
08-Sep-2021,3495768,1115,7087937,184477
09-Sep-2021,3495725,1079,7088014,184479
10-Sep-2021,3495683,1043,7088089,184480
11-Sep-2021,3495643,1009,7088161,184482
12-Sep-2021,3495604,976,7088231,184484
13-Sep-2021,3495567,944,7088299,184486
14-Sep-2021,3495530,914,7088364,184488
15-Sep-2021,3495495,884,7088428,184489
16-Sep-2021,3495461,855,7088489,184491
17-Sep-2021,3495428,827,7088548,184492
18-Sep-2021,3495396,800,7088606,184494
19-Sep-2021,3495365,774,7088661,184495
20-Sep-2021,3495336,749,7088715,184497
21-Sep-2021,3495307,724,7088767,184498
22-Sep-2021,3495279,701,7088817,184499
23-Sep-2021,3495252,678,7088866,184501
24-Sep-2021,3495226,656,7088913,184502
25-Sep-2021,3495200,634,7088958,184503
26-Sep-2021,3495176,613,7089002,184504
27-Sep-2021,3495152,593,7089045,184505
28-Sep-2021,3495129,574,7089086,184506
29-Sep-2021,3495107,555,7089126,184507
30-Sep-2021,3495086,537,7089164,184508
01-Oct-2021,3495065,520,7089202,184509
02-Oct-2021,3495045,503,7089238,184510
03-Oct-2021,3495026,486,7089273,184511
04-Oct-2021,3495007,470,7089306,184512
05-Oct-2021,3494989,455,7089339,184513
06-Oct-2021,3494971,440,7089371,184514
07-Oct-2021,3494955,426,7089401,184515
08-Oct-2021,3494938,412,7089431,184515
09-Oct-2021,3494922,398,7089459,184516
10-Oct-2021,3494907,385,7089487,184517
11-Oct-2021,3494892,373,7089514,184517
12-Oct-2021,3494878,361,7089539,184518
13-Oct-2021,3494864,349,7089564,184519
14-Oct-2021,3494850,338,7089589,184519
15-Oct-2021,3494837,326,7089612,184520
16-Oct-2021,3494825,316,7089635,184521
17-Oct-2021,3494813,306,7089657,184521
18-Oct-2021,3494801,296,7089678,184522
19-Oct-2021,3494789,286,7089698,184522
20-Oct-2021,3494778,277,7089718,184523
21-Oct-2021,3494768,268,7089737,184523
22-Oct-2021,3494757,259,7089756,184524
23-Oct-2021,3494747,250,7089774,184524
24-Oct-2021,3494738,242,7089791,184525
25-Oct-2021,3494728,234,7089808,184525
26-Oct-2021,3494719,227,7089824,184526
27-Oct-2021,3494711,219,7089840,184526
28-Oct-2021,3494702,212,7089855,184526
29-Oct-2021,3494694,205,7089870,184527
30-Oct-2021,3494686,198,7089884,184527
31-Oct-2021,3494679,192,7089898,184527
01-Nov-2021,3494671,186,7089911,184528
02-Nov-2021,3494664,180,7089924,184528
03-Nov-2021,3494657,174,7089937,184528
04-Nov-2021,3494650,168,7089949,184529
05-Nov-2021,3494644,163,7089960,184529
06-Nov-2021,3494638,157,7089972,184529
07-Nov-2021,3494632,152,7089983,184530
08-Nov-2021,3494626,147,7089993,184530
09-Nov-2021,3494620,142,7090003,184530
10-Nov-2021,3494615,138,7090013,184530
11-Nov-2021,3494609,133,7090023,184531
12-Nov-2021,3494604,129,7090032,184531
13-Nov-2021,3494599,125,7090041,184531
14-Nov-2021,3494594,121,7090050,184531
