beta:,0.094156891
r_S_NQ:,1
r_NQ_S:,0.966876106
r_NQ_Q:,2.35E-14
r_NQ_ND:,0.002448668
r_I_Q:,0.0773261
gamma:,0.060501642
muI:,0.001498138
R0:,1.21766
