datetime,S,I,r,D
28-Aug-2020,10732018,6955,29169,1154
29-Aug-2020,10731180,7252,29697,1167
30-Aug-2020,10730307,7561,30248,1180
31-Aug-2020,10729396,7883,30823,1194
01-Sep-2020,10728447,8219,31422,1208
02-Sep-2020,10727457,8569,32046,1223
03-Sep-2020,10726426,8934,32697,1239
04-Sep-2020,10725350,9314,33376,1256
05-Sep-2020,10724229,9711,34084,1273
06-Sep-2020,10723060,10124,34822,1290
07-Sep-2020,10721842,10554,35591,1309
08-Sep-2020,10720572,11003,36393,1328
09-Sep-2020,10719248,11471,37229,1348
10-Sep-2020,10717868,11958,38100,1369
11-Sep-2020,10716430,12466,39009,1391
12-Sep-2020,10714931,12995,39956,1414
13-Sep-2020,10713368,13547,40943,1438
14-Sep-2020,10711739,14121,41972,1463
15-Sep-2020,10710042,14720,43045,1489
16-Sep-2020,10708273,15344,44163,1516
17-Sep-2020,10706429,15994,45329,1544
18-Sep-2020,10704507,16671,46544,1573
19-Sep-2020,10702505,17377,47811,1604
20-Sep-2020,10700418,18112,49131,1636
21-Sep-2020,10698243,18877,50507,1669
22-Sep-2020,10695977,19675,51941,1703
23-Sep-2020,10693616,20505,53435,1740
24-Sep-2020,10691156,21370,54993,1777
25-Sep-2020,10688592,22271,56616,1816
26-Sep-2020,10685921,23209,58308,1857
27-Sep-2020,10683139,24187,60071,1900
28-Sep-2020,10680240,25204,61908,1944
29-Sep-2020,10677220,26263,63823,1990
30-Sep-2020,10674073,27366,65818,2038
01-Oct-2020,10670796,28515,67896,2088
02-Oct-2020,10667383,29710,70062,2141
03-Oct-2020,10663827,30954,72319,2195
04-Oct-2020,10660124,32250,74670,2252
05-Oct-2020,10656268,33598,77119,2311
06-Oct-2020,10652252,35000,79671,2373
07-Oct-2020,10648070,36460,82329,2437
08-Oct-2020,10643715,37979,85098,2503
09-Oct-2020,10639181,39559,87983,2573
10-Oct-2020,10634461,41203,90987,2646
11-Oct-2020,10629547,42913,94116,2721
12-Oct-2020,10624431,44691,97374,2800
13-Oct-2020,10619106,46540,100768,2882
14-Oct-2020,10613564,48463,104302,2967
15-Oct-2020,10607796,50463,107982,3056
16-Oct-2020,10601794,52541,111813,3148
17-Oct-2020,10595548,54701,115803,3244
18-Oct-2020,10589049,56946,119956,3345
19-Oct-2020,10582289,59279,124279,3449
20-Oct-2020,10575256,61703,128779,3557
