2.PSBB Total 14 September 2020
Q
Jumlah:, 169038
Tanggal:,15-Dec-2020
Q_s
Jumlah:, 2560
Tanggal:,24-Nov-2020

4.Simulasi Pelonggaran Lockdown Total
Q
Jumlah:, 2828
Tanggal:,13-Oct-2020
Q_s
Jumlah:, -0
Tanggal:,13-Oct-2020

