datetime,S,NQ,ND,I,Q,R,D
24-May-2021,9273827,29259,22687,126046,171364,1120949,26354
25-May-2021,9265488,29338,22749,126629,168465,1131220,26599
26-May-2021,9257120,29416,22811,127208,165772,1141321,26839
27-May-2021,9248723,29492,22873,127782,163274,1151266,27077
28-May-2021,9240299,29566,22936,128351,160959,1161066,27310
29-May-2021,9231847,29639,22998,128915,158816,1170730,27540
30-May-2021,9223368,29711,23061,129475,156833,1180270,27768
31-May-2021,9214863,29782,23124,130030,155001,1189695,27993
01-Jun-2021,9206331,29851,23187,130579,153311,1199014,28215
02-Jun-2021,9197773,29919,23250,131124,151754,1208234,28434
03-Jun-2021,9189189,29985,23314,131663,150321,1217364,28652
04-Jun-2021,9180581,30050,23377,132196,149004,1226411,28868
05-Jun-2021,9171948,30114,23441,132724,147798,1235381,29081
06-Jun-2021,9163290,30177,23504,133247,146693,1244282,29294
07-Jun-2021,9154609,30238,23568,133763,145685,1253119,29504
08-Jun-2021,9145904,30298,23632,134274,144767,1261898,29714
09-Jun-2021,9137177,30357,23696,134779,143932,1270624,29922
10-Jun-2021,9128427,30415,23761,135278,143177,1279302,30128
11-Jun-2021,9119655,30471,23825,135770,142495,1287936,30334
12-Jun-2021,9110861,30527,23889,136257,141883,1296531,30539
13-Jun-2021,9102046,30581,23954,136737,141334,1305092,30743
14-Jun-2021,9093211,30634,24019,137211,140846,1313621,30946
15-Jun-2021,9084356,30686,24084,137678,140414,1322122,31149
16-Jun-2021,9075480,30736,24148,138138,140034,1330598,31351
17-Jun-2021,9066586,30786,24213,138592,139703,1339054,31553
18-Jun-2021,9057673,30835,24279,139039,139418,1347490,31754
19-Jun-2021,9048742,30882,24344,139478,139176,1355911,31954
20-Jun-2021,9039793,30929,24409,139911,138972,1364318,32155
21-Jun-2021,9030827,30974,24475,140337,138806,1372714,32355
22-Jun-2021,9021844,31018,24540,140756,138674,1381101,32555
23-Jun-2021,9012844,31062,24606,141167,138573,1389481,32755
24-Jun-2021,9003830,31104,24672,141571,138501,1397856,32954
25-Jun-2021,8994800,31145,24737,141967,138457,1406227,33154
26-Jun-2021,8985755,31185,24803,142356,138438,1414596,33353
27-Jun-2021,8976696,31225,24869,142738,138442,1422965,33553
28-Jun-2021,8967623,31263,24935,143111,138467,1431335,33752
29-Jun-2021,8958538,31301,25001,143477,138512,1439707,33952
30-Jun-2021,8949440,31337,25068,143835,138574,1448082,34151
01-Jul-2021,8940329,31372,25134,144185,138654,1456461,34351
02-Jul-2021,8931208,31407,25200,144527,138748,1464846,34551
03-Jul-2021,8922075,31441,25267,144861,138856,1473237,34751
04-Jul-2021,8912932,31474,25333,145187,138976,1481635,34951
05-Jul-2021,8903779,31506,25400,145504,139107,1490040,35152
06-Jul-2021,8894617,31537,25466,145814,139248,1498453,35352
07-Jul-2021,8885445,31567,25533,146115,139398,1506876,35553
08-Jul-2021,8876266,31596,25600,146407,139557,1515308,35754
09-Jul-2021,8867079,31625,25667,146691,139722,1523749,35955
10-Jul-2021,8857885,31652,25734,146967,139893,1532201,36157
11-Jul-2021,8848684,31679,25801,147234,140069,1540663,36358
12-Jul-2021,8839477,31705,25868,147492,140250,1549136,36560
13-Jul-2021,8830264,31730,25935,147741,140434,1557620,36762
14-Jul-2021,8821047,31755,26002,147982,140621,1566115,36965
15-Jul-2021,8811825,31778,26069,148214,140811,1574622,37168
16-Jul-2021,8802600,31801,26136,148438,141002,1583140,37371
17-Jul-2021,8793371,31824,26203,148652,141194,1591669,37574
18-Jul-2021,8784139,31845,26271,148857,141387,1600211,37778
19-Jul-2021,8774905,31866,26338,149054,141579,1608764,37982
20-Jul-2021,8765670,31885,26405,149241,141771,1617328,38186
21-Jul-2021,8756434,31905,26473,149419,141962,1625904,38390
22-Jul-2021,8747197,31923,26540,149589,142151,1634492,38595
23-Jul-2021,8737960,31941,26608,149749,142339,1643091,38800
24-Jul-2021,8728724,31958,26675,149900,142524,1651701,39005
25-Jul-2021,8719489,31974,26743,150042,142706,1660323,39211
26-Jul-2021,8710255,31990,26811,150174,142885,1668955,39416
27-Jul-2021,8701024,32005,26878,150298,143061,1677598,39622
28-Jul-2021,8691796,32020,26946,150412,143233,1686252,39829
29-Jul-2021,8682571,32033,27014,150517,143401,1694916,40035
30-Jul-2021,8673350,32047,27081,150613,143564,1703590,40242
31-Jul-2021,8664134,32059,27149,150699,143724,1712273,40449
01-Aug-2021,8654923,32071,27217,150776,143878,1720966,40656
02-Aug-2021,8645717,32082,27285,150844,144027,1729669,40863
03-Aug-2021,8636517,32093,27353,150903,144171,1738380,41071
04-Aug-2021,8627324,32103,27420,150952,144309,1747099,41279
05-Aug-2021,8618138,32112,27488,150992,144442,1755827,41487
06-Aug-2021,8608960,32121,27556,151023,144568,1764563,41695
07-Aug-2021,8599791,32130,27624,151044,144689,1773306,41904
08-Aug-2021,8590630,32137,27692,151056,144804,1782056,42112
09-Aug-2021,8581478,32145,27760,151058,144912,1790813,42321
10-Aug-2021,8572336,32151,27828,151052,145013,1799577,42530
11-Aug-2021,8563205,32157,27896,151036,145108,1808346,42739
12-Aug-2021,8554084,32163,27964,151011,145196,1817121,42948
13-Aug-2021,8544975,32168,28032,150976,145277,1825901,43157
14-Aug-2021,8535878,32172,28100,150933,145352,1834685,43367
15-Aug-2021,8526794,32176,28168,150880,145419,1843474,43576
16-Aug-2021,8517722,32180,28236,150818,145478,1852267,43786
17-Aug-2021,8508664,32183,28304,150747,145531,1861063,43995
18-Aug-2021,8499619,32185,28372,150666,145576,1869862,44205
19-Aug-2021,8490590,32188,28440,150577,145614,1878664,44415
20-Aug-2021,8481575,32189,28508,150478,145644,1887468,44625
21-Aug-2021,8472575,32190,28576,150371,145667,1896273,44835
22-Aug-2021,8463592,32191,28644,150254,145682,1905079,45045
23-Aug-2021,8454625,32191,28712,150129,145689,1913886,45255
24-Aug-2021,8445675,32191,28780,149994,145689,1922694,45464
25-Aug-2021,8436742,32190,28848,149851,145681,1931501,45674
26-Aug-2021,8427827,32189,28917,149698,145665,1940307,45884
27-Aug-2021,8418930,32187,28985,149537,145641,1949112,46094
28-Aug-2021,8410052,32185,29053,149368,145610,1957916,46304
29-Aug-2021,8401193,32183,29121,149189,145570,1966717,46514
30-Aug-2021,8392354,32180,29189,149002,145523,1975515,46724
31-Aug-2021,8383535,32177,29257,148806,145468,1984311,46933
01-Sep-2021,8374737,32173,29325,148602,145404,1993103,47143
02-Sep-2021,8365959,32169,29393,148389,145333,2001891,47352
03-Sep-2021,8357203,32165,29461,148168,145254,2010674,47562
04-Sep-2021,8348469,32160,29529,147939,145167,2019453,47771
05-Sep-2021,8339757,32155,29597,147701,145073,2028226,47980
06-Sep-2021,8331067,32149,29665,147455,144970,2036992,48189
07-Sep-2021,8322401,32143,29733,147200,144859,2045753,48398
08-Sep-2021,8313758,32137,29801,146938,144740,2054506,48606
09-Sep-2021,8305139,32131,29869,146667,144614,2063253,48815
10-Sep-2021,8296544,32124,29937,146389,144480,2071991,49023
11-Sep-2021,8287974,32116,30004,146103,144338,2080721,49231
12-Sep-2021,8279429,32109,30072,145809,144188,2089442,49439
13-Sep-2021,8270909,32101,30140,145507,144030,2098154,49647
14-Sep-2021,8262415,32093,30208,145197,143865,2106856,49854
15-Sep-2021,8253947,32084,30276,144880,143692,2115547,50061
16-Sep-2021,8245505,32075,30344,144555,143511,2124228,50268
17-Sep-2021,8237091,32066,30412,144223,143322,2132898,50475
18-Sep-2021,8228703,32057,30479,143883,143126,2141557,50681
19-Sep-2021,8220343,32047,30547,143537,142923,2150203,50887
20-Sep-2021,8212011,32037,30615,143183,142712,2158836,51093
21-Sep-2021,8203707,32027,30683,142821,142493,2167457,51299
22-Sep-2021,8195432,32016,30750,142453,142267,2176064,51504
23-Sep-2021,8187185,32005,30818,142078,142034,2184658,51709
24-Sep-2021,8178968,31994,30886,141696,141794,2193237,51913
25-Sep-2021,8170780,31983,30953,141307,141546,2201801,52117
26-Sep-2021,8162621,31971,31021,140912,141291,2210350,52321
27-Sep-2021,8154493,31959,31088,140510,141028,2218884,52525
28-Sep-2021,8146395,31947,31156,140101,140759,2227401,52728
29-Sep-2021,8138327,31934,31223,139687,140483,2235902,52930
30-Sep-2021,8130291,31922,31291,139265,140200,2244386,53132
01-Oct-2021,8122285,31909,31358,138838,139910,2252853,53334
02-Oct-2021,8114311,31896,31426,138404,139613,2261302,53536
03-Oct-2021,8106369,31882,31493,137965,139309,2269732,53737
04-Oct-2021,8098458,31869,31561,137519,138999,2278145,53937
05-Oct-2021,8090579,31855,31628,137068,138682,2286538,54137
06-Oct-2021,8082733,31841,31695,136611,138358,2294912,54337
07-Oct-2021,8074919,31827,31763,136148,138028,2303266,54536
08-Oct-2021,8067139,31813,31830,135680,137692,2311600,54735
09-Oct-2021,8059391,31798,31897,135206,137349,2319913,54933
10-Oct-2021,8051676,31783,31964,134727,137000,2328206,55130
11-Oct-2021,8043995,31768,32032,134243,136645,2336477,55327
12-Oct-2021,8036348,31753,32099,133753,136283,2344727,55524
13-Oct-2021,8028734,31738,32166,133259,135916,2352954,55720
14-Oct-2021,8021155,31722,32233,132759,135543,2361159,55916
15-Oct-2021,8013609,31707,32300,132255,135164,2369342,56111
16-Oct-2021,8006098,31691,32367,131746,134779,2377501,56305
17-Oct-2021,7998622,31675,32434,131232,134388,2385637,56499
18-Oct-2021,7991180,31658,32501,130714,133992,2393749,56693
19-Oct-2021,7983773,31642,32568,130191,133591,2401837,56885
20-Oct-2021,7976401,31626,32635,129664,133183,2409901,57078
21-Oct-2021,7969064,31609,32702,129132,132771,2417940,57269
22-Oct-2021,7961763,31592,32768,128597,132353,2425953,57460
23-Oct-2021,7954497,31575,32835,128057,131930,2433942,57651
24-Oct-2021,7947267,31558,32902,127514,131502,2441904,57840
25-Oct-2021,7940072,31541,32969,126966,131069,2449841,58030
