datetime,S,E,I,Q,R,D,P
08-Nov-2020,27736771,41158,303900,54804,368298,14614,244993828
09-Nov-2020,25950368,76610,302571,55476,371410,14709,246742230
10-Nov-2020,24279086,108105,302688,56103,374559,14804,248378028
11-Nov-2020,22715359,136119,304075,56704,377742,14901,249908474
12-Nov-2020,21252151,161051,306575,57295,380959,14999,251340344
13-Nov-2020,19882918,183239,310049,57890,384209,15098,252679971
14-Nov-2020,18601561,202968,314375,58501,387494,15198,253933277
15-Nov-2020,17402399,220485,319441,59135,390813,15299,255105802
16-Nov-2020,16280132,235997,325148,59801,394169,15401,256202726
17-Nov-2020,15229812,249688,331406,60503,397564,15504,257228896
18-Nov-2020,14246822,261715,338135,61247,400999,15609,258188848
19-Nov-2020,13326846,272216,345259,62035,404478,15714,259086827
20-Nov-2020,12465851,281314,352711,62869,408002,15821,259926806
21-Nov-2020,11660069,289118,360429,63750,411575,15930,260712503
22-Nov-2020,10905973,295726,368357,64679,415199,16040,261447400
23-Nov-2020,10200266,301226,376442,65655,418876,16152,262134756
24-Nov-2020,9539859,305700,384638,66677,422610,16266,262777623
25-Nov-2020,8921868,309221,392900,67743,426403,16381,263378856
26-Nov-2020,8343587,311858,401189,68853,430257,16498,263941131
27-Nov-2020,7802486,313674,409467,70002,434176,16617,264466951
28-Nov-2020,7296196,314728,417701,71190,438160,16739,264958661
29-Nov-2020,6822495,315076,425860,72412,442212,16862,265418456
30-Nov-2020,6379309,314770,433916,73666,446334,16987,265848391
01-Dec-2020,5964688,313860,441844,74949,450527,17115,266250390
02-Dec-2020,5576811,312393,449620,76256,454794,17245,266626256
03-Dec-2020,5213970,310412,457222,77586,459135,17377,266977671
04-Dec-2020,4874565,307960,464634,78933,463552,17511,267306218
05-Dec-2020,4557098,305078,471836,80296,468045,17647,267613373
06-Dec-2020,4260167,301802,478816,81669,472615,17786,267900518
07-Dec-2020,3982454,298169,485558,83050,477263,17928,268168950
08-Dec-2020,3722730,294214,492053,84436,481989,18072,268419880
09-Dec-2020,3479842,289969,498289,85822,486794,18218,268654440
10-Dec-2020,3252707,285464,504259,87206,491677,18366,268873694
11-Dec-2020,3040315,280730,509956,88584,496637,18517,269078634
12-Dec-2020,2841718,275794,515373,89954,501675,18670,269270189
13-Dec-2020,2656027,270682,520506,91311,506790,18826,269449231
14-Dec-2020,2482413,265418,525352,92654,511982,18984,269616570
15-Dec-2020,2320097,260027,529908,93980,517248,19144,269772969
16-Dec-2020,2168349,254529,534174,95285,522589,19306,269919141
17-Dec-2020,2026487,248945,538148,96568,528003,19471,270055751
18-Dec-2020,1893873,243295,541832,97826,533489,19638,270183421
19-Dec-2020,1769907,237595,545226,99057,539045,19807,270302737
20-Dec-2020,1654031,231864,548332,100259,544669,19978,270414241
21-Dec-2020,1545720,226115,551153,101429,550361,20151,270518444
22-Dec-2020,1444483,220364,553692,102567,556117,20326,270615824
23-Dec-2020,1349862,214623,555953,103671,561937,20503,270706825
24-Dec-2020,1261426,208904,557941,104738,567818,20682,270791864
25-Dec-2020,1178774,203219,559659,105768,573759,20862,270871332
26-Dec-2020,1101530,197578,561113,106760,579756,21045,270945593
27-Dec-2020,1029341,191989,562308,107712,585808,21229,271014987
28-Dec-2020,961877,186461,563251,108623,591913,21415,271079833
29-Dec-2020,898832,181002,563946,109494,598068,21602,271140429
30-Dec-2020,839918,175618,564401,110322,604271,21790,271197053
31-Dec-2020,784863,170315,564622,111107,610520,21980,271249966
01-Jan-2021,733417,165099,564614,111850,616812,22172,271299410
02-Jan-2021,685343,159974,564386,112549,623144,22364,271345614
03-Jan-2021,640421,154943,563943,113204,629515,22558,271388789
04-Jan-2021,598446,150011,563293,113816,635921,22753,271429134
05-Jan-2021,559224,145180,562443,114383,642361,22949,271466834
